"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
1663	1719	"McCarston's Lake"	45.05	-80.09	180	"AWI"	180	472	1078	798	0	16	1	1	0	0	0	84	2	0	0	12	0	0	35	5	5	0	0	19	2	18	0	2	1	1	20	0	0	0	0	0	0	0	8	31	38	0
1663	1719	"McCarston's Lake"	45.05	-80.09	200	"AWI"	200	600	1141	887	1	21	3	0	0	0	0	76	0	0	1	10	0	0	40	4	2	0	1	9	1	10	0	1	0	1	14	0	0	0	0	0	0	0	10	60	37	0
1663	1719	"McCarston's Lake"	45.05	-80.09	220	"AWI"	220	764	1212	972	3	21	1	0	0	0	0	56	0	0	0	26	1	0	36	14	4	0	0	10	0	8	0	1	0	1	24	0	0	0	4	0	0	0	5	44	43	0
1663	1719	"McCarston's Lake"	45.05	-80.09	240	"AWI"	240	907	1328	1086	4	35	2	0	0	0	0	39	5	0	0	6	3	0	58	8	3	0	0	14	3	14	0	1	0	0	24	0	0	0	1	0	0	0	6	42	36	1
1663	1719	"McCarston's Lake"	45.05	-80.09	260	"AWI"	260	1005	2017	1334	2	28	0	0	1	0	0	32	1	0	0	8	1	0	62	9	3	0	0	10	4	12	0	4	1	0	19	0	0	0	0	0	0	0	9	74	22	0
1663	1719	"McCarston's Lake"	45.05	-80.09	280	"AWI"	280	1137	2488	1593	0	24	2	1	2	0	0	41	0	0	0	6	1	0	93	7	4	0	0	17	2	15	0	0	0	1	13	0	0	0	2	0	0	0	10	32	31	0
1663	1719	"McCarston's Lake"	45.05	-80.09	300	"AWI"	300	1255	2928	1852	2	27	0	0	1	0	0	42	1	0	0	8	1	0	86	4	6	0	0	7	1	15	0	0	1	0	29	0	0	0	0	0	0	0	7	41	30	0
1663	1719	"McCarston's Lake"	45.05	-80.09	320	"AWI"	320	1409	3297	2124	2	26	0	0	0	0	1	45	2	0	0	21	0	0	77	0	2	0	1	9	1	19	0	1	0	0	14	0	0	0	0	0	0	0	5	48	24	0
1663	1719	"McCarston's Lake"	45.05	-80.09	340	"AWI"	340	1596	3603	2392	3	26	0	0	0	0	0	49	4	0	0	2	2	0	105	0	5	0	0	15	1	15	0	0	1	0	17	0	0	0	0	0	0	0	5	32	21	0
1663	1719	"McCarston's Lake"	45.05	-80.09	360	"AWI"	360	1754	3941	2658	1	35	0	0	1	0	0	46	0	0	0	5	0	0	102	2	4	0	0	4	1	10	0	2	0	0	11	0	0	0	0	0	0	0	2	52	23	0
1663	1719	"McCarston's Lake"	45.05	-80.09	380	"AWI"	380	1941	4268	2940	2	21	0	0	0	0	0	40	4	0	0	5	0	0	87	6	3	0	0	7	0	22	0	1	0	0	24	0	0	0	0	0	0	0	4	25	51	0
1663	1719	"McCarston's Lake"	45.05	-80.09	400	"AWI"	400	2154	4575	3210	2	34	0	0	0	0	0	56	2	0	0	3	0	0	75	4	2	0	0	4	0	10	0	0	0	0	17	0	0	0	1	0	0	1	2	49	41	0
1663	1719	"McCarston's Lake"	45.05	-80.09	420	"AWI"	420	2365	4926	3485	3	36	2	0	0	0	0	51	5	0	0	7	0	0	63	6	1	0	1	11	2	13	0	1	1	1	13	0	0	0	1	0	0	0	2	40	39	0
1663	1719	"McCarston's Lake"	45.05	-80.09	440	"AWI"	440	2577	5241	3755	1	40	1	0	2	0	0	61	0	0	0	16	0	0	50	4	4	0	0	13	0	14	0	4	1	0	20	0	0	0	0	0	0	0	1	42	33	0
1663	1719	"McCarston's Lake"	45.05	-80.09	460	"AWI"	460	2816	5490	4028	2	10	2	0	0	0	0	43	3	0	0	14	2	0	58	9	2	0	0	26	1	11	0	1	1	4	14	0	0	0	0	0	1	0	3	56	31	0
1663	1719	"McCarston's Lake"	45.05	-80.09	480	"AWI"	480	3045	5771	4296	1	32	1	0	1	0	0	50	2	0	0	1	0	0	49	7	3	0	0	14	0	15	0	0	0	1	25	0	0	0	0	0	0	0	0	59	40	0
1663	1719	"McCarston's Lake"	45.05	-80.09	500	"AWI"	500	3266	6040	4579	2	28	2	0	1	0	0	104	8	0	0	3	0	0	36	0	1	0	0	17	1	10	0	0	0	0	18	0	0	0	0	0	0	0	7	31	30	0
1663	1719	"McCarston's Lake"	45.05	-80.09	520	"AWI"	520	3529	6299	4850	1	21	3	0	0	0	0	107	1	0	0	16	0	0	51	9	2	0	0	16	0	10	0	0	0	0	14	0	0	0	0	0	0	0	5	26	21	0
1663	1719	"McCarston's Lake"	45.05	-80.09	540	"AWI"	540	3770	6559	5124	1	22	0	0	0	0	0	67	5	0	0	15	2	0	60	7	2	0	0	15	1	9	0	0	0	2	11	0	0	0	0	1	0	0	6	45	33	0
1663	1719	"McCarston's Lake"	45.05	-80.09	560	"AWI"	560	3996	6826	5408	3	29	2	1	0	0	0	80	2	0	0	24	1	0	43	8	2	0	0	15	0	9	0	1	0	1	10	0	0	0	0	0	0	0	4	38	31	0
1663	1719	"McCarston's Lake"	45.05	-80.09	580	"AWI"	580	4301	7078	5683	1	41	3	1	1	0	0	44	2	0	0	2	0	0	71	8	4	0	0	13	0	15	0	0	2	1	18	0	0	0	0	1	0	0	7	30	36	0
1663	1719	"McCarston's Lake"	45.05	-80.09	600	"AWI"	600	4563	7349	5956	2	39	0	1	0	0	0	57	1	0	0	14	1	0	50	5	3	2	2	12	0	16	0	0	1	0	11	0	0	0	0	0	0	0	6	44	39	0
1663	1719	"McCarston's Lake"	45.05	-80.09	620	"AWI"	620	4811	7579	6231	3	21	0	0	1	0	0	51	3	0	0	12	0	0	53	3	3	0	0	11	0	23	0	1	0	0	21	0	0	0	0	0	0	0	7	41	47	0
1663	1719	"McCarston's Lake"	45.05	-80.09	640	"AWI"	640	5121	7800	6515	1	27	0	0	0	0	0	75	3	0	0	5	0	0	47	7	5	0	0	12	1	10	0	1	2	1	15	0	0	0	0	0	0	0	8	34	53	0
1663	1719	"McCarston's Lake"	45.05	-80.09	660	"AWI"	660	5389	8046	6792	3	37	1	0	0	0	0	57	3	0	0	17	0	0	45	12	0	0	0	11	0	10	0	1	0	0	13	0	0	0	1	0	0	0	12	32	44	0
1663	1719	"McCarston's Lake"	45.05	-80.09	680	"AWI"	680	5630	8308	7059	1	21	4	1	3	0	0	50	2	0	0	3	0	0	70	4	2	0	0	9	0	21	0	1	0	0	34	0	0	0	0	0	0	0	9	15	50	0
1663	1719	"McCarston's Lake"	45.05	-80.09	700	"AWI"	700	5916	8498	7335	1	30	1	0	0	0	0	60	0	0	1	25	2	0	43	10	2	3	0	13	1	31	0	0	0	2	22	0	0	0	0	0	0	0	7	11	29	0
1663	1719	"McCarston's Lake"	45.05	-80.09	720	"AWI"	720	6223	8724	7607	1	38	1	0	0	0	0	57	2	0	0	4	0	0	58	9	4	0	0	19	0	26	0	4	0	0	18	0	0	0	2	0	0	0	11	14	29	0
1663	1719	"McCarston's Lake"	45.05	-80.09	740	"AWI"	740	6487	8933	7880	0	43	1	0	0	0	0	76	0	0	0	3	0	0	66	6	6	0	0	14	1	9	0	0	0	0	18	0	1	0	0	0	0	0	7	24	31	0
1663	1719	"McCarston's Lake"	45.05	-80.09	760	"AWI"	760	6847	9119	8156	0	26	5	0	0	0	0	33	1	0	0	8	0	0	79	7	5	0	0	7	0	11	0	3	0	1	14	0	0	0	0	0	0	0	1	77	27	0
1663	1719	"McCarston's Lake"	45.05	-80.09	780	"AWI"	780	7205	9321	8428	0	26	0	0	1	0	0	20	2	0	0	6	0	0	91	7	1	2	0	8	0	13	0	1	0	0	21	0	0	0	0	0	0	0	6	61	36	0
1663	1719	"McCarston's Lake"	45.05	-80.09	800	"AWI"	800	7529	9516	8712	0	27	0	0	1	0	0	8	1	0	0	3	0	0	55	10	4	0	1	10	1	19	0	3	0	0	19	0	0	0	1	0	0	0	3	105	33	0
1663	1719	"McCarston's Lake"	45.05	-80.09	820	"AWI"	820	7940	9664	8983	1	24	0	0	0	0	0	8	4	0	0	6	0	0	59	0	1	0	0	9	0	57	0	1	0	0	29	0	0	0	0	0	0	0	7	67	24	0
1663	1719	"McCarston's Lake"	45.05	-80.09	840	"AWI"	840	8308	9830	9243	1	19	1	1	0	0	0	11	0	0	0	9	1	0	13	9	3	0	0	15	0	52	0	0	0	0	31	0	0	0	0	0	0	0	2	107	29	0
1663	1719	"McCarston's Lake"	45.05	-80.09	860	"AWI"	860	8662	9999	9514	2	3	1	1	0	0	0	90	0	0	0	4	0	0	4	3	1	0	0	22	1	116	0	0	0	0	38	0	0	0	0	0	0	0	0	1	15	0
1663	1719	"McCarston's Lake"	45.05	-80.09	880	"AWI"	880	9417	10091	9737	6	0	0	0	0	0	0	80	1	0	0	1	4	0	1	0	2	0	0	7	5	128	0	0	2	1	51	0	0	0	0	0	0	1	0	1	11	0
1663	1719	"McCarston's Lake"	45.05	-80.09	890	"AWI"	890	9600	10202	9870	3	10	0	0	0	0	0	57	1	0	0	6	4	3	23	7	1	0	2	12	11	128	0	0	4	1	14	0	0	0	0	0	0	0	2	10	9	0
