"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hippophaë"	"Indeterminable"	"Isoëtes lacustris"	"Isoëtes setacea"	"Juglans"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Portulacaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
1401	1438	"Kansjön"	57.64055	14.53458	400	"AWI"	400	9700	10697	10148	0	10	0	0	3	0	378	0	0	0	140	12	0	10	0	0	0	1	0	19	0	0	0	1	0	0	0	0	0	0	486	0	0	0	13	0	9	0	0	0	3	8	0	1	11	0	0
1401	1438	"Kansjön"	57.64055	14.53458	415	"AWI"	415	10132	11036	10586	0	2	0	0	2	0	313	0	0	0	187	13	0	23	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	1	540	0	0	0	20	0	9	0	0	0	2	8	0	0	9	1	0
1401	1438	"Kansjön"	57.64055	14.53458	430	"AWI"	430	10646	11415	10997	0	0	0	0	6	0	356	0	0	0	158	9	0	9	0	0	0	2	1	6	0	0	0	3	0	0	0	0	0	0	517	0	0	0	14	0	5	0	0	0	1	11	0	0	6	1	0
1401	1438	"Kansjön"	57.64055	14.53458	445	"AWI"	445	11314	12375	11862	0	0	0	0	5	0	509	0	0	0	21	16	0	7	0	0	0	1	0	6	0	6	0	4	0	0	0	0	0	0	428	0	0	0	9	0	2	0	0	0	0	16	1	0	3	1	0
1401	1438	"Kansjön"	57.64055	14.53458	465	"AWI"	465	12967	13821	13376	0	0	2	0	16	0	336	0	0	0	1	98	0	33	0	0	0	0	1	11	0	0	0	203	0	0	1	0	0	2	170	0	0	0	2	0	1	0	0	0	10	47	1	0	0	1	0
1401	1438	"Kansjön"	57.64055	14.53458	468	"AWI"	468	13025	14235	13575	0	0	3	0	18	0	203	0	0	0	0	112	1	25	0	0	0	0	0	20	0	0	0	19	0	0	1	0	0	2	455	0	0	0	0	0	0	0	0	3	4	58	0	0	2	0	0
1401	1438	"Kansjön"	57.64055	14.53458	470	"AWI"	470	13053	14522	13709	0	0	2	0	29	0	214	0	0	0	0	254	0	10	0	0	0	0	0	20	0	0	0	31	0	0	0	0	0	1	366	0	0	0	0	0	0	0	0	4	6	106	0	0	0	1	0
1401	1438	"Kansjön"	57.64055	14.53458	472	"AWI"	472	13300	14574	13851	0	0	29	0	153	0	204	0	0	0	0	274	0	5	0	0	0	0	0	30	0	0	0	28	0	0	0	0	2	2	208	0	0	0	1	0	0	0	0	0	0	24	5	0	0	12	0
1401	1438	"Kansjön"	57.64055	14.53458	476	"AWI"	476	13684	14732	14144	0	0	59	0	191	0	192	0	0	0	2	209	1	0	0	0	0	0	1	28	0	0	0	4	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	4	14	16	12	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	478	"AWI"	478	13839	14855	14289	0	0	51	0	276	0	156	0	0	0	0	204	0	2	0	0	0	0	0	34	0	1	0	6	0	0	0	0	0	0	157	0	0	0	1	0	2	0	0	1	17	19	3	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	480	"AWI"	480	13935	15021	14436	0	0	19	0	70	0	78	0	0	0	0	51	1	1	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	10	13	1	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	482	"AWI"	482	14058	15124	14539	0	1	73	0	191	0	155	0	0	0	0	234	0	1	0	0	0	0	0	32	0	1	0	5	0	0	0	0	0	0	183	0	0	0	0	0	1	0	0	2	5	27	1	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	486	"AWI"	486	14185	15502	14748	0	0	63	0	126	0	122	0	0	0	0	82	0	3	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	1	10	28	5	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	490	"AWI"	490	14256	16066	14929	0	0	33	0	141	0	169	0	0	0	0	130	0	4	0	0	0	0	0	42	0	1	0	4	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	1	23	27	4	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	493	"AWI"	493	14365	16218	15093	0	0	19	0	52	0	155	0	0	0	0	85	0	7	0	0	0	0	0	22	0	0	0	8	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	19	33	3	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	495	"AWI"	495	14420	16415	15186	0	0	32	0	71	0	246	0	0	0	0	54	0	2	0	0	0	0	0	38	0	0	0	11	0	0	0	0	0	0	516	0	0	0	3	0	0	0	0	3	9	19	4	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	500	"AWI"	500	14509	16990	15412	0	1	13	0	23	0	102	0	0	0	0	57	0	3	0	0	0	0	0	25	0	0	0	10	0	0	0	0	0	2	359	0	0	0	4	0	0	0	0	0	14	21	3	0	0	0	0
1401	1438	"Kansjön"	57.64055	14.53458	502	"AWI"	502	14596	17081	15510	0	0	5	0	26	0	80	0	0	0	0	10	0	2	0	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	105	0	0	0	3	0	0	0	0	1	7	10	0	0	0	0	0
