"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
219	221	"Axe Lake"	45.38	-79.51	200	"AWI"	200	2148	3750	2959	3	0	4	0	0	0	0	42	0	0	0	0	1	0	0	3	0	1	3	0	0	2	0	2	3	104	0	1	0	0	6	0	1	0	0	0	18	9
219	221	"Axe Lake"	45.38	-79.51	220	"AWI"	220	2442	4026	3266	1	0	0	0	0	0	0	46	0	0	0	0	0	0	1	6	0	0	4	0	0	1	0	2	1	120	0	0	1	0	4	0	0	0	0	0	14	3
219	221	"Axe Lake"	45.38	-79.51	240	"AWI"	240	2728	4306	3564	1	0	5	1	0	0	0	44	0	0	0	2	0	0	0	7	0	1	2	0	0	1	0	0	1	112	0	0	0	0	13	0	0	0	0	0	10	5
219	221	"Axe Lake"	45.38	-79.51	260	"AWI"	260	3057	4561	3865	1	0	1	0	0	2	0	42	1	0	0	0	0	0	0	5	0	0	2	0	0	1	0	1	5	121	0	0	0	0	8	0	0	0	0	1	6	0
219	221	"Axe Lake"	45.38	-79.51	280	"AWI"	280	3396	4832	4168	1	0	5	0	0	1	0	44	0	0	0	1	0	0	0	5	0	0	7	0	0	3	0	3	3	108	0	0	0	0	9	0	0	0	0	0	7	9
219	221	"Axe Lake"	45.38	-79.51	300	"AWI"	300	3724	5100	4477	1	0	2	0	0	0	0	47	0	0	0	2	1	0	0	6	2	1	5	0	0	0	0	4	1	101	0	1	1	0	13	0	0	0	0	0	4	10
219	221	"Axe Lake"	45.38	-79.51	320	"AWI"	320	4087	5337	4771	0	0	2	0	0	1	0	54	1	0	0	1	3	0	0	4	2	0	4	0	0	1	0	1	3	95	0	0	1	0	19	0	0	0	0	2	4	6
219	221	"Axe Lake"	45.38	-79.51	340	"AWI"	340	4460	5571	5065	1	0	2	0	0	0	0	54	0	0	1	1	0	0	0	6	2	1	2	0	0	0	0	1	1	110	0	0	0	0	12	0	0	0	0	1	9	4
219	221	"Axe Lake"	45.38	-79.51	360	"AWI"	360	4853	5793	5357	1	0	1	0	0	3	0	65	0	0	0	0	1	0	0	3	6	0	0	0	0	0	0	2	1	87	0	0	0	0	20	0	0	0	0	0	5	6
219	221	"Axe Lake"	45.38	-79.51	380	"AWI"	380	5268	6100	5663	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	3	0	1	2	0	0	1	0	0	6	97	0	0	1	0	9	0	0	0	0	0	28	6
219	221	"Axe Lake"	45.38	-79.51	400	"AWI"	400	5552	6602	6024	0	0	3	1	0	1	0	48	0	0	0	1	1	0	0	6	0	2	2	0	0	1	0	4	0	90	0	1	0	0	18	0	0	0	0	0	17	3
219	221	"Axe Lake"	45.38	-79.51	420	"AWI"	420	5830	7034	6396	0	0	2	0	0	0	0	24	0	0	0	1	0	0	0	8	0	0	1	0	0	0	0	1	1	116	0	0	1	0	18	0	0	0	0	0	24	3
219	221	"Axe Lake"	45.38	-79.51	440	"AWI"	440	6164	7372	6775	0	0	1	0	0	0	0	10	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	147	0	0	1	0	14	0	0	1	0	0	15	4
219	221	"Axe Lake"	45.38	-79.51	460	"AWI"	460	6539	7700	7151	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	169	0	0	1	0	7	0	0	0	0	1	7	0
219	221	"Axe Lake"	45.38	-79.51	480	"AWI"	480	6931	7993	7527	1	0	0	0	0	0	0	7	0	0	0	2	1	0	0	3	0	0	0	0	0	1	1	0	0	153	0	0	0	0	25	0	0	0	0	0	3	2
219	221	"Axe Lake"	45.38	-79.51	500	"AWI"	500	7503	8236	7880	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	3	0	1	5	0	0	0	0	0	2	155	0	0	1	0	21	0	0	0	0	0	4	4
219	221	"Axe Lake"	45.38	-79.51	520	"AWI"	520	7785	8656	8191	4	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	4	160	0	1	0	0	10	0	0	0	0	0	0	5
219	221	"Axe Lake"	45.38	-79.51	540	"AWI"	540	8003	9059	8488	0	0	0	1	0	2	0	12	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	4	167	0	1	0	0	8	0	0	0	0	0	1	2
219	221	"Axe Lake"	45.38	-79.51	560	"AWI"	560	8275	9396	8803	3	0	0	0	0	1	0	29	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	4	144	0	0	0	0	16	0	0	0	0	0	0	3
219	221	"Axe Lake"	45.38	-79.51	580	"AWI"	580	8547	9733	9107	4	0	2	0	0	0	0	21	2	0	0	2	2	0	0	0	0	0	3	0	0	2	0	0	7	145	0	0	0	0	13	0	0	0	0	0	0	3
219	221	"Axe Lake"	45.38	-79.51	600	"AWI"	600	8824	10078	9415	1	0	0	1	0	1	0	23	1	0	0	1	3	0	0	0	0	0	3	0	0	0	0	0	5	144	0	0	0	0	11	0	1	0	0	1	3	9
219	221	"Axe Lake"	45.38	-79.51	620	"AWI"	620	9167	10346	9715	0	0	0	0	1	1	0	16	0	0	0	2	2	0	0	0	0	0	7	0	0	2	0	1	10	151	0	0	0	0	13	0	1	0	0	0	0	1
219	221	"Axe Lake"	45.38	-79.51	640	"AWI"	640	9509	10678	10026	0	0	1	0	0	0	0	17	1	0	0	1	9	0	0	0	0	0	3	1	0	0	1	0	79	75	0	0	0	0	21	0	0	0	0	0	0	6
219	221	"Axe Lake"	45.38	-79.51	660	"AWI"	660	9724	11196	10347	1	0	2	0	0	0	0	14	0	0	0	2	17	0	0	0	0	0	10	5	0	0	0	1	33	120	0	0	2	1	17	0	7	0	0	0	2	7
219	221	"Axe Lake"	45.38	-79.51	680	"AWI"	680	9984	11617	10680	0	0	9	1	0	13	0	61	1	2	0	1	18	0	0	0	0	0	10	0	0	2	0	0	11	38	0	0	3	5	13	0	3	0	0	0	2	11
219	221	"Axe Lake"	45.38	-79.51	700	"AWI"	700	10230	12050	11015	0	0	9	1	0	18	7	29	1	3	0	2	48	0	4	0	0	0	15	0	0	0	0	0	23	113	0	0	12	1	23	0	11	0	0	0	4	14
219	221	"Axe Lake"	45.38	-79.51	720	"AWI"	720	10482	12504	11343	0	0	7	0	0	23	0	41	0	1	0	2	49	1	4	0	0	0	9	1	0	1	0	1	25	75	0	0	8	3	20	0	9	0	1	0	4	9
