"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Allophylus"	"Alnus"	"Amaranthaceae"	"Apeiba"	"Apiaceae"	"Araucaria"	"Arecaceae"	"Asteraceae"	"Banara"	"Begoniaceae"	"Buddleja"	"Caprifoliaceae"	"Caryophyllaceae"	"Cassia"	"Casuarina"	"Cecropia"	"Celtis"	"Chrysophyllum"	"Clethra"	"Cordia"	"Cyathea cf. C. delgadoi"	"Cyperaceae"	"Didymopanax"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Ficus"	"Gordonia"	"Guettarda"	"Hedyosmum"	"Hieronyma"	"Ilex"	"Indeterminable"	"Iridaceae"	"Isoëtes"	"Lamanonia"	"Lamiaceae"	"Lithraea"	"Luehea"	"Lythraceae"	"Malpighiaceae"	"Melastomataceae"	"Myrsine"	"Myrtaceae"	"Nothofagus"	"Ocotea"	"Oxalidaceae"	"Peraceae"	"Petiveriaceae"	"Pinus"	"Piper"	"Piperaceae"	"Piptadenia"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygalaceae"	"Polygonaceae"	"Ranunculaceae"	"Rhamnus"	"Rubiaceae"	"Salix"	"Sapindaceae"	"Solanaceae"	"Styrax"	"Tapirira"	"Trema"	"Urticaceae"	"Verbenaceae"	"Weinmannia"	"Xyridaceae"	"Zanthoxylum"
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	115	"AWI"	115	6626	9616	8362	8	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	98	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	1	0	0	0	3	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	13	0	7	1	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	120	"AWI"	120	7486	9968	9048	5	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	116	0	0	0	0	0	0	0	1	0	0	0	13	0	2	1	0	0	0	0	0	5	13	3	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	4	6	0	4	5	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	125	"AWI"	125	8416	10325	9700	5	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	108	0	0	1	0	0	0	0	0	0	0	0	13	0	1	2	0	0	2	0	0	1	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	6	10	0	2	5	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	130	"AWI"	130	9748	10546	10254	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	99	0	0	3	0	0	0	0	0	0	0	0	19	0	5	0	0	0	0	0	0	4	8	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	4	9	0	2	17	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	135	"AWI"	135	10288	11324	10649	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	121	0	0	0	0	0	0	0	0	0	0	0	13	0	5	0	0	0	0	0	0	6	5	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	1	11	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	140	"AWI"	140	10511	11933	11043	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	123	0	0	0	0	0	0	0	0	0	0	0	21	0	9	0	0	0	0	0	0	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	6	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	145	"AWI"	145	10752	12464	11447	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	114	0	0	0	0	0	0	0	0	0	0	0	21	0	11	0	0	0	0	0	0	5	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	150	"AWI"	150	11007	12881	11855	0	0	0	0	4	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	121	0	0	0	0	0	0	0	0	0	0	0	13	0	11	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	2	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	155	"AWI"	155	11316	13295	12246	0	0	2	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	107	0	0	0	0	0	0	0	0	0	0	0	25	0	14	0	0	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	160	"AWI"	160	11656	13667	12638	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	21	0	10	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	165	"AWI"	165	11996	14048	13034	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	102	0	0	0	0	0	0	0	0	0	0	0	22	0	15	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	170	"AWI"	170	12420	14341	13429	0	0	2	0	5	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	101	0	0	0	0	0	0	0	0	0	0	0	18	5	28	0	0	0	0	0	0	2	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	175	"AWI"	175	12890	14629	13807	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	112	0	0	0	0	0	0	0	0	0	0	0	15	0	24	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	5	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	180	"AWI"	180	13475	14887	14166	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	1	16	0	15	0	0	0	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0
843	872	"Serra Campos Gerais"	-24.66667	-50.21667	185	"AWI"	185	13951	15448	14585	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	114	1	0	0	0	0	0	0	0	0	0	0	21	0	25	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	5	0
