"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Aristotelia"	"Artemisia"	"Asteraceae"	"Austrocedrus"	"Azara"	"Berberidaceae"	"Boraginaceae"	"Brassicaceae"	"Buddleja"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Drimys"	"Ephedraceae"	"Ericales"	"Eucryphia"	"Fabaceae"	"Grossulariaceae"	"Gunneraceae"	"Hydrangea"	"Indeterminable"	"Isoëtes"	"Lamiaceae"	"Liliaceae"	"Lomatia"	"Loranthaceae"	"Maytenus"	"Misodendraceae"	"Myrtaceae"	"Nothofagus"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Santalaceae"	"Saxegothaea"	"Schinus"	"Solanaceae"	"Verbenaceae"	"Vivianiaceae"	"Weinmannia"
1538	1578	"Lago Moreno"	-41.05833	-71.51667	278	"AWI"	278	5903	7352	6577	7	0	1	0	0	3	0	0	0	0	3	0	0	6	0	0	1	2	0	1	3	0	1	99	0	0	6	0	14	0	5	181	0	29	12	0	4	0	0	2	0	1	1	0	1	0	3
1538	1578	"Lago Moreno"	-41.05833	-71.51667	299	"AWI"	299	6466	7993	7213	5	0	4	0	0	0	0	0	0	1	0	0	2	5	0	0	0	3	0	0	0	0	1	112	0	0	0	0	14	2	2	0	0	15	17	1	3	0	0	4	0	0	0	0	0	0	1
1538	1578	"Lago Moreno"	-41.05833	-71.51667	314.5	"AWI"	314.5	6959	8407	7662	4	0	3	0	0	3	0	0	0	0	1	0	0	7	0	0	0	8	0	0	0	0	0	85	1	0	1	0	15	0	1	206	0	18	5	0	4	0	0	0	0	0	0	0	0	0	3
1538	1578	"Lago Moreno"	-41.05833	-71.51667	320	"AWI"	320	7122	8567	7819	4	0	0	0	0	1	0	0	0	1	7	0	0	11	0	0	1	0	0	0	1	1	1	91	1	0	1	0	14	1	1	0	0	18	8	0	7	0	0	7	0	0	0	0	0	0	3
1538	1578	"Lago Moreno"	-41.05833	-71.51667	325	"AWI"	325	7320	8670	7962	12	0	1	0	0	8	0	0	0	0	1	0	0	15	1	0	0	0	0	0	2	0	1	195	1	0	5	0	13	4	3	0	0	33	8	0	9	0	0	6	0	2	1	2	0	0	11
1538	1578	"Lago Moreno"	-41.05833	-71.51667	330.5	"AWI"	330.5	7562	8820	8111	8	0	0	0	0	0	0	1	0	1	0	0	0	12	0	1	0	0	0	0	0	1	0	131	1	0	0	0	10	0	2	107	5	34	13	0	9	0	0	5	0	0	0	0	0	0	13
1538	1578	"Lago Moreno"	-41.05833	-71.51667	338	"AWI"	338	7909	9035	8331	6	0	1	0	0	1	0	0	0	0	7	0	0	7	1	0	1	2	0	0	2	9	4	154	0	0	2	0	8	5	0	0	0	17	8	0	8	0	0	4	0	0	0	1	1	0	19
1538	1578	"Lago Moreno"	-41.05833	-71.51667	348.5	"AWI"	348.5	8260	9571.5	8758.5	9	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	79	0	0	1	0	13	7	4	160	0	12	8	0	10	0	0	4	0	0	1	0	0	0	24
1538	1578	"Lago Moreno"	-41.05833	-71.51667	356.5	"AWI"	356.5	8449.5	10101	9113.5	4	0	2	0	0	1	0	0	0	0	4	0	0	11	0	1	0	0	0	0	2	0	6	154	3	2	0	0	6	3	1	0	0	9	16	0	7	0	0	5	0	2	0	0	0	0	11
1538	1578	"Lago Moreno"	-41.05833	-71.51667	370	"AWI"	370	8847	10802	9722	2	0	0	0	0	5	0	0	0	0	1	0	0	11	0	1	2	0	0	0	0	0	3	135	3	1	1	0	1	6	2	0	0	33	12	0	4	0	0	1	0	0	0	0	0	0	9
1538	1578	"Lago Moreno"	-41.05833	-71.51667	380	"AWI"	380	9164	11331	10180	6	0	5	0	0	0	0	1	0	0	0	0	2	3	0	1	2	0	0	0	0	1	7	159	1	0	1	0	1	4	1	153	0	32	13	0	0	0	0	1	0	0	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	391	"AWI"	391	9599	11816	10676	6	0	0	1	0	3	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	2	95	0	0	1	0	0	11	1	181	0	23	9	0	5	0	0	4	0	1	0	0	0	0	5
1538	1578	"Lago Moreno"	-41.05833	-71.51667	400	"AWI"	400	9937	12202	11102	2	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	9	43	0	0	0	0	0	8	2	187	0	18	6	0	4	5	0	2	0	0	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	410	"AWI"	410	10383	12566	11556	4	0	1	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	42	0	0	1	0	1	10	1	0	0	10	4	0	1	0	0	1	0	0	0	0	0	0	1
1538	1578	"Lago Moreno"	-41.05833	-71.51667	420	"AWI"	420	10913	12904	12010	4	0	0	0	0	5	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	4	52	0	1	0	0	0	11	0	0	0	16	3	0	2	0	0	3	0	0	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	433	"AWI"	433	11562	13312	12606	5	0	1	0	0	0	0	1	0	1	0	0	0	5	0	2	2	0	0	0	2	3	3	43	0	1	0	0	0	20	5	0	0	21	11	0	3	4	0	3	0	1	1	0	0	0	1
1538	1578	"Lago Moreno"	-41.05833	-71.51667	450.5	"AWI"	450.5	12898.5	13759	13339	4	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	3	32	0	1	0	0	0	8	4	268	0	29	5	0	1	0	0	2	0	0	0	1	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	460	"AWI"	460	13316	14331	13709	2	0	1	0	0	8	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	2	18	0	0	0	0	1	12	6	230	0	20	3	0	0	0	0	3	0	0	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	468	"AWI"	468	13477	14861	14006	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	3	18	0	0	5	0	0	12	2	189	0	29	4	0	0	0	0	6	0	0	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	480	"AWI"	480	13745	15654	14451	3	0	2	0	0	34	0	1	0	1	0	0	0	5	1	0	4	0	0	0	0	0	0	8	0	1	2	0	0	9	4	0	0	51	3	0	0	0	0	1	0	0	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	498.5	"AWI"	498.5	14186	16638.5	15157.5	5	0	0	0	0	5	0	1	0	0	0	1	0	7	0	0	3	0	0	0	2	0	15	1	1	0	2	0	1	0	8	0	0	68	4	0	0	0	0	3	0	0	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	503.5	"AWI"	503.5	14295.5	16875.5	15353.5	4	0	0	0	0	5	0	1	0	6	7	0	2	11	2	0	3	0	0	0	0	0	4	2	0	0	1	0	1	1	0	0	4	52	2	0	1	0	0	13	0	2	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	513.5	"AWI"	513.5	14547	17377.5	15732	10	0	0	1	0	0	0	4	0	0	0	0	0	12	1	1	1	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	64	0	0	0	0	0	6	0	3	0	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	519	"AWI"	519	14726	17649	15948	7	0	0	0	0	3	3	2	0	1	1	1	0	8	1	2	8	0	0	0	3	0	2	0	0	1	2	0	1	0	14	0	0	59	3	0	2	0	0	5	0	19	1	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	524	"AWI"	524	14848	17918	16137	10	0	0	0	0	5	0	0	0	1	0	0	1	8	3	2	5	0	0	0	4	0	6	0	0	0	1	0	7	0	6	87	0	73	2	1	1	0	0	1	0	1	2	0	0	0	0
1538	1578	"Lago Moreno"	-41.05833	-71.51667	531.5	"AWI"	531.5	15045	18310	16412.5	8	0	0	0	5	6	0	3	0	0	0	0	1	15	3	0	5	0	0	0	8	0	5	0	0	0	0	0	5	0	10	0	0	108	0	0	1	0	0	3	0	0	1	0	2	0	2
