"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Grossulariaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tsuga"	"Urticaceae"
773	792	"Elgennya Lake"	62.08333	149	275	"AWI"	275	6726	8353	7494	809	0	0	0	5	0	307	0	0	0	1	25	46	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	6	4	0	0	0	9	2	2	1	0	0
773	792	"Elgennya Lake"	62.08333	149	285	"AWI"	285	7243	8835	8103	1448	0	0	3	6	0	361	0	0	0	1	40	153	1	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	66	0	0	0	14	7	0	0	1	10	2	4	0	1	0
773	792	"Elgennya Lake"	62.08333	149	295	"AWI"	295	7843	9231	8661	310	0	0	0	3	0	121	0	0	0	0	26	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	4	2	3	0	0	0
773	792	"Elgennya Lake"	62.08333	149	305	"AWI"	305	8744	9455	9172	1814	0	0	1	6	0	409	0	0	0	0	46	59	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	68	0	0	0	16	1	0	0	0	14	3	3	0	0	0
773	792	"Elgennya Lake"	62.08333	149	310.5	"AWI"	310.5	8997.5	9866.5	9441.5	1461	0	0	1	9	2	428	0	0	0	1	43	75	1	0	0	0	3	1	0	0	0	3	0	0	0	0	0	0	58	0	0	0	10	0	0	0	0	21	2	2	4	0	0
773	792	"Elgennya Lake"	62.08333	149	320.5	"AWI"	320.5	9354.5	10741.5	9929	310	0	0	0	0	0	212	0	1	0	1	32	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	2	4	0	0	0
773	792	"Elgennya Lake"	62.08333	149	323	"AWI"	323	9430	10886	10065	1520	0	0	1	1	9	389	0	0	0	6	42	97	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	88	0	0	0	10	5	0	0	0	26	0	4	1	0	0
773	792	"Elgennya Lake"	62.08333	149	330.5	"AWI"	330.5	9714.5	11330.5	10451	340	0	0	0	5	2	198	0	0	0	0	47	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	17	0	0	0	2	0	0	0	0	9	0	1	0	0	0
773	792	"Elgennya Lake"	62.08333	149	336	"AWI"	336	9944	11633	10756	475	0	0	0	3	2	447	0	0	0	3	31	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	7	0	0	0	0	8	0	2	1	0	0
773	792	"Elgennya Lake"	62.08333	149	350	"AWI"	350	10532	12360	11494	2405	0	0	3	37	0	728	0	0	0	5	520	100	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	226	0	0	2	42	1	0	0	0	68	10	15	9	0	0
773	792	"Elgennya Lake"	62.08333	149	360	"AWI"	360	11114	12697	12032	296	2	0	0	14	12	480	39	0	0	6	178	70	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	86	0	0	3	43	0	0	0	0	56	5	9	12	0	0
773	792	"Elgennya Lake"	62.08333	149	370	"AWI"	370	11805	12966	12597	277	1	0	0	32	0	370	0	0	0	2	165	36	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	108	0	0	1	16	0	0	0	0	48	8	5	10	0	0
773	792	"Elgennya Lake"	62.08333	149	380	"AWI"	380	12861	13275	13070	105	1	0	0	28	10	357	0	0	0	5	256	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	5	28	0	0	0	0	47	5	7	9	0	0
773	792	"Elgennya Lake"	62.08333	149	388	"AWI"	388	13105	14228	13561	118	1	0	1	42	10	494	0	0	0	25	236	36	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	220	0	0	2	21	0	0	0	0	80	4	9	3	0	0
773	792	"Elgennya Lake"	62.08333	149	394	"AWI"	394	13351	14665	13981	52	0	0	0	11	9	192	0	0	0	6	36	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	2	23	0	0	0	0	26	2	7	1	0	0
773	792	"Elgennya Lake"	62.08333	149	399.5	"AWI"	399.5	14062.5	14899	14344.5	25	0	0	0	21	0	16	0	0	0	4	99	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	33	0	0	0	8	0	0	0	0	42	4	8	2	0	0
773	792	"Elgennya Lake"	62.08333	149	403	"AWI"	403	14220	15270	14630	58	0	0	1	52	21	45	0	0	0	30	233	32	1	0	0	0	0	0	0	0	0	2	0	0	0	31	0	0	255	0	0	7	47	0	0	0	1	62	12	10	14	0	0
773	792	"Elgennya Lake"	62.08333	149	410	"AWI"	410	14439	16261	15169	24	0	0	0	51	0	13	0	0	0	7	130	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	58	0	0	0	2	0	0	0	1	16	6	11	5	0	0
773	792	"Elgennya Lake"	62.08333	149	415	"AWI"	415	14642	16769	15584	37	1	0	2	134	19	22	0	0	0	20	152	6	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	237	0	0	3	45	0	0	1	0	61	10	12	6	0	0
773	792	"Elgennya Lake"	62.08333	149	425	"AWI"	425	15290	17531	16372	61	8	0	3	148	3	51	132	0	0	18	202	20	0	0	0	0	0	10	0	0	0	11	0	0	0	0	0	0	449	0	0	3	123	0	0	0	0	136	22	48	41	0	0
773	792	"Elgennya Lake"	62.08333	149	434	"AWI"	434	15972	18058	17121	22	0	0	1	130	16	9	112	0	0	16	135	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	332	0	0	22	87	0	0	1	0	99	22	28	18	0	0
773	792	"Elgennya Lake"	62.08333	149	440	"AWI"	440	16476	18340	17590	15	0	0	0	73	0	7	0	0	0	4	100	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	5	0	0	0	0	10	4	11	7	0	0
773	792	"Elgennya Lake"	62.08333	149	449	"AWI"	449	17586	18648	18232	32	1	0	6	150	25	16	88	0	0	18	74	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	337	0	0	13	74	0	0	2	1	66	0	26	39	0	0
773	792	"Elgennya Lake"	62.08333	149	454	"AWI"	454	18297	18866	18514	26	2	0	8	117	20	8	73	0	0	17	123	0	0	0	1	0	0	1	0	0	0	5	0	5	0	0	0	0	280	0	0	2	70	0	0	0	0	76	20	21	18	0	0
