"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Celtis"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
292	298	"Bog D Pond"	47.1774	-95.16281	140	"AWI"	140	790	1704	1225	2	0	8	1	0	8	0	37	0	0	0	0	0	0	0	5	0	1	1	0	0	0	1	0	7	7	8	190	0	0	224	11	19	0	0	2	1	0	0	6	0
292	298	"Bog D Pond"	47.1774	-95.16281	160	"AWI"	160	985	1917	1450	0	0	10	4	0	12	0	44	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	9	2	0	219	0	0	14	1	13	0	0	0	1	1	0	2	0
292	298	"Bog D Pond"	47.1774	-95.16281	180	"AWI"	180	1210	2107	1680	1	0	16	1	0	10	0	61	0	0	0	0	0	0	5	9	0	0	0	0	3	0	2	0	4	13	4	161	0	0	44	1	19	0	0	1	2	0	0	7	0
292	298	"Bog D Pond"	47.1774	-95.16281	200	"AWI"	200	1427	2307	1903	0	0	5	2	0	4	0	50	0	0	0	1	1	0	2	7	0	0	0	0	6	0	1	0	6	13	2	156	0	0	56	1	51	0	0	0	1	0	1	6	0
292	298	"Bog D Pond"	47.1774	-95.16281	210	"AWI"	210	1575	2385	2010	1	0	16	2	0	8	0	71	0	0	0	0	0	0	2	9	0	1	0	0	5	0	0	0	5	17	1	108	0	0	60	2	60	0	0	0	0	0	1	13	0
292	298	"Bog D Pond"	47.1774	-95.16281	220	"AWI"	220	1708	2474	2123	0	0	22	1	0	16	0	112	0	0	0	0	0	0	6	12	0	0	0	0	4	0	0	0	3	27	0	93	0	0	16	2	48	0	0	4	0	0	1	7	0
292	298	"Bog D Pond"	47.1774	-95.16281	240	"AWI"	240	1973	2634	2341	0	0	16	2	0	9	0	103	0	0	0	0	0	0	2	9	0	0	0	0	11	1	2	0	3	42	2	57	0	0	20	2	65	0	0	1	0	0	4	6	0
292	298	"Bog D Pond"	47.1774	-95.16281	250	"AWI"	250	2173	2676	2436	0	0	15	1	0	9	0	98	0	0	0	0	0	0	6	11	0	0	0	0	7	0	0	0	2	39	3	65	0	0	29	2	63	0	0	6	0	0	4	17	0
292	298	"Bog D Pond"	47.1774	-95.16281	260	"AWI"	260	2280	2787	2540	0	0	17	1	0	11	0	100	0	0	0	0	0	0	2	9	0	0	0	0	12	0	2	0	2	31	2	0	0	0	22	6	51	0	0	2	0	0	6	12	0
292	298	"Bog D Pond"	47.1774	-95.16281	280	"AWI"	280	2435	3115	2742	0	0	15	2	0	6	0	96	0	0	0	0	0	0	4	9	0	0	0	0	18	0	1	0	1	43	2	0	0	0	12	3	62	0	0	3	0	0	3	4	0
292	298	"Bog D Pond"	47.1774	-95.16281	300	"AWI"	300	2594	3348	2941	2	0	8	3	0	10	0	85	0	0	0	0	0	0	2	24	0	0	0	0	13	0	0	0	2	83	0	0	0	0	57	5	74	0	0	3	0	0	3	5	0
292	298	"Bog D Pond"	47.1774	-95.16281	320	"AWI"	320	2745	3591	3143	1	0	32	8	0	5	0	62	0	0	0	0	0	0	4	16	0	0	0	0	4	0	3	0	1	53	2	38	0	0	37	4	87	2	0	0	1	0	4	15	0
292	298	"Bog D Pond"	47.1774	-95.16281	340	"AWI"	340	2934	3815	3342	0	0	14	2	0	5	0	116	0	0	0	0	0	0	4	16	0	0	0	0	11	0	0	0	1	69	1	7	0	0	65	2	63	0	0	0	0	0	2	8	0
292	298	"Bog D Pond"	47.1774	-95.16281	360	"AWI"	360	3113	4042	3548	1	0	31	4	0	16	0	180	0	0	0	0	0	0	15	21	0	0	0	0	9	0	3	0	0	84	2	27	0	1	58	6	119	0	0	3	0	0	0	7	0
292	298	"Bog D Pond"	47.1774	-95.16281	380	"AWI"	380	3347	4256	3745	1	0	20	11	0	25	0	293	0	0	0	0	0	0	7	23	0	0	0	0	10	1	0	0	1	53	1	26	0	0	119	5	122	0	0	7	0	2	0	11	0
292	298	"Bog D Pond"	47.1774	-95.16281	400	"AWI"	400	3569	4467	3948	0	0	15	10	0	21	0	156	0	0	0	0	0	0	12	21	0	0	0	0	14	0	9	0	0	35	2	40	0	0	39	3	155	0	0	1	1	1	0	11	0
292	298	"Bog D Pond"	47.1774	-95.16281	410	"AWI"	410	3719	4581	4037	0	0	23	5	0	25	0	64	0	0	0	1	0	0	5	20	0	0	0	0	0	2	2	1	0	16	0	46	0	0	33	5	136	0	0	7	0	0	0	7	2
292	298	"Bog D Pond"	47.1774	-95.16281	420	"AWI"	420	3851	4717	4174	0	0	56	20	0	73	0	68	0	0	0	0	0	0	13	40	0	0	0	0	19	0	0	0	1	20	1	114	1	0	115	2	220	0	0	19	1	1	0	11	2
292	298	"Bog D Pond"	47.1774	-95.16281	440	"AWI"	440	4055	5219	4521	0	0	47	20	0	69	0	86	0	0	0	0	1	0	6	59	0	0	0	0	5	0	1	0	0	16	3	69	0	0	140	1	231	0	1	16	2	0	0	9	0
292	298	"Bog D Pond"	47.1774	-95.16281	460	"AWI"	460	4313	5657	4878	0	0	20	10	0	48	0	15	0	0	0	0	0	0	2	17	0	0	0	0	2	0	1	0	0	9	0	52	0	0	62	0	79	0	0	7	2	1	0	2	0
292	298	"Bog D Pond"	47.1774	-95.16281	480	"AWI"	480	4550	6119	5242	0	0	21	7	0	59	0	18	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	70	0	91	0	0	2	1	0	0	4	0
292	298	"Bog D Pond"	47.1774	-95.16281	500	"AWI"	500	4819	6524	5601	0	0	12	6	1	4	0	22	0	0	0	0	0	1	5	32	0	0	0	0	3	1	0	0	0	10	0	39	0	0	71	0	81	0	1	10	0	0	0	6	0
292	298	"Bog D Pond"	47.1774	-95.16281	520	"AWI"	520	5120	6949	5956	0	0	9	8	0	48	0	7	0	0	0	0	0	0	8	13	0	0	0	0	4	0	1	0	0	7	0	14	0	0	37	3	114	0	0	5	1	0	0	5	0
292	298	"Bog D Pond"	47.1774	-95.16281	540	"AWI"	540	5446	7321	6319	0	0	16	23	0	67	0	9	0	0	0	0	0	1	10	22	0	0	0	0	3	0	2	0	0	2	1	21	0	0	67	1	71	0	0	13	1	0	0	1	0
292	298	"Bog D Pond"	47.1774	-95.16281	560	"AWI"	560	5775	7709	6670	0	0	3	32	0	46	0	7	0	0	0	0	0	0	10	16	0	0	0	0	2	0	1	0	0	4	0	22	0	0	38	2	103	0	0	13	0	0	0	7	0
292	298	"Bog D Pond"	47.1774	-95.16281	580	"AWI"	580	6125	8038	7026	0	0	10	14	0	59	0	2	0	0	1	1	0	0	5	40	0	0	0	0	0	0	1	0	0	1	0	0	0	0	69	7	65	0	0	32	1	0	1	4	0
292	298	"Bog D Pond"	47.1774	-95.16281	600	"AWI"	600	6462	8393	7394	0	0	1	12	1	77	0	7	0	0	0	0	0	0	12	30	0	0	0	0	0	0	3	0	0	2	1	0	0	0	64	1	87	0	0	3	0	0	0	5	0
292	298	"Bog D Pond"	47.1774	-95.16281	620	"AWI"	620	6857	8724	7737	0	0	7	11	2	60	0	11	0	0	0	0	0	0	14	26	0	0	0	0	7	0	3	0	0	7	1	32	0	0	60	0	96	0	0	15	1	1	0	9	1
292	298	"Bog D Pond"	47.1774	-95.16281	640	"AWI"	640	7196	9089	8091	0	0	7	17	2	54	0	9	0	0	0	0	0	1	8	32	0	0	0	0	4	0	0	0	0	4	2	0	0	0	47	2	83	0	0	7	1	0	0	2	1
292	298	"Bog D Pond"	47.1774	-95.16281	660	"AWI"	660	7648	9421	8442	0	0	4	14	0	86	0	12	0	0	0	0	0	0	8	30	0	0	0	0	3	0	0	0	0	1	0	58	0	0	54	2	50	0	0	10	0	0	0	3	0
292	298	"Bog D Pond"	47.1774	-95.16281	680	"AWI"	680	8091	9799	8798	0	0	4	26	0	74	47	9	0	0	0	1	0	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1	35	0	0	27	1	0	0	2	0
292	298	"Bog D Pond"	47.1774	-95.16281	700	"AWI"	700	8604	10053	9124	0	0	9	20	0	58	0	25	0	0	0	0	0	0	0	42	0	0	0	0	0	0	2	0	0	4	0	60	0	0	68	1	34	1	0	10	2	0	0	13	0
292	298	"Bog D Pond"	47.1774	-95.16281	710	"AWI"	710	8960	10230	9326	0	0	4	11	0	30	0	19	0	0	0	1	0	0	5	12	0	0	0	0	4	1	9	0	0	5	2	0	0	0	75	3	11	1	0	8	0	1	0	7	0
292	298	"Bog D Pond"	47.1774	-95.16281	720	"AWI"	720	9178	10626	9617	0	0	3	7	0	28	0	22	0	0	0	0	0	0	3	16	0	1	0	0	4	0	6	0	1	4	2	0	0	0	41	3	14	0	0	7	0	0	0	15	0
292	298	"Bog D Pond"	47.1774	-95.16281	740	"AWI"	740	9859	11698	10721	1	0	5	6	0	14	0	57	0	1	0	3	0	0	6	20	0	0	0	0	0	1	0	0	2	0	5	226	0	1	13	8	11	0	0	1	2	0	0	16	0
292	298	"Bog D Pond"	47.1774	-95.16281	760	"AWI"	760	10788	12477	11791	3	0	2	3	0	9	0	56	0	0	0	1	0	0	4	24	0	0	0	0	0	0	3	0	2	4	8	245	0	0	7	9	17	0	0	3	1	0	0	30	0
292	298	"Bog D Pond"	47.1774	-95.16281	780	"AWI"	780	11974	12878	12636	3	0	2	3	0	13	0	84	0	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	2	4	38	0	0	0	1	5	20	0	0	1	0	0	0	12	0
292	298	"Bog D Pond"	47.1774	-95.16281	790	"AWI"	790	12197	13527	12915	1	0	2	2	1	19	0	29	0	0	0	0	0	1	3	19	1	0	0	0	0	1	24	0	5	6	103	0	0	0	9	17	14	0	0	9	0	0	0	16	0
292	298	"Bog D Pond"	47.1774	-95.16281	800	"AWI"	800	12360	14202	13167	1	0	6	1	0	19	0	24	0	0	0	0	0	0	7	15	4	0	0	0	0	1	17	0	10	4	116	0	0	0	17	18	16	1	0	10	0	2	0	15	0
