"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Indeterminable"	"Isoëtes"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"	"Verbenaceae"
817	843	"Forest Pond 2"	43.43889	-109.95	23	"AWI"	23	3503	5047	4367	6.5	0	23	0	136	0	1	0	0	45	0	2	0	0	0	5	0	0	32	871	0	86	0	0	0	1	5	1	0	0	0	30	15	8	1	0
817	843	"Forest Pond 2"	43.43889	-109.95	25	"AWI"	25	3984	5341	4752	6.5	1	33	0	137	0	1	1	0	38	0	1	1	0	0	9	0	1	32	1164	0	54	0	0	0	0	3	2	0	0	1	40	9	7	3	0
817	843	"Forest Pond 2"	43.43889	-109.95	27	"AWI"	27	4457	5618	5139	5	1	27	0	135	0	0	0	0	77	0	2	1	0	0	6	0	0	26	1082.5	0	55	0	0	0	0	2	1	1	0	0	59	9	12	2	1
817	843	"Forest Pond 2"	43.43889	-109.95	29	"AWI"	29	5060	5868	5526	2.5	0	28	0	122	0	1	0	0	85	1	0	0	0	0	13	0	0	19	862	0	44	0	0	0	0	1	5	0	0	0	63	18	11	1	0
817	843	"Forest Pond 2"	43.43889	-109.95	31	"AWI"	31	5704	6333	5982	6.5	1	28	1	192	0	1	0	0	45	0	1	0	0	0	4	0	0	30	1097.5	0	50	0	0	0	0	1	5	1	1	0	34	11	7	1	0
817	843	"Forest Pond 2"	43.43889	-109.95	33	"AWI"	33	6102	7119	6589	9.5	1	44	0	189	0	0	0	0	97	4	0	0	0	0	3	1	1	33	1160	0	78	0	0	2	0	5	6	0	1	0	77	20	8	3	0
817	843	"Forest Pond 2"	43.43889	-109.95	35	"AWI"	35	6678	7550	7239	7.5	2	72	0	245	0	0	0	0	128	1	1	0	1	0	10	2	1	27.5	1488	0	167	0	0	0	0	3	4	0	0	0	83	64	10	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	37	"AWI"	37	7294	7848	7627	7.5	0	47	1	200	0	1	0	0	107	0	0	4	0	0	6	1	0	18	974.5	0	98	0	0	1	0	9	1	0	0	0	67	74	13	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	39	"AWI"	39	7493	8191	7846	8	0	32	1	149	0	0	1	0	103	1	1	1	0	0	8	0	0	15.5	673.5	0	77	0	0	0	0	1	4	1	1	0	82	39	3	4	0
817	843	"Forest Pond 2"	43.43889	-109.95	41	"AWI"	41	7681	8467	8057	2.5	0	44	0	180	25	0	1	0	48	0	0	2	1	0	16	0	0	10	642.5	1	116	0	0	0	0	2	11	0	2	0	98	44	13	3	0
817	843	"Forest Pond 2"	43.43889	-109.95	43	"AWI"	43	7872	8703	8277	4.5	0	34	2	116	0	0	0	0	55	1	0	0	0	0	8	0	0	11.5	636.5	0	70	0	0	0	0	0	8	1	1	0	86	67	6	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	45	"AWI"	45	8076	8905	8492	1	0	42	1	137	0	2	0	0	66	0	1	1	0	0	13	0	0	10.5	746	0	120	0	0	0	0	1	0	1	0	0	18	33	9	2	0
817	843	"Forest Pond 2"	43.43889	-109.95	49	"AWI"	49	8498	9305	8932	4	1	48	1	162	27	0	0	0	17	1	0	0	0	0	6	0	0	13.5	676.5	0	41	0	0	0	0	5	1	0	0	0	71	54	11	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	51	"AWI"	51	8760	9468	9152	7.5	0	73	0	260	0	5	0	0	12	1	1	0	0	0	9	0	0	25.5	660	0	92	1	0	2	0	2	2	0	1	0	70	66	15	3	0
817	843	"Forest Pond 2"	43.43889	-109.95	53	"AWI"	53	9046	9635	9365	0.5	0	19	0	83	0	1	0	1	19	2	1	0	0	0	7	0	0	6	440.5	0	31	0	0	0	0	0	1	1	1	0	29	24	5	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	55	"AWI"	55	9256	9853	9572	4	3	60	0	250	0	1	0	0	14	2	0	0	0	0	8	0	0	14	763.5	0	100	0	0	0	0	1	0	3	3	0	44	14	17	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	57	"AWI"	57	9427	10120	9771	2	0	36	0	147	0	1	0	0	26	1	0	0	1	1	5	0	0	32.5	593	0	43	0	0	0	0	2	3	0	0	0	53	5	22	0	0
