"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fraxinus"	"Liliaceae"	"Myrica"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rosaceae"	"Salix"	"Sambucus"	"Santalaceae"	"Tsuga"
788	808	"East Sooke Fen"	48.35194	-123.68167	305	"AWI"	305	7683	8893	8184	3	0	37	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0	14	158	0	0	0	63	0	0	0	0	0	33
788	808	"East Sooke Fen"	48.35194	-123.68167	315	"AWI"	315	7762	9156	8315	1	0	79	0	0	0	2	0	1	0	0	11	7	0	0	0	0	0	14	159	0	2	0	41	0	0	2	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	325	"AWI"	325	7860	9301	8461	2	0	56	1	1	0	0	0	0	0	0	3	3	0	0	0	0	0	6	140	0	0	0	86	0	1	3	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	335	"AWI"	335	7930	9485	8609	1	0	69	0	0	0	1	0	0	0	0	3	4	0	0	0	0	0	8	173	0	1	0	70	0	1	5	0	0	21
788	808	"East Sooke Fen"	48.35194	-123.68167	345	"AWI"	345	8031	9672	8747	5	0	48	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	20	87	1	1	0	133	0	3	1	0	1	19
788	808	"East Sooke Fen"	48.35194	-123.68167	355	"AWI"	355	8141	9782	8895	1	0	107	2	0	0	3	0	0	0	0	8	0	0	0	0	0	0	3	140	0	8	0	33	0	11	9	2	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	365	"AWI"	365	8216	9925	9033	1	0	116	2	0	0	0	0	0	0	0	4	4	0	1	0	0	0	4	114	0	4	0	37	0	6	8	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	375	"AWI"	375	8342	10063	9171	1	0	78	1	0	0	0	0	0	0	0	4	1	0	0	0	0	1	12	130	0	4	0	63	0	8	5	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	385	"AWI"	385	8470	10183	9321	1	0	66	0	0	2	3	0	0	0	0	3	1	0	0	0	0	0	23	126	0	4	0	84	0	2	3	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	395	"AWI"	395	8565	10347	9473	1	0	82	1	0	0	2	0	1	0	0	9	2	1	0	0	0	0	7	143	0	3	0	37	0	9	6	1	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	405	"AWI"	405	8714	10455	9612	2	0	100	1	0	1	2	0	0	0	0	11	3	0	1	0	0	1	9	72	2	7	0	53	0	4	6	0	1	7
788	808	"East Sooke Fen"	48.35194	-123.68167	415	"AWI"	415	8834	10551	9752	2	0	129	0	0	0	3	0	0	0	0	10	2	0	0	0	0	1	13	98	0	6	1	63	0	9	2	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	425	"AWI"	425	8932	10696	9893	2	0	36	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	13	238	0	5	0	25	0	2	4	0	0	7
788	808	"East Sooke Fen"	48.35194	-123.68167	435	"AWI"	435	9137	10779	10029	2	0	115	1	0	0	2	0	0	0	0	10	1	0	1	0	0	0	16	93	0	8	0	52	0	6	8	1	0	8
788	808	"East Sooke Fen"	48.35194	-123.68167	445	"AWI"	445	9299	10872	10176	2	0	95	2	0	0	1	0	0	0	0	9	0	0	0	0	0	0	19	126	0	6	0	61	0	8	1	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	455	"AWI"	455	9401	11001	10320	1	0	113	1	0	0	0	0	0	0	0	11	0	1	1	0	0	0	10	77	0	8	0	81	0	5	4	0	0	9
788	808	"East Sooke Fen"	48.35194	-123.68167	465	"AWI"	465	9651	11061	10458	0	0	85	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	17	122	0	3	0	70	0	2	1	0	0	6
788	808	"East Sooke Fen"	48.35194	-123.68167	475	"AWI"	475	9810	11132	10606	1	0	122	1	0	0	5	0	0	0	0	15	1	3	0	0	0	0	4	139	0	5	0	11	0	4	9	2	0	7
788	808	"East Sooke Fen"	48.35194	-123.68167	485	"AWI"	485	9981	11245	10748	1	0	104	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	7	0	0	3	1	39	0	2	0	3	0	4
788	808	"East Sooke Fen"	48.35194	-123.68167	495	"AWI"	495	10323	11296	10882	1	0	107	1	0	0	4	0	0	0	0	6	0	0	0	0	0	0	7	162	0	4	0	20	0	3	4	2	0	8
788	808	"East Sooke Fen"	48.35194	-123.68167	505	"AWI"	505	10564	11375	11045	0	0	65	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	7	208	0	2	2	18	0	3	3	1	0	4
788	808	"East Sooke Fen"	48.35194	-123.68167	515	"AWI"	515	10710	11480	11182	1	0	79	0	0	0	7	0	0	0	0	7	0	0	0	0	0	1	5	183	0	2	1	4	0	0	6	2	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	525	"AWI"	525	10790	11558	11244	1	0	116	2	0	1	0	0	0	0	0	1	2	0	0	0	0	1	6	152	1	2	0	2	0	6	3	0	0	6
788	808	"East Sooke Fen"	48.35194	-123.68167	535	"AWI"	535	10836	11679	11305	2	0	117	0	0	0	4	3	0	0	0	16	0	0	0	0	0	0	3	0	0	1	1	2	0	1	14	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	545	"AWI"	545	10904	11781	11372	1	0	104	1	0	0	4	0	0	0	0	5	1	0	0	0	0	0	8	264	0	8	0	0	0	1	1	0	0	8
788	808	"East Sooke Fen"	48.35194	-123.68167	555	"AWI"	555	10965	11850	11442	5	0	86	2	0	0	3	0	0	0	0	8	0	0	0	0	0	0	8	212	0	3	1	0	0	0	7	1	0	4
788	808	"East Sooke Fen"	48.35194	-123.68167	565	"AWI"	565	11014	11949	11515	0	0	96	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	12	207	0	4	1	0	0	1	5	2	0	9
788	808	"East Sooke Fen"	48.35194	-123.68167	575	"AWI"	575	11109	12018	11588	10	0	56	0	0	0	2	0	0	0	0	6	1	0	0	0	0	0	13	233	0	1	1	0	0	0	6	1	0	10
788	808	"East Sooke Fen"	48.35194	-123.68167	585	"AWI"	585	11204	12090	11664	1	0	102	0	1	0	1	3	0	0	0	5	1	0	0	0	0	0	24	0	0	3	1	0	0	1	1	0	0	6
788	808	"East Sooke Fen"	48.35194	-123.68167	595	"AWI"	595	11269	12183	11738	5	0	107	2	0	0	1	0	0	0	0	7	0	0	0	0	0	0	9	0	0	4	4	0	0	0	2	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	605	"AWI"	605	11374	12238	11804	3	0	76	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	13	227	0	3	0	0	0	1	6	0	0	7
788	808	"East Sooke Fen"	48.35194	-123.68167	615	"AWI"	615	11467	12286	11878	6	0	114	0	0	1	4	2	0	0	0	7	1	0	0	0	0	1	4	461	0	4	2	1	0	1	6	0	0	5
788	808	"East Sooke Fen"	48.35194	-123.68167	625	"AWI"	625	11532	12363	11950	5	0	61	0	0	0	3	0	0	0	0	4	1	1	0	0	1	0	18	243	0	9	2	0	0	1	3	0	0	5
788	808	"East Sooke Fen"	48.35194	-123.68167	635	"AWI"	635	11660	12402	12022	4	0	104	2	0	1	2	0	0	0	0	7	0	0	0	1	0	0	18	0	0	3	3	0	0	1	7	1	0	9
788	808	"East Sooke Fen"	48.35194	-123.68167	645	"AWI"	645	11759	12461	12097	0	0	80	0	0	1	4	0	0	0	0	6	0	0	0	0	0	0	17	207	1	5	0	0	0	2	3	1	0	4
788	808	"East Sooke Fen"	48.35194	-123.68167	655	"AWI"	655	11809	12574	12176	2	0	68	0	0	0	2	0	0	0	0	12	0	2	0	0	0	0	9	195	0	5	0	0	0	0	6	2	0	32
788	808	"East Sooke Fen"	48.35194	-123.68167	665	"AWI"	665	11874	12661	12254	0	0	97	0	1	1	4	0	0	0	0	6	0	1	0	1	0	2	11	201	0	4	0	0	0	3	8	7	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	675	"AWI"	675	11922	12770	12334	2	0	31	1	0	0	2	0	0	0	0	12	0	0	0	0	0	0	4	0	0	4	0	0	0	0	3	2	0	13
788	808	"East Sooke Fen"	48.35194	-123.68167	685	"AWI"	685	11975	12891	12409	0	0	62	0	1	0	7	0	0	0	0	6	1	2	0	0	0	0	17	241	0	6	0	0	0	0	4	2	0	13
788	808	"East Sooke Fen"	48.35194	-123.68167	695	"AWI"	695	12038	12958	12485	5	0	82	0	0	0	4	0	0	0	1	9	1	0	0	2	0	0	18	0	0	1	2	0	0	0	5	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	705	"AWI"	705	12083	13068	12559	3	0	138	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	174	0	2	0	0	1	1	9	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	715	"AWI"	715	12157	13155	12630	4	0	138	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	4	2	0	0	0	4	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	725	"AWI"	725	12230	13227	12712	0	0	142	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	22	152	0	1	0	0	1	1	10	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	735	"AWI"	735	12282	13330	12790	7	0	129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	3	2	0	0	0	7	0	0	2
788	808	"East Sooke Fen"	48.35194	-123.68167	745	"AWI"	745	12361	13401	12865	1	0	83	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	245	0	0	1	0	0	0	10	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	755	"AWI"	755	12449	13462	12940	1	0	87	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	18	0	0	0	3	0	0	0	7	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	765	"AWI"	765	12507	13563	13018	1	0	165	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	157	0	2	2	0	0	1	7	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	775	"AWI"	775	12595	13621	13095	3	0	72	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	11	0	0	1	0	0	0	0	6	0	0	4
788	808	"East Sooke Fen"	48.35194	-123.68167	785	"AWI"	785	12671	13696	13172	2	0	114	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	198	0	2	0	0	0	0	4	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	795	"AWI"	795	12727	13777	13249	0	0	113	1	0	0	0	0	0	0	0	1	0	4	0	0	0	1	9	0	0	1	5	0	0	0	37	0	0	2
788	808	"East Sooke Fen"	48.35194	-123.68167	802.5	"AWI"	802.5	12824.5	13820	13300.5	0	0	0	0	0	0	2	0	0	1	0	0	1	3	0	0	0	0	1	317	0	1	0	0	0	0	3	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	807.5	"AWI"	807.5	12878	13843.5	13334.5	1	0	7	3	0	0	2	0	0	0	0	5	0	2	0	0	0	1	13	0	0	1	2	0	0	1	14	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	812.5	"AWI"	812.5	12922	13872	13370.5	0	0	7	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	588	0	6	1	0	0	1	9	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	817.5	"AWI"	817.5	12959.5	13899	13407	0	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	0	5	3	0	0	0	9	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	822.5	"AWI"	822.5	12991.5	13938.5	13443.5	0	0	3	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	646	0	3	3	0	0	0	5	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	827.5	"AWI"	827.5	13066	13968	13476.5	0	0	8	0	0	0	3	3	0	0	0	0	0	4	0	0	0	0	3	0	0	8	8	0	0	0	4	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	832.5	"AWI"	832.5	13139.5	13992.5	13511	0	0	6	1	0	0	7	0	0	0	0	0	1	1	0	0	0	0	1	605	0	0	3	0	0	1	2	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	837.5	"AWI"	837.5	13192	14024.5	13548.5	1	0	7	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	3	0	0	7	13	0	0	0	17	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	842.5	"AWI"	842.5	13242.5	14058.5	13584.5	1	0	6	0	0	0	7	0	0	0	0	0	1	1	0	0	0	0	2	616	0	1	1	0	0	0	6	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	846	"AWI"	846	13263	14094	13613	1	0	9	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	11	5	0	0	0	19	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	848	"AWI"	848	13278	14111	13629	1	0	11	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	5	2	0	0	0	9	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	850	"AWI"	850	13288	14136	13644	1	0	4	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	13	3	0	0	0	12	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	852	"AWI"	852	13305	14155	13662	0	0	6	0	0	0	10	0	0	0	0	0	1	4	0	0	0	0	5	611	0	5	0	0	0	1	5	0	0	0
