"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Morus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
204	204	"Andree Bog"	45.725	-93.25	570	"AWI"	570	12089	13156	12795	0	0	0.28328611898017	1.41643059490085	7.64872521246459	0	3.39943342776204	0	0	0.56657223796034	0	0.28328611898017	0	0	0.28328611898017	10.1983002832861	0	0	0	3.11614730878187	4.81586402266289	0	0	2.54957507082153	0	3.11614730878187	0	1.41643059490085	45.8923512747875	0.56657223796034	0	4.53257790368272	6.51558073654391	1.41643059490085	0	0	0	0.28328611898017	0	0.84985835694051	0	0.28328611898017	0	0.28328611898017	0	0.28328611898017	0	0
204	204	"Andree Bog"	45.725	-93.25	575	"AWI"	575	12186	13213	12867	0	0	0.193423597678917	1.1605415860735	6.76982591876209	0	0.580270793036751	0	0	0.580270793036751	0	0	0	0	0.967117988394584	8.70406189555126	0	0	0	10.6382978723404	5.22243713733075	0	0	3.09477756286267	0	3.09477756286267	0	3.28820116054159	40.2321083172147	0.193423597678917	0	3.86847195357834	4.83558994197292	4.06189555125725	0.193423597678917	0	0.193423597678917	0.193423597678917	0	1.1605415860735	0	0	0	0	0	0.773694390715667	0	0
204	204	"Andree Bog"	45.725	-93.25	580	"AWI"	580	12282	13290	12935	0	0	0.277777777777778	1.11111111111111	6.11111111111111	0	1.38888888888889	0	0.277777777777778	0.833333333333333	0	0	0	0	0	9.72222222222222	0	0	0	4.44444444444444	4.16666666666667	0	0	4.44444444444444	0	2.77777777777778	0	0.833333333333333	50.5555555555556	0.277777777777778	0	2.5	3.88888888888889	2.22222222222222	0	0	0	0	0	0.555555555555556	0	0	0	0.277777777777778	0	0.277777777777778	3.05555555555556	0
204	204	"Andree Bog"	45.725	-93.25	585	"AWI"	585	12388	13346	12991	0.166389351081531	0	0	0	1.66389351081531	0	0.665557404326123	0.332778702163062	0	0	0	0	0	0	0	8.6522462562396	0	0	0	0	10.3161397670549	0	0	1.16472545757072	0	2.1630615640599	0	0.831946755407654	66.2229617304492	1.16472545757072	0	2.49584026622296	2.32945091514143	0.166389351081531	0.499168053244592	0	0	0	0	0.831946755407654	0	0	0	0.166389351081531	0	0.166389351081531	0	0
204	204	"Andree Bog"	45.725	-93.25	590	"AWI"	590	12480	13413	13047	0	0	0	0	2.74390243902439	0	0.914634146341463	0	0	0.609756097560976	0	0	0	0	0.304878048780488	12.5	0.304878048780488	0	0	0	8.23170731707317	0	0	0.914634146341463	0	4.26829268292683	0	1.21951219512195	57.3170731707317	0.304878048780488	0	3.35365853658537	4.57317073170732	0.914634146341463	0	0	0	0	0	1.21951219512195	0	0	0	0	0	0.304878048780488	0	0
204	204	"Andree Bog"	45.725	-93.25	595	"AWI"	595	12588	13467	13101	0	0	0.366300366300366	0.366300366300366	0	0	0.366300366300366	0	0	0	0	0	0	0	0	16.4835164835165	0	0	0	0	26.3736263736264	0	0	1.83150183150183	0	4.3956043956044	0	1.46520146520147	36.6300366300366	2.93040293040293	0	2.1978021978022	4.76190476190476	0.366300366300366	0	0	0	0	0	1.46520146520147	0	0	0	0	0	0	0	0
204	204	"Andree Bog"	45.725	-93.25	600	"AWI"	600	12671	13534	13156	0	0	0.526315789473684	0.526315789473684	1.57894736842105	0	0.263157894736842	0	0	0.263157894736842	0	0	0.263157894736842	0	0.263157894736842	7.89473684210526	0	0	0	0	20.2631578947368	0	0	0.263157894736842	0	1.84210526315789	0	0	50	1.05263157894737	0	2.89473684210526	11.8421052631579	0	0	0	0	0	0	0.263157894736842	0	0	0	0	0	0	0	0
204	204	"Andree Bog"	45.725	-93.25	605	"AWI"	605	12793	13582	13217	0	0	0	0	0.373134328358209	0	0	0	0	0	0	0	0	0.373134328358209	0.746268656716418	23.134328358209	0	0	0	0	23.8805970149254	0	0	0.373134328358209	0	1.49253731343284	0	1.11940298507463	42.910447761194	2.23880597014925	0	1.86567164179104	0	0.373134328358209	0	0	0	0	0	0.746268656716418	0	0	0.373134328358209	0	0	0	0	0
204	204	"Andree Bog"	45.725	-93.25	609	"AWI"	609	12853	13646	13262	0.478468899521531	0	0	0	0.956937799043062	0	0.956937799043062	0	0	0.956937799043062	0	0	0	0	0	4.78468899521531	0	0	0	0	6.2200956937799	0	0	0.956937799043062	0	0.956937799043062	0	0.956937799043062	77.511961722488	0.478468899521531	0	2.39234449760766	0	1.91387559808612	0	0	0	0	0	0.478468899521531	0	0	0	0	0	0	0	0
204	204	"Andree Bog"	45.725	-93.25	620	"AWI"	620	12991	13959	13439	0	0	0.835073068893528	0.417536534446764	0.208768267223382	0	1.67014613778706	0	0.208768267223382	0	0	0	0	0	0.417536534446764	9.60334029227557	0	0	0	0	57.2025052192067	0	0	0.626304801670146	0	1.67014613778706	0	1.25260960334029	17.7453027139875	4.5929018789144	0	2.2964509394572	0.417536534446764	0	0	0	0	0	0	0.417536534446764	0	0	0	0	0.208768267223382	0.208768267223382	0	0
