"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Maclura"	"Morus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Pterocarya"	"Pyrus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1526	1564	"Kylen Lake"	47.35	-91.8	930	"AWI"	930	14319	15970	15114	0	0	3	2	1	93	0	14	0	1	6	1	1	0	0	0	2	0	20	97	0	0	0	5	0	21	0	0	63	0	0	0	0	0	0	0	0	0	2	335	0	0	0	31	0	0	27	0	0	1	26	0	0	0	0	25	0	0	0	0	2	0	0	4	15	1	0
1526	1564	"Kylen Lake"	47.35	-91.8	940	"AWI"	940	14572	16292	15420	3	0	12	5	0	146	0	30	0	0	11	0	2	1	1	0	3	0	30	99	0	0	0	11	0	29	0	0	124	0	0	0	1	0	0	1	0	0	5	189	0	0	0	40	0	0	28	0	0	0	18	0	0	0	0	25	0	0	0	0	5	0	0	2	62	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	950	"AWI"	950	14804	16577	15697	0	0	11	1	0	70	0	6	0	2	9	0	1	0	0	0	0	1	17	109	0	0	0	0	0	19	0	0	113	0	0	0	1	0	0	0	0	0	2	114	0	0	0	34	0	0	17	0	0	0	6	0	0	0	1	19	2	3	0	1	2	0	1	0	92	1	0
1526	1564	"Kylen Lake"	47.35	-91.8	960	"AWI"	960	15028	16879	15961	0	0	7	3	0	173	0	3	0	2	3	0	3	0	0	0	2	1	3	51	0	0	0	0	0	20	0	0	96	0	0	0	0	0	0	0	0	1	0	69	0	0	0	33	0	0	7	0	0	0	5	2	0	1	0	21	0	0	0	0	1	0	0	2	8	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	970	"AWI"	970	15274	17176	16214	0	0	0	6	0	132	0	5	0	2	4	0	4	0	0	0	3	0	4	43	0	0	0	2	0	0	0	0	112	0	0	0	1	0	0	0	0	0	1	54	0	0	1	22	0	0	2	0	0	0	9	0	0	2	1	24	1	0	0	0	2	0	0	1	21	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	980	"AWI"	980	15505	17460	16475	0	0	8	2	0	126	0	2	0	0	2	0	1	0	0	0	3	0	11	94	0	0	0	0	0	0	0	0	190	0	0	0	2	1	0	0	0	0	0	76	0	0	0	30	0	0	3	1	0	0	5	0	0	0	0	17	0	0	0	0	4	0	0	1	36	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	990	"AWI"	990	15747	17732	16729	0	0	4	4	0	99	0	25	0	3	2	0	2	0	0	0	3	0	7	70	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	2	63	0	0	0	15	0	0	7	0	0	0	2	0	0	0	0	22	0	0	0	0	1	0	0	1	4	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1000	"AWI"	1000	15993	17987	16979	0	0	10	3	0	81	0	5	0	1	2	0	0	0	0	0	2	0	10	51	0	0	0	0	0	20	1	0	219	0	0	0	0	0	0	0	0	0	1	137	0	0	0	19	0	0	5	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	2	5	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1010	"AWI"	1010	16233	18242	17246	0	0	9	7	0	101	0	6	0	0	2	0	1	0	0	0	1	0	15	108	0	0	0	0	0	10	0	0	460	0	0	0	0	0	0	0	0	0	2	120	0	0	0	36	0	0	9	0	0	0	4	0	0	0	1	22	0	0	0	0	0	0	0	2	17	1	0
1526	1564	"Kylen Lake"	47.35	-91.8	1020	"AWI"	1020	16514	18465	17511	0	0	4	3	0	52	0	6	0	0	1	0	1	0	0	0	1	0	7	48	0	1	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	1	64	0	0	0	19	0	0	6	0	0	0	3	0	0	0	0	19	0	0	0	0	1	0	0	1	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1030	"AWI"	1030	16792	18706	17769	0	0	5	3	1	59	0	7	0	1	2	0	2	0	0	0	1	0	10	115	0	0	0	0	0	0	1	0	221	0	0	0	1	0	0	0	0	0	0	126	0	0	0	18	0	0	25	0	0	0	3	0	0	0	0	28	0	0	0	0	1	0	0	0	5	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1040	"AWI"	1040	17077	18934	18024	0	0	10	0	0	108	0	2	0	0	0	0	2	0	0	0	2	0	20	66	0	0	0	0	0	15	0	0	416	0	0	0	0	0	0	0	0	0	0	130	0	0	0	32	0	0	0	0	0	0	4	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1050	"AWI"	1050	17389	19149	18282	1	0	13	3	1	57	0	12	0	1	7	0	0	0	0	0	2	0	5	72	0	0	0	0	0	0	0	0	522	0	0	0	0	0	0	0	0	1	1	130	0	0	0	40	0	0	15	0	1	0	1	0	0	0	0	19	0	0	0	0	0	0	0	1	18	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1060	"AWI"	1060	17699	19390	18534	0	0	5	4	0	68	0	6	0	0	1	0	2	0	0	0	2	0	2	69	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	102	0	0	0	27	0	0	0	0	0	0	4	0	0	0	0	20	0	0	0	0	0	0	0	3	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1070	"AWI"	1070	18011	19619	18784	0	0	2	1	0	66	0	1	0	0	4	0	0	0	0	0	2	0	2	55	0	0	0	0	0	0	0	0	183	0	0	0	1	0	0	1	0	0	0	143	0	0	0	38	0	0	0	0	0	0	1	0	0	0	0	17	1	0	1	0	3	0	0	4	11	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1080	"AWI"	1080	18343	19873	19040	0	0	6	2	1	91	0	7	0	1	1	0	1	0	0	0	0	0	3	31	0	0	0	0	0	2	1	0	206	0	0	0	0	0	0	0	0	0	1	113	0	0	0	22	1	0	3	0	0	0	2	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	1090	"AWI"	1090	18657	20121	19295	0	0	18	3	0	55	0	6	0	2	3	0	0	0	0	0	0	0	8	55	0	0	0	0	0	0	0	0	232	0	0	0	1	0	0	0	0	0	0	61	0	0	0	17	0	0	3	0	0	0	3	0	0	0	0	16	1	0	0	0	1	0	0	2	10	0	0
