"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Droseraceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Larix"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
847	876	"Gladkoye Bog"	55	83.33333	380	"AWI"	380	6291	7003	6578	0	0	4	0	36	6	166	0	4	0	0	36	0	0	0	0	0	4	0	0	0	10	0	5	0	0	0	3	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	390	"AWI"	390	6428	7341	6792	6	0	2	0	40	0	147	0	0	0	4	40	0	2	0	6	0	0	7	0	0	20	4	5	0	5	0	0	0	0	5	3
847	876	"Gladkoye Bog"	55	83.33333	400	"AWI"	400	6555	7496	7029	25	25	14	0	65	10	227	0	0	0	0	79	0	4	0	12	0	0	0	0	0	13	0	7	0	6	10	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	410	"AWI"	410	6720	7720	7250	6	12	0	6	86	0	252	0	5	0	4	21	0	4	0	4	0	0	0	0	3	36	0	8	0	7	13	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	415	"AWI"	415	6953	7748	7355	15	0	0	0	144	0	295	0	0	0	0	143	0	0	0	0	0	0	0	0	0	72	0	10	0	0	6	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	425	"AWI"	425	7310	7853	7570	54	0	10	0	108	0	389	0	0	0	0	43	0	5	0	0	0	0	40	0	0	72	0	5	0	6	20	5	10	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	440	"AWI"	440	7556	8212	7872	20	0	0	0	151	25	396	0	3	0	0	60	0	0	0	0	0	0	0	0	0	32	30	0	0	0	15	0	10	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	460	"AWI"	460	7782	8816	8233	40	10	25	8	140	15	370	0	3	2	8	50	3	5	0	12	0	0	0	0	0	72	6	5	0	6	20	10	10	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	480	"AWI"	480	8101	9134	8636	0	0	72	0	144	0	398	0	4	0	0	72	0	6	0	0	0	0	30	0	0	60	10	5	0	0	12	0	12	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	500	"AWI"	500	8530	9328	9051	11	0	115	0	167	0	367	0	0	0	0	57	0	5	0	0	0	0	11	0	0	52	0	3	0	4	11	0	12	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	510	"AWI"	510	8898	9358	9161	20	0	10	0	150	20	396	0	3	3	0	60	0	0	0	15	0	0	40	0	0	32	20	0	0	0	15	10	10	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	520	"AWI"	520	9145	9422	9306	10	10	198	6	180	15	518	0	7	0	0	65	0	0	0	0	0	0	12	0	0	64	5	6	0	0	11	0	8	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	530	"AWI"	530	9197	9519	9379	0	6	35	5	144	4	529	0	0	0	0	136	0	7	0	0	0	0	0	0	0	43	0	0	0	0	7	0	4	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	540	"AWI"	540	9233	9650	9435	5	4	49	6	334	0	341	0	5	0	2	81	0	4	0	0	0	0	6	202	0	73	0	0	0	0	4	0	4	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	550	"AWI"	550	9300	9737	9487	4	4	43	5	302	0	328	0	0	0	0	86	0	18	0	0	0	0	4	0	0	65	0	0	0	0	4	3	7	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	570	"AWI"	570	9416	9872	9595	0	0	130	6	119	6	302	0	3	0	0	97	0	4	0	5	0	0	4	0	0	130	4	5	0	5	4	4	4	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	590	"AWI"	590	9577	10067	9712	4	0	81	5	154	4	324	0	1	0	0	65	0	4	0	6	0	0	4	0	0	81	3	2	0	2	5	2	3	0	0	3
847	876	"Gladkoye Bog"	55	83.33333	610	"AWI"	610	9663	10737	9995	0	0	65	6	173	5	144	0	0	0	0	54	0	5	0	0	0	0	28	0	0	130	0	0	0	0	4	1	4	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	630	"AWI"	630	9798	11311	10306	0	0	108	0	173	0	158	0	0	0	4	108	0	6	10	0	28	0	100	0	0	108	0	2	0	0	5	0	5	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	650	"AWI"	650	9971	11807	10619	0	0	126	0	207	0	281	0	3	0	3	100	0	5	0	0	14	0	18	0	0	113	0	5	0	0	4	3	7	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	670	"AWI"	670	10157	12244	10930	0	10	43	3	119	8	330	0	0	0	4	54	4	3	5	6	0	0	22	0	0	43	4	2	0	0	15	1	3	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	680	"AWI"	680	10208	12509	11092	0	0	19	0	65	0	346	0	0	0	0	32	0	9	0	0	0	0	25	0	0	29	0	0	0	0	10	0	4	0	0	0
