"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Carya"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Liquidambar"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
235	238	"Lac Bastien"	46.4	-78.91667	1064	"AWI"	1064	2785	3525	3147	5	15	0	0	0	0	0	0	267	0	0	1	0	1	0	4	11	0	0	0	7	9	0	2	0	53	6	0	0	12	8	432	3	6	0	3	35	1	0	0	0	0	3	0	0	67	14
235	238	"Lac Bastien"	46.4	-78.91667	1072	"AWI"	1072	2953	3674	3299	6	16	12	2	0	1	4	0	319	0	0	0	0	0	0	1	8	0	0	0	8	7	0	0	0	56	12	0	1	9	11	403	2	3	0	4	58	0	0	0	0	0	4	0	0	68	9
235	238	"Lac Bastien"	46.4	-78.91667	1080	"AWI"	1080	3118	3822	3451	3	0	23	0	0	4	2	0	324	0	2	2	0	0	0	0	8	0	0	0	4	9	0	0	0	71	6	0	0	10	6	423	1	5	0	1	50	2	0	1	3	0	3	1	0	45	12
235	238	"Lac Bastien"	46.4	-78.91667	1088	"AWI"	1088	3349	3956	3597	3	19	30	0	0	0	0	0	410	0	1	0	0	0	0	6	4	0	0	0	17	13	0	0	0	75	6	0	1	13	8	347	0	9	0	0	46	0	0	0	1	0	3	1	0	37	21
235	238	"Lac Bastien"	46.4	-78.91667	1096	"AWI"	1096	3492	4189	3786	3	21	19	2	0	2	3	0	379	0	0	0	0	0	0	2	5	0	0	0	8	8	0	0	0	50	4	0	3	16	8	418	0	3	0	0	37	1	0	0	0	0	2	0	0	15	13
235	238	"Lac Bastien"	46.4	-78.91667	1105	"AWI"	1105	3655	4481	4019	3	17	26	1	0	5	0	0	276	0	4	0	0	0	0	2	7	0	0	0	10	16	0	1	0	126	4	0	4	15	5	400	6	3	0	8	52	0	0	0	2	0	5	0	0	18	21
235	238	"Lac Bastien"	46.4	-78.91667	1112	"AWI"	1112	3811	4673	4197	8	15	0	2	0	5	0	0	308	0	4	0	0	0	0	1	3	0	0	1	9	13	0	0	0	137	1	0	0	18	10	519	6	3	0	6	50	0	0	0	0	0	5	0	1	39	10
235	238	"Lac Bastien"	46.4	-78.91667	1120	"AWI"	1120	3973	4903	4405	1	15	0	0	0	1	0	0	292	0	0	0	0	0	0	0	6	0	0	0	12	13	0	0	0	50	3	0	3	22	11	485	3	0	0	2	49	1	0	0	1	0	5	0	1	23	11
235	238	"Lac Bastien"	46.4	-78.91667	1128	"AWI"	1128	4172	5086	4610	3	0	0	2	0	2	0	0	333	0	1	0	0	0	0	0	4	0	0	0	6	8	1	0	0	68	4	0	0	16	6	377	3	5	0	5	55	0	0	0	3	0	6	0	0	23	11
235	238	"Lac Bastien"	46.4	-78.91667	1136	"AWI"	1136	4355	5292	4820	5	0	0	0	1	2	0	0	319	0	0	0	0	0	0	1	11	0	0	0	7	12	0	0	0	55	6	0	2	10	9	504	3	1	0	3	48	0	0	0	1	0	8	0	0	18	14
235	238	"Lac Bastien"	46.4	-78.91667	1144	"AWI"	1144	4549	5474	5024	4	29	27	1	0	3	0	0	260	0	3	0	0	0	0	2	3	0	0	1	6	20	2	0	0	40	0	0	3	14	7	541	8	7	0	3	49	1	0	0	1	1	2	1	0	14	12
235	238	"Lac Bastien"	46.4	-78.91667	1152	"AWI"	1152	4765	5652	5232	1	0	29	0	0	3	5	0	206	0	1	0	1	0	0	4	5	0	0	0	10	10	1	0	0	21	2	0	6	2	8	572	3	2	0	3	27	0	0	0	0	0	3	0	1	39	16
235	238	"Lac Bastien"	46.4	-78.91667	1160	"AWI"	1160	4983	5835	5445	1	0	28	2	0	7	0	0	212	0	1	0	0	0	0	1	6	0	0	0	4	17	0	0	0	17	1	0	2	4	7	571	5	1	0	3	36	0	0	0	1	0	3	0	0	71	21
235	238	"Lac Bastien"	46.4	-78.91667	1168	"AWI"	1168	5250	5984	5653	2	10	45	2	0	1	8	0	332	0	1	0	0	0	0	2	6	0	0	1	9	10	1	2	0	13	2	0	9	13	2	375	5	7	0	6	64	0	1	0	2	1	6	0	0	36	13
235	238	"Lac Bastien"	46.4	-78.91667	1176	"AWI"	1176	5518	6144	5857	2	15	32	2	0	2	0	0	179	0	2	0	0	0	0	0	3	0	0	0	14	0	0	0	0	22	1	0	0	15	5	594	6	7	0	0	42	0	0	0	1	0	8	0	0	103	25
235	238	"Lac Bastien"	46.4	-78.91667	1184	"AWI"	1184	5758	6327	6061	1	0	25	0	0	5	0	0	114	0	1	0	0	0	0	1	0	0	0	0	6	15	1	0	0	12	1	0	1	10	6	577	9	2	0	5	48	0	0	0	0	0	4	0	0	156	21
235	238	"Lac Bastien"	46.4	-78.91667	1192	"AWI"	1192	5923	6637	6268	3	6	22	1	0	2	0	0	96	0	2	0	0	0	0	1	7	0	0	0	8	17	0	0	0	16	2	0	2	14	6	693	6	2	0	6	52	0	0	0	1	0	3	0	1	75	13
235	238	"Lac Bastien"	46.4	-78.91667	1196	"AWI"	1196	6002	6782	6373	5	0	32	1	0	2	2	0	133	0	0	0	0	0	0	7	5	0	0	0	5	11	1	1	0	6	0	0	3	20	2	655	10	3	0	4	77	0	0	0	1	0	6	0	3	49	30
235	238	"Lac Bastien"	46.4	-78.91667	1200	"AWI"	1200	6079	6929	6479	1	0	26	0	0	2	5	0	141	0	1	0	0	0	0	3	1	0	0	1	6	0	2	0	0	14	6	0	0	12	10	668	11	1	0	1	45	0	0	0	1	0	6	0	0	89	16
235	238	"Lac Bastien"	46.4	-78.91667	1204	"AWI"	1204	6175	7035	6585	6	0	25	0	0	1	2	0	99	0	2	0	0	0	0	4	3	0	0	0	11	6	1	0	0	1	1	0	0	10	6	711	2	0	0	1	43	1	0	0	0	0	3	1	0	14	13
235	238	"Lac Bastien"	46.4	-78.91667	1208	"AWI"	1208	6271	7142	6692	4	8	24	2	0	4	0	0	77	0	2	0	0	0	0	0	2	0	0	0	9	8	2	0	0	16	1	0	1	8	6	731	12	2	0	6	48	0	0	0	1	0	6	0	1	16	21
235	238	"Lac Bastien"	46.4	-78.91667	1212	"AWI"	1212	6361	7265	6796	4	0	0	1	0	0	0	0	93	0	0	0	0	0	0	3	7	0	0	0	11	0	1	0	2	7	0	0	0	22	1	703	4	1	0	2	38	0	0	0	2	0	11	0	0	17	17
235	238	"Lac Bastien"	46.4	-78.91667	1216	"AWI"	1216	6453	7379	6904	3	10	35	1	0	2	0	0	66	0	0	0	0	0	0	5	7	0	0	0	12	16	0	2	0	5	4	0	3	10	3	729	8	4	0	3	47	0	0	0	2	0	3	0	0	15	15
235	238	"Lac Bastien"	46.4	-78.91667	1220	"AWI"	1220	6552	7482	7008	3	0	33	0	0	2	5	0	72	0	3	0	0	0	0	1	2	0	0	0	5	9	0	0	0	2	0	0	0	18	4	839	5	4	0	1	37	0	0	0	0	1	1	0	2	2	25
235	238	"Lac Bastien"	46.4	-78.91667	1224	"AWI"	1224	6656	7578	7120	6	9	38	0	0	5	5	0	86	0	2	0	0	0	0	2	2	1	0	0	8	8	0	0	0	3	5	1	1	14	3	753	7	0	0	4	42	0	0	0	0	0	12	0	0	5	25
235	238	"Lac Bastien"	46.4	-78.91667	1229	"AWI"	1229	6778	7706	7251	2	5	13	1	0	4	0	0	57	0	1	1	0	0	0	2	4	0	0	0	14	8	0	0	0	0	2	0	0	11	3	824	2	3	0	0	23	0	0	0	3	0	4	0	1	6	19
235	238	"Lac Bastien"	46.4	-78.91667	1234	"AWI"	1234	6911	7843	7382	4	0	21	1	0	2	4	0	77	0	1	1	0	0	0	1	4	0	0	0	1	7	0	0	0	5	7	0	3	12	8	872	6	0	0	1	42	0	0	0	1	0	2	0	1	5	22
235	238	"Lac Bastien"	46.4	-78.91667	1237	"AWI"	1237	6990	7909	7460	2	0	15	2	0	4	5	0	66	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	7	1	0	3	8	3	859	3	4	0	3	24	0	0	0	0	0	4	0	0	2	13
235	238	"Lac Bastien"	46.4	-78.91667	1240	"AWI"	1240	7062	7984	7535	7	0	44	1	0	3	4	0	43	0	3	0	0	0	2	3	7	0	0	0	7	6	0	0	0	7	2	0	7	8	5	765	6	4	0	8	35	0	0	0	1	0	2	0	0	3	24
235	238	"Lac Bastien"	46.4	-78.91667	1252	"AWI"	1252	7431	8238	7854	0	4	20	3	0	1	6	0	69	0	3	0	0	0	0	1	4	0	0	1	4	9	0	0	0	4	1	0	1	12	6	836	7	1	0	12	32	0	0	0	1	0	4	0	0	5	17
235	238	"Lac Bastien"	46.4	-78.91667	1256	"AWI"	1256	7542	8323	7960	6	6	19	5	0	3	6	0	123	0	2	0	0	0	0	3	5	0	0	1	3	0	0	0	0	4	5	0	3	13	12	656	5	6	0	7	50	0	0	0	3	0	2	0	0	3	18
235	238	"Lac Bastien"	46.4	-78.91667	1260	"AWI"	1260	7654	8421	8070	1	0	8	0	0	1	0	0	63	0	2	0	0	0	1	3	5	0	0	0	5	4	0	0	0	4	4	0	1	13	5	767	9	1	0	1	29	0	0	0	2	0	2	0	0	2	15
235	238	"Lac Bastien"	46.4	-78.91667	1264	"AWI"	1264	7818	8493	8172	15	10	13	5	0	4	0	0	95	0	1	0	0	0	0	3	8	0	0	0	5	18	0	0	0	4	2	0	5	20	18	778	5	7	0	23	47	0	0	0	5	0	3	0	0	2	21
235	238	"Lac Bastien"	46.4	-78.91667	1268	"AWI"	1268	7989	8568	8269	5	8	68	4	0	3	0	0	162	0	0	0	0	0	0	2	7	0	0	0	1	0	0	0	0	3	8	0	3	9	20	674	2	6	0	6	42	0	0	0	5	0	1	0	0	1	17
235	238	"Lac Bastien"	46.4	-78.91667	1272	"AWI"	1272	8088	8686	8377	13	6	48	1	0	1	9	0	199	0	2	0	0	0	0	5	9	0	0	0	3	7	0	1	0	1	5	0	5	16	22	605	7	7	0	9	21	0	0	0	2	0	6	0	0	2	18
235	238	"Lac Bastien"	46.4	-78.91667	1276	"AWI"	1276	8158	8853	8475	19	4	102	3	0	5	11	0	188	0	1	0	0	0	0	3	5	0	0	1	2	7	0	0	0	4	2	0	4	15	23	682	1	6	0	7	28	0	0	0	1	0	2	0	0	1	13
235	238	"Lac Bastien"	46.4	-78.91667	1280	"AWI"	1280	8235	9004	8578	14	4	58	2	0	6	0	0	392	0	0	0	0	0	0	3	4	0	0	0	1	3	0	0	0	7	7	0	1	17	31	356	3	3	0	23	35	0	0	0	1	0	7	0	0	2	19
235	238	"Lac Bastien"	46.4	-78.91667	1284	"AWI"	1284	8321	9130	8688	15	4	73	2	0	6	9	0	265	0	2	0	0	0	0	2	4	0	0	0	3	6	0	0	0	1	8	0	2	16	19	490	5	9	0	16	73	0	0	0	0	0	3	0	0	2	9
235	238	"Lac Bastien"	46.4	-78.91667	1288	"AWI"	1288	8411	9258	8798	12	0	44	2	0	9	0	0	168	0	2	0	0	0	0	2	6	0	0	0	0	12	0	0	0	15	8	0	10	25	35	591	11	5	0	8	44	0	0	0	3	1	8	0	0	1	13
235	238	"Lac Bastien"	46.4	-78.91667	1292	"AWI"	1292	8495	9384	8903	20	0	65	6	1	4	13	0	194	0	2	0	0	0	0	2	8	0	0	0	2	8	0	0	0	7	6	0	2	16	18	528	5	5	0	5	60	0	0	0	5	0	1	0	0	1	14
235	238	"Lac Bastien"	46.4	-78.91667	1296	"AWI"	1296	8577	9509	9009	8	8	60	4	0	4	0	0	177	0	1	0	0	0	0	1	2	0	0	0	1	6	0	0	0	4	19	0	8	25	18	637	3	3	0	5	56	0	0	0	2	0	3	0	0	0	18
235	238	"Lac Bastien"	46.4	-78.91667	1304	"AWI"	1304	8752	9741	9221	3	0	94	1	1	8	5	0	206	0	3	0	0	0	0	5	11	0	0	0	0	9	0	0	0	20	10	0	5	29	27	495	3	6	0	14	86	0	0	0	10	0	1	0	0	0	16
235	238	"Lac Bastien"	46.4	-78.91667	1312	"AWI"	1312	8946	9961	9439	9	0	0	1	1	7	5	0	148	0	1	0	0	0	0	0	6	2	0	0	0	8	0	0	0	19	9	0	18	12	36	484	2	5	0	12	51	0	0	0	6	0	2	0	0	3	20
235	238	"Lac Bastien"	46.4	-78.91667	1320	"AWI"	1320	9145	10191	9652	2	0	15	2	0	5	3	0	134	0	3	0	0	0	0	2	5	0	0	0	1	12	0	0	0	5	13	1	23	18	62	603	3	2	0	5	46	0	0	0	2	0	2	0	0	4	19
235	238	"Lac Bastien"	46.4	-78.91667	1328	"AWI"	1328	9362	10381	9866	0	0	7	0	0	11	7	0	215	0	0	0	0	0	0	1	3	0	0	0	0	6	0	0	0	15	27	0	32	18	93	497	9	0	0	24	71	0	0	0	7	0	0	0	0	1	18
235	238	"Lac Bastien"	46.4	-78.91667	1336	"AWI"	1336	9574	10589	10085	0	0	0	0	0	9	5	0	190	3	10	0	0	0	1	2	6	0	0	1	0	31	0	0	0	16	18	0	68	21	225	253	1	7	0	13	75	1	0	0	14	0	0	0	0	0	59
235	238	"Lac Bastien"	46.4	-78.91667	1344	"AWI"	1344	9793	10779	10302	0	0	0	3	0	17	6	0	235	0	4	1	0	0	0	1	8	1	0	0	1	16	0	1	0	21	22	0	44	20	185	271	5	8	0	11	84	0	0	0	15	0	2	0	0	2	26
235	238	"Lac Bastien"	46.4	-78.91667	1360	"AWI"	1360	10278	11125	10716	1	0	0	3	0	13	6	0	85	0	2	0	0	0	0	3	20	0	0	0	0	28	0	0	0	47	7	0	115	33	212	195	6	5	1	50	110	1	0	0	14	0	2	0	0	2	37
