"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"
12	12	"Ageröds Mosse"	55.933292	13.425594	50	"AWI"	50	390	817	596	0	119	0	0	0	4	0	152	0	0	0	0	0	58	36	0	0	201	0	0	0	0	12	4	99	0	74	0	25	0	0	0	1	1	0	0	1	3
12	12	"Ageröds Mosse"	55.933292	13.425594	55	"AWI"	55	452	863	656	0	145	1	0	0	7	7	168	0	0	0	0	0	51	29	103	0	188	0	1	0	0	12	7	50	0	40	0	28	0	0	0	20	2	0	0	8	2
12	12	"Ageröds Mosse"	55.933292	13.425594	60	"AWI"	60	485	940	714	0	38	0	0	0	2	0	63	0	0	0	0	0	32	4	4	0	84	1	0	0	0	1	4	23	0	19	0	15	0	0	0	3	0	0	0	1	0
12	12	"Ageröds Mosse"	55.933292	13.425594	65	"AWI"	65	548	973	770	0	102	1	0	0	6	0	77	0	0	0	0	0	38	2	42	0	223	0	2	0	0	11	4	134	0	18	0	42	0	0	0	2	3	0	0	2	6
12	12	"Ageröds Mosse"	55.933292	13.425594	70	"AWI"	70	588	1032	827	0	135	1	1	0	6	0	162	0	0	0	0	0	71	17	45	0	158	0	0	0	0	16	1	124	0	35	0	0	0	0	0	2	1	0	0	13	1
12	12	"Ageröds Mosse"	55.933292	13.425594	75	"AWI"	75	677	1071	886	0	174	4	1	0	6	0	171	1	0	0	0	1	106	7	185	0	146	0	2	0	0	17	0	94	0	67	0	24	0	0	0	12	2	0	0	3	10
12	12	"Ageröds Mosse"	55.933292	13.425594	80	"AWI"	80	727	1131	945	0	82	1	1	0	5	0	305	0	0	1	0	0	100	2	190	0	68	0	6	0	0	6	1	77	0	32	0	42	0	0	0	1	3	0	0	27	12
12	12	"Ageröds Mosse"	55.933292	13.425594	85	"AWI"	85	840	1160	1000	0	60	1	1	0	4	0	217	0	0	0	0	0	63	1	157	0	183	0	0	0	0	10	0	53	0	15	0	63	0	0	0	0	0	0	0	17	14
12	12	"Ageröds Mosse"	55.933292	13.425594	90	"AWI"	90	897	1220	1061	0	40	3	0	0	5	0	280	0	0	0	0	0	180	6	150	0	121	0	2	0	0	8	5	52	0	0	0	68	0	0	1	2	0	0	0	26	14
12	12	"Ageröds Mosse"	55.933292	13.425594	95	"AWI"	95	981	1255	1125	0	85	0	1	0	6	0	152	0	0	0	0	0	78	3	149	0	119	0	4	0	0	15	9	92	0	15	0	84	0	0	0	0	2	0	1	16	26
12	12	"Ageröds Mosse"	55.933292	13.425594	100	"AWI"	100	1019	1345	1187	0	154	0	0	0	0	0	186	0	0	0	0	0	105	18	128	0	105	0	8	0	0	22	2	37	0	39	0	99	0	0	0	0	1	0	0	17	8
12	12	"Ageröds Mosse"	55.933292	13.425594	105	"AWI"	105	1093	1390	1244	0	203	1	0	0	2	0	162	0	0	0	0	0	97	10	191	0	76	0	5	0	0	9	0	46	0	38	0	78	0	0	0	2	2	0	0	9	23
12	12	"Ageröds Mosse"	55.933292	13.425594	110	"AWI"	110	1129	1464	1301	0	221	0	1	0	6	0	152	0	0	0	0	0	96	11	261	0	59	0	7	0	0	21	1	49	0	36	0	94	0	0	0	2	2	0	0	8	13
12	12	"Ageröds Mosse"	55.933292	13.425594	115	"AWI"	115	1236	1490	1353	0	155	1	1	0	7	0	210	0	0	0	0	1	113	19	78	0	58	0	11	0	0	40	2	40	0	30	0	126	0	0	0	3	2	0	1	21	11
12	12	"Ageröds Mosse"	55.933292	13.425594	120	"AWI"	120	1302	1544	1404	0	233	2	0	0	4	0	203	0	0	0	0	0	129	23	0	0	31	0	2	0	0	17	1	62	0	16	0	36	3	0	1	2	1	0	0	12	10
12	12	"Ageröds Mosse"	55.933292	13.425594	125	"AWI"	125	1352	1610	1462	0	348	2	0	0	12	0	121	1	0	0	0	0	266	20	211	0	39	0	2	0	0	3	1	49	0	143	0	48	0	0	0	4	1	0	0	4	3
12	12	"Ageröds Mosse"	55.933292	13.425594	130	"AWI"	130	1375	1726	1519	0	262	0	0	0	1	0	153	0	0	1	0	0	315	11	264	0	27	0	8	0	0	3	1	92	0	19	0	60	0	0	0	1	0	0	0	20	5
12	12	"Ageröds Mosse"	55.933292	13.425594	135	"AWI"	135	1423	1771	1573	0	224	0	1	0	5	0	128	0	0	0	0	0	133	13	144	0	43	0	13	2	0	8	1	83	0	33	0	96	0	0	1	2	1	0	0	25	20
12	12	"Ageröds Mosse"	55.933292	13.425594	140	"AWI"	140	1447	1848	1626	0	216	0	2	0	3	0	133	0	0	0	0	0	138	6	516	0	18	0	3	0	0	10	4	111	0	0	0	94	0	0	0	1	0	0	2	18	22
12	12	"Ageröds Mosse"	55.933292	13.425594	145	"AWI"	145	1502	1887	1681	1	174	1	0	0	3	0	154	0	0	0	0	0	100	7	268	0	33	0	7	0	0	13	2	74	0	0	0	91	0	0	0	0	0	0	0	22	34
12	12	"Ageröds Mosse"	55.933292	13.425594	150	"AWI"	150	1531	1959	1736	0	230	3	1	0	3	0	224	0	0	0	0	0	151	43	75	0	23	0	23	0	0	23	1	84	0	0	0	87	0	0	0	2	1	0	0	12	20
12	12	"Ageröds Mosse"	55.933292	13.425594	155	"AWI"	155	1602	2003	1787	0	179	1	1	0	5	0	188	0	0	0	0	0	183	52	132	0	13	0	10	0	0	9	0	124	0	0	0	74	0	0	0	0	3	0	1	13	12
12	12	"Ageröds Mosse"	55.933292	13.425594	160	"AWI"	160	1632	2072	1838	0	237	0	0	0	1	0	117	0	0	0	0	0	264	0	211	0	49	0	5	0	0	3	3	91	0	0	0	93	0	0	0	1	0	0	0	16	1
12	12	"Ageröds Mosse"	55.933292	13.425594	165	"AWI"	165	1710	2114	1888	1	197	0	0	0	3	0	132	0	0	0	0	0	148	2	271	0	37	0	9	0	0	6	3	76	8	0	0	116	0	0	0	5	1	0	0	32	22
12	12	"Ageröds Mosse"	55.933292	13.425594	170	"AWI"	170	1756	2182	1942	0	205	0	1	0	3	0	148	0	0	0	0	0	117	15	217	0	23	0	11	0	0	8	3	80	0	0	0	91	0	0	0	0	0	0	0	21	31
12	12	"Ageröds Mosse"	55.933292	13.425594	175	"AWI"	175	1873	2248	2017	0	213	0	2	0	3	0	158	1	0	0	0	0	129	22	236	0	16	0	6	0	0	9	0	58	0	0	0	92	0	0	1	0	0	0	1	32	19
12	12	"Ageröds Mosse"	55.933292	13.425594	180	"AWI"	180	1938	2365	2095	0	183	0	2	0	2	0	223	0	0	0	0	1	138	37	0	0	12	0	5	0	0	12	0	95	0	0	0	69	0	0	1	2	1	0	0	25	15
12	12	"Ageröds Mosse"	55.933292	13.425594	185	"AWI"	185	2236	2667	2435	1	219	3	2	0	7	0	196	0	0	0	0	0	255	65	205	0	15	0	5	0	0	4	0	54	0	46	0	89	0	0	0	2	0	0	0	23	19
12	12	"Ageröds Mosse"	55.933292	13.425594	190	"AWI"	190	2351	3059	2788	0	198	0	0	0	3	0	100	0	0	0	0	0	197	9	0	0	12	0	19	0	0	2	2	88	0	0	0	130	0	0	0	0	0	0	0	30	24
12	12	"Ageröds Mosse"	55.933292	13.425594	195	"AWI"	195	2582	3165	2949	0	237	1	0	0	6	0	135	0	0	0	0	0	190	7	258	0	6	0	2	0	0	3	0	78	0	0	0	83	0	0	0	0	0	0	1	36	24
12	12	"Ageröds Mosse"	55.933292	13.425594	200	"AWI"	200	2715	3384	3104	0	229	1	2	0	10	0	123	0	0	0	0	1	285	9	0	0	12	0	7	0	0	6	2	83	0	0	0	85	0	0	0	0	1	0	0	30	29
12	12	"Ageröds Mosse"	55.933292	13.425594	205	"AWI"	205	2946	3438	3222	0	245	0	0	0	3	0	83	0	0	0	0	0	258	6	0	0	8	0	11	0	0	6	2	96	0	0	0	102	0	0	0	0	0	0	0	31	23
12	12	"Ageröds Mosse"	55.933292	13.425594	210	"AWI"	210	3059	3536	3342	0	232	1	0	0	1	0	105	0	1	0	0	0	203	1	0	0	4	0	14	0	0	2	2	80	0	0	0	91	0	0	0	0	1	0	0	34	37
12	12	"Ageröds Mosse"	55.933292	13.425594	215	"AWI"	215	3265	3595	3439	0	242	2	1	0	3	0	153	0	0	0	0	0	204	3	299	0	2	0	8	0	0	3	0	88	0	0	0	72	0	0	2	0	0	0	0	33	32
12	12	"Ageröds Mosse"	55.933292	13.425594	220	"AWI"	220	3374	3741	3539	0	289	0	0	1	4	0	71	0	0	0	0	0	329	1	0	0	5	0	7	0	0	3	0	83	0	0	0	88	0	0	0	0	1	0	0	43	30
12	12	"Ageröds Mosse"	55.933292	13.425594	225	"AWI"	225	3495	3822	3648	0	205	1	1	0	1	0	95	0	0	0	0	0	330	0	0	0	2	0	34	0	0	4	4	121	0	0	0	109	0	1	2	0	0	0	1	20	18
12	12	"Ageröds Mosse"	55.933292	13.425594	230	"AWI"	230	3561	3991	3758	1	301	1	0	0	4	0	82	0	0	0	0	0	263	0	0	0	3	0	15	0	0	6	0	79	0	0	0	107	0	0	0	1	1	0	0	21	7
12	12	"Ageröds Mosse"	55.933292	13.425594	235	"AWI"	235	3694	4088	3881	0	256	0	0	0	5	0	114	0	0	1	0	0	325	0	135	0	4	0	12	0	0	4	1	123	0	0	0	92	0	0	0	2	1	0	0	57	17
12	12	"Ageröds Mosse"	55.933292	13.425594	240	"AWI"	240	3746	4298	3992	0	306	2	0	0	2	0	95	0	0	0	0	0	258	0	64	0	0	0	11	0	0	4	0	42	0	0	0	72	0	0	0	0	0	0	0	38	39
12	12	"Ageröds Mosse"	55.933292	13.425594	245	"AWI"	245	3866	4397	4117	0	279	0	0	0	2	0	58	0	0	0	0	0	397	0	281	0	3	0	24	0	0	0	0	112	0	0	0	63	0	0	0	0	0	2	1	59	27
12	12	"Ageröds Mosse"	55.933292	13.425594	250	"AWI"	250	3938	4572	4240	0	227	1	1	0	1	0	90	0	0	0	0	0	282	2	0	0	0	0	13	0	0	2	1	89	0	0	0	100	0	0	0	0	0	0	0	29	55
12	12	"Ageröds Mosse"	55.933292	13.425594	255	"AWI"	255	4092	4645	4351	0	260	0	0	0	8	0	114	0	0	0	0	1	466	2	383	0	2	0	7	2	0	0	2	97	0	0	0	88	0	0	0	1	1	0	0	58	17
12	12	"Ageröds Mosse"	55.933292	13.425594	260	"AWI"	260	4187	4776	4469	0	212	1	0	0	0	0	75	0	0	0	0	0	351	2	198	0	3	0	5	2	0	2	8	112	0	0	0	106	0	0	0	0	0	2	0	43	55
12	12	"Ageröds Mosse"	55.933292	13.425594	265	"AWI"	265	4274	4851	4565	0	199	0	0	0	1	0	51	0	0	0	0	0	296	1	362	0	1	0	25	0	0	3	5	125	0	0	0	79	0	0	0	0	0	1	0	53	62
12	12	"Ageröds Mosse"	55.933292	13.425594	270	"AWI"	270	4324	4997	4653	0	277	0	0	0	3	0	65	0	0	0	0	0	388	2	978	0	0	0	10	1	0	0	0	97	0	0	0	97	0	0	0	0	0	2	0	38	39
12	12	"Ageröds Mosse"	55.933292	13.425594	275	"AWI"	275	4445	5064	4751	0	113	1	0	0	0	0	41	0	0	0	0	0	131	0	184	0	0	0	13	0	0	1	3	51	0	0	0	42	0	0	0	0	0	0	0	30	18
12	12	"Ageröds Mosse"	55.933292	13.425594	280	"AWI"	280	4510	5183	4852	0	272	0	0	0	0	0	56	0	0	0	0	0	283	2	583	0	0	0	2	0	0	1	1	112	0	0	0	71	0	0	1	0	0	0	0	44	49
12	12	"Ageröds Mosse"	55.933292	13.425594	285	"AWI"	285	4640	5232	4947	0	278	0	0	1	0	0	61	0	0	0	0	0	323	0	418	0	0	0	16	0	0	0	1	110	0	0	0	53	0	0	0	0	1	1	0	50	36
12	12	"Ageröds Mosse"	55.933292	13.425594	290	"AWI"	290	4726	5330	5042	0	320	1	0	0	1	0	85	0	0	0	0	0	375	1	254	0	0	0	11	0	0	0	0	43	0	0	0	92	0	0	0	0	0	0	0	63	47
12	12	"Ageröds Mosse"	55.933292	13.425594	295	"AWI"	295	4879	5390	5133	0	286	1	1	0	1	0	79	0	0	0	0	0	483	0	278	0	2	0	6	0	0	4	0	73	0	0	0	82	0	0	0	0	1	0	0	58	28
12	12	"Ageröds Mosse"	55.933292	13.425594	300	"AWI"	300	4968	5492	5231	0	288	0	0	0	1	0	60	0	0	0	0	0	467	1	0	0	0	0	8	2	0	0	0	126	0	0	0	84	0	0	0	0	0	0	0	14	31
12	12	"Ageröds Mosse"	55.933292	13.425594	305	"AWI"	305	5083	5570	5336	0	255	0	1	0	2	0	95	0	0	0	0	0	477	0	547	0	1	0	10	0	0	0	1	108	0	0	0	53	0	0	0	0	0	1	0	50	35
12	12	"Ageröds Mosse"	55.933292	13.425594	310	"AWI"	310	5145	5716	5437	0	218	0	0	0	0	0	139	0	0	0	0	0	235	2	166	1	0	0	7	0	0	0	0	83	0	0	0	88	0	0	0	0	1	0	0	45	21
12	12	"Ageröds Mosse"	55.933292	13.425594	315	"AWI"	315	5297	5760	5540	0	295	2	0	0	4	0	74	0	0	0	0	0	463	0	437	0	0	0	3	0	0	0	5	127	0	0	0	62	0	0	0	0	0	0	0	29	7
12	12	"Ageröds Mosse"	55.933292	13.425594	320	"AWI"	320	5373	5857	5648	0	253	1	0	0	3	0	151	0	0	0	0	0	220	1	238	0	0	0	10	0	0	1	0	78	0	0	0	87	0	0	0	0	0	0	0	27	5
12	12	"Ageröds Mosse"	55.933292	13.425594	325	"AWI"	325	5571	5898	5736	0	268	0	0	0	2	0	115	0	0	0	1	0	368	0	0	0	0	0	2	0	0	1	1	123	0	0	0	98	0	0	0	0	0	0	0	60	22
12	12	"Ageröds Mosse"	55.933292	13.425594	330	"AWI"	330	5661	5998	5833	0	260	2	0	0	2	0	112	0	0	0	0	0	259	7	209	1	0	0	8	1	0	0	1	65	0	0	0	51	0	0	0	0	0	0	0	48	58
12	12	"Ageröds Mosse"	55.933292	13.425594	335	"AWI"	335	5743	6156	5938	1	239	0	0	0	0	0	82	0	0	0	0	0	320	0	0	0	0	0	16	0	0	0	0	100	0	0	0	80	0	0	0	0	0	1	0	106	93
12	12	"Ageröds Mosse"	55.933292	13.425594	340	"AWI"	340	5781	6397	6035	0	222	0	0	0	0	0	101	0	0	0	0	0	253	0	180	0	0	1	10	0	0	0	0	84	0	0	0	66	0	0	0	0	2	0	0	59	62
12	12	"Ageröds Mosse"	55.933292	13.425594	345	"AWI"	345	5891	6488	6161	0	255	1	0	1	2	0	63	0	0	0	0	0	321	0	283	0	0	0	4	0	0	0	0	89	0	0	0	28	0	0	0	0	1	0	0	124	43
12	12	"Ageröds Mosse"	55.933292	13.425594	350	"AWI"	350	5939	6665	6278	0	178	0	0	0	0	0	82	0	0	0	0	0	237	8	234	0	0	0	15	0	0	0	0	125	0	0	0	75	0	0	0	0	0	1	0	59	71
12	12	"Ageröds Mosse"	55.933292	13.425594	355	"AWI"	355	6074	6736	6401	0	192	0	0	0	1	0	76	0	0	0	0	0	412	2	302	0	0	0	7	0	0	0	0	126	0	0	0	34	0	0	0	0	0	0	0	106	81
12	12	"Ageröds Mosse"	55.933292	13.425594	360	"AWI"	360	6143	6856	6530	0	251	0	0	0	0	0	79	0	0	0	0	0	400	7	143	0	0	0	13	0	0	1	0	80	0	0	0	91	0	0	0	0	0	0	0	31	68
12	12	"Ageröds Mosse"	55.933292	13.425594	365	"AWI"	365	6357	6910	6638	0	201	0	1	0	2	0	73	0	0	0	1	0	472	2	236	0	0	0	0	0	0	0	0	94	0	0	0	89	0	0	0	0	0	2	0	93	54
12	12	"Ageröds Mosse"	55.933292	13.425594	370	"AWI"	370	6486	7018	6757	0	80	0	1	0	0	0	33	0	0	0	0	0	72	1	89	0	0	0	0	0	0	0	0	19	0	0	0	11	0	0	0	0	0	0	0	20	17
12	12	"Ageröds Mosse"	55.933292	13.425594	375	"AWI"	375	6665	7077	6870	0	245	0	0	0	0	0	75	0	0	0	0	0	233	0	168	0	0	0	3	0	0	0	0	59	0	0	0	52	0	0	0	0	0	0	0	91	87
12	12	"Ageröds Mosse"	55.933292	13.425594	380	"AWI"	380	6743	7234	6985	0	205	2	1	0	0	0	102	0	0	1	1	0	326	6	74	0	0	3	1	0	0	0	0	100	0	0	0	61	0	0	0	0	0	0	0	58	74
12	12	"Ageröds Mosse"	55.933292	13.425594	385	"AWI"	385	6836	7286	7068	0	214	0	12	0	2	0	140	0	0	0	0	0	377	5	123	0	0	11	3	0	0	1	0	121	0	0	0	40	0	3	2	0	0	0	0	61	72
12	12	"Ageröds Mosse"	55.933292	13.425594	390	"AWI"	390	6883	7386	7151	0	153	0	1	0	0	0	228	0	0	0	0	0	227	7	11	0	0	9	3	0	0	0	0	105	0	0	0	12	0	0	0	0	0	0	1	58	42
12	12	"Ageröds Mosse"	55.933292	13.425594	395	"AWI"	395	7014	7430	7237	0	22	0	0	0	0	0	16	0	0	0	0	1	36	1	0	0	0	0	0	0	0	0	0	68	0	0	0	9	0	0	0	0	0	1	0	12	10
12	12	"Ageröds Mosse"	55.933292	13.425594	400	"AWI"	400	7092	7511	7322	0	7	0	0	0	0	0	13	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	1	0	0	4	2
12	12	"Ageröds Mosse"	55.933292	13.425594	405	"AWI"	405	7182	7546	7392	0	57	0	1	0	0	0	34	0	0	0	0	0	79	4	0	0	0	1	0	0	0	0	0	80	0	0	0	11	0	0	0	0	0	0	0	17	16
12	12	"Ageröds Mosse"	55.933292	13.425594	410	"AWI"	410	7249	7629	7461	0	139	1	1	1	0	0	76	0	0	2	0	0	144	157	0	0	0	2	0	0	0	0	1	260	0	0	0	30	0	0	0	0	2	0	0	58	37
12	12	"Ageröds Mosse"	55.933292	13.425594	415	"AWI"	415	7327	7673	7512	0	91	1	3	1	0	0	66	0	0	0	0	0	99	160	0	0	0	2	0	0	0	0	0	316	0	0	0	44	0	0	0	0	0	0	0	61	36
12	12	"Ageröds Mosse"	55.933292	13.425594	420	"AWI"	420	7363	7753	7564	0	85	1	0	0	0	0	55	0	0	0	0	0	83	41	0	0	0	0	3	0	0	2	0	174	0	0	0	34	0	0	0	1	0	1	0	65	50
12	12	"Ageröds Mosse"	55.933292	13.425594	425	"AWI"	425	7443	7792	7613	0	54	0	1	0	0	0	36	0	0	0	0	0	50	71	0	0	0	0	0	0	0	0	0	389	0	0	0	63	0	0	0	0	0	0	0	40	19
12	12	"Ageröds Mosse"	55.933292	13.425594	430	"AWI"	430	7491	7858	7666	0	44	0	0	0	0	0	34	0	0	0	0	0	41	21	0	0	0	0	1	0	0	0	0	202	0	0	0	10	0	0	0	0	0	0	0	40	14
12	12	"Ageröds Mosse"	55.933292	13.425594	435	"AWI"	435	7551	7917	7723	0	134	0	0	0	0	0	61	0	0	0	0	0	152	71	0	0	0	0	0	0	0	0	0	296	0	0	0	28	0	0	0	0	0	0	0	48	59
12	12	"Ageröds Mosse"	55.933292	13.425594	440	"AWI"	440	7588	8011	7778	0	57	0	0	0	0	0	41	0	0	0	0	0	29	9	0	0	0	0	0	0	0	0	0	170	0	0	0	5	0	0	0	0	0	0	0	35	17
12	12	"Ageröds Mosse"	55.933292	13.425594	445	"AWI"	445	7644	8062	7837	0	71	0	0	0	0	0	65	0	0	0	0	0	29	23	0	0	0	0	0	0	0	0	0	392	0	0	0	11	0	0	0	0	0	0	0	36	33
12	12	"Ageröds Mosse"	55.933292	13.425594	450	"AWI"	450	7683	8147	7894	0	19	0	1	0	0	0	18	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	150	0	0	0	1	0	0	0	0	0	0	0	9	1
12	12	"Ageröds Mosse"	55.933292	13.425594	455	"AWI"	455	7740	8187	7953	0	21	0	0	0	0	0	16	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	1	93	0	0	0	7	0	0	0	0	0	0	0	10	4
12	12	"Ageröds Mosse"	55.933292	13.425594	460	"AWI"	460	7776	8263	8012	0	87	0	0	0	0	0	45	0	0	2	0	1	21	6	0	0	0	0	0	0	0	0	0	445	0	0	0	3	0	0	0	0	2	0	0	31	13
12	12	"Ageröds Mosse"	55.933292	13.425594	465	"AWI"	465	7851	8295	8071	0	292	0	2	1	0	0	88	0	0	0	0	0	106	0	0	0	0	9	0	0	0	0	0	140	0	0	0	17	0	0	0	0	0	0	0	27	42
12	12	"Ageröds Mosse"	55.933292	13.425594	470	"AWI"	470	7894	8345	8130	0	217	0	8	1	1	0	133	0	0	0	0	0	194	9	0	0	0	1	1	0	0	0	0	158	0	0	0	16	0	0	2	0	1	0	0	27	51
12	12	"Ageröds Mosse"	55.933292	13.425594	475	"AWI"	475	7985	8392	8188	0	112	0	1	0	0	0	84	0	0	0	0	0	141	19	0	0	0	0	0	0	0	0	0	325	0	0	0	20	0	0	0	0	0	0	1	28	44
12	12	"Ageröds Mosse"	55.933292	13.425594	480	"AWI"	480	8041	8454	8252	0	146	0	1	2	1	0	146	0	0	0	0	0	299	12	0	0	0	0	1	0	0	0	0	235	0	0	0	31	0	0	0	0	0	0	0	25	53
12	12	"Ageröds Mosse"	55.933292	13.425594	485	"AWI"	485	8112	8558	8343	0	136	0	0	1	0	0	145	0	0	0	0	0	338	2	0	0	0	0	0	0	0	0	0	226	0	0	0	23	0	0	0	0	3	0	0	21	57
12	12	"Ageröds Mosse"	55.933292	13.425594	490	"AWI"	490	8155	8725	8428	0	125	0	0	0	0	0	143	0	0	0	0	0	329	7	2	0	0	0	0	0	0	0	0	266	0	0	0	20	0	0	0	0	3	0	0	21	57
12	12	"Ageröds Mosse"	55.933292	13.425594	492.5	"AWI"	492.5	8226	8751.5	8476.5	0	133	0	0	0	2	0	170	0	0	0	0	0	381	1	0	0	0	0	0	1	0	0	0	219	0	0	0	27	0	0	0	0	1	1	0	16	45
12	12	"Ageröds Mosse"	55.933292	13.425594	495	"AWI"	495	8282	8781	8526	0	140	0	0	1	1	0	211	0	0	0	0	0	444	3	0	0	0	0	0	0	0	0	0	289	0	0	0	38	0	0	0	0	2	0	0	24	53
12	12	"Ageröds Mosse"	55.933292	13.425594	497.5	"AWI"	497.5	8317.5	8832	8574.5	0	148	0	0	2	0	0	132	0	0	0	0	0	342	4	0	0	0	0	0	0	0	0	0	278	0	0	0	24	0	0	0	0	0	0	0	12	59
12	12	"Ageröds Mosse"	55.933292	13.425594	500	"AWI"	500	8347	8899	8621	0	145	0	0	1	0	0	154	0	0	0	0	0	388	3	0	0	0	0	0	0	0	0	0	216	0	0	0	37	0	0	0	0	2	0	0	27	61
12	12	"Ageröds Mosse"	55.933292	13.425594	502.5	"AWI"	502.5	8437.5	8919	8666.5	0	124	0	0	1	0	0	97	0	0	0	0	0	346	3	0	0	0	0	1	0	0	0	1	306	0	0	0	36	0	0	0	0	2	0	0	19	50
12	12	"Ageröds Mosse"	55.933292	13.425594	505	"AWI"	505	8507	8949	8717	0	87	0	0	0	1	0	219	0	0	0	0	1	515	2	0	0	0	0	1	3	0	0	0	304	0	0	0	19	0	0	1	1	3	0	0	7	48
12	12	"Ageröds Mosse"	55.933292	13.425594	507.5	"AWI"	507.5	8552.5	8984.5	8767	0	143	0	0	1	0	0	94	0	0	0	0	0	405	3	3	0	0	0	0	0	0	0	0	274	0	0	0	0	0	1	1	0	2	0	0	32	57
12	12	"Ageröds Mosse"	55.933292	13.425594	510	"AWI"	510	8584	9056	8814	0	90	0	1	0	0	0	226	0	0	0	0	0	488	3	0	0	0	0	0	0	0	0	0	306	0	0	0	23	0	0	0	1	5	0	0	7	45
12	12	"Ageröds Mosse"	55.933292	13.425594	512.5	"AWI"	512.5	8632.5	9085.5	8859	0	5	0	0	1	0	0	124	0	0	0	0	0	286	3	0	0	0	0	0	0	0	0	0	499	0	0	0	4	0	0	0	0	5	0	1	0	19
