"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Diapensiaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
217	219	"Lac des Atocas"	45.54306	-73.31111	350	"AWI"	350	3618	4505	4032	1	0	18	0	0	0	84	5	0	0	0	0	0	0	1	0	59	33	2	0	0	0	0	0	0	0	6	106	0	0	52	0	0	1	0	0	3	24	24	0
217	219	"Lac des Atocas"	45.54306	-73.31111	375	"AWI"	375	3830	4806	4303	0	0	0	0	0	0	130	7	0	0	1	0	0	0	0	0	75	0	1	0	0	0	0	0	0	0	4	117	1	0	84	0	0	0	0	0	3	25	26	0
217	219	"Lac des Atocas"	45.54306	-73.31111	400	"AWI"	400	4095	5048	4567	0	0	0	0	2	0	130	3	0	0	1	0	0	0	0	0	68	28	0	0	7	0	0	0	0	2	0	80	1	0	64	0	1	0	0	0	13	10	20	0
217	219	"Lac des Atocas"	45.54306	-73.31111	425	"AWI"	425	4349	5289	4830	0	0	0	0	0	0	102	1	0	0	3	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	2	40	1	0	52	0	0	1	0	0	4	10	17	0
217	219	"Lac des Atocas"	45.54306	-73.31111	450	"AWI"	450	4628	5515	5092	0	0	0	0	0	0	174	4	0	0	0	0	0	0	0	0	106	24	1	0	0	0	0	0	0	3	5	54	3	0	48	0	0	0	0	0	12	38	36	0
217	219	"Lac des Atocas"	45.54306	-73.31111	475	"AWI"	475	4955	5714	5347	0	0	0	0	0	0	143	2	0	0	1	0	0	0	0	0	84	0	0	0	0	0	1	0	0	0	2	81	2	0	23	0	0	1	0	0	6	45	29	0
217	219	"Lac des Atocas"	45.54306	-73.31111	500	"AWI"	500	5337	5942	5602	0	0	0	0	3	0	211	8	0	1	0	0	0	0	0	0	93	38	0	0	0	0	0	0	0	0	5	126	4	0	38	0	0	0	0	0	6	203	41	0
217	219	"Lac des Atocas"	45.54306	-73.31111	525	"AWI"	525	5516	6448	5909	0	0	7	0	0	0	83	5	0	0	2	0	0	0	0	0	39	23	0	0	0	0	0	0	0	1	3	37	1	0	20	0	0	0	0	0	5	142	17	0
217	219	"Lac des Atocas"	45.54306	-73.31111	537	"AWI"	537	5636	6621	6073	1	0	11	0	1	0	128	3	0	1	1	0	0	0	0	0	97	25	0	0	0	3	0	0	0	1	4	102	0	0	26	0	0	0	0	0	5	154	27	0
217	219	"Lac des Atocas"	45.54306	-73.31111	550	"AWI"	550	5758	6834	6238	0	0	0	0	0	0	127	1	0	1	0	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	4	73	1	5	34	0	0	0	0	0	9	159	97	0
217	219	"Lac des Atocas"	45.54306	-73.31111	562	"AWI"	562	5876	7008	6390	0	0	14	1	1	0	141	1	0	0	0	0	0	0	1	0	86	39	0	0	6	0	1	0	0	1	2	99	2	0	38	0	1	0	1	0	3	139	42	0
217	219	"Lac des Atocas"	45.54306	-73.31111	575	"AWI"	575	6028	7196	6562	0	0	0	0	1	0	64	2	0	0	1	0	0	0	0	0	63	29	0	0	10	0	0	0	0	0	3	54	0	0	53	0	0	2	0	0	4	75	27	0
217	219	"Lac des Atocas"	45.54306	-73.31111	587	"AWI"	587	6156	7355	6713	1	0	18	1	1	0	103	1	0	0	2	0	0	0	0	0	46	34	0	0	0	0	0	0	0	1	0	72	0	0	69	0	1	0	0	0	4	102	34	0
217	219	"Lac des Atocas"	45.54306	-73.31111	600	"AWI"	600	6290	7536	6884	0	0	39	0	0	0	156	0	2	0	1	0	0	0	0	0	40	45	0	0	15	0	0	1	1	0	0	150	6	0	120	0	0	2	0	1	6	174	45	0
217	219	"Lac des Atocas"	45.54306	-73.31111	625	"AWI"	625	6629	7833	7211	1	0	0	0	0	0	102	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	76	0	0	44	0	0	2	0	0	5	217	29	0
217	219	"Lac des Atocas"	45.54306	-73.31111	650	"AWI"	650	6976	8140	7530	0	0	12	1	0	0	116	1	0	1	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	134	0	0	62	0	0	2	0	0	3	143	34	0
217	219	"Lac des Atocas"	45.54306	-73.31111	675	"AWI"	675	7368	8524	7848	0	0	12	1	0	0	106	1	0	0	1	0	0	0	0	0	13	28	0	0	0	0	1	0	0	0	4	195	0	0	88	0	0	1	0	0	6	72	33	0
217	219	"Lac des Atocas"	45.54306	-73.31111	700	"AWI"	700	7880	8939	8227	0	0	30	0	4	0	114	0	0	1	1	0	0	0	0	0	12	32	0	0	0	0	0	0	0	1	8	777	5	13	200	0	0	3	0	0	5	74	44	0
217	219	"Lac des Atocas"	45.54306	-73.31111	725	"AWI"	725	8261	9882	8890	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	6	244	2	0	81	0	0	0	0	0	0	19	26	0
217	219	"Lac des Atocas"	45.54306	-73.31111	750	"AWI"	750	8713	10747	9644	0	0	8	2	0	0	75	1	0	2	2	0	0	0	0	0	6	13	0	0	0	0	1	3	0	0	10	345	2	0	70	0	0	3	0	0	0	9	23	0
217	219	"Lac des Atocas"	45.54306	-73.31111	765	"AWI"	765	9087	11164	10093	5	0	0	0	1	0	104	0	0	0	0	0	0	0	0	0	9	25	0	0	0	0	2	3	0	0	7	271	0	0	47	0	0	1	0	0	0	6	44	0
217	219	"Lac des Atocas"	45.54306	-73.31111	775	"AWI"	775	9385	11375	10387	5	0	0	0	1	0	105	2	0	0	3	0	0	0	0	0	2	17	0	0	0	0	1	1	1	0	17	298	6	0	33	0	0	1	0	0	0	1	39	0
217	219	"Lac des Atocas"	45.54306	-73.31111	785	"AWI"	785	9698	11626	10678	22	0	0	0	0	0	158	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	14	195	1	0	26	0	0	3	0	0	0	3	10	0
217	219	"Lac des Atocas"	45.54306	-73.31111	800	"AWI"	800	10151	11963	11109	0	0	0	0	4	0	32	2	0	2	8	0	0	0	0	0	0	5	0	0	0	0	1	12	0	1	41	135	6	15	19	0	0	1	0	0	1	0	4	0
217	219	"Lac des Atocas"	45.54306	-73.31111	810	"AWI"	810	10423	12193	11414	6	0	0	1	0	0	68	2	0	0	4	0	1	0	0	0	3	0	0	4	0	3	6	4	0	0	104	215	6	0	31	0	0	2	0	0	1	1	3	0
217	219	"Lac des Atocas"	45.54306	-73.31111	820	"AWI"	820	10959	12339	11686	0	0	0	1	1	0	66	0	0	0	9	1	2	0	2	0	2	8	0	1	0	0	0	3	0	2	103	205	3	14	43	0	0	2	0	0	0	4	2	2
217	219	"Lac des Atocas"	45.54306	-73.31111	830	"AWI"	830	11297	12602	11969	1	0	0	0	5	0	70	0	0	1	4	0	2	0	2	2	0	12	0	0	0	4	0	1	0	2	40	97	3	26	38	0	0	9	0	0	0	5	3	0
