"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2160	"AWI"	2160	797	1315	1072	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	7	1	0	0	16	2	5	1	0	3	1	7	0	0	0	0	25	0	0	43	0	125	0	0	0	0	8	0	0	0	0	1	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2170	"AWI"	2170	876	1481	1185	2	1	0	0	4	0	30	1	0	0	0	0	0	0	1	12	2	0	0	18	3	4	0	0	1	1	10	0	0	0	0	18	0	0	48	0	123	0	0	0	0	8	0	0	0	0	5	1
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2180	"AWI"	2180	945	1687	1294	4	0	0	0	2	3	30	0	0	0	0	0	0	0	3	12	2	4	0	20	0	3	2	1	6	0	2	0	0	0	0	17	0	0	50	0	126	0	0	0	0	7	1	0	0	2	1	1
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2200	"AWI"	2200	1060	2182	1490	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	26	5	0	0	17	1	1	1	7	2	0	2	3	0	0	0	21	0	0	30	0	74	0	0	0	0	7	0	0	0	1	3	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2210	"AWI"	2210	1131	2310	1615	0	1	6	0	2	0	0	0	0	0	0	0	0	0	0	20	4	1	0	19	2	0	0	4	6	0	6	0	0	0	0	20	0	0	40	0	87	0	0	0	1	10	0	0	0	1	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2220	"AWI"	2220	1197	2463	1729	1	0	2	0	2	0	0	0	0	0	0	0	0	0	1	19	11	0	0	9	2	0	2	2	1	0	12	0	0	0	0	55	0	0	26	0	94	0	0	0	0	5	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2230	"AWI"	2230	1269	2643	1840	2	2	0	0	0	0	0	2	3	0	0	0	1	0	0	29	4	0	0	20	1	3	0	2	1	0	5	0	0	0	0	29	0	0	29	0	87	0	0	0	0	5	1	0	0	0	1	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2235	"AWI"	2235	1324	2691	1890	2	0	0	0	0	3	0	3	1	0	0	0	1	0	0	32	8	0	0	10	1	0	0	2	1	0	5	0	0	0	0	17	0	0	36	0	80	0	0	0	1	12	0	0	0	2	1	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2251	"AWI"	2251	1417	2900	2069	3	2	1	1	5	0	0	1	0	0	0	0	1	0	0	24	1	0	0	24	0	0	8	1	3	0	4	0	0	0	0	30	0	0	24	0	98	0	0	0	0	4	0	0	0	0	2	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2260	"AWI"	2260	1525	3012	2175	3	0	3	0	6	0	0	0	0	1	0	0	1	0	1	31	3	0	0	14	2	0	4	2	2	0	2	0	0	0	0	33	0	0	36	0	83	0	1	0	0	2	0	0	0	0	5	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2270	"AWI"	2270	1621	3113	2297	3	0	0	0	15	0	0	1	0	0	0	0	0	0	0	24	4	0	0	10	2	0	6	2	3	0	3	0	0	0	0	31	0	0	19	0	84	0	0	0	1	3	1	0	1	0	1	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2280	"AWI"	2280	1683	3260	2415	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	2	3	0	2	3	0	0	0	0	0	0	0	66	0	0	7	0	121	0	0	0	0	0	0	0	0	0	2	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2290	"AWI"	2290	1791	3381	2531	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	6	0	0	4	0	3	0	0	0	0	0	0	20	4	0	42	0	91	0	0	0	0	4	0	0	0	0	5	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2300	"AWI"	2300	1886	3525	2641	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	35	0	0	0	6	1	1	5	2	2	0	0	0	0	0	0	30	0	0	25	0	127	0	0	0	0	3	2	0	0	0	2	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2310	"AWI"	2310	1960	3684	2752	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	0	0	10	1	4	0	2	0	0	0	0	41	0	0	29	0	83	0	0	0	0	2	0	0	1	0	2	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2320	"AWI"	2320	2082	3782	2869	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	38	2	0	0	4	0	1	1	0	3	0	0	0	0	0	0	127	0	0	20	0	82	0	0	0	0	2	0	0	0	0	3	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2330	"AWI"	2330	2191	3908	2987	6	2	1	0	2	0	44	0	0	0	0	0	0	0	0	31	1	0	0	5	0	0	2	0	4	0	1	0	0	0	0	70	0	0	15	0	100	0	0	0	0	2	0	0	0	0	2	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2339	"AWI"	2339	2267	4045	3093	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	2	1	0	6	1	3	0	1	0	1	0	0	50	0	0	23	1	88	0	0	0	0	3	0	0	0	0	2	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2351	"AWI"	2351	2448	4164	3226	1	0	2	0	0	0	78	0	0	0	0	0	1	0	0	74	0	0	0	8	0	0	7	0	1	0	0	0	0	0	0	44	0	0	9	0	80	0	0	0	0	1	2	0	0	0	10	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2360	"AWI"	2360	2583	4275	3332	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	58	0	0	0	3	0	0	5	0	2	1	0	0	0	0	0	63	0	0	9	0	97	0	0	0	1	2	0	0	1	0	14	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2370	"AWI"	2370	2684	4437	3442	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	56	0	0	0	1	0	0	2	0	2	0	0	0	0	0	1	44	0	0	12	0	93	0	0	0	0	0	1	0	0	0	22	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2380	"AWI"	2380	2870	4527	3551	2	0	1	0	0	0	0	2	0	0	0	0	0	0	1	52	0	0	0	1	0	0	14	0	1	0	0	0	0	0	0	59	0	0	13	0	89	0	0	0	0	2	1	0	0	0	16	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2390	"AWI"	2390	3008	4627	3657	1	0	2	0	1	0	64	0	0	0	0	0	1	0	0	48	1	0	0	1	0	0	6	0	1	0	2	0	0	0	0	61	0	0	12	0	84	0	0	0	0	0	0	0	1	0	12	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2400	"AWI"	2400	3112	4741	3776	2	0	0	0	1	0	73	0	0	0	0	0	0	0	0	59	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	41	0	0	10	0	100	0	0	0	0	4	0	0	0	0	10	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2410	"AWI"	2410	3366	4820	3867	2	0	0	0	2	0	65	0	0	1	0	0	0	0	0	70	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	58	0	0	14	0	85	0	1	0	0	3	4	0	1	0	14	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2420	"AWI"	2420	3557	4913	3964	2	0	1	0	0	0	69	0	0	0	0	0	0	0	0	68	1	0	0	4	0	0	0	0	1	0	0	0	0	0	2	39	0	0	9	0	79	0	0	0	0	3	0	0	0	0	19	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2430	"AWI"	2430	3832	5125	4204	1	0	5	0	0	0	55	0	0	0	0	0	0	0	0	69	1	0	0	6	0	0	1	0	1	0	0	0	0	0	0	60	0	0	13	0	64	0	0	0	0	1	0	0	2	0	30	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2440	"AWI"	2440	5076	5959	5352	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	70	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	62	0	0	12	0	75	0	0	0	0	4	1	0	0	0	24	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2451	"AWI"	2451	6166	7018	6650	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	40	0	0	0	5	1	0	0	0	0	0	1	0	0	0	1	71	0	0	9	0	105	0	0	0	0	0	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2460	"AWI"	2460	6884	7850	7485	0	0	1	0	1	0	57	0	0	0	0	0	0	0	0	44	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	79	0	0	11	0	105	0	0	0	0	2	3	0	0	0	1	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2470	"AWI"	2470	7392	7921	7706	0	0	2	0	0	0	56	2	0	0	0	0	0	0	0	56	0	0	0	4	0	0	2	0	1	0	1	0	0	0	0	70	0	0	15	0	140	0	0	0	0	2	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2480	"AWI"	2480	7743	8168	7935	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	40	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	85	0	0	8	0	130	0	0	0	0	1	2	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2490	"AWI"	2490	7883	8576	8170	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	127	0	0	20	0	123	0	0	0	0	2	2	0	0	0	1	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2500	"AWI"	2500	7996	8973	8415	0	1	1	0	1	0	0	0	0	0	0	0	1	0	5	0	1	0	0	2	0	0	1	0	2	0	0	0	0	0	0	147	0	0	8	0	97	0	0	0	0	4	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2510	"AWI"	2510	8062	9565	8630	0	0	2	0	1	0	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	109	0	0	24	0	127	0	0	0	0	1	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2530	"AWI"	2530	8366	10216	9183	0	0	2	0	4	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	84	0	0	40	0	92	0	0	0	0	9	3	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2540	"AWI"	2540	8483	10547	9490	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	105	0	0	19	0	111	0	0	0	2	2	3	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2551	"AWI"	2551	8757	10840	9798	2	1	6	0	4	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	90	0	0	31	0	88	0	0	0	0	6	4	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2560	"AWI"	2560	9001	10981	10069	0	0	1	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	19	0	97	0	1	0	0	8	0	0	0	0	0	1
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2570	"AWI"	2570	9190	11176	10376	0	1	5	0	5	0	0	1	0	0	0	0	1	0	6	2	0	0	0	0	3	0	0	0	3	0	2	0	0	0	0	143	0	1	19	0	38	0	0	0	0	6	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2580	"AWI"	2580	9592	11354	10634	0	1	3	0	10	6	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	68	0	0	30	0	55	0	0	0	1	4	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2590	"AWI"	2590	10197	11472	10870	0	0	7	0	9	19	57	3	0	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	116	0	0	41	0	23	0	0	0	0	8	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2600	"AWI"	2600	10628	11663	11129	0	3	2	0	8	7	0	3	0	0	0	0	4	0	1	0	1	0	0	2	2	0	0	0	3	0	3	0	0	0	0	104	0	0	45	0	19	0	0	0	3	5	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2610	"AWI"	2610	11125	11924	11452	0	4	1	0	26	9	0	1	0	0	0	0	3	0	3	0	3	0	0	2	1	0	0	0	3	0	0	0	0	0	0	163	6	0	62	0	2	0	0	0	0	3	1	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2620	"AWI"	2620	11339	12434	11842	0	7	4	0	53	8	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	134	0	0	71	0	3	0	0	0	1	13	0	0	1	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2630	"AWI"	2630	11430	13121	12197	0	6	2	0	11	0	33	1	0	0	0	0	3	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	163	0	0	36	0	8	0	0	0	0	14	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2651	"AWI"	2651	12623	13651	13064	0	1	2	0	20	4	30	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	194	0	0	31	0	7	0	0	0	0	14	2	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2655	"AWI"	2655	12790	13769	13234	0	2	1	0	8	0	0	1	0	0	0	0	1	0	3	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	120	0	0	37	0	13	0	0	0	1	9	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2660	"AWI"	2660	12938	13998	13445	0	1	2	0	16	9	115	0	0	0	0	0	0	0	1	4	2	1	0	2	2	0	0	0	2	0	7	0	0	0	0	43	0	0	79	0	0	0	0	0	2	22	1	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2665	"AWI"	2665	13109	14265	13662	0	13	1	0	52	8	0	2	0	0	0	0	1	0	2	0	6	2	3	5	0	0	0	0	3	0	5	0	0	0	0	106	0	0	96	0	2	0	0	0	4	7	1	0	2	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2670	"AWI"	2670	13236	14722	13869	1	15	0	0	71	6	2	2	0	0	0	0	2	0	4	0	2	0	2	2	0	0	0	0	1	0	4	0	0	0	0	93	0	0	84	0	0	0	0	0	1	12	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2680	"AWI"	2680	13354	15862	14245	0	24	0	0	89	0	0	3	0	0	0	0	5	0	8	0	2	0	4	1	1	0	0	0	0	0	6	0	0	0	0	70	0	1	97	0	0	0	0	0	4	1	0	1	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2690	"AWI"	2690	13434	17064	14620	0	16	0	0	83	9	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	87	0	0	69	0	0	0	1	0	8	8	0	0	1	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2700	"AWI"	2700	13734	17554	15097	1	10	0	0	75	0	0	0	0	0	0	0	4	0	7	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	100	0	0	99	0	0	0	0	0	0	3	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2710	"AWI"	2710	13917	18167	15578	0	14	0	0	83	4	0	0	0	0	0	0	2	0	6	0	7	2	4	2	0	0	0	0	2	0	0	0	0	0	0	121	0	0	90	0	0	0	0	0	0	4	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2720	"AWI"	2720	14053	18931	15995	0	19	1	0	81	4	0	0	0	0	0	0	0	0	1	0	4	0	6	1	0	0	0	0	2	0	1	0	0	0	0	73	0	0	59	0	1	0	0	0	7	4	0	0	2	0	1	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2725	"AWI"	2725	14282	19116	16214	1	16	1	0	84	3	0	0	0	0	0	0	3	0	1	0	1	0	5	0	0	0	0	0	6	0	2	0	0	0	0	94	0	0	75	0	1	0	0	0	3	3	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2735	"AWI"	2735	14616	19538	16685	0	26	0	0	77	4	0	2	0	0	0	0	1	0	0	0	1	1	2	1	1	0	0	0	0	0	2	0	0	0	0	70	0	0	67	0	1	0	0	0	4	6	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2751	"AWI"	2751	15013	20571	17416	0	4	1	0	24	5	42	1	0	0	0	0	0	0	4	5	3	0	0	3	0	0	0	1	5	0	4	0	0	0	0	97	0	0	62	0	30	0	0	0	1	3	0	0	1	0	5	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2770	"AWI"	2770	15612	21356	18281	0	16	0	0	39	4	0	1	0	1	0	0	3	0	1	0	2	0	4	0	0	0	0	0	5	0	1	0	0	0	0	58	0	0	80	0	0	0	0	0	1	4	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2785	"AWI"	2785	16129	22038	18949	0	14	0	0	20	0	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	43	0	2	63	0	1	4	0	0	1	0	0	0	0	0	1	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2800	"AWI"	2800	16638	22531	19650	0	14	0	0	75	5	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	45	0	0	60	0	0	0	0	0	1	1	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2815	"AWI"	2815	17342	23102	20316	0	18	0	0	39	0	0	1	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	3	0	1	0	0	0	0	86	0	0	77	0	4	0	0	0	1	1	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2830	"AWI"	2830	18014	23595	21038	1	28	0	0	110	0	0	1	0	0	0	0	2	0	0	0	0	0	3	1	1	0	0	0	3	0	0	0	0	0	0	81	0	0	55	0	2	0	0	0	3	3	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2851	"AWI"	2851	19118	24175	21995	0	0	1	0	5	0	0	2	0	0	0	0	0	0	1	10	2	0	1	0	0	0	1	1	2	0	1	0	0	0	0	142	0	0	44	0	29	0	0	0	1	11	0	0	2	0	0	1
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2875	"AWI"	2875	20431	24877	23101	0	2	0	0	51	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	12	0	0	0	0	0	0	37	0	0	87	0	0	2	0	0	0	2	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2900	"AWI"	2900	22077	25475	24238	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2924	"AWI"	2924	24205	25904	25277	0	10	0	0	58	7	0	1	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	9	0	0	0	0	0	0	24	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
