"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Carya"	"Casuarina"	"Cephalanthus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Juglans"	"Liquidambar"	"Melaleuca"	"Myrica"	"Nyssa"	"Onagraceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Salix"	"Schinus"	"Trema"
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	14.5	"AWI"	14.5	634	1237	880	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	78	0.5	0.5	1	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	15.5	"AWI"	15.5	696.5	1404.5	977.5	27.1428571428571	0.357142857142857	0	0	0	0.357142857142857	0	0.714285714285714	0	0	0	0	0	0.357142857142857	0	0.357142857142857	0	0	68.2142857142857	0.714285714285714	1.42857142857143	0.357142857142857	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	21	"AWI"	21	1046	2096	1524	25.8064516129032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20967741935484	0	0	67.3387096774193	0.403225806451613	4.43548387096774	0.806451612903226	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	25	"AWI"	25	1358	2543	1924	54.1666666666667	0	0	0.347222222222222	0	0	0	1.73611111111111	0	0	0	0	0.347222222222222	0	0	0.347222222222222	0	0	34.0277777777778	1.73611111111111	6.94444444444444	0.347222222222222	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	31	"AWI"	31	1900	3044	2518	69.5945945945946	0	0	0	0	0.337837837837838	0.337837837837838	0.337837837837838	0	0	0	0	0.337837837837838	0	0	0.675675675675676	0	0	27.027027027027	0	0	1.35135135135135	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	35	"AWI"	35	2292	3342	2911	29.7297297297297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.9189189189189	1.35135135135135	0	0	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	41	"AWI"	41	3190	3636	3464	42.156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96078431372549	0	0	55.8823529411765	0	0	0	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	45	"AWI"	45	3401	3929	3670	54.5454545454545	0	0	0	0	0	0	1.21212121212121	0	0	0	0	0	0	0	1.21212121212121	0	0	40.6060606060606	1.21212121212121	0	1.21212121212121	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	51	"AWI"	51	3673	4257	3934	82.7814569536424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2317880794702	0.662251655629139	0.662251655629139	0.662251655629139	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	55	"AWI"	55	3822	4472	4107	74.8768472906404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.492610837438424	0	0	22.6600985221675	0.492610837438424	0	1.47783251231527	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	61	"AWI"	61	4125	4759	4369	93.3609958506224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63900414937759	0	0	0	0	0	0
