"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rubiaceae"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
1540	1580	"Lake Sixteen"	45.6	-84.31667	115	"AWI"	115	3471	4620	3953	1	7	9	0	0	1	0	26	0	1	0	21	2	0	7	0	0	9	0	4	0	3	7	468	2	0	0	22	0	0	0	0	8	11
1540	1580	"Lake Sixteen"	45.6	-84.31667	120	"AWI"	120	3567	4891	4120	3	0	8	1	0	3	0	13	0	1	0	15	2	0	7	4	0	11	0	5	0	6	8	421	0	2	0	16	0	0	0	1	9	6
1540	1580	"Lake Sixteen"	45.6	-84.31667	125	"AWI"	125	3810	5063	4293	1	0	5	0	0	4	0	26	1	0	0	6	1	0	6	0	0	2	0	5	0	2	3	431	1	2	0	14	0	1	0	1	6	8
1540	1580	"Lake Sixteen"	45.6	-84.31667	130	"AWI"	130	3937	5283	4463	1	0	6	0	0	0	0	22	0	1	0	22	0	0	5	0	0	6	0	1	0	4	2	394	0	0	0	8	0	0	0	0	6	8
1540	1580	"Lake Sixteen"	45.6	-84.31667	135	"AWI"	135	4232	5611	4885	2	0	2	0	0	2	0	13	0	2	0	18	1	0	1	0	0	11	0	4	0	7	8	364	0	0	0	14	0	0	0	0	7	5
1540	1580	"Lake Sixteen"	45.6	-84.31667	140	"AWI"	140	4373	6289	5277	1	0	7	1	0	3	3	15	0	1	0	14	0	0	3	0	0	7	0	5	0	8	7	408	0	1	2	23	0	0	0	3	6	9
1540	1580	"Lake Sixteen"	45.6	-84.31667	145	"AWI"	145	4813	6447	5667	1	0	4	0	0	2	0	18	0	0	1	14	0	0	3	0	0	5	0	2	0	3	6	414	0	0	1	12	0	0	0	0	11	5
1540	1580	"Lake Sixteen"	45.6	-84.31667	150	"AWI"	150	5038	6761	6081	1	4	8	0	0	4	0	13	0	0	2	14	2	0	5	0	0	4	0	4	0	1	3	459	0	0	0	13	0	0	1	0	12	7
1540	1580	"Lake Sixteen"	45.6	-84.31667	155	"AWI"	155	5823	6898	6382	1	0	3	0	0	3	0	14	0	0	0	9	0	0	1	0	0	2	0	1	0	1	6	405	0	3	0	8	0	0	0	0	12	9
1540	1580	"Lake Sixteen"	45.6	-84.31667	159	"AWI"	159	6110	7155	6657	1	0	3	1	0	1	2	12	0	0	0	8	1	0	0	4	0	2	0	1	0	5	1	430	0	0	0	17	0	0	0	0	9	10
1540	1580	"Lake Sixteen"	45.6	-84.31667	167	"AWI"	167	6456	7627	7040	2	0	5	1	0	0	0	11	0	0	0	4	0	1	0	0	0	8	0	5	0	4	7	484	1	1	0	11	0	1	0	0	4	6
1540	1580	"Lake Sixteen"	45.6	-84.31667	170	"AWI"	170	6528	7887	7166	0	0	2	0	0	0	0	4	0	0	1	8	0	0	3	0	0	8	0	5	0	3	2	419	0	1	1	9	0	0	0	0	3	9
1540	1580	"Lake Sixteen"	45.6	-84.31667	175	"AWI"	175	6782	8034	7428	1	0	0	1	0	1	0	7	0	1	1	3	2	0	1	0	0	3	0	3	0	3	0	483	0	1	0	8	0	0	0	0	1	6
1540	1580	"Lake Sixteen"	45.6	-84.31667	180	"AWI"	180	6920	8322	7688	1	0	0	0	0	0	0	5	0	0	1	7	0	0	0	0	0	3	0	2	0	7	2	464	0	0	2	9	0	0	0	1	2	5
1540	1580	"Lake Sixteen"	45.6	-84.31667	185	"AWI"	185	7316	8423	7917	1	3	2	1	0	1	0	6	0	1	0	6	1	0	1	0	0	10	0	0	0	7	5	442	1	0	0	5	0	0	0	0	1	7
1540	1580	"Lake Sixteen"	45.6	-84.31667	190	"AWI"	190	7516	8623	8163	0	0	1	0	0	4	0	4	0	2	0	4	5	0	1	0	0	8	0	0	0	2	2	491	1	2	0	13	0	0	0	0	2	9
1540	1580	"Lake Sixteen"	45.6	-84.31667	195	"AWI"	195	8262	8968	8535	7	0	1	1	0	5	0	0	0	1	0	0	1	0	0	2	0	2	0	2	0	2	5	356	0	1	1	11	0	2	0	0	0	8
1540	1580	"Lake Sixteen"	45.6	-84.31667	200	"AWI"	200	8414	9935	8908	2	0	2	2	0	3	0	17	0	0	0	0	2	0	0	0	0	7	0	2	0	5	20	333	0	3	1	18	0	0	0	0	0	14
1540	1580	"Lake Sixteen"	45.6	-84.31667	205	"AWI"	205	8777	10643	9625	3	0	0	0	0	2	0	12	0	0	1	0	3	0	1	0	0	11	0	0	0	7	28	374	0	2	1	16	0	0	0	0	0	6
1540	1580	"Lake Sixteen"	45.6	-84.31667	210	"AWI"	210	8938	11896	10274	5	0	0	0	0	5	0	5	0	1	1	0	1	0	0	0	0	10	0	4	0	3	48	436	0	0	0	11	0	1	0	0	0	4
1540	1580	"Lake Sixteen"	45.6	-84.31667	215	"AWI"	215	9660	12131	10967	7	0	2	1	0	3	4	7	0	0	0	1	2	0	0	0	0	12	0	1	0	5	35	405	1	2	1	13	0	0	0	1	0	5
1540	1580	"Lake Sixteen"	45.6	-84.31667	220	"AWI"	220	9973	12583	11693	1	0	0	2	0	16	0	1	0	3	0	9	11	0	0	0	0	12	0	14	0	11	92	294	0	4	2	16	0	2	0	1	0	7
1540	1580	"Lake Sixteen"	45.6	-84.31667	225	"AWI"	225	11348	12705	12223	1	0	1	0	0	9	4	5	0	0	0	3	19	0	0	0	0	16	0	12	1	5	153	218	0	2	2	16	0	2	0	0	0	10
1540	1580	"Lake Sixteen"	45.6	-84.31667	230	"AWI"	230	11935	13344	12795	1	0	0	0	0	17	2	7	0	0	0	2	8	0	0	0	0	19	0	0	0	1	99	216	0	0	0	5	0	2	0	0	0	10
1540	1580	"Lake Sixteen"	45.6	-84.31667	235	"AWI"	235	12209	14006	13102	3	0	0	1	0	8	7	6	0	0	0	1	0	0	0	0	0	7	0	1	0	1	95	308	0	3	1	10	1	1	1	0	0	4
1540	1580	"Lake Sixteen"	45.6	-84.31667	240	"AWI"	240	12352	15057	13380	3	0	0	0	0	10	0	6	0	0	0	0	14	0	0	0	0	9	0	1	0	2	57	180	0	1	0	11	0	3	0	0	0	10
