"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
830	857	"Saint-Gabriel"	46.27583	-73.47583	150	"AWI"	150	1191	2575	1904	2	0	15	0	1	0	235	0	0	0	0	0	0	0	0	14	0	0	0	42	0	0	1	0	6	0	3	0	1	0	1	0	3	6	0	0	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	47	8	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	175	"AWI"	175	1378	2724	2086	6	0	9	1	1	0	220	0	0	0	0	0	0	0	2	6	0	1	0	65	11	0	0	0	2	0	0	0	0	0	3	0	2	0	147	0	2	0	0	0	25	0	0	1	0	0	0	0	0	1	0	0	58	7	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	200	"AWI"	200	1526	2971	2256	10	0	13	1	1	0	309	0	0	4	0	0	0	0	0	15	0	2	0	107	0	0	0	4	11	0	24	0	3	0	0	0	7	0	180	0	10	0	0	0	21	0	1	1	0	0	0	0	0	3	0	3	80	15	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	210	"AWI"	210	1611	3012	2323	10	0	6	0	2	0	153	0	0	1	0	0	0	0	3	11	0	1	0	41	0	0	0	0	2	0	0	0	4	0	1	0	2	0	90	0	1	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	41	9	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	225	"AWI"	225	1719	3083	2427	3	0	15	0	0	0	306	0	0	0	0	0	0	0	0	12	0	2	0	55	0	0	1	0	5	0	10	0	3	0	1	0	8	0	0	0	2	0	0	0	26	0	0	0	0	0	0	0	0	2	1	1	83	11	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	250	"AWI"	250	1874	3268	2597	8	0	14	1	0	0	333	0	0	0	0	1	0	0	0	5	0	2	0	42	14	0	0	5	4	0	12	0	3	0	0	0	5	0	0	0	7	0	0	0	23	0	0	1	0	0	0	0	0	7	0	2	47	6	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	260	"AWI"	260	1973	3304	2665	6	0	9	0	1	0	305	0	0	2	0	1	0	0	2	6	0	0	0	53	0	0	0	1	6	4	0	0	0	0	3	0	9	0	0	0	6	0	0	0	20	0	0	0	0	0	0	0	0	11	0	0	32	5	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	275	"AWI"	275	2076	3364	2771	6	0	0	1	0	0	239	0	0	0	0	1	0	0	0	2	0	0	0	31	17	0	0	2	6	0	14	0	3	0	2	0	5	23	0	0	2	0	0	0	19	0	1	0	0	0	0	0	0	9	0	0	11	12	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	285	"AWI"	285	2136	3423	2843	8	0	11	0	2	0	211	0	0	1	0	0	0	0	0	14	0	1	0	25	0	0	1	6	2	0	8	0	1	0	1	0	6	11	0	0	6	0	0	0	15	0	0	0	0	0	0	0	0	9	0	0	13	6	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	300	"AWI"	300	2240	3526	2943	1	0	7	0	0	0	182	0	0	0	0	0	0	0	0	5	0	0	0	49	12	0	0	2	1	0	3	0	2	0	1	0	3	0	150	0	4	0	0	0	32	0	0	0	0	0	0	0	0	4	0	2	24	2	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	325	"AWI"	325	2519	3624	3110	6	0	12	1	0	0	272	0	0	0	0	1	0	0	0	2	0	1	0	46	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0	32	0	0	0	0	0	0	0	0	2	0	4	19	5	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	350	"AWI"	350	2695	3779	3275	0	0	11	1	1	0	240	0	0	0	0	1	0	0	1	4	0	0	0	51	0	0	1	0	3	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	2	0	1	16	8	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	360	"AWI"	360	2800	3824	3332	6	0	0	0	1	0	246	0	0	1	0	0	0	0	0	8	0	1	0	38	9	0	0	0	2	0	0	0	2	0	0	0	1	0	148	0	2	0	0	0	23	0	0	0	0	0	0	0	0	3	0	0	14	3	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	375	"AWI"	375	2927	3902	3420	6	0	0	0	0	0	258	0	0	1	0	0	0	0	1	8	0	0	0	33	14	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	30	0	0	0	0	0	1	0	0	7	0	2	14	16	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	385	"AWI"	385	2989	3979	3477	0	0	14	0	1	0	292	0	0	1	0	0	0	0	0	1	0	0	0	17	0	0	2	0	5	0	0	1	1	0	0	0	3	9	131	0	4	0	0	0	53	0	0	0	0	0	0	0	0	2	1	3	15	13	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	400	"AWI"	400	3076	4090	3556	1	0	0	0	0	0	256	0	0	1	0	1	0	0	0	2	0	0	0	9	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	42	0	0	1	0	0	0	0	0	4	0	0	31	12	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	415	"AWI"	415	3158	4188	3621	2	0	9	0	0	0	239	0	0	0	0	0	0	0	0	6	0	0	0	5	12	0	2	5	10	0	0	0	1	0	1	0	5	0	0	0	2	0	0	0	29	0	0	0	0	0	0	0	0	4	0	2	34	11	2	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	425	"AWI"	425	3203	4250	3662	4	0	20	1	3	0	267	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	1	2	2	0	0	0	0	0	2	0	1	0	0	0	4	0	0	0	18	0	0	1	0	0	0	0	0	4	0	3	114	6	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	435	"AWI"	435	3242	4350	3705	0	0	14	0	1	0	250	0	0	1	0	1	0	0	0	3	0	1	0	9	0	0	1	1	1	0	0	0	0	0	2	0	6	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	2	0	1	118	15	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	450	"AWI"	450	3318	4462	3769	1	0	12	1	2	0	208	0	0	1	0	0	0	0	1	5	0	0	0	7	0	0	1	1	4	0	0	0	1	0	1	0	1	0	188	0	3	0	0	0	26	0	0	0	0	0	0	0	0	5	0	0	91	11	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	465	"AWI"	465	3415	4574	3835	0	0	13	0	0	0	164	0	0	0	0	0	0	0	0	5	0	1	0	5	0	0	2	2	4	0	0	0	2	0	2	0	1	6	0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	7	0	3	90	7	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	475	"AWI"	475	3467	4658	3880	2	0	0	1	1	0	194	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	76	0	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	100	8	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	485	"AWI"	485	3505	4760	3927	1	0	0	0	0	0	181	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	2	119	4	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	500	"AWI"	500	3677	4995	4169	2	0	0	1	3	0	225	0	0	0	0	1	0	0	2	2	0	0	0	6	0	0	2	2	1	0	0	0	0	0	0	0	2	6	172	0	1	0	0	0	21	0	0	0	0	0	0	0	0	3	0	1	165	13	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	515	"AWI"	515	3834	5605	4600	1	0	11	0	0	0	240	0	0	0	0	0	0	0	1	0	0	1	0	10	0	0	3	1	3	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	6	0	0	94	11	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	525	"AWI"	525	3902	6179	4861	1	0	7	0	0	0	164	0	0	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	4	0	0	74	7	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	540	"AWI"	540	3982	7120	5240	5	0	0	0	0	0	85	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	3	0	3	0	325	0	1	0	0	0	40	0	0	0	0	0	0	0	0	5	0	0	60	9	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	550	"AWI"	550	4256	7382	5533	7	0	12	1	1	0	92	0	0	0	0	0	0	0	2	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	3	0	355	0	0	0	0	0	54	0	0	0	0	0	0	0	0	2	0	0	15	10	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	560	"AWI"	560	4488	7514	5840	8	0	12	0	0	0	97	0	0	1	0	0	0	0	3	6	0	0	0	5	10	0	0	1	0	0	0	0	0	0	2	0	5	15	334	0	0	0	0	0	35	0	1	0	0	0	1	0	0	9	0	0	6	14	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	575	"AWI"	575	4742	7762	6332	7	0	36	0	3	0	126	0	0	0	0	0	0	0	5	3	0	0	0	2	0	0	0	1	1	0	0	0	3	0	5	0	3	0	325	0	3	0	0	0	17	0	0	0	0	0	0	1	0	6	0	0	0	8	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	585	"AWI"	585	4877	8032	6652	8	0	0	0	2	0	75	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	0	2	0	1	0	6	0	0	0	275	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	3	11	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	600	"AWI"	600	5429	8334	7069	9	0	35	3	0	0	172	0	0	0	0	0	0	0	2	2	0	0	0	1	12	0	0	0	1	0	0	0	2	0	6	0	10	12	293	0	4	0	0	0	21	0	0	0	0	0	0	0	0	5	0	0	3	12	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	610	"AWI"	610	5996	8403	7322	6	0	0	0	0	0	105	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	279	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	6	8	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	625	"AWI"	625	6715	8567	7704	7	0	0	1	0	0	140	0	0	0	0	0	0	0	3	3	0	1	0	1	0	0	0	0	0	0	0	0	7	0	8	0	0	13	373	0	5	0	0	0	24	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	640	"AWI"	640	7187	8920	8121	10	0	0	1	0	0	172	0	0	0	0	0	0	0	3	4	0	0	0	1	6	0	0	0	0	0	0	0	9	0	8	0	2	0	228	0	4	0	0	0	29	0	0	0	0	0	0	0	0	2	0	0	2	5	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	650	"AWI"	650	7443	9018	8277	6	0	57	2	1	0	195	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	4	19	0	0	10	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	2	7	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	660	"AWI"	660	7674	9091	8413	3	0	0	2	0	0	245	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	5	1	12	0	0	25	164	0	5	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	670	"AWI"	670	7869	9214	8550	1	0	0	1	4	0	251	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	1	0	16	0	3	20	0	0	6	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	675	"AWI"	675	7934	9311	8620	1	0	0	0	1	0	242	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	2	0	8	0	5	0	28	1	4	28	0	0	1	0	38	0	24	0	0	1	0	0	0	0	0	2	0	0	4	6	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	685	"AWI"	685	8041	9506	8767	2	0	0	0	4	0	151	0	0	0	1	0	0	0	1	30	1	0	0	0	0	1	0	3	19	0	0	0	1	0	144	0	13	92	0	0	6	0	0	0	42	0	0	1	0	0	0	0	0	1	1	0	3	5	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	690	"AWI"	690	8087	9608	8835	1	0	7	1	9	0	97	0	0	0	0	0	0	0	0	18	0	0	0	0	7	0	0	3	13	0	0	0	1	0	88	0	8	99	0	0	8	0	0	0	30	0	0	1	0	0	0	0	0	1	0	0	3	9	1	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	695	"AWI"	695	8303	9688	8964	2	0	5	0	3	0	106	0	0	0	0	2	0	0	1	13	0	0	0	0	0	0	0	2	25	0	0	0	0	0	50	0	3	49	0	0	8	0	0	0	25	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	700	"AWI"	700	8525	9749	9103	0	0	11	0	7	0	130	0	1	1	0	0	1	0	0	16	0	0	0	2	0	0	0	0	29	0	0	0	0	0	105	1	11	29	0	0	8	0	297	0	35	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	705	"AWI"	705	8711	9824	9243	0	0	0	0	9	0	290	0	0	0	1	0	0	0	2	19	1	1	0	0	0	0	0	0	57	0	0	0	0	0	73	0	7	11	0	0	14	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	710	"AWI"	710	8863	9916	9382	1	0	0	0	21	0	243	0	0	1	0	0	0	1	0	30	1	0	0	0	0	0	0	0	82	0	0	0	0	0	70	0	2	0	82	0	2	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	3	5	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	715	"AWI"	715	8981	10022	9515	1	0	15	0	17	0	186	0	0	4	2	0	0	0	1	6	0	3	0	0	0	0	0	2	14	0	22	0	1	0	3	0	4	0	0	0	6	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	720	"AWI"	720	9048	10172	9647	1	0	28	0	25	0	94	0	0	0	2	1	0	0	1	125	0	2	0	0	0	0	2	2	0	0	18	0	2	0	0	0	1	0	0	0	53	0	0	1	21	0	0	1	0	0	5	1	0	1	0	0	4	13	1	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	725	"AWI"	725	9119	10344	9786	1	0	56	1	64	14	78	0	0	0	2	0	0	0	1	289	0	6	8	0	0	0	0	0	0	0	0	0	0	0	1	0	6	36	0	0	169	0	0	0	13	4	0	8	1	0	0	0	0	0	4	0	2	9	0	0
