"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Ceanothus"	"Celtis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Maclura"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
1586	1633	"Lily Lake"	45.047734	-92.824634	1600	"AWI"	1600	2866	3467	3198	0	0	13	6	0	14	0	16	0	1	0	1	0	0	1	17	0	0	0	5	6	0	0	1	0	10	2	35	0	15	0	0	95	0	0	0	0	0	3	0	0	0	0	2	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1640	"AWI"	1640	3416	3853	3617	0	0	13	4	0	15	0	18	0	0	0	1	0	3	3	11	1	0	1	0	7	0	0	0	0	18	1	44	0	38	0	2	216	0	0	1	0	0	4	0	1	1	0	10	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1700	"AWI"	1700	3912	4555	4159	0	0	3	2	0	13	0	4	1	0	0	0	0	0	0	5	0	0	0	0	8	2	5	0	0	1	2	30	0	22	0	0	90	0	0	0	0	0	2	0	0	0	0	1	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1740	"AWI"	1740	4347	5213	4691	1	0	8	9	0	16	0	3	0	1	0	0	0	0	2	7	0	0	0	0	3	2	0	0	0	5	2	44	2	40	0	1	69	0	0	0	1	0	3	0	1	0	0	4	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1800	"AWI"	1800	5233	6471	5835	0	0	4	6	0	24	0	2	0	0	0	0	0	3	1	21	0	0	0	0	7	1	0	0	0	4	0	24	0	36	1	1	65	0	0	0	0	0	5	0	0	0	0	8	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1860	"AWI"	1860	6344	7451	6989	1	0	4	13	0	26	0	4	0	0	0	0	0	0	3	16	1	0	0	5	16	2	3	0	0	8	0	0	0	36	0	0	76	0	0	0	0	0	9	0	0	2	0	15	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1898	"AWI"	1898	7366	7904	7678	0	0	5	21	0	40	0	0	1	2	0	1	0	3	3	16	2	0	1	0	16	0	0	0	0	10	2	27	1	56	0	3	49	0	0	0	0	0	1	0	1	0	0	12	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1918	"AWI"	1918	7747	8410	8003	0	0	8	9	0	22	0	0	0	3	0	0	0	0	2	10	0	0	0	0	11	1	0	0	0	16	1	58	0	33	0	0	38	2	0	0	0	0	4	0	1	0	0	24	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1958	"AWI"	1958	8226	9313	8696	1	0	4	14	1	34	0	7	0	1	0	0	1	1	3	5	1	0	1	0	21	1	2	1	0	21	0	65	0	34	0	0	52	0	0	0	0	0	6	0	0	0	0	41	1
1586	1633	"Lily Lake"	45.047734	-92.824634	2000	"AWI"	2000	8868	10075	9452	0	0	6	5	0	12	0	5	0	2	0	0	0	0	1	4	0	0	0	0	6	0	0	0	0	11	2	50	0	19	0	0	24	0	0	0	0	0	6	0	0	1	0	36	2
1586	1633	"Lily Lake"	45.047734	-92.824634	2020	"AWI"	2020	9204	10414	9812	0	0	2	2	0	8	0	3	0	2	0	1	0	6	0	5	1	0	0	0	2	0	0	0	0	5	4	58	1	9	0	2	25	0	0	0	0	0	6	0	0	1	0	36	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2040	"AWI"	2040	9568	10712	10157	3	0	30	11	0	17	0	23	0	4	0	0	0	6	2	6	0	0	0	23	8	0	0	1	0	57	8	281	1	32	0	0	77	0	0	1	0	1	7	0	1	4	0	119	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2060	"AWI"	2060	9954	11002	10496	5	0	15	6	0	14	0	27	0	6	0	2	0	6	1	3	0	0	0	0	23	0	0	1	0	33	5	315	0	35	0	1	82	0	1	0	0	1	2	0	0	1	0	111	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2080	"AWI"	2080	10423	11288	10866	1	0	8	1	0	8	0	29	0	3	0	0	0	0	0	5	0	0	0	0	23	0	0	1	0	7	1	181	0	1	0	0	31	0	0	0	0	0	3	1	0	2	0	53	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2100	"AWI"	2100	10828	12058	11390	8	0	18	1	0	6	0	49	1	0	0	1	0	7	3	3	0	0	0	0	28	0	0	0	0	9	18	224	0	1	0	2	20	0	0	0	0	0	4	0	0	0	0	19	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2120	"AWI"	2120	11317	12721	12056	4	0	19	3	0	12	0	75	0	0	0	1	0	5	8	19	0	0	0	17	10	0	0	14	0	13	170	0	0	5	0	12	21	0	0	0	0	0	3	0	0	0	0	11	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2140	"AWI"	2140	11925	13195	12719	1	0	3	3	0	39	0	96	0	0	0	0	1	4	9	21	0	0	0	19	22	0	0	18	0	9	280	0	0	23	0	7	15	0	0	0	0	4	20	0	1	0	0	5	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2175	"AWI"	2175	12825	14043	13538	3	0	1	1	0	11	0	2	1	0	0	0	0	0	8	28	0	0	0	48	10	0	0	7	0	2	98	0	0	12	0	3	17	0	0	0	0	0	3	0	0	0	0	3	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2220	"AWI"	2220	13413	15012	14221	0	0	0	2	0	9	0	2	4	0	0	0	0	0	3	13	0	0	0	42	9	0	0	4	0	2	93	9	0	7	0	0	6	0	0	0	0	0	2	0	0	0	0	3	0
1586	1633	"Lily Lake"	45.047734	-92.824634	2262	"AWI"	2262	13953	15860	14878	0	0	0	2	0	6	0	0	1	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	10	0	0	4	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0
