"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tsuga"	"Ulmus"	"Viburnum"
1414	1451	"Lac Kénogami"	48.36583	-71.56694	225	"AWI"	225	2374	3845	3139	2	0	16	0	1	0	247	0	0	0	0	11	1	0	0	0	0	0	3	0	0	0	1	2	2	0	0	131	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	250	"AWI"	250	2743	4176	3504	22	0	0	1	0	0	222	0	0	0	0	29	0	0	3	2	0	5	0	0	0	0	1	2	0	0	0	96	0	0	0	8	0	0	0	0	0	0	0	0	0	1	5	1
1414	1451	"Lac Kénogami"	48.36583	-71.56694	275	"AWI"	275	3123	4478	3864	12	0	9	0	0	0	147	0	0	0	0	4	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	300	"AWI"	300	3543	4776	4221	11	0	7	0	0	0	117	0	0	0	0	15	2	0	3	1	0	0	0	0	0	0	0	1	1	0	0	183	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	325	"AWI"	325	3944	5064	4574	7	0	19	0	0	0	209	0	0	0	0	2	5	0	1	1	0	0	2	0	0	0	0	1	0	0	0	178	0	0	0	4	0	0	0	0	0	0	0	0	0	1	4	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	350	"AWI"	350	4395	5328	4926	24	0	52	0	2	0	433	0	0	0	0	37	3	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	5	43	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	375	"AWI"	375	4781	5611	5222	13	0	42	0	1	0	301	0	0	0	0	14	5	0	0	2	0	0	3	3	0	0	2	1	0	0	0	207	0	0	0	4	0	0	0	0	0	1	0	0	0	4	43	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	400	"AWI"	400	5026	5930	5473	14	0	17	1	0	0	168	0	0	1	0	9	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	403	0	0	0	2	0	0	0	0	0	1	0	0	0	6	23	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	425	"AWI"	425	5231	6216	5720	7	0	0	1	1	0	122	0	0	0	0	5	3	0	0	0	0	0	3	3	0	0	0	0	1	0	0	288	0	0	0	2	0	0	0	0	0	0	0	0	0	4	14	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	440	"AWI"	440	5366	6385	5868	27	3	9	0	0	0	81	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	11	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	450	"AWI"	450	5454	6498	5969	43	0	0	1	0	0	48	0	0	0	0	16	2	0	0	0	4	0	2	2	0	0	2	2	0	0	0	273	0	0	3	1	0	0	0	0	0	0	0	0	0	0	6	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	460	"AWI"	460	5546	6597	6071	18	0	8	1	0	0	96	0	0	0	0	4	5	0	0	0	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	1	10	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	475	"AWI"	475	5692	6755	6222	15	0	12	0	0	0	143	0	0	0	0	1	4	0	0	0	0	0	2	12	0	0	3	1	0	0	0	208	0	0	0	4	1	0	0	0	0	2	0	0	0	0	8	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	500	"AWI"	500	5907	7017	6474	35	0	14	2	0	0	189	0	1	0	0	15	0	0	0	0	0	0	3	0	0	0	3	2	0	0	2	220	0	0	0	6	0	1	0	0	0	3	0	0	3	1	2	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	525	"AWI"	525	6136	7271	6724	22	0	13	3	1	0	303	0	0	0	0	11	4	0	0	1	0	0	9	9	0	0	3	1	2	0	0	239	0	0	0	4	0	0	0	0	0	3	1	0	0	3	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	550	"AWI"	550	6387	7509	6972	33	0	9	0	2	0	180	0	0	0	0	21	1	0	0	4	0	0	4	1	0	0	3	1	1	0	0	166	0	1	7	7	0	0	0	0	0	4	1	0	0	2	4	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	575	"AWI"	575	6657	7744	7219	36	0	5	2	1	0	182	0	0	0	0	12	0	0	0	1	0	0	7	2	0	0	1	0	0	0	0	157	0	0	0	5	0	0	0	0	0	0	0	0	0	2	2	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	600	"AWI"	600	6928	7971	7469	47	0	6	0	1	0	250	0	0	0	0	25	1	0	0	0	0	0	0	1	0	0	5	1	1	0	0	141	0	0	0	4	0	1	0	0	0	2	1	0	0	1	2	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	625	"AWI"	625	7204	8201	7718	94	0	14	1	0	0	226	0	0	0	0	38	0	0	0	1	0	0	3	0	0	0	1	0	2	0	0	125	0	0	0	4	0	0	0	0	0	2	0	0	1	2	2	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	650	"AWI"	650	7479	8410	7968	62	0	29	0	1	0	207	0	0	0	0	39	1	0	0	0	0	0	4	0	0	0	5	0	2	0	0	104	0	0	5	17	0	0	0	0	0	0	0	0	0	0	3	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	675	"AWI"	675	7807	8639	8218	33	0	47	1	2	0	81	0	0	0	0	20	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	41	0	0	0	7	0	0	0	0	0	1	0	0	0	2	0	0
