"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
1648	1704	"M Lake"	68.26667	-133.46667	87	"AWI"	87	1832	3040	2491	0	542	0	0	4	0	270	0	0	9	22	1	0	0	0	3	0	174	0	0	13	1	0	0	1	18	0	0
1648	1704	"M Lake"	68.26667	-133.46667	90	"AWI"	90	1924	3124	2583	0	389	0	0	5	0	171	0	0	9	20	0	1	0	0	2	0	105	0	0	13	2	0	0	0	17	0	0
1648	1704	"M Lake"	68.26667	-133.46667	92	"AWI"	92	2048	3149	2631	0	312	0	0	21	1	145	0	0	3	21	0	0	1	0	0	0	148	1	0	12	0	0	0	0	12	0	0
1648	1704	"M Lake"	68.26667	-133.46667	95	"AWI"	95	2201	3189	2712	0	423	0	0	1	0	202	0	0	10	25	0	0	0	0	1	0	139	1	0	6	0	0	0	0	14	0	0
1648	1704	"M Lake"	68.26667	-133.46667	97	"AWI"	97	2273	3229	2766	0	374	0	0	0	0	175	0	0	6	17	0	0	0	0	3	0	67	0	0	3	0	0	0	0	7	0	1
1648	1704	"M Lake"	68.26667	-133.46667	100	"AWI"	100	2346	3304	2857	0	243	0	0	0	0	139	0	0	5	13	0	0	0	0	1	0	109	0	1	2	2	0	0	1	9	0	0
1648	1704	"M Lake"	68.26667	-133.46667	105	"AWI"	105	2965	3965	3349	0	323	0	0	0	0	130	0	0	9	12	0	0	0	0	1	0	143	2	0	3	0	0	0	0	13	0	0
1648	1704	"M Lake"	68.26667	-133.46667	110	"AWI"	110	3079	5245	3795	0	249	0	0	0	0	114	0	0	3	12	0	0	0	0	1	0	84	2	2	5	1	0	0	0	10	0	0
1648	1704	"M Lake"	68.26667	-133.46667	115	"AWI"	115	4723	6110	5340	0	241	0	0	1	0	131	11	0	8	0	0	0	0	0	0	6	98	0	0	0	0	0	0	0	12	0	0
1648	1704	"M Lake"	68.26667	-133.46667	120	"AWI"	120	6031	7328	6882	0	471	0	0	0	0	145	0	0	4	21	0	1	0	0	0	1	113	1	0	4	0	0	0	0	4	0	0
1648	1704	"M Lake"	68.26667	-133.46667	125	"AWI"	125	6893	7505	7284	0	256	0	0	0	0	141	0	0	3	11	2	0	0	0	2	0	119	0	2	6	0	0	0	0	8	0	0
1648	1704	"M Lake"	68.26667	-133.46667	130	"AWI"	130	7155	8434	7644	0	413	0	0	0	0	208	0	0	12	22	1	0	0	0	0	0	172	2	0	4	0	1	0	1	12	0	0
1648	1704	"M Lake"	68.26667	-133.46667	140	"AWI"	140	7497	9041	8184	0	80	0	0	4	0	410	0	0	16	30	1	3	0	0	11	0	88	0	0	5	1	2	0	0	30	0	0
1648	1704	"M Lake"	68.26667	-133.46667	150	"AWI"	150	7893	9429	8750	0	15	0	1	1	0	376	0	0	46	35	3	1	0	0	6	0	108	0	7	5	4	0	0	0	23	0	0
1648	1704	"M Lake"	68.26667	-133.46667	155	"AWI"	155	8316	9531	9006	0	11	0	0	9	0	162	0	0	10	16	1	2	0	0	0	0	77	0	0	3	0	0	0	0	4	0	0
1648	1704	"M Lake"	68.26667	-133.46667	160	"AWI"	160	8547	9738	9284	0	7	1	0	6	0	327	0	0	57	32	1	2	0	1	4	0	174	0	6	7	8	0	0	0	17	0	0
1648	1704	"M Lake"	68.26667	-133.46667	165	"AWI"	165	9107	9869	9474	0	0	0	0	6	0	214	0	0	32	28	0	0	0	0	0	0	103	0	4	3	4	0	0	0	21	0	0
1648	1704	"M Lake"	68.26667	-133.46667	170	"AWI"	170	9368	10120	9700	0	6	1	0	0	0	215	0	0	14	10	0	2	0	0	0	0	79	0	1	9	5	0	0	0	13	0	0
1648	1704	"M Lake"	68.26667	-133.46667	173	"AWI"	173	9482	10255	9834	0	2	0	0	2	0	236	0	0	22	21	0	0	0	0	0	0	59	0	0	11	2	0	0	0	18	0	0
1648	1704	"M Lake"	68.26667	-133.46667	177	"AWI"	177	9564	10566	9984	0	0	0	0	16	0	369	0	1	22	0	1	0	1	0	0	0	1	0	0	3	33	0	0	0	19	0	0
1648	1704	"M Lake"	68.26667	-133.46667	180	"AWI"	180	9610	10878	10089	0	5	0	0	6	0	483	0	0	12	11	6	1	0	1	1	0	1	0	4	2	21	0	0	0	21	0	0
1648	1704	"M Lake"	68.26667	-133.46667	185	"AWI"	185	9766	11044	10322	0	0	0	0	9	0	362	0	0	37	19	1	0	0	0	0	0	2	0	0	8	18	0	0	0	31	0	0
1648	1704	"M Lake"	68.26667	-133.46667	190	"AWI"	190	9843	11347	10535	0	0	1	0	7	0	452	0	0	50	35	3	1	0	0	0	0	8	0	2	7	11	0	0	0	42	0	0
1648	1704	"M Lake"	68.26667	-133.46667	195	"AWI"	195	10055	11512	10757	0	0	0	0	15	0	383	0	0	109	27	1	7	0	0	0	0	1	0	0	22	58	0	0	0	38	0	0
1648	1704	"M Lake"	68.26667	-133.46667	200	"AWI"	200	10182	11753	10969	0	0	0	0	7	2	479	1	0	86	35	6	0	0	0	0	1	3	0	4	8	128	0	0	0	65	0	0
1648	1704	"M Lake"	68.26667	-133.46667	205	"AWI"	205	10465	11890	11167	0	2	0	0	8	0	668	0	0	2	27	3	0	0	0	0	0	2	0	0	0	12	0	0	0	52	0	1
1648	1704	"M Lake"	68.26667	-133.46667	209	"AWI"	209	10597	12104	11336	0	0	0	0	8	0	343	0	0	3	8	7	0	0	0	0	0	1	0	0	0	98	0	0	0	27	0	0
1648	1704	"M Lake"	68.26667	-133.46667	215	"AWI"	215	11190	12349	11624	0	0	1	0	11	1	531	0	0	17	30	2	2	0	0	0	0	0	0	3	7	232	0	0	1	27	0	0
1648	1704	"M Lake"	68.26667	-133.46667	216	"AWI"	216	11252	12401	11681	0	0	0	0	11	0	365	0	1	0	18	0	0	0	0	0	0	0	0	0	4	110	0	0	0	14	0	0
1648	1704	"M Lake"	68.26667	-133.46667	218	"AWI"	218	11337	12550	11791	0	0	0	0	9	0	530	2	0	11	7	0	0	0	0	1	1	0	0	0	6	241	0	0	0	21	0	0
1648	1704	"M Lake"	68.26667	-133.46667	220	"AWI"	220	11382	12732	11899	0	3	1	0	8	1	930	0	0	0	23	0	0	0	1	0	0	0	0	4	8	44	0	0	0	66	1	0
1648	1704	"M Lake"	68.26667	-133.46667	224	"AWI"	224	11977	12876	12344	0	0	0	1	20	2	660	0	1	1	35	0	0	10	0	0	25	0	0	0	0	46	0	0	0	45	0	0
1648	1704	"M Lake"	68.26667	-133.46667	226	"AWI"	226	12216	12964	12574	0	0	0	0	17	0	366	0	0	0	34	0	0	0	0	0	0	0	0	16	10	0	2	0	0	8	0	0
1648	1704	"M Lake"	68.26667	-133.46667	228	"AWI"	228	12400	13095	12806	0	0	2	1	47	0	289	0	0	0	20	0	0	3	0	0	0	0	0	23	23	35	0	0	0	29	0	0
1648	1704	"M Lake"	68.26667	-133.46667	230	"AWI"	230	12563	13315	13034	0	0	1	0	44	0	146	1	1	0	25	0	0	0	0	0	0	1	0	11	32	0	1	0	0	26	0	0
1648	1704	"M Lake"	68.26667	-133.46667	232	"AWI"	232	12880	13432	13182	0	0	2	0	64	3	116	0	0	0	17	0	0	1	0	0	0	1	0	12	54	0	1	0	0	57	0	0
1648	1704	"M Lake"	68.26667	-133.46667	234	"AWI"	234	12994	13800	13339	0	0	1	2	106	12	132	0	0	0	29	0	0	0	0	0	0	1	0	17	67	3	2	0	0	64	0	0
1648	1704	"M Lake"	68.26667	-133.46667	235	"AWI"	235	13040	14052	13408	0	0	0	0	57	4	123	0	0	0	25	0	0	1	0	0	0	0	0	14	36	0	0	0	0	35	0	0
1648	1704	"M Lake"	68.26667	-133.46667	237	"AWI"	237	13096	14575	13542	0	0	0	0	81	2	77	2	0	0	20	0	0	0	0	0	0	0	0	5	48	0	3	0	0	25	0	0
1648	1704	"M Lake"	68.26667	-133.46667	239	"AWI"	239	13144	15111	13673	0	0	1	0	55	4	44	1	0	0	33	0	0	0	0	0	0	0	0	15	56	0	1	0	0	29	1	0
1648	1704	"M Lake"	68.26667	-133.46667	240	"AWI"	240	13159	15368	13744	0	0	0	0	44	7	21	0	0	0	18	0	0	0	0	0	0	0	0	2	44	0	0	0	0	31	0	0
1648	1704	"M Lake"	68.26667	-133.46667	242	"AWI"	242	13258	15546	13905	0	0	0	0	35	2	3	0	0	0	4	0	0	0	0	0	0	0	0	7	32	0	0	0	0	34	0	1
1648	1704	"M Lake"	68.26667	-133.46667	244	"AWI"	244	13320	15800	14066	0	0	2	0	33	4	1	0	0	0	18	0	0	0	0	0	0	0	0	6	29	0	0	0	0	30	0	0
1648	1704	"M Lake"	68.26667	-133.46667	246	"AWI"	246	13376	16082	14222	0	0	1	0	7	0	1	0	0	0	11	0	0	0	0	0	0	1	0	0	16	0	0	0	0	25	0	0
