"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
1103	1136	"Humber Pond 5"	43.64	-79.49	580	"AWI"	580	2128	2786	2458	0	5	4	0	0	0	0	0	23	0	0	2	0	0	0	1	0	32	20	1	0	0	0	0	0	6	2	55	0	0	0	0	26	0	0	1	0	3	9	15	1
1103	1136	"Humber Pond 5"	43.64	-79.49	620	"AWI"	620	2289	2950	2626	0	0	4	0	0	5	0	0	15	0	0	3	0	0	0	16	0	22	14	2	0	0	0	0	0	6	0	67	0	0	0	0	38	0	0	0	0	4	12	12	0
1103	1136	"Humber Pond 5"	43.64	-79.49	660	"AWI"	660	2454	3100	2795	1	0	3	0	0	0	0	0	10	0	0	2	0	0	0	17	0	20	0	1	0	0	0	0	0	4	0	87	0	1	0	0	44	0	0	1	0	4	5	12	0
1103	1136	"Humber Pond 5"	43.64	-79.49	700	"AWI"	700	2638	3247	2964	0	0	0	0	0	0	0	0	13	0	0	4	0	1	2	54	0	18	12	8	0	0	0	0	0	2	2	61	0	2	0	1	46	0	0	1	0	3	11	11	1
1103	1136	"Humber Pond 5"	43.64	-79.49	740	"AWI"	740	2818	3388	3136	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	9	0	0	0	5	0	0	0	0	0	0	4	131	0	1	0	0	13	0	0	0	1	10	17	2	0
1103	1136	"Humber Pond 5"	43.64	-79.49	780	"AWI"	780	3006	3515	3310	0	0	0	0	0	0	0	0	4	0	0	2	0	0	2	11	0	1	0	9	0	0	0	0	0	1	1	148	0	1	0	0	7	0	0	7	0	4	5	3	0
1103	1136	"Humber Pond 5"	43.64	-79.49	820	"AWI"	820	3163	3658	3455	0	0	0	1	0	0	0	0	4	0	0	1	0	1	0	5	0	1	5	13	0	0	0	0	0	1	2	149	0	1	0	0	11	0	0	1	0	1	5	5	0
1103	1136	"Humber Pond 5"	43.64	-79.49	860	"AWI"	860	3296	3802	3578	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	23	0	0	0	0	0	0	1	139	0	0	0	1	4	0	0	0	0	16	0	4	0
1103	1136	"Humber Pond 5"	43.64	-79.49	900	"AWI"	900	3421	3940	3702	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	98	0	0	0	0	8	0	0	0	0	18	0	6	0
1103	1136	"Humber Pond 5"	43.64	-79.49	940	"AWI"	940	3559	4074	3831	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	18	0	0	0	0	0	0	2	160	0	1	0	0	12	0	0	0	0	7	1	2	0
1103	1136	"Humber Pond 5"	43.64	-79.49	980	"AWI"	980	3698	4197	3956	0	0	0	1	1	0	0	0	2	0	0	2	0	0	4	9	0	0	0	20	0	0	0	0	0	0	4	148	0	0	0	0	9	0	0	1	0	2	5	6	0
1103	1136	"Humber Pond 5"	43.64	-79.49	1020	"AWI"	1020	3838	4320	4083	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	11	0	8	10	10	0	0	0	0	0	0	1	127	0	1	0	0	19	0	0	0	0	7	14	3	0
1103	1136	"Humber Pond 5"	43.64	-79.49	1060	"AWI"	1060	3985	4438	4212	0	0	2	0	0	1	0	0	7	0	0	6	4	0	0	2	0	11	0	19	4	0	0	0	0	0	0	103	0	1	0	0	30	0	0	0	0	3	3	8	0
1103	1136	"Humber Pond 5"	43.64	-79.49	1100	"AWI"	1100	4140	4554	4346	0	0	2	0	0	0	0	0	8	0	0	3	0	0	0	14	0	4	10	22	0	0	0	0	0	0	3	87	0	2	0	0	24	0	0	0	0	2	30	9	0
1103	1136	"Humber Pond 5"	43.64	-79.49	1140	"AWI"	1140	4244	4784	4483	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	0	1	149	0	0	0	0	12	0	0	0	0	9	7	4	0
