"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
1398	1434	"Kalsa Mire"	58.19142	27.41146	111	"AWI"	111	793	1142	943	0	26	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	58	120	0	0	3	0	0	0	0	1	1	4	1	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	116	"AWI"	116	833	1196	1001	0	54	0	0	1	0	201	0	0	0	6	0	1	0	0	0	0	1	89	116	0	0	3	0	0	0	0	2	0	2	3	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	121	"AWI"	121	873	1272	1055	0	76	0	1	2	0	0	0	0	0	23	1	0	0	0	0	0	1	82	99	0	0	5	0	0	0	0	2	0	7	4	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	126	"AWI"	126	926	1314	1110	0	75	0	0	0	0	0	0	0	0	20	0	22	0	0	0	0	0	96	107	0	0	3	0	0	0	1	0	0	5	2	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	131	"AWI"	131	969	1377	1162	0	73	0	0	2	0	0	0	0	1	24	0	1	0	0	0	0	0	84	73	0	0	6	0	0	0	0	1	0	3	4	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	136	"AWI"	136	1040	1410	1217	0	56	0	0	2	0	0	0	0	0	22	0	1	0	1	0	0	1	144	94	0	0	9	0	0	0	0	0	0	10	7	1
1398	1434	"Kalsa Mire"	58.19142	27.41146	141	"AWI"	141	1097	1456	1272	0	108	0	0	1	0	0	0	0	0	36	0	3	0	1	3	0	1	169	110	0	0	24	0	0	0	0	0	0	22	14	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	146	"AWI"	146	1187	1487	1319	0	82	0	0	0	0	0	0	0	0	20	1	2	0	0	0	0	3	213	83	0	0	16	0	0	0	0	1	0	11	11	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	151	"AWI"	151	1258	1531	1371	0	38	0	0	0	0	0	0	0	0	5	2	3	0	0	1	3	1	83	68	0	0	7	0	0	0	0	0	0	1	7	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	154	"AWI"	154	1311	1579	1414	0	159	1	0	0	0	0	0	0	0	47	3	3	0	0	3	0	1	199	85	0	0	17	0	0	0	0	2	0	21	23	1
1398	1434	"Kalsa Mire"	58.19142	27.41146	156	"AWI"	156	1326	1628	1449	1	112	2	1	0	0	0	0	0	0	20	0	0	0	0	1	0	1	142	57	0	0	9	0	0	0	0	0	0	10	7	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	158	"AWI"	158	1338	1691	1480	0	77	0	0	1	0	0	0	0	0	18	1	4	0	0	0	0	0	56	44	0	0	6	0	0	0	0	1	0	5	5	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	161	"AWI"	161	1365	1756	1522	0	117	3	0	1	0	0	0	0	0	19	0	3	0	1	0	0	0	100	49	0	0	13	0	0	0	0	2	0	16	8	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	166	"AWI"	166	1416	1824	1600	0	83	0	0	2	0	0	0	0	0	26	0	4	0	0	0	0	1	153	116	0	0	14	0	0	0	0	2	0	6	17	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	171	"AWI"	171	1472	1942	1673	0	77	0	1	2	0	0	0	0	0	19	2	1	0	0	0	0	1	116	56	0	0	15	0	0	0	0	1	0	6	7	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	176	"AWI"	176	1572	2014	1754	0	57	0	0	1	0	0	0	0	0	23	0	7	0	0	0	0	0	95	107	0	0	7	0	0	0	0	1	0	10	7	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	178	"AWI"	178	1597	2055	1787	0	69	2	0	1	0	0	0	0	0	24	0	1	0	0	0	0	3	45	65	0	0	13	0	0	0	0	1	0	16	8	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	181	"AWI"	181	1681	2125	1857	0	83	0	0	1	0	0	0	0	0	29	3	5	0	0	4	0	1	29	106	0	0	22	0	0	0	0	3	1	12	7	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	184	"AWI"	184	1785	2252	1975	0	123	0	0	1	0	0	0	0	0	31	0	3	0	1	2	0	0	67	86	0	0	16	0	0	0	0	2	0	15	10	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	186	"AWI"	186	1820	2348	2052	0	102	0	0	0	0	0	0	0	0	39	2	18	0	0	0	0	0	58	110	0	0	13	0	0	0	0	4	0	15	12	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	188	"AWI"	188	1848	2480	2126	0	147	0	1	0	0	0	0	0	0	57	4	8	1	0	1	0	0	109	68	0	0	12	0	0	0	0	2	0	24	17	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	191	"AWI"	191	1981	2659	2264	0	115	0	1	5	0	0	0	0	0	32	1	22	0	0	1	0	0	123	75	0	0	7	0	0	0	0	1	0	14	7	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	194	"AWI"	194	2252	2723	2464	0	118	0	0	0	0	0	0	0	0	26	4	20	0	0	1	0	2	90	74	0	0	5	0	0	0	0	0	0	18	9	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	196	"AWI"	196	2371	2799	2611	0	88	0	0	2	0	0	0	0	0	23	0	11	0	0	0	0	0	71	67	0	0	5	0	0	0	0	0	0	15	6	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	198	"AWI"	198	2446	2948	2754	1	88	0	0	2	0	0	0	0	0	24	0	9	0	0	0	0	0	79	79	0	0	8	0	0	0	0	0	0	15	11	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	201	"AWI"	201	2582	3211	2916	0	139	0	0	1	0	0	0	0	0	27	3	3	0	0	4	0	0	69	72	0	0	22	0	0	0	0	0	0	20	22	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	204	"AWI"	204	2727	3381	3091	0	152	0	0	0	0	0	0	0	0	54	0	7	0	0	2	0	1	97	74	0	0	14	0	0	0	0	0	0	21	24	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	206	"AWI"	206	2789	3519	3212	0	112	0	0	0	0	0	0	1	0	41	0	3	0	0	2	0	1	43	135	0	0	14	0	0	0	0	0	0	18	24	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	211	"AWI"	211	3004	3895	3493	0	154	0	0	1	0	0	0	0	0	85	1	4	0	0	5	0	0	55	80	0	0	25	1	0	0	0	0	0	18	25	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	218	"AWI"	218	3664	4080	3886	0	222	0	1	3	0	0	0	0	0	76	1	13	0	0	3	0	0	15	100	0	0	29	0	0	0	0	0	1	28	57	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	221	"AWI"	221	3800	4257	4030	0	135	1	0	1	0	0	0	0	0	119	2	6	0	0	1	0	0	35	75	0	0	10	0	0	1	0	0	0	33	38	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	225	"AWI"	225	3995	4358	4178	0	165	0	0	2	0	0	0	0	0	62	5	4	0	0	3	0	0	56	122	0	0	19	0	0	1	0	0	0	38	23	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	228	"AWI"	228	4079	4522	4285	0	193	0	0	0	0	0	0	0	0	156	3	4	0	0	4	0	0	32	121	0	0	20	0	0	0	0	1	0	53	64	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	231	"AWI"	231	4306	4772	4521	0	140	1	0	4	0	0	0	0	0	68	4	1	0	0	0	0	0	25	64	0	0	19	1	0	0	0	0	0	56	69	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	236	"AWI"	236	5144	5532	5346	0	117	2	0	0	0	0	0	0	0	87	2	9	0	0	1	0	0	13	65	0	0	14	0	0	0	1	1	0	46	49	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	241	"AWI"	241	5763	6314	6058	0	160	1	0	1	0	0	0	0	0	91	2	7	0	0	1	0	0	20	169	0	0	11	0	0	0	0	0	0	48	40	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	246	"AWI"	246	6118	6596	6333	0	131	0	0	1	0	0	0	0	0	50	3	0	0	0	0	0	0	5	122	0	0	2	0	0	0	0	1	0	30	23	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	251	"AWI"	251	6471	7014	6701	0	132	0	0	2	0	0	0	0	0	51	2	2	0	0	0	0	0	4	171	0	0	2	0	0	0	0	1	0	30	19	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	254	"AWI"	254	7007	7332	7146	0	124	0	0	1	0	0	0	0	0	36	0	6	0	0	0	0	0	7	146	0	0	0	0	0	0	0	2	0	21	21	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	256	"AWI"	256	7310	7589	7444	0	113	0	0	0	0	0	0	0	0	41	10	2	0	0	0	0	0	1	169	0	0	0	0	0	0	0	2	0	14	14	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	261	"AWI"	261	7913	8371	8143	0	9	1	2	1	0	0	0	0	0	16	2	16	0	0	0	0	0	0	182	0	0	0	0	8	0	0	4	0	0	10	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	266	"AWI"	266	8482	9172	8671	0	3	1	0	1	0	0	0	0	0	3	3	4	0	0	0	0	0	1	62	0	0	0	0	0	0	0	2	0	0	5	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	271	"AWI"	271	8844	10157	9280	0	0	1	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	1	166	0	0	0	0	0	0	0	5	0	0	0	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	281	"AWI"	281	9354	13655	10813	0	1	0	0	4	0	0	0	0	0	0	49	0	0	0	0	0	0	3	41	0	0	0	0	6	0	0	1	0	0	0	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	283	"AWI"	283	9528	14146	11115	0	0	1	0	1	0	0	0	0	0	1	19	0	0	0	0	0	0	1	13	0	0	0	0	3	0	0	5	0	0	0	0
1398	1434	"Kalsa Mire"	58.19142	27.41146	285	"AWI"	285	9646	14609	11417	0	0	2	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	2	25	0	0	0	0	0	0	0	11	0	0	0	0
