"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Diapensiaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Morus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
842	871	"Lac à St-Germain"	45.94583	-74.37083	250	"AWI"	250	3479	4690	4111	1	0	13	1	0	2	0	0	490	0	3	0	0	0	12	17	0	0	0	0	59	17	0	0	15	2	12	0	0	0	0	0	1	0	0	13	0	0	0	51	0	0	0	0	0	0	0	4	16	15	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	275	"AWI"	275	4029	5051	4521	1	0	0	0	0	1	0	0	370	0	1	1	0	0	3	4	0	0	1	0	33	18	0	1	10	4	0	0	0	0	3	0	0	0	0	11	0	0	0	46	0	0	4	0	0	0	0	3	6	17	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	300	"AWI"	300	4387	5743	4995	0	0	0	0	0	1	0	0	264	0	1	0	0	0	6	9	0	0	0	0	37	0	0	0	10	1	0	0	0	1	0	0	2	0	112	8	0	0	0	33	0	0	3	0	0	0	0	0	17	9	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	325	"AWI"	325	4752	6328	5481	0	0	0	0	0	2	0	0	186	0	1	0	0	0	2	2	0	0	0	0	10	7	0	0	7	1	11	0	0	0	1	0	0	0	78	5	0	0	0	16	0	0	0	0	0	0	0	0	57	8	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	350	"AWI"	350	5151	6866	5964	3	0	7	0	0	1	0	0	268	0	1	0	0	0	5	3	0	0	0	0	8	10	0	2	29	0	5	0	0	0	0	0	1	0	0	6	0	0	0	23	0	0	0	0	0	0	0	1	113	12	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	375	"AWI"	375	5605	7372	6470	1	0	0	0	0	0	0	0	225	0	1	0	0	0	3	2	0	0	0	0	11	12	0	3	12	3	5	0	0	0	0	0	1	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	107	13	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	400	"AWI"	400	6067	7843	6971	0	0	0	1	0	0	0	0	168	0	1	0	0	0	3	1	0	0	0	0	7	5	0	1	7	0	0	0	0	0	0	0	1	0	95	2	0	0	0	20	0	0	1	0	0	0	0	2	73	4	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	425	"AWI"	425	6565	8288	7469	2	0	0	0	0	1	0	0	216	0	2	0	0	0	7	6	0	0	0	0	13	17	0	0	30	2	0	2	0	0	0	0	1	0	0	5	0	0	0	39	0	0	0	0	0	0	0	0	92	12	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	450	"AWI"	450	7115	8694	7967	1	0	0	1	0	0	0	0	67	0	0	0	0	0	0	3	0	0	0	0	4	4	0	0	10	0	2	1	0	0	0	0	0	0	0	3	0	0	0	35	0	0	1	0	0	0	0	2	65	8	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	475	"AWI"	475	7747	9092	8450	1	0	6	0	0	0	0	0	54	0	0	0	0	0	2	2	0	0	0	0	5	0	0	1	5	0	0	0	0	0	1	0	2	0	0	4	0	0	0	35	0	0	1	0	0	0	0	2	24	7	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	500	"AWI"	500	8345	9483	8906	2	0	0	0	0	0	0	0	53	0	1	0	0	0	6	5	0	0	0	0	3	0	0	0	5	0	0	0	0	0	1	0	2	0	0	5	0	0	0	55	0	0	0	0	0	0	0	0	9	9	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	510	"AWI"	510	8480	9714	9068	2	0	5	0	0	3	0	0	37	0	1	0	0	0	4	13	0	0	0	0	2	8	0	0	14	0	40	1	0	0	35	0	1	0	47	2	0	0	0	16	0	0	0	0	8	0	0	0	1	13	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	513	"AWI"	513	8521	9767	9117	0	0	10	0	0	12	22	0	57	0	1	5	0	0	3	145	0	0	0	0	0	0	0	1	47	0	88	0	0	0	1	0	0	0	15	107	0	96	0	5	0	0	1	0	70	0	0	0	0	3	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	525	"AWI"	525	8679	10014	9311	6	0	8	0	0	1	0	1	150	0	0	0	0	0	0	2	0	0	0	0	1	9	0	0	11	0	0	1	0	0	5	0	1	0	284	5	0	0	0	18	0	0	0	0	0	0	0	0	2	12	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	550	"AWI"	550	9020	10497	9731	18	0	8	0	0	0	0	0	216	0	0	0	0	0	4	3	0	0	0	0	2	8	0	0	7	0	0	3	0	0	15	0	6	0	486	3	0	0	0	27	0	0	0	0	0	0	0	0	3	7	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	575	"AWI"	575	9390	10929	10141	6	0	30	0	0	6	0	0	163	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	3	0	0	4	0	0	8	0	3	0	161	6	0	0	0	20	0	0	0	0	0	0	0	1	1	4	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	600	"AWI"	600	9777	11350	10555	2	0	9	0	0	3	0	0	317	0	0	0	0	0	15	5	0	0	0	0	0	15	0	1	6	0	12	0	0	0	31	0	0	0	107	8	0	33	0	31	0	0	0	0	0	0	0	0	0	10	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	605	"AWI"	605	9870	11414	10639	9	0	24	0	0	1	0	0	134	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	17	0	12	4	1	0	16	0	5	12	188	7	0	0	0	26	0	0	1	0	0	0	0	0	1	5	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	610	"AWI"	610	9931	11510	10717	1	0	12	0	0	0	0	0	203	0	0	0	0	1	7	8	0	0	0	0	0	0	0	3	6	0	14	2	0	0	21	0	3	26	187	9	0	0	0	27	0	0	0	0	0	0	0	0	0	4	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	615	"AWI"	615	10029	11576	10795	1	0	21	0	0	4	0	0	288	0	1	1	1	0	5	5	0	1	0	0	0	2	0	0	25	0	0	2	0	0	30	0	3	29	139	12	0	0	0	32	0	0	2	0	0	0	0	0	2	14	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	620	"AWI"	620	10116	11650	10877	2	0	23	1	0	3	0	0	221	0	1	0	0	0	5	5	0	0	0	0	0	4	0	0	14	1	0	1	0	0	17	0	1	0	117	9	0	37	0	22	0	0	0	0	0	0	0	0	2	2	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	625	"AWI"	625	10190	11736	10955	0	0	14	0	0	1	0	0	304	0	1	1	0	0	8	21	0	0	0	0	0	0	0	3	21	1	0	0	0	0	59	0	8	42	94	10	0	0	1	26	0	1	1	0	0	1	0	0	3	10	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	630	"AWI"	630	10280	11808	11034	4	0	5	0	0	1	0	0	189	0	2	0	0	0	2	6	0	0	1	0	0	5	0	0	11	0	12	0	0	0	19	0	2	51	35	6	0	47	1	12	0	0	4	0	0	0	0	0	1	4	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	635	"AWI"	635	10356	11900	11118	0	0	0	1	0	1	0	0	277	0	1	0	0	0	4	17	0	0	0	0	0	0	0	1	15	0	0	0	0	0	29	0	2	62	42	16	0	0	1	15	0	0	3	0	10	0	0	0	1	7	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	640	"AWI"	640	10443	11977	11198	1	0	3	0	0	6	0	0	272	0	2	1	0	0	5	8	0	0	0	0	0	5	0	3	27	0	38	4	0	0	11	0	3	62	60	6	0	112	0	44	0	0	1	0	0	0	0	0	5	18	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	645	"AWI"	645	10538	12053	11282	0	0	2	1	0	6	0	0	46	0	1	0	0	1	6	9	0	1	0	0	1	0	0	1	13	0	58	0	0	0	57	0	10	88	65	9	0	0	0	28	0	0	2	0	8	0	0	0	2	8	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	649	"AWI"	649	10591	12121	11350	1	0	5	0	1	9	0	0	115	1	1	0	0	0	10	26	0	0	0	0	0	13	0	1	43	1	63	0	0	0	29	0	5	32	0	11	0	270	0	60	0	0	1	0	14	0	0	0	0	12	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	650	"AWI"	650	10603	12143	11367	0	0	0	0	0	2	0	0	46	0	0	4	0	0	4	175	0	0	0	0	1	2	0	4	62	0	29	0	0	0	1	0	0	0	24	125	0	77	0	6	0	0	0	0	46	0	0	0	0	2	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	652	"AWI"	652	10648	12166	11397	0	0	6	0	0	6	0	0	93	0	1	2	0	0	4	80	0	0	0	0	0	0	0	2	63	0	32	0	0	0	4	0	3	0	48	70	0	0	0	14	0	0	4	0	30	0	0	0	1	5	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	653	"AWI"	653	10669	12181	11414	0	0	0	0	0	4	0	0	38	0	0	4	0	0	7	148	0	0	0	0	0	0	0	3	68	0	0	0	0	0	0	0	0	0	35	87	0	76	0	6	2	0	0	0	40	0	0	0	1	0	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	654	"AWI"	654	10687	12196	11429	0	0	0	0	0	4	0	0	86	0	0	0	0	3	8	132	0	0	1	0	0	0	1	2	115	0	31	0	0	0	5	0	0	0	21	88	0	0	0	11	1	0	2	0	46	0	0	0	0	2	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	656	"AWI"	656	10724	12224	11461	0	0	0	0	0	8	0	0	97	0	0	1	0	1	6	54	0	0	3	0	0	3	0	2	87	2	26	1	0	0	20	0	1	0	67	22	0	200	0	14	0	0	0	0	0	0	0	0	4	3	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	657	"AWI"	657	10741	12234	11478	0	0	5	0	0	4	0	0	47	0	0	0	1	1	4	42	0	1	0	0	0	0	0	3	27	0	30	0	0	0	2	0	2	0	0	45	0	143	0	8	1	0	2	0	25	0	0	0	0	4	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	658	"AWI"	658	10760	12252	11495	0	0	2	0	0	2	0	0	116	0	0	3	0	0	11	89	0	1	0	0	0	0	0	0	63	1	46	0	0	0	19	0	0	0	0	38	0	154	0	24	0	0	1	0	0	0	0	0	0	11	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	660	"AWI"	660	10791	12293	11528	0	0	0	0	0	2	0	0	78	0	1	1	0	3	4	44	0	0	0	0	2	0	0	0	37	0	34	1	0	0	28	0	1	17	45	28	0	0	0	18	0	0	1	0	0	0	0	0	2	3	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	662	"AWI"	662	10821	12334	11560	3	0	0	0	0	2	0	0	50	0	0	2	0	1	7	39	0	0	0	0	0	0	0	0	39	0	24	0	0	0	27	0	1	14	35	27	0	0	0	8	0	0	1	0	0	0	0	0	0	4	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	665	"AWI"	665	10874	12388	11608	0	0	5	0	0	4	0	0	124	0	0	0	0	1	11	80	0	0	0	0	0	5	0	1	59	2	76	0	0	0	17	0	1	0	83	22	0	295	0	18	0	0	0	0	0	0	0	0	3	4	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	670	"AWI"	670	10948	12459	11692	1	0	0	1	0	7	0	0	106	0	0	0	0	4	6	27	0	0	0	0	2	0	0	1	33	0	27	0	0	0	26	0	0	0	93	9	0	105	0	22	0	0	0	0	0	0	0	0	3	5	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	675	"AWI"	675	11012	12559	11775	0	0	3	0	0	2	0	0	64	0	1	3	0	1	5	19	0	0	0	0	1	0	0	0	22	2	39	1	0	0	34	0	3	0	46	18	0	0	0	9	0	0	2	0	9	0	0	0	1	8	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	680	"AWI"	680	11091	12637	11859	3	0	0	3	0	4	0	0	80	0	1	1	1	0	19	21	0	0	0	0	1	6	0	0	32	3	98	3	0	0	28	0	0	0	31	8	0	292	0	31	0	0	0	0	0	0	0	0	0	6	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	685	"AWI"	685	11157	12730	11942	0	0	9	1	0	0	0	0	139	0	0	1	0	0	4	33	0	1	0	2	1	0	0	0	42	2	179	1	0	0	1	0	0	0	40	18	0	333	0	23	1	0	5	0	11	0	0	0	0	8	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	690	"AWI"	690	11234	12820	12024	1	0	6	0	0	3	0	0	100	0	0	0	0	1	1	25	0	0	1	0	0	0	0	2	52	3	97	0	0	0	0	0	0	0	0	13	0	0	0	18	1	0	1	0	0	0	0	0	0	6	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	695	"AWI"	695	11313	12883	12108	0	0	7	0	0	3	0	0	64	0	0	0	0	0	2	19	0	1	0	0	0	3	0	2	41	1	75	0	0	0	2	0	3	10	31	4	0	0	0	7	0	0	2	0	3	0	0	0	1	8	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	700	"AWI"	700	11385	12974	12191	0	0	0	0	0	6	0	0	117	0	0	1	0	0	16	30	0	0	0	0	2	0	0	1	40	1	147	0	0	0	0	0	1	0	60	6	0	382	0	41	1	0	0	0	0	0	0	0	0	3	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	705	"AWI"	705	11460	13059	12278	0	0	14	0	0	6	0	0	173	0	1	0	0	0	0	16	0	1	1	0	0	0	0	0	16	1	97	2	0	0	2	0	0	3	21	7	0	218	0	9	2	0	0	0	23	0	0	0	1	7	0
