"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Celtis"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Montiaceae"	"Nyctaginaceae"	"Onagraceae"	"Orobanchaceae"	"Phrymaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Urticaceae"
246	250	"Beef Pasture"	37.472418	-108.162002	295	"AWI"	295	4039	4635	4352	3	0	0	38	0	22	0	0	0	0	1	0	0	2	1	0	0	5	0	2	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	98	64	0	3	0	0	0	0	0	1	0	0	1	0	56	0	1	3	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	305	"AWI"	305	4180	4832	4519	3	0	0	16	0	15	0	0	0	0	0	0	0	0	0	0	0	17	0	4	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	136	95	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	315	"AWI"	315	4298	5005	4628	10	0	0	18	1	26	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	2	0	0	2	0	13	0	1	0	0	0	0	0	0	157	123	0	4	0	0	0	0	1	10	0	0	0	0	9	0	1	1	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	325	"AWI"	325	4412	5160	4726	2	0	0	12	2	40	0	0	0	0	18	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	1	0	13	0	6	0	1	0	0	0	1	71	91	0	9	0	0	0	0	1	17	0	0	0	1	59	0	0	3	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	335	"AWI"	335	4602	5278	4844	2	0	0	26	4	14	0	0	0	0	36	0	0	2	0	0	0	145	0	0	0	0	1	0	0	0	0	6	0	12	0	0	0	0	0	0	0	1	26	139	0	14	0	0	0	0	3	14	0	0	0	2	16	4	1	0	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	338	"AWI"	338	4651	5334	4911	0	0	0	21	3	23	0	0	0	0	27	0	0	0	0	0	0	100	0	0	0	0	0	0	1	0	0	2	0	5	0	0	0	0	0	0	0	1	27	126	0	6	0	0	0	0	1	7	0	0	0	1	20	0	0	3	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	345	"AWI"	345	4868	5464	5116	27	0	1	19	1	21	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	136	144	0	6	0	0	0	0	0	13	0	0	0	0	53	0	0	0	0	1	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	348	"AWI"	348	4916	5544	5222	25	0	1	36	3	27	0	0	0	0	0	0	0	0	0	0	0	164	0	3	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	1	0	0	87	149	0	15	0	0	0	0	0	9	0	0	0	0	120	0	0	3	2	0	1	0
246	250	"Beef Pasture"	37.472418	-108.162002	358	"AWI"	358	5101	5749	5462	6	0	3	16	0	29	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0	224	123	0	6	0	0	0	0	1	8	0	0	0	0	26	0	0	3	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	368	"AWI"	368	5322	5906	5647	0	0	39	35	3	11	0	0	0	0	0	0	0	0	0	0	0	64	0	3	0	0	0	0	0	0	0	16	0	2	0	0	0	0	0	0	0	0	82	110	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	378	"AWI"	378	5455	6176	5806	4	0	42	19	3	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	122	92	0	6	0	0	0	1	1	6	0	0	0	0	1	0	0	3	0	0	1	0
246	250	"Beef Pasture"	37.472418	-108.162002	382	"AWI"	382	5499	6291	5864	1	0	13	29	1	13	0	0	0	0	1	0	0	0	0	0	0	45	0	0	0	1	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	209	123	0	6	0	0	0	0	2	5	0	0	0	0	1	0	0	0	1	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	387	"AWI"	387	5548	6416	5938	4	0	18	25	0	12	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	1	0	0	1	0	6	0	2	0	0	0	0	0	0	0	0	97	147	0	11	0	0	0	0	0	9	0	0	0	0	11	0	1	2	0	0	1	0
246	250	"Beef Pasture"	37.472418	-108.162002	392	"AWI"	392	5600	6552	6013	2	0	33	66	2	14	0	0	1	0	0	0	0	0	0	0	0	27	0	3	0	1	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	33	106	0	9	0	0	0	0	0	2	0	0	0	0	5	0	0	1	0	0	1	0
