"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Liquidambar"	"Liriodendron"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
479	490	"Clear Lake"	41.63794	-86.545192	210	"AWI"	210	1318	3548	2362	0	5	2	1	0	7	5	38	1	1	2	11	1	8	5	3	0	1	0	0	4	0	9	10	7	0	192	0	1	0	0	1	15
479	490	"Clear Lake"	41.63794	-86.545192	230	"AWI"	230	1572	4022	2679	0	13	2	3	2	13	3	20	0	0	1	10	7	3	4	5	0	2	0	0	7	0	12	15	0	0	215	0	1	0	0	0	14
479	490	"Clear Lake"	41.63794	-86.545192	250	"AWI"	250	1790	4268	2999	0	1	1	5	1	10	3	16	0	1	2	23	9	8	11	2	0	0	0	0	4	0	9	9	13	3	158	0	2	0	0	1	7
479	490	"Clear Lake"	41.63794	-86.545192	270	"AWI"	270	1945	4693	3292	0	16	0	2	2	21	2	19	0	1	0	15	21	2	3	6	0	2	0	0	5	0	13	13	40	0	195	0	2	0	5	0	24
479	490	"Clear Lake"	41.63794	-86.545192	290	"AWI"	290	2350	4865	3609	0	4	3	2	0	13	3	26	2	1	1	7	19	18	3	10	0	0	0	0	6	0	9	9	11	0	149	0	0	0	3	0	25
479	490	"Clear Lake"	41.63794	-86.545192	310	"AWI"	310	2614	5094	3936	0	4	0	1	1	13	5	13	1	0	1	14	5	10	5	3	0	0	0	0	5	0	15	7	17	0	218	0	1	1	0	0	14
479	490	"Clear Lake"	41.63794	-86.545192	320	"AWI"	320	2696	5260	4094	0	13	2	1	2	20	3	16	0	2	0	11	6	7	3	7	0	2	0	0	4	0	13	17	25	0	196	0	4	0	1	0	17
479	490	"Clear Lake"	41.63794	-86.545192	335	"AWI"	335	3010	5436	4304	0	9	0	4	6	19	2	38	0	0	0	10	12	4	5	9	0	0	0	0	5	0	13	21	33	0	168	0	3	0	3	0	22
479	490	"Clear Lake"	41.63794	-86.545192	345	"AWI"	345	3261	5499	4446	0	7	0	6	3	19	3	13	1	0	3	14	13	6	2	5	0	0	0	0	3	0	10	6	12	0	158	0	1	0	0	0	20
479	490	"Clear Lake"	41.63794	-86.545192	365	"AWI"	365	3650	5704	4755	0	5	2	16	2	8	3	23	2	0	0	3	15	4	6	6	0	2	0	0	2	0	18	22	27	0	174	0	1	0	3	1	21
479	490	"Clear Lake"	41.63794	-86.545192	385	"AWI"	385	3979	5951	5050	0	9	2	4	5	12	2	12	2	0	0	8	22	4	7	5	0	2	0	0	9	0	15	18	20	0	188	0	1	0	2	0	26
479	490	"Clear Lake"	41.63794	-86.545192	425	"AWI"	425	4801	6425	5665	0	6	1	4	4	21	5	8	0	1	2	22	13	19	2	2	0	2	0	0	3	0	15	15	18	1	198	0	2	0	0	2	23
479	490	"Clear Lake"	41.63794	-86.545192	435	"AWI"	435	4897	6702	5814	0	0	0	6	5	21	2	12	0	1	4	12	9	11	0	0	0	0	0	0	3	0	12	15	16	0	141	0	2	2	0	0	38
479	490	"Clear Lake"	41.63794	-86.545192	450	"AWI"	450	5239	6797	6021	0	7	1	15	4	17	1	19	1	0	5	29	15	13	9	5	0	0	0	0	2	0	13	19	15	0	232	0	2	1	0	0	38
479	490	"Clear Lake"	41.63794	-86.545192	470	"AWI"	470	5540	7032	6308	0	2	0	1	5	16	3	10	0	0	2	9	22	19	3	5	1	0	0	0	3	0	12	9	9	1	114	1	2	0	1	0	41
479	490	"Clear Lake"	41.63794	-86.545192	485	"AWI"	485	5671	7315	6517	0	6	1	2	2	9	2	10	1	1	1	17	17	10	6	6	1	0	0	0	1	0	15	6	12	1	121	1	2	0	0	0	29
479	490	"Clear Lake"	41.63794	-86.545192	493	"AWI"	493	5816	7438	6631	0	3	2	2	2	17	4	14	0	0	0	15	17	11	2	2	1	0	0	0	3	0	14	14	13	0	180	0	1	0	2	0	42
479	490	"Clear Lake"	41.63794	-86.545192	516	"AWI"	516	6239	7722	6987	0	5	1	3	4	7	2	12	0	2	1	27	6	16	11	5	1	0	0	1	11	0	14	22	7	0	160	0	0	0	0	0	50
479	490	"Clear Lake"	41.63794	-86.545192	530	"AWI"	530	6370	8103	7185	0	11	1	3	3	11	2	13	1	2	2	16	7	21	6	2	0	0	0	0	9	0	17	12	8	0	153	0	1	0	0	0	37
479	490	"Clear Lake"	41.63794	-86.545192	550	"AWI"	550	6572	8634	7454	0	6	1	5	2	15	2	14	3	0	0	21	7	17	15	3	0	0	0	0	5	1	19	21	13	2	159	1	1	0	1	0	43
479	490	"Clear Lake"	41.63794	-86.545192	570	"AWI"	570	6796	9005	7763	0	11	1	3	4	17	3	10	2	2	1	15	2	9	7	3	0	1	0	1	14	0	22	17	9	4	190	1	0	0	1	0	33
479	490	"Clear Lake"	41.63794	-86.545192	605	"AWI"	605	7147	9889	8269	0	7	1	3	5	15	2	20	0	4	4	31	3	23	4	2	0	0	0	0	17	1	19	27	20	2	202	0	1	0	1	1	40
479	490	"Clear Lake"	41.63794	-86.545192	615	"AWI"	615	7297	10035	8423	0	7	1	8	8	28	1	18	4	4	2	17	1	6	16	10	0	0	0	0	10	1	36	16	17	0	212	1	6	2	0	1	32
479	490	"Clear Lake"	41.63794	-86.545192	630	"AWI"	630	7490	10332	8642	0	3	0	6	8	17	7	15	1	1	2	14	1	14	6	1	0	0	0	0	12	7	42	16	9	0	179	0	2	0	1	0	34
479	490	"Clear Lake"	41.63794	-86.545192	650	"AWI"	650	7656	10796	8927	0	6	2	1	1	28	2	17	0	4	4	26	1	10	2	2	0	0	0	0	11	2	37	15	21	1	160	0	4	0	1	0	25
479	490	"Clear Lake"	41.63794	-86.545192	665	"AWI"	665	8127	11137	9167	1	8	0	5	2	24	7	15	0	2	2	21	1	10	3	3	0	0	0	0	14	2	33	11	19	3	163	0	2	0	0	0	24
479	490	"Clear Lake"	41.63794	-86.545192	675	"AWI"	675	8387	11389	9351	0	6	0	3	3	24	5	12	1	1	0	17	0	10	7	0	1	0	0	0	15	1	26	19	16	4	164	0	1	0	0	0	35
479	490	"Clear Lake"	41.63794	-86.545192	685	"AWI"	685	8580	11646	9539	1	2	7	1	6	23	3	19	0	8	7	22	2	24	7	3	0	0	0	0	13	1	62	16	27	1	234	0	5	1	0	0	37
479	490	"Clear Lake"	41.63794	-86.545192	698	"AWI"	698	8740	12119	9788	0	6	2	4	5	21	4	5	0	1	4	22	2	22	23	4	0	0	0	0	14	1	33	7	17	0	226	0	4	0	0	0	37
479	490	"Clear Lake"	41.63794	-86.545192	705	"AWI"	705	8810	12342	9926	1	4	5	2	6	9	10	12	4	1	4	23	0	32	1	9	1	0	0	0	51	10	162	3	7	4	148	1	1	0	0	0	51
479	490	"Clear Lake"	41.63794	-86.545192	710	"AWI"	710	9226	12579	10282	2	2	8	0	4	6	22	8	0	5	7	19	0	11	4	8	1	0	0	0	21	9	235	1	6	2	109	0	6	0	1	0	63
479	490	"Clear Lake"	41.63794	-86.545192	715	"AWI"	715	9773	12779	10739	12	1	9	0	4	3	13	3	0	4	0	19	0	9	2	3	2	0	0	0	8	39	313	1	3	0	35	0	4	0	0	0	17
479	490	"Clear Lake"	41.63794	-86.545192	720	"AWI"	720	10268	13013	11193	21	6	7	3	14	12	4	4	0	6	3	24	0	19	0	0	2	0	0	0	19	80	7	1	9	7	52	0	3	0	0	0	16
479	490	"Clear Lake"	41.63794	-86.545192	725	"AWI"	725	10765	13258	11652	15	0	0	0	10	9	2	8	1	1	33	25	0	83	3	0	0	0	0	0	15	51	0	0	15	23	37	1	3	1	0	0	8
479	490	"Clear Lake"	41.63794	-86.545192	730	"AWI"	730	11225	13488	12111	28	0	1	0	10	18	6	2	0	3	16	42	0	50	5	2	0	0	0	0	19	76	7	0	13	8	56	0	5	3	0	0	9
479	490	"Clear Lake"	41.63794	-86.545192	735	"AWI"	735	11650	13757	12570	15	0	1	0	8	17	4	5	0	1	6	23	0	57	1	0	0	0	0	0	19	75	5	1	19	3	48	1	5	5	0	0	4
479	490	"Clear Lake"	41.63794	-86.545192	745	"AWI"	745	12393	14459	13480	2	1	0	0	18	14	3	0	1	0	3	21	0	72	0	0	0	0	0	0	24	83	1	0	7	8	51	1	6	4	0	0	3
479	490	"Clear Lake"	41.63794	-86.545192	755	"AWI"	755	13076	15397	14371	0	3	2	1	8	35	5	2	0	1	17	41	0	58	12	0	2	0	0	0	16	126	1	0	24	9	37	2	14	8	0	0	4
479	490	"Clear Lake"	41.63794	-86.545192	765	"AWI"	765	13585	16052	14959	0	0	7	0	36	10	6	1	0	0	38	33	0	22	2	0	0	0	0	0	7	228	3	2	32	2	25	0	4	6	0	0	4
479	490	"Clear Lake"	41.63794	-86.545192	775	"AWI"	775	13899	16164	15151	4	0	4	2	30	16	7	0	0	2	16	31	0	24	7	0	2	0	0	0	7	263	2	0	17	3	22	0	2	2	0	0	3
479	490	"Clear Lake"	41.63794	-86.545192	785	"AWI"	785	14161	16315	15356	3	0	5	0	13	9	2	0	0	0	10	15	0	12	1	0	1	0	0	0	4	212	0	0	16	4	18	0	3	3	0	0	3
479	490	"Clear Lake"	41.63794	-86.545192	793	"AWI"	793	14322	16487	15532	0	0	2	0	14	4	2	0	0	0	10	10	0	14	0	0	0	0	0	0	1	203	6	0	9	7	7	0	7	1	0	0	2
479	490	"Clear Lake"	41.63794	-86.545192	805	"AWI"	805	14503	16802	15775	2	0	5	0	9	5	3	0	0	0	3	14	0	7	0	0	0	0	0	0	5	161	4	0	7	3	12	0	2	1	0	0	2
479	490	"Clear Lake"	41.63794	-86.545192	815	"AWI"	815	14625	17178	15972	0	0	9	1	12	10	0	0	0	0	15	49	0	38	3	0	3	0	0	0	10	145	1	0	23	5	18	0	7	1	0	0	2
