"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Tsuga"
796	818	"Fallback Lake"	43.96667	-110.43333	396	"AWI"	396	12055	13452	12607	3	0	0	8	0	113	0	5	0	1	1	0	20	0	0	0	1	0	3	0	0	0	1	22	73	0	25	0	0	1	0	0	0	0	0	3	0	11	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	398	"AWI"	398	12214	13505	12734	1	0	1	7	0	143	0	4	1	0	1	0	6	0	0	0	1	4	2	0	0	0	0	14	68	0	18	0	0	0	0	1	0	0	3	4	0	4	1	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	404	"AWI"	404	12678	13698	13127	4	0	1	5	1	129	0	3	0	0	5	0	14	0	0	0	1	3	8	0	0	0	0	18	73	1	18	0	0	0	0	2	0	0	2	4	0	2	0	0	1
796	818	"Fallback Lake"	43.96667	-110.43333	408	"AWI"	408	12954	13856	13388	2	0	0	9	2	134	0	1	1	0	2	0	20	0	0	0	0	4	15	0	0	0	0	19	64	1	19	0	0	0	1	0	0	0	2	4	1	4	0	1	0
796	818	"Fallback Lake"	43.96667	-110.43333	412	"AWI"	412	13196	14095	13653	2	0	1	6	0	125	0	2	0	0	4	0	18	0	0	1	0	1	9	0	0	0	0	10	70	0	26	0	0	0	0	0	0	0	0	2	0	1	0	1	0
796	818	"Fallback Lake"	43.96667	-110.43333	416	"AWI"	416	13330	14264	13816	2	0	0	15	1	128	0	5	0	0	5	0	39	0	0	0	0	1	15	0	0	0	0	10	62	0	33	0	1	0	0	2	0	1	12	2	0	4	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	420	"AWI"	420	13387	14328	13864	3	0	0	8	0	103	0	4	0	0	0	0	25	0	0	0	1	5	13	0	0	1	0	11	87	0	28	0	0	0	0	0	0	1	6	12	0	5	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	424	"AWI"	424	13443	14438	13906	0	0	1	5	1	124	0	3	1	0	1	0	40	0	0	1	0	3	6	1	0	0	0	7	30	0	34	0	0	0	0	1	0	1	12	3	0	9	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	428	"AWI"	428	13486	14547	13949	0	0	1	5	2	122	0	2	0	0	1	0	38	0	1	0	0	2	10	0	0	2	0	6	62	1	48	0	0	0	0	2	0	2	9	4	0	2	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	432	"AWI"	432	13529	14712	13990	2	0	2	3	2	162	0	2	1	3	3	0	27	0	0	0	0	0	5	0	0	0	0	3	77	1	54	0	0	0	0	2	6	0	4	3	0	5	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	436	"AWI"	436	13570	14859	14026	2	0	0	3	1	110	0	3	0	1	0	0	30	1	0	0	1	2	9	0	0	0	0	2	58	0	37	0	0	0	0	0	0	0	5	4	0	4	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	442	"AWI"	442	13608	15077	14078	1	0	0	5	1	112	0	7	0	0	0	0	31	0	0	0	1	8	7	0	0	0	0	7	74	1	21	0	0	0	0	0	0	0	4	7	0	2	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	446	"AWI"	446	13631	15232	14116	2	0	1	6	2	133	0	5	0	1	0	0	29	0	0	0	0	6	4	0	1	0	0	15	89	0	38	0	9	1	0	0	0	1	4	0	0	3	0	1	0
796	818	"Fallback Lake"	43.96667	-110.43333	450	"AWI"	450	14306	15694	14724	2	0	1	9	0	124	0	2	0	1	0	0	24	0	1	0	0	8	0	1	1	0	0	10	83	0	48	0	0	0	0	0	0	0	5	10	0	7	1	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	454	"AWI"	454	14948	16197	15358	1	0	1	6	8	178	0	9	0	0	0	0	28	0	0	0	0	2	8	1	2	0	0	12	86	0	41	0	0	0	0	0	0	1	7	1	0	3	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	458	"AWI"	458	15557	16692	15994	0	0	2	8	1	121	0	2	2	1	1	0	23	0	0	1	0	2	9	1	0	0	0	6	43	0	49	0	0	1	1	0	3	0	4	12	0	2	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	462	"AWI"	462	16156	17218	16635	6	0	1	11	4	156	0	2	2	0	1	1	30	0	0	0	1	2	7	0	0	0	0	16	84	0	34	0	2	0	0	0	0	0	5	9	0	4	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	466	"AWI"	466	16729	17756	17273	4	0	0	17	0	196	0	8	0	0	0	0	24	0	1	0	0	3	9	0	1	0	0	5	76	0	58	0	2	0	1	0	0	0	5	12	0	12	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	470	"AWI"	470	17271	18366	17909	0	0	1	11	4	182	0	3	0	0	0	0	15	0	0	0	2	7	3	0	0	0	0	9	44	0	67	0	0	0	3	0	0	0	3	8	0	7	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	474	"AWI"	474	17756	19013	18539	1	0	1	4	2	99	0	2	0	0	0	0	28	0	0	0	1	9	5	0	0	0	0	3	57	0	152	0	1	0	0	0	0	0	3	2	0	4	0	0	0
796	818	"Fallback Lake"	43.96667	-110.43333	478	"AWI"	478	18248	19697	19164	1	0	2	9	9	48	0	2	1	0	0	1	20	0	0	1	1	19	1	1	0	0	0	6	62	0	36	0	0	0	0	0	0	0	9	10	0	6	2	0	0
