"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Cercocarpus"	"Cyperaceae"	"Ephedraceae"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juglans"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Scrophulariaceae"	"Thalictrum"	"Tsuga"	"Urticaceae"
311	318	"Buckbean Fen"	44.29861	-110.26056	360	"AWI"	360	3573	5811	4701	5	0	0	7	0	22	0	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	4	231	0	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	380	"AWI"	380	3878	6112	5082	2	0	0	8	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	260	0	3	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	405	"AWI"	405	4409	6426	5512	3	0	2	11	0	30	0	0	0	0	0	0	0	6	0	0	0	7	1	0	0	0	7	272	0	2	0	0	0	2	2	0	0	0	0	6	2	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	420	"AWI"	420	4759	6631	5765	2	0	1	7	0	33	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	249	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	440	"AWI"	440	5419	6857	6079	3	0	1	6	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	282	0	8	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	460	"AWI"	460	5851	7213	6523	1	0	3	14	0	34	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	220	0	6	0	0	0	0	1	0	0	0	3	3	4	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	480	"AWI"	480	6120	7879	6991	1	0	1	4	0	31	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	235	0	3	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	505	"AWI"	505	6794	8258	7577	0	0	0	21	0	37	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	208	0	3	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	515	"AWI"	515	6973	8482	7785	2	0	0	29	0	126	14	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	697	0	14	0	0	1	1	3	0	0	0	2	2	7	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	525	"AWI"	525	7159	8621	7959	2	0	1	12	0	34	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	1	271	0	0	0	0	1	0	0	0	0	1	2	0	3	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	550	"AWI"	550	7471	9274	8344	2	0	1	9	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	248	0	3	0	0	0	2	0	0	0	0	3	1	4	0	1	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	580	"AWI"	580	7836	9847	8771	1	0	0	11	0	50	0	4	0	0	0	0	0	5	0	0	0	4	0	1	0	0	0	241	0	5	0	0	0	1	0	0	0	0	2	2	4	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	600	"AWI"	600	8074	10132	9071	2	0	1	10	0	43	0	1	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	265	0	7	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	620	"AWI"	620	8359	10433	9354	1	0	1	27	0	63	0	0	0	0	0	0	2	7	0	0	0	2	0	2	0	0	3	243	0	4	0	0	0	0	0	0	0	0	8	2	4	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	640	"AWI"	640	8584	10737	9646	0	0	0	19	1	59	0	1	1	0	0	0	1	2	0	0	0	0	0	4	0	0	2	266	0	10	0	0	0	0	1	0	2	0	4	1	1	0	1	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	660	"AWI"	660	8925	10961	9938	1	0	0	22	0	65	0	1	0	0	0	0	0	7	0	0	0	0	0	3	0	0	2	207	0	6	0	0	0	1	0	0	0	0	2	6	6	0	1	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	680	"AWI"	680	9260	11239	10222	1	0	0	12	0	39	0	2	0	0	0	0	0	3	0	0	0	2	0	10	0	0	3	236	0	6	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	700	"AWI"	700	9547	11525	10524	0	0	0	13	0	56	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	203	0	10	0	0	1	5	1	0	0	0	3	8	4	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	720	"AWI"	720	9810	11814	10805	2	0	0	10	0	76	0	0	0	0	0	0	0	1	0	0	0	4	0	4	0	0	0	227	0	10	0	0	0	2	0	0	0	0	3	0	3	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	730	"AWI"	730	9904	12017	10941	2	0	0	14	0	105	0	0	0	0	0	0	0	2	0	0	0	7	0	12	0	0	3	277	0	13	0	0	0	1	0	0	0	0	5	1	8	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	750	"AWI"	750	10140	12348	11197	4	0	1	17	0	78	0	2	0	0	0	0	1	1	0	0	0	0	0	2	0	0	6	361	0	9	0	0	0	0	0	0	0	0	4	0	6	0	1	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	760	"AWI"	760	10234	12549	11325	3	0	1	17	0	80	0	2	0	0	0	0	0	4	0	0	0	0	0	2	0	0	1	294	0	8	0	0	2	0	2	0	0	0	2	0	2	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	770	"AWI"	770	10344	12750	11454	3	0	0	17	0	48	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	2	1	249	0	9	0	0	2	0	2	0	0	0	0	0	5	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	782	"AWI"	782	10513	12928	11607	6	0	0	12	0	61	0	1	0	0	1	0	0	3	0	1	0	6	0	6	0	0	1	172	0	8	0	0	5	0	0	0	0	0	1	0	3	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	801	"AWI"	801	10692	13290	11846	5	0	0	15	0	97	14	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	3	182	0	11	0	0	0	0	0	0	0	0	4	0	6	0	3	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	810	"AWI"	810	10802	13392	11961	5	0	2	35	0	161	0	4	0	0	3	0	0	7	0	0	0	29	0	1	0	0	13	279	0	32	1	0	10	0	3	0	0	0	7	0	6	1	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	820	"AWI"	820	10902	13547	12081	7	0	0	26	0	122	0	2	0	0	0	0	0	14	0	0	1	0	0	19	0	0	12	175	0	17	0	0	5	2	0	0	0	5	9	0	11	0	1	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	830	"AWI"	830	10984	13748	12206	3	0	2	18	0	113	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	179	0	19	0	0	1	1	3	0	0	0	6	0	6	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	842	"AWI"	842	11175	13898	12356	4	0	0	13	0	41	0	0	0	0	0	0	0	1	0	0	0	3	0	7	0	0	7	79	0	18	0	0	16	0	0	0	0	0	6	1	4	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	850	"AWI"	850	11267	14021	12461	14	0	1	9	0	121	0	2	0	0	0	0	0	11	0	0	0	7	0	16	0	0	11	149	0	12	0	0	8	0	0	1	0	0	2	0	4	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	860	"AWI"	860	11353	14186	12591	1	0	1	7	0	67	0	0	0	0	0	0	0	2	0	0	0	6	0	13	0	0	6	83	0	8	0	0	9	0	0	0	0	0	3	0	1	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	870	"AWI"	870	11492	14322	12713	6	0	0	20	0	102	10	5	0	0	0	0	0	8	0	0	0	3	0	7	0	0	17	136	0	29	0	0	3	0	0	0	2	2	6	0	13	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	880	"AWI"	880	11643	14444	12841	6	0	2	5	0	69	0	3	0	0	0	0	0	3	0	0	0	13	0	15	0	0	11	167	0	20	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	890	"AWI"	890	11743	14604	12964	11	0	1	18	0	106	0	6	0	0	0	0	0	19	0	0	0	21	0	33	0	0	5	186	0	45	0	0	5	0	1	0	0	7	9	0	9	0	0	0	3
311	318	"Buckbean Fen"	44.29861	-110.26056	900	"AWI"	900	11881	14732	13088	12	0	0	23	0	97	0	6	0	0	1	0	0	15	0	0	0	16	0	20	0	0	16	157	0	28	0	0	4	0	1	0	1	0	10	0	8	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	910	"AWI"	910	12027	14849	13218	4	0	2	21	0	103	0	14	0	0	0	0	0	12	2	0	0	15	0	21	0	0	14	101	1	34	0	0	1	0	0	1	0	2	13	0	7	0	1	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	920	"AWI"	920	12134	15015	13336	5	0	1	16	0	85	13	3	0	0	0	0	0	7	0	0	0	0	0	15	0	0	10	144	0	15	0	0	3	0	0	0	0	4	5	0	5	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	930	"AWI"	930	12288	15166	13455	5	0	3	24	1	135	18	3	0	0	0	0	0	19	0	1	0	19	0	19	0	0	24	233	0	31	0	0	4	0	0	0	0	5	9	0	7	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	943	"AWI"	943	12505	15329	13608	10	0	0	18	0	97	12	15	0	0	0	0	0	12	0	0	0	27	0	16	0	0	11	160	0	31	1	0	9	0	0	1	2	6	7	0	3	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	953	"AWI"	953	12653	15472	13726	2	0	0	9	0	36	0	4	0	0	0	0	0	6	0	0	0	0	0	6	0	0	10	98	0	9	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
311	318	"Buckbean Fen"	44.29861	-110.26056	958	"AWI"	958	12694	15557	13786	3	0	0	18	0	75	8	2	0	0	0	0	0	10	0	0	0	7	0	7	0	0	5	109	0	11	0	0	0	0	1	0	1	0	3	0	9	0	0	0	0
