"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amelanchier"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Garryaceae"	"Indeterminable"	"Isoëtes"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Thuja"	"Tsuga"
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	490	"AWI"	490	9281	10046	9671	22	3	479	1	0	3	17	4	0	0	1	3	0	0	7	0	12	10	0	0	1	0	0	34	0	0	1	0	51	0	12	0	1	1	111	55	4	4	0	0	0	9	6	1	0	0	0	0	1	0
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	500	"AWI"	500	9476	10125	9797	20	0	383	0	0	0	12	3	0	0	1	3	0	0	3	1	21	5	1	0	0	0	3	8	1	0	0	0	17	0	7	0	0	0	60	41	1	4	0	0	0	1	3	0	0	0	0	0	0	0
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	510	"AWI"	510	9636	10286	9944	12	0	178	0	0	0	2	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0	0	11	0	6	0	0	0	19	15	0	0	0	0	0	2	0	1	0	0	0	0	5	0
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	530	"AWI"	530	9867	10749	10275	53	0	338	0	0	0	0	1	0	0	0	1	0	0	0	0	3	2	1	0	0	0	2	7	0	0	0	0	47	0	9	0	2	0	29	9	0	0	0	0	0	5	0	0	0	0	0	0	0	11
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	550	"AWI"	550	10138	11078	10600	82	2	297	0	1	1	13	5	0	0	0	0	0	0	0	0	2	1	1	1	0	0	4	24	0	0	0	1	0	0	2	0	0	0	122	24	2	1	0	0	0	2	2	0	0	0	0	0	0	12
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	590	"AWI"	590	10901	11681	11218	108	0	506	2	2	6	3	5	0	0	1	3	0	0	1	0	1	9	0	0	0	0	9	52	3	0	0	1	76	0	11	0	0	1	28	9	1	0	0	3	0	12	10	0	0	0	0	0	1	21
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	610	"AWI"	610	11257	12296	11658	155	0	165	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	1	0	4	66	0	5	0	0	0	3	0	0	0	0	0	0	4	5	0	0	0	0	0	4	41
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	630	"AWI"	630	11545	12935	12139	156	0	186	0	0	3	0	11	0	0	0	0	0	0	0	0	0	6	1	1	0	1	5	12	1	0	0	0	88	0	18	0	2	1	21	0	1	0	0	0	0	3	3	4	0	0	0	7	0	23
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	650	"AWI"	650	11906	13459	12633	218	0	266	0	3	2	2	11	0	0	1	0	0	0	1	0	0	10	0	1	0	0	7	6	0	0	0	7	81	0	14	0	0	0	25	2	4	0	0	1	0	3	2	2	0	0	0	1	0	32
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	660	"AWI"	660	12101	13706	12877	183	0	174	1	1	1	0	11	0	0	0	1	0	0	0	0	0	6	0	0	0	0	7	17	4	0	0	11	0	0	5	0	1	0	18	0	4	2	0	0	0	1	2	2	0	0	0	1	0	17
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	680	"AWI"	680	12599	14146	13371	63	0	203	0	0	0	0	4	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	8	11
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	690	"AWI"	690	12892	14373	13612	173	2	279	0	3	0	1	19	0	0	0	3	0	0	0	0	0	11	0	0	0	0	4	31	0	0	0	4	61	0	11	0	1	1	28	0	5	0	0	0	0	6	1	4	0	0	0	1	1	55
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	710	"AWI"	710	13477	14718	14082	133	0	131	1	0	0	0	7	0	0	0	1	0	0	0	0	0	8	1	0	0	0	1	35	0	0	1	28	37	0	28	0	0	1	6	0	4	0	8	0	0	2	1	3	0	0	0	2	0	113
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	720	"AWI"	720	13841	14908	14283	84	0	56	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	55	69	0	8	0	0	0	2	0	0	0	0	0	0	2	3	2	0	0	1	0	0	104
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	730	"AWI"	730	14007	15207	14514	41	0	36	0	0	1	0	8	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	56	67	0	15	0	0	0	0	0	0	0	0	0	0	17	2	5	1	0	0	0	0	51
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	750	"AWI"	750	14259	15924	14933	32	0	18	0	0	3	0	113	0	0	0	0	0	0	0	0	0	28	1	0	0	0	9	0	0	0	0	96	0	0	46	0	0	0	6	0	0	0	0	1	0	3	0	13	0	0	0	0	0	40
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	775	"AWI"	775	14617	16707	15453	21	0	19	0	0	0	0	71	0	0	0	0	0	0	0	0	0	34	0	0	0	0	12	0	0	0	0	117	129	0	42	0	0	1	0	0	1	0	0	4	0	1	0	10	0	0	0	2	1	35
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	780	"AWI"	780	14696	16848	15559	39	0	20	0	0	1	0	72	23	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	97	135	0	66	0	0	0	0	0	2	0	0	0	0	1	0	2	2	0	0	0	0	0
1114	1148	"Indian Prairie Fen"	44.63333	-122.575	790	"AWI"	790	14848	17157	15768	7	0	65	0	0	0	0	126	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	57	93	0	39	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	10
