"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
1102	1135	"Humber Pond 3"	43.64	-79.48	100	"AWI"	100	-34	245	87	0	0	5	7	0	0	0	0	22	0	0	0	0	0	0	0	0	16	5	0	4	0	0	10	0	0	0	0	0	3	0	13	1	0	0	0	4	17	0	0	0	0	3	0	2	3	0	2	2	10	0
1102	1135	"Humber Pond 3"	43.64	-79.48	110	"AWI"	110	-24	262	101	0	0	2	8	0	0	0	0	4	0	0	2	0	0	0	0	8	13	1	0	1	0	0	8	0	0	1	0	0	1	1	9	0	0	0	0	17	16	1	0	0	0	3	0	0	0	1	1	2	15	0
1102	1135	"Humber Pond 3"	43.64	-79.48	120	"AWI"	120	-16	287	116	0	0	4	2	0	0	0	0	5	2	1	1	0	0	0	1	1	10	22	0	4	5	14	34	0	0	0	0	0	1	0	17	1	0	0	0	10	11	0	0	0	0	3	0	2	1	0	6	1	10	0
1102	1135	"Humber Pond 3"	43.64	-79.48	130	"AWI"	130	-9	314	129	0	0	4	10	0	2	0	0	5	0	0	1	0	0	0	0	0	11	19	0	3	0	6	19	0	0	0	0	0	1	1	22	3	0	0	0	15	17	1	0	0	0	3	0	0	0	0	3	5	7	0
1102	1135	"Humber Pond 3"	43.64	-79.48	140	"AWI"	140	-3	338	143	0	0	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	9	0	0	4	0	8	0	0	0	0	0	1	0	21	2	0	992	0	10	10	0	2	0	0	3	1	0	3	0	6	5	16	0
1102	1135	"Humber Pond 3"	43.64	-79.48	150	"AWI"	150	11	356	156	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	8	10	0	0	0	0	14	0	0	1	0	0	5	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	4	4	0
1102	1135	"Humber Pond 3"	43.64	-79.48	160	"AWI"	160	30	369	169	0	0	8	3	0	1	0	0	3	0	0	2	0	0	0	0	0	2	12	0	4	7	20	20	0	0	0	0	0	1	0	39	0	1	0	0	1	7	3	0	0	1	0	0	0	0	0	2	6	5	1
1102	1135	"Humber Pond 3"	43.64	-79.48	170	"AWI"	170	46	377	181	1	0	2	1	0	0	0	0	6	0	0	5	0	0	0	0	0	8	21	0	0	6	0	12	0	0	0	0	0	2	0	26	0	2	0	0	2	16	0	0	0	0	3	0	0	0	0	0	5	9	0
1102	1135	"Humber Pond 3"	43.64	-79.48	180	"AWI"	180	60	389	195	2	0	6	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	5	0	0	4	8	4	0	0	0	0	0	1	0	31	0	1	0	0	2	17	1	0	0	0	0	0	0	0	0	2	6	14	0
1102	1135	"Humber Pond 3"	43.64	-79.48	190	"AWI"	190	69	402	209	0	0	5	0	0	0	0	0	10	0	0	1	0	0	0	0	2	0	4	0	0	2	0	1	0	0	0	1	0	1	0	51	1	0	0	0	1	10	2	0	0	0	0	0	0	2	0	1	4	5	0
1102	1135	"Humber Pond 3"	43.64	-79.48	200	"AWI"	200	80	418	224	0	0	3	0	0	0	0	0	15	0	0	2	0	0	0	0	0	0	2	0	0	16	0	2	0	0	0	0	0	2	0	20	0	1	0	0	2	20	3	2	0	1	0	0	0	0	0	0	0	7	0
1102	1135	"Humber Pond 3"	43.64	-79.48	210	"AWI"	210	88	439	239	0	0	4	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	3	0	0	2	6	1	0	0	0	0	0	5	0	57	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	2	1	5	0
1102	1135	"Humber Pond 3"	43.64	-79.48	220	"AWI"	220	114	472	268	0	0	3	0	0	1	0	0	7	0	0	1	0	0	0	0	0	0	2	0	0	1	8	7	0	0	0	0	0	3	0	43	0	1	0	0	2	17	2	0	0	1	0	0	0	0	0	1	10	6	0
1102	1135	"Humber Pond 3"	43.64	-79.48	230	"AWI"	230	152	532	318	0	0	5	0	0	0	0	0	11	0	0	2	0	0	0	0	0	2	6	0	0	2	8	3	0	0	0	0	0	5	0	31	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	3	6	8	0
1102	1135	"Humber Pond 3"	43.64	-79.48	250	"AWI"	250	203	726	421	0	0	5	1	0	0	0	0	15	0	0	2	0	0	0	0	2	15	4	0	0	5	0	12	0	0	0	0	0	3	0	73	0	0	0	0	0	50	1	0	0	0	0	0	0	0	0	2	6	10	0
1102	1135	"Humber Pond 3"	43.64	-79.48	260	"AWI"	260	221	847	471	0	0	4	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	2	0	0	10	0	1	0	0	0	0	0	4	0	35	2	0	0	0	1	17	2	0	0	0	1	0	0	1	0	3	6	4	0
1102	1135	"Humber Pond 3"	43.64	-79.48	300	"AWI"	300	323	1248	677	0	0	1	0	0	2	0	0	5	0	0	1	0	0	0	0	0	6	4	0	0	11	10	6	0	0	0	0	0	13	1	19	0	2	0	0	6	14	0	1	0	0	2	0	0	0	1	4	7	14	0
1102	1135	"Humber Pond 3"	43.64	-79.48	320	"AWI"	320	395	1335	800	0	0	0	0	0	0	0	0	5	1	0	1	2	0	0	0	1	0	0	0	0	11	6	6	0	0	0	0	0	1	1	46	0	1	0	0	0	17	0	1	0	0	0	0	0	0	0	0	6	0	0
1102	1135	"Humber Pond 3"	43.64	-79.48	350	"AWI"	350	461	1508	975	0	0	4	2	0	0	0	0	5	0	0	3	0	0	0	0	0	3	12	0	0	17	0	23	4	0	0	0	0	1	0	12	0	4	0	0	1	2	0	0	0	0	2	0	0	0	0	2	12	5	0
1102	1135	"Humber Pond 3"	43.64	-79.48	380	"AWI"	380	652	1637	1141	0	0	1	0	0	0	0	0	6	0	0	2	0	0	0	0	1	0	2	0	0	18	12	1	0	0	0	0	0	5	0	37	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	2	9	0
1102	1135	"Humber Pond 3"	43.64	-79.48	400	"AWI"	400	764	1693	1265	0	0	3	0	0	0	0	0	10	0	0	3	0	0	0	0	0	1	2	0	0	12	6	4	0	1	0	0	0	5	1	30	0	0	0	0	0	23	0	0	0	0	1	0	0	0	1	1	6	12	0
1102	1135	"Humber Pond 3"	43.64	-79.48	420	"AWI"	420	835	1761	1392	0	0	4	0	0	0	0	0	16	0	0	6	0	0	0	0	3	1	0	0	0	20	0	17	0	0	0	0	0	1	0	54	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	7	17	21	0
1102	1135	"Humber Pond 3"	43.64	-79.48	480	"AWI"	480	1457	1947	1698	0	0	2	0	0	0	0	0	15	1	0	2	0	0	0	0	0	0	2	0	0	9	0	13	0	0	0	0	0	9	0	21	0	2	0	0	0	23	0	0	0	0	0	0	0	0	0	2	2	4	0
1102	1135	"Humber Pond 3"	43.64	-79.48	500	"AWI"	500	1577	2047	1805	0	0	0	0	0	1	0	0	10	0	0	3	0	0	0	0	0	0	8	0	0	17	14	5	0	0	0	1	0	0	1	46	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	3	8	0
1102	1135	"Humber Pond 3"	43.64	-79.48	520	"AWI"	520	1654	2171	1903	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	1	1	0	0	26	12	0	0	0	0	0	0	1	4	21	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	9	11	0
1102	1135	"Humber Pond 3"	43.64	-79.48	560	"AWI"	560	1733	2576	2082	0	0	6	0	0	1	0	0	15	0	0	2	0	0	0	0	1	2	2	0	0	26	0	9	0	0	0	0	0	4	2	21	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	1	9	9	0
1102	1135	"Humber Pond 3"	43.64	-79.48	600	"AWI"	600	1863	2856	2278	0	0	0	0	0	0	0	0	19	1	0	1	0	0	0	2	0	1	4	0	0	31	0	26	2	0	0	0	0	2	0	11	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	1	2	12	0
1102	1135	"Humber Pond 3"	43.64	-79.48	620	"AWI"	620	1918	2964	2391	1	0	3	1	0	0	0	0	12	0	0	3	0	0	0	0	0	0	1	0	0	19	0	18	0	0	0	0	0	0	1	8	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	1	4	14	0
1102	1135	"Humber Pond 3"	43.64	-79.48	640	"AWI"	640	1959	3115	2496	0	0	3	0	1	0	0	0	10	0	0	0	0	0	1	0	0	2	0	0	0	20	6	9	0	0	0	0	0	4	0	20	0	0	0	0	1	14	0	0	0	0	0	0	0	0	1	6	1	9	0
1102	1135	"Humber Pond 3"	43.64	-79.48	660	"AWI"	660	2065	3224	2600	0	0	3	0	0	0	0	0	5	0	0	1	0	0	0	0	2	2	1	0	0	15	10	12	0	0	0	0	1	0	1	31	0	1	0	0	0	13	0	1	0	1	0	0	0	0	0	1	6	11	1
1102	1135	"Humber Pond 3"	43.64	-79.48	680	"AWI"	680	2174	3279	2711	1	0	1	4	0	0	0	0	9	0	0	8	0	0	0	0	0	1	8	0	0	9	0	16	2	0	0	0	0	3	0	32	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3	1	15	0
1102	1135	"Humber Pond 3"	43.64	-79.48	700	"AWI"	700	2241	3359	2828	0	0	0	0	0	0	0	0	20	0	0	5	0	0	0	0	3	6	2	0	0	27	0	9	0	0	0	0	0	0	0	45	0	0	0	0	1	24	0	0	0	0	1	0	0	0	0	7	6	7	0
1102	1135	"Humber Pond 3"	43.64	-79.48	720	"AWI"	720	2289	3491	2927	1	0	2	0	0	0	0	0	9	0	0	5	0	0	0	0	1	1	0	0	0	10	0	12	0	0	0	0	1	3	1	41	0	2	0	0	2	12	2	0	0	0	1	0	0	0	1	5	8	1	0
1102	1135	"Humber Pond 3"	43.64	-79.48	740	"AWI"	740	2437	3528	3028	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	9	4	6	0	0	0	0	1	2	0	61	0	1	0	0	0	26	0	0	0	0	0	0	0	0	0	3	1	3	0
1102	1135	"Humber Pond 3"	43.64	-79.48	760	"AWI"	760	2541	3577	3139	0	0	5	2	0	0	0	0	12	0	0	1	0	0	0	0	0	2	1	0	0	15	6	16	0	0	0	0	0	5	1	15	0	1	0	0	0	30	1	0	0	1	0	0	0	0	0	1	4	5	0
1102	1135	"Humber Pond 3"	43.64	-79.48	780	"AWI"	780	2621	3641	3244	0	0	8	2	0	1	0	0	16	0	0	2	0	0	0	0	2	2	0	0	0	12	7	4	0	0	0	0	0	2	0	28	0	1	0	0	0	12	0	0	0	0	1	0	0	0	0	3	0	5	0
1102	1135	"Humber Pond 3"	43.64	-79.48	800	"AWI"	800	2755	3724	3342	0	0	2	1	0	0	0	0	25	0	0	1	0	0	1	0	0	1	0	0	0	4	0	12	0	0	0	0	0	3	2	35	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	3	3	1
1102	1135	"Humber Pond 3"	43.64	-79.48	840	"AWI"	840	3193	3801	3524	0	0	4	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	6	0	12	0	0	0	0	0	1	8	42	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	1	1	7	0
1102	1135	"Humber Pond 3"	43.64	-79.48	860	"AWI"	860	3315	3864	3627	0	0	6	1	0	0	0	0	8	0	0	2	0	0	0	0	2	1	0	0	0	9	12	2	2	0	0	0	0	3	0	21	0	0	0	0	0	23	0	0	0	0	1	0	0	0	1	1	1	9	1
1102	1135	"Humber Pond 3"	43.64	-79.48	880	"AWI"	880	3443	3915	3700	0	0	5	0	0	0	0	0	9	0	0	2	0	0	0	0	0	1	8	0	0	8	8	3	0	0	0	0	0	1	1	46	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	4	0	8	0
1102	1135	"Humber Pond 3"	43.64	-79.48	900	"AWI"	900	3538	3974	3771	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	15	3	0	0	8	0	0	0	0	1	0	0	3	0	30	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	1	0	7	1
1102	1135	"Humber Pond 3"	43.64	-79.48	920	"AWI"	920	3593	4073	3841	0	0	0	0	0	1	0	0	4	0	0	2	0	0	1	0	1	7	8	0	0	6	10	4	0	0	0	0	0	1	0	32	0	5	0	0	0	9	0	0	0	0	1	0	0	0	0	4	1	7	1
1102	1135	"Humber Pond 3"	43.64	-79.48	940	"AWI"	940	3644	4197	3904	0	0	3	0	0	0	0	0	3	0	0	4	0	0	0	0	1	1	4	0	0	16	10	12	0	0	0	0	0	5	0	28	0	3	0	0	1	22	1	1	0	0	0	0	0	0	1	0	0	11	0
1102	1135	"Humber Pond 3"	43.64	-79.48	960	"AWI"	960	3723	4235	3963	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	5	16	8	0	0	0	0	0	6	0	38	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	2	8	0
1102	1135	"Humber Pond 3"	43.64	-79.48	980	"AWI"	980	3778	4296	4025	0	0	2	0	0	1	0	0	5	0	0	1	0	0	0	0	1	15	6	0	0	4	0	13	0	0	0	0	0	1	0	38	0	1	0	0	1	17	0	0	0	0	0	0	0	0	0	2	3	5	0
1102	1135	"Humber Pond 3"	43.64	-79.48	1000	"AWI"	1000	3820	4359	4084	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	1	15	39	0	0	2	6	18	0	0	0	0	0	2	0	36	0	2	0	0	0	20	0	0	0	0	0	0	0	0	1	1	0	2	0
1102	1135	"Humber Pond 3"	43.64	-79.48	1040	"AWI"	1040	3968	4524	4240	0	0	1	0	0	0	0	0	9	0	1	3	0	0	0	0	2	2	27	0	0	2	0	36	0	0	0	0	0	0	0	47	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	5	1	2	1
1102	1135	"Humber Pond 3"	43.64	-79.48	1060	"AWI"	1060	4014	4688	4317	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	13	9	0	0	2	0	40	0	0	0	0	0	0	0	28	0	3	0	0	1	17	0	0	0	0	0	0	0	0	0	3	10	3	0
1102	1135	"Humber Pond 3"	43.64	-79.48	1080	"AWI"	1080	4044	4902	4386	0	20	3	0	0	1	0	0	22	0	0	7	0	0	0	0	0	1	6	0	0	19	12	8	0	0	0	0	0	7	1	60	0	0	0	0	0	26	1	0	0	0	3	0	0	0	0	7	4	12	0
