"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Diospyros"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes lacustris"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
309	316	"Browns Pond"	38.15472	-79.61639	100	"AWI"	100	5029	7942	6768	0	0	0	0	0	0	0	4	0	0	16	0	0	48	0	0	0	2	6	0	0	6	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	5	0	1	1	293	0	0	0	10	0	0	1	16	1	0
309	316	"Browns Pond"	38.15472	-79.61639	110	"AWI"	110	5903	8337	7441	0	0	0	1	0	1	0	5	0	0	8	0	1	92	2	0	0	4	0	0	0	3	0	2	0	0	0	0	0	0	12	0	1	0	0	0	1	3	0	2	1	231	1	0	0	40	0	1	1	10	1	0
309	316	"Browns Pond"	38.15472	-79.61639	120	"AWI"	120	6890	8704	8135	0	0	0	0	0	0	0	5	0	0	13	0	1	67	0	0	0	4	3	5	2	0	0	6	0	0	0	0	0	0	9	0	5	0	27	0	0	3	0	6	7	205	0	0	0	29	0	1	0	14	1	0
309	316	"Browns Pond"	38.15472	-79.61639	130	"AWI"	130	8395	9257	8696	0	0	0	0	5	0	0	4	0	0	7	0	0	32	0	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	3	0	6	10	163	0	0	0	39	0	0	2	38	0	0
309	316	"Browns Pond"	38.15472	-79.61639	140	"AWI"	140	8642	11022	9377	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	2	0	0	1	0	0
309	316	"Browns Pond"	38.15472	-79.61639	145	"AWI"	145	8867	11323	9781	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	23	39	0	0	0	6	0	1	0	1	0	0
309	316	"Browns Pond"	38.15472	-79.61639	150	"AWI"	150	8997	11809	10150	8	0	87	0	0	0	0	0	0	0	9	4	0	13	0	12	0	84	0	0	0	0	0	0	1	2	0	0	0	0	2	2	32	0	0	0	0	10	1	5	8	84	0	0	0	6	3	3	0	5	0	0
309	316	"Browns Pond"	38.15472	-79.61639	160	"AWI"	160	9498	12633	10976	3	0	112	0	0	0	0	1	0	0	1	1	0	0	0	13	1	3	0	0	0	0	0	0	9	0	0	0	0	0	10	0	50	0	0	0	0	3	1	1	0	56	0	0	0	1	0	3	0	12	0	0
309	316	"Browns Pond"	38.15472	-79.61639	170	"AWI"	170	10213	13414	11811	40	0	54	0	0	0	0	4	1	0	3	2	1	0	1	1	0	25	0	0	0	0	0	0	0	1	0	0	2	0	2	0	35	0	47	0	0	6	0	1	2	54	0	0	0	0	0	2	1	22	0	0
309	316	"Browns Pond"	38.15472	-79.61639	175	"AWI"	175	10640	13653	12202	31	0	178	0	0	0	0	2	0	0	0	0	0	0	0	5	1	46	0	0	0	0	0	0	0	1	0	0	0	0	0	3	16	29	0	0	0	11	1	0	2	18	0	0	0	0	1	5	1	0	1	0
309	316	"Browns Pond"	38.15472	-79.61639	185	"AWI"	185	11397	14303	12989	37	0	98	0	0	0	0	11	0	1	1	0	0	2	0	3	0	72	0	0	0	0	0	0	2	57	0	0	0	0	0	1	21	66	76	0	0	12	0	0	1	22	0	0	0	1	3	2	0	0	1	0
309	316	"Browns Pond"	38.15472	-79.61639	190	"AWI"	190	11720	14643	13419	10	0	210	0	0	0	0	5	0	0	1	0	0	0	0	2	0	34	0	0	0	0	0	0	0	240	0	0	0	0	0	1	6	0	71	0	0	5	0	0	0	8	0	0	0	1	0	1	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	200	"AWI"	200	12635	15093	14137	6	0	184	0	1	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	29	0	0	0	0	0	0	3	0	67	0	0	3	0	0	0	4	0	0	0	0	3	5	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	210	"AWI"	210	13916	15361	14953	55	0	74	0	0	0	0	1	1	0	0	1	0	0	1	1	0	38	0	0	0	2	0	0	0	31	0	0	0	0	0	0	11	0	71	0	0	7	0	0	1	38	0	0	0	0	3	1	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	210.1	"AWI"	210.1	13925.8	15361.8	14956.2	25	0	0	0	0	0	0	8	0	0	2	0	0	0	0	4	0	69	0	0	0	1	0	0	11	72	0	1	0	0	0	0	16	0	76	0	0	7	0	0	1	25	0	4	0	0	5	1	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	220	"AWI"	220	14453	15556	15296	17	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	59	0	0	0	0	0	0	0	240	0	0	0	0	0	1	1	0	89	0	0	7	0	0	0	6	0	2	0	0	0	1	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	220.1	"AWI"	220.1	14454.5	15557.5	15297.3	19	0	164	0	0	0	0	3	1	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	4	197	0	0	0	0	0	0	1	0	65	0	0	7	0	0	0	12	0	0	0	0	3	1	0	0	1	0
309	316	"Browns Pond"	38.15472	-79.61639	230	"AWI"	230	14592	15745	15410	7	0	234	1	0	0	0	5	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	119	0	0	0	0	0	0	2	0	48	0	0	4	1	0	0	7	0	0	0	0	4	1	0	0	1	0
309	316	"Browns Pond"	38.15472	-79.61639	230.1	"AWI"	230.1	14594.1	15746.5	15411.2	2	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	1	0	0	3	175	0	0	0	0	0	0	2	25	0	0	0	8	1	0	0	1	0	0	0	0	0	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	240	"AWI"	240	14740	15927	15525	22	0	146	0	0	0	0	1	2	0	0	0	0	1	0	0	0	37	0	0	0	0	0	0	0	110	0	0	0	0	0	0	2	0	81	0	0	5	0	0	0	4	0	0	0	2	1	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	250	"AWI"	250	14902	16115	15641	18	0	214	0	0	0	0	5	0	0	0	0	0	0	0	0	0	36	0	0	0	1	0	0	0	96	0	0	0	0	0	0	0	0	38	0	0	5	0	0	0	2	0	0	0	1	1	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	260	"AWI"	260	15061	16269	15764	12	0	220	0	0	0	0	1	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	359	0	0	0	0	0	1	1	0	42	0	0	8	0	1	0	5	0	0	0	1	1	3	0	0	1	0
309	316	"Browns Pond"	38.15472	-79.61639	270	"AWI"	270	15192	16431	15883	17	0	207	0	0	0	0	8	1	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	48	0	0	6	0	0	0	0	0	3	0	0	1	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	280	"AWI"	280	15333	16569	16004	15	0	171	0	0	0	0	3	0	0	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	294	0	1	0	0	0	0	1	0	80	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	290	"AWI"	290	15501	16726	16123	13	0	0	0	2	0	0	4	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	1	0	76	0	0	0	0	0	1	3	0	79	0	0	5	1	0	6	6	0	0	1	0	2	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	300	"AWI"	300	15641	16846	16244	16	0	226	0	1	0	0	8	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	175	0	0	0	0	0	1	2	0	51	0	0	6	1	0	0	6	0	2	0	0	4	2	0	0	1	0
309	316	"Browns Pond"	38.15472	-79.61639	310	"AWI"	310	15867	17020	16460	8	0	243	0	0	0	0	6	0	0	0	1	0	1	0	0	0	18	0	0	0	0	0	0	2	76	0	0	0	0	0	0	2	0	63	0	0	4	0	0	1	8	0	4	0	0	1	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	310.1	"AWI"	310.1	15871.1	17021.1	16462.7	7	0	250	0	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	3	67	0	0	0	0	0	0	3	0	0	0	0	6	0	1	1	7	0	0	0	0	1	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	320	"AWI"	320	16130	17231	16733	12	0	236	0	0	0	0	7	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	62	0	0	3	0	0	0	1	0	3	0	1	1	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	330	"AWI"	330	16452	17440	17002	12	0	0	0	1	0	32	3	0	0	0	0	0	0	0	0	0	22	0	0	0	1	0	0	4	263	0	0	0	0	0	0	6	48	0	0	0	13	0	0	10	6	0	2	0	0	0	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	335	"AWI"	335	16773	17525	17120	32	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	74	0	0	0	0	0	0	1	102	0	0	0	5	1	0	2	5	0	0	0	0	0	0	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	340	"AWI"	340	16968	17667	17250	15	0	85	0	1	2	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	493	0	0	0	0	0	0	0	83	123	0	0	6	1	0	0	9	0	2	1	1	2	3	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	345	"AWI"	345	17168	17928	17470	8	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	10	4437	0	0	0	0	0	0	2	87	0	0	0	6	0	0	5	8	0	0	0	1	0	1	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	350	"AWI"	350	17241	18534	17683	22	0	40	0	3	0	0	2	1	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	7	195	0	0	0	0	0	0	1	93	0	0	0	6	0	0	1	17	0	5	0	1	1	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	360	"AWI"	360	17507	19261	18230	15	0	0	0	2	0	0	2	5	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	10	2459	0	0	0	0	0	0	1	0	154	0	0	9	0	0	0	8	0	0	0	0	0	2	0	0	1	0
309	316	"Browns Pond"	38.15472	-79.61639	370	"AWI"	370	17867	19805	18816	18	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	1	23	0	0	0	0	0	0	2	1899	0	0	0	0	0	0	0	68	0	0	0	9	0	0	2	5	0	0	0	0	0	0	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	380	"AWI"	380	18315	20290	19369	11	0	0	1	0	6	0	8	0	0	1	0	0	0	1	1	0	20	0	0	0	0	0	0	3	6623	0	0	0	0	0	0	1	118	0	0	0	8	0	1	0	6	0	2	0	0	0	2	0	1	0	0
309	316	"Browns Pond"	38.15472	-79.61639	390	"AWI"	390	18910	20616	19957	4	0	0	1	0	1	13	5	2	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	1	4760	0	0	0	0	0	0	0	135	0	0	0	10	0	0	0	6	0	0	0	2	1	5	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	400	"AWI"	400	19950	20886	20493	2	0	0	2	1	0	14	0	1	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	10000	0	0	0	0	0	1	0	0	181	0	1	13	0	0	1	6	0	0	0	0	0	2	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	400.1	"AWI"	400.1	19954.9	20889.4	20496.9	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	35	0	0	0	0	0	0	1	10000	0	0	0	0	0	0	4	167	0	0	0	12	0	0	1	7	0	0	1	1	0	0	0	0	0	0
309	316	"Browns Pond"	38.15472	-79.61639	405	"AWI"	405	20132	21161	20671	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
