"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Liliaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
1407	1444	"Kayakskoye Zaimitschye"	55	81	110	"AWI"	110	1386	2168	1784	0	3.17100792751982	0.226500566251416	0	0.566251415628539	3.96375990939977	1.35900339750849	3.39750849377123	0	0	0.453001132502831	9.85277463193658	0	0	0	0	2.03850509626274	61.8346545866365	0	9.85277463193658	0	0.906002265005663	0	0	1.35900339750849	0.679501698754247	0	0	0.339750849377123
1407	1444	"Kayakskoye Zaimitschye"	55	81	120	"AWI"	120	1515	2278	1904	0	0	0.529661016949152	0.847457627118644	1.27118644067797	1.58898305084746	1.48305084745763	3.70762711864407	1.27118644067797	0	1.27118644067797	10.5932203389831	0	0	0	0	1.48305084745763	63.0296610169492	0	8.47457627118644	1.0593220338983	0	0	1.27118644067797	1.0593220338983	1.0593220338983	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	130	"AWI"	130	1660	2384	2022	1.34003350083752	0	4.18760469011725	0	7.53768844221105	1.6750418760469	0	20.1005025125628	0	0	1.50753768844221	6.7001675041876	0	0	0	0	1.50753768844221	50.251256281407	0	0	1.00502512562814	0	0	0	0	4.18760469011725	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	140	"AWI"	140	1791	2491	2139	1.38888888888889	0	11.5740740740741	1.15740740740741	0	0	2.08333333333333	10.4166666666667	0	0.925925925925926	0	4.62962962962963	0.462962962962963	0	0	0	1.15740740740741	57.6388888888889	0	8.10185185185185	0	0	0	0	0	0.462962962962963	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	150	"AWI"	150	1960	2572	2252	0	0	1.23762376237624	0.742574257425743	1.73267326732673	1.73267326732673	3.71287128712871	29.7029702970297	0	0	0	18.5643564356436	0	0	0	0	1.48514851485149	33.4158415841584	0	0	0	0	0	0	2.97029702970297	0	1.73267326732673	2.97029702970297	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	160	"AWI"	160	2151	2648	2357	0	0	19.3050193050193	0	1.54440154440154	0	0.579150579150579	4.82625482625483	0	0	0	3.86100386100386	0	0	0	0	1.35135135135135	47.1042471042471	0	17.3745173745174	1.35135135135135	0	0	0	0.772200772200772	1.93050193050193	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	170	"AWI"	170	2353	2814	2509	0	0	20.2360876897133	0	1.68634064080944	0	1.18043844856661	17.7065767284992	0	0	0	7.5885328836425	0	0	0	0	1.68634064080944	33.220910623946	0	13.4907251264755	0	0	0	0	1.01180438448567	2.19224283305228	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	180	"AWI"	180	2442	3231	2747	0	0	6.51769087523278	0	2.23463687150838	0	0.74487895716946	37.243947858473	0	0	0	10.2420856610801	0	0	0	0	0	26.6294227188082	0	13.0353817504656	0	0	1.11731843575419	0	1.30353817504655	0.931098696461825	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	190	"AWI"	190	2578	3556	2985	0	0	14.8710166919575	0	2.27617602427921	0	0.758725341426404	22.7617602427921	1.51745068285281	0	0	10.6221547799696	0	0	0	0	0	27.3141122913505	0	16.6919575113809	0	0	0.758725341426404	0	1.51745068285281	0.910470409711684	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	200	"AWI"	200	2726	3794	3216	0	1.5625	5.04807692307692	0	7.21153846153846	2.40384615384615	0.961538461538462	12.0192307692308	1.44230769230769	0	0.961538461538462	14.4230769230769	0	0	0	0	1.20192307692308	23.4375	0	24.0384615384615	0.721153846153846	1.44230769230769	0.841346153846154	0	0.841346153846154	1.44230769230769	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	210	"AWI"	210	2896	3989	3433	1.33587786259542	0	0.572519083969466	1.52671755725191	8.01526717557252	1.52671755725191	3.43511450381679	26.7175572519084	0	0	0.381679389312977	8.01526717557252	0.763358778625954	0	0	0	1.52671755725191	29.9618320610687	0	11.2595419847328	0	0	0.572519083969466	0.572519083969466	3.24427480916031	0.572519083969466	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	220	"AWI"	220	3102	4205	3656	0	0	0	3.86740331491713	12.1546961325967	5.52486187845304	1.65745856353591	41.4364640883978	0	0	0	13.8121546961326	0	0	0	0	1.65745856353591	0	0	11.6022099447514	0	0	0	3.86740331491713	1.65745856353591	0	2.76243093922652	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	230	"AWI"	230	3301	4383	3876	0	0	0	0	0	3.52112676056338	2.8169014084507	18.7793427230047	0	0	0.469483568075117	10.5633802816901	0	0	0	0	1.17370892018779	49.7652582159624	0.469483568075117	10.5633802816901	0	0	0	1.17370892018779	0	0.704225352112676	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	240	"AWI"	240	3542	4535	4113	0	0	1.94444444444444	0	11.1111111111111	0	5.55555555555556	30.5555555555556	0	0	2.77777777777778	13.8888888888889	0	0	0	0	1.11111111111111	20.8333333333333	0	10	0	0	0	0	0	2.22222222222222	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	250	"AWI"	250	3817	4658	4333	0	3.77833753148615	0	0	15.1133501259446	0	7.55667506297229	37.7833753148615	0	0	0	11.3350125944584	0	0	0	0	0	24.4332493702771	0	0	0	0	0	0	0	0	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	260	"AWI"	260	4152	4766	4559	0	0	0	0	0	0	8.25688073394496	91.743119266055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	270	"AWI"	270	4572	5194	4848	0	0	0	0	0	0	14.5631067961165	58.252427184466	0	0	0	9.70873786407767	0	14.5631067961165	0	0	2.9126213592233	0	0	0	0	0	0	0	0	0	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	280	"AWI"	280	4826	5973	5333	0	0	9.86842105263158	0	19.7368421052632	0	3.28947368421053	52.6315789473684	0	0	0	0	0	0	0	0	1.31578947368421	0	0	13.1578947368421	0	0	0	0	0	0	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	290	"AWI"	290	5198	6276	5856	0	0	0	0	0	14.5985401459854	2.55474452554745	35.4014598540146	0	0	0	9.12408759124088	0	0	0	0	0	0	0	27.3722627737226	0	0	0	0	0	10.9489051094891	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	300	"AWI"	300	6140	6450	6298	0	0	13.7741046831956	0	12.396694214876	13.7741046831956	8.81542699724518	27.5482093663912	0	0	0	2.47933884297521	0	0	2.75482093663912	0	0	0	0	12.1212121212121	1.92837465564738	0	0	0	3.03030303030303	1.37741046831956	0	0	0
1407	1444	"Kayakskoye Zaimitschye"	55	81	310	"AWI"	310	6529	7914	7232	0	0	8.47457627118644	1.69491525423729	0	10.1694915254237	13.5593220338983	37.2881355932203	1.69491525423729	0	0	5.08474576271187	10.1694915254237	0	0	0	1.69491525423729	0	0	0	2.03389830508475	0	0	0	2.03389830508475	1.69491525423729	2.3728813559322	0	2.03389830508475
