"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
656	672	"Decoy Lake"	43.23333	-80.36667	130	"AWI"	130	6460	7266	6988	0	0	1	2	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	25	0	0	0	0	0	2	0	0	0	0	0	0	2	53	0	0	0	0	2	0	0	0	3	8	9	1
656	672	"Decoy Lake"	43.23333	-80.36667	135	"AWI"	135	6746	7357	7174	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	6	0	0	25	0	0	0	0	0	5	0	0	0	0	5	0	6	47	0	0	0	0	1	0	0	0	4	11	15	1
656	672	"Decoy Lake"	43.23333	-80.36667	140	"AWI"	140	6888	7711	7307	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	4	0	0	0	0	2	0	3	28	0	0	0	0	1	0	0	0	3	5.5	2	1
656	672	"Decoy Lake"	43.23333	-80.36667	145	"AWI"	145	7008	7826	7409	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	5	41	0	0	0	0	1	0	0	0	6	20	10	1
656	672	"Decoy Lake"	43.23333	-80.36667	150	"AWI"	150	7078	8019	7506	0	0	1	1	0	0	0	2	0	4	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	29	0	0	0	0	3	0	0	49	0	0	0	0	0	0	0	0	2	12	29	0
656	672	"Decoy Lake"	43.23333	-80.36667	155	"AWI"	155	7176	8114	7610	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	2	15	0	0	0	0	0	0	0	0	3	13	3	0
656	672	"Decoy Lake"	43.23333	-80.36667	160	"AWI"	160	7243	8270	7711	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	4	0	0	0	0	22	0	0	0	1	0	0	1	22	0	0	0	0	0	0	0	0	0	1.5	14	0
656	672	"Decoy Lake"	43.23333	-80.36667	165	"AWI"	165	7335	8363	7819	0	4	0	1	0	0	0	3	0	1	0	0	0	0	0	0	14	0	0	6	3	0	0	0	0	2	0	0	0	0	0	0	3	28	0	0	0	0	2	0	0	0	10	8	15	0
656	672	"Decoy Lake"	43.23333	-80.36667	170	"AWI"	170	7397	8495	7926	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	4	1	9	0
656	672	"Decoy Lake"	43.23333	-80.36667	175	"AWI"	175	7510	8581	8028	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	11	0	0	0	0	2	0	1	23	0	0	0	0	1	0	0	0	1	4	17	0
656	672	"Decoy Lake"	43.23333	-80.36667	180	"AWI"	180	7585	8717	8130	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	15	0	0	4	0	1	0	0	0	5	0	11	0
656	672	"Decoy Lake"	43.23333	-80.36667	185	"AWI"	185	7688	8800	8238	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	1	4	0	0	0	0	13	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	1	1	12	0
656	672	"Decoy Lake"	43.23333	-80.36667	190	"AWI"	190	7749	8929	8341	0	6	2	1	0	0	0	2	0	1	0	0	0	0	0	1	3	0	0	0	3	0	0	0	0	23	0	0	0	1	1	0	5	49	0	0	0	0	1	0	0	0	7	8	11	0
656	672	"Decoy Lake"	43.23333	-80.36667	195	"AWI"	195	7874	9002	8444	0	0	1	0	0	2	0	6	0	2	0	0	0	0	0	0	2	0	0	1	4	0	0	0	0	17	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	3	3.5	18	0
656	672	"Decoy Lake"	43.23333	-80.36667	200	"AWI"	200	7953	9113	8553	0	14	0	0	0	0	0	6	0	4	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	11	0	0	0	0	2	0	3	41	0	0	0	0	0	0	0	0	7	2	13	0
656	672	"Decoy Lake"	43.23333	-80.36667	205	"AWI"	205	8084	9173	8653	0	11	1	2	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	41	0	0	0	1	0	0	1	31	0	0	0	0	0	0	0	0	2	3	18	0
656	672	"Decoy Lake"	43.23333	-80.36667	210	"AWI"	210	8161	9268	8756	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	2	17	0	0	0	0	0	0	0	0	2	0	9	0
656	672	"Decoy Lake"	43.23333	-80.36667	215	"AWI"	215	8289	9325	8855	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	5	2	0
656	672	"Decoy Lake"	43.23333	-80.36667	220	"AWI"	220	8365	9432	8965	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	2	0
656	672	"Decoy Lake"	43.23333	-80.36667	225	"AWI"	225	8513	9478	9069	1	0	1	2	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	1	0	0	38	0	0	0	0	0	0	0	0	1	1	8	0
656	672	"Decoy Lake"	43.23333	-80.36667	230	"AWI"	230	8589	9561	9178	2	0	1	0	0	0	0	4	0	2	0	0	0	0	0	1	5	0	0	1	6	0	0	0	0	12	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	1	3	1	4	0
656	672	"Decoy Lake"	43.23333	-80.36667	235	"AWI"	235	8746	9621	9275	0	0	0	1	0	0	0	8	1	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	14	0	0	0	1	7	0	1	29	0	0	0	0	0	0	0	0	1	1	6	0
656	672	"Decoy Lake"	43.23333	-80.36667	240	"AWI"	240	8854	9710	9379	0	0	1	0	0	1	0	7	0	3	0	0	0	0	0	0	2	0	0	1	6	3	0	0	0	8	0	0	0	0	3	0	0	38	0	0	0	0	0	0	0	0	0	4	11	0
656	672	"Decoy Lake"	43.23333	-80.36667	245	"AWI"	245	9072	9768	9469	0	0	0	1	0	1	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	35	0	0	0	0	0	0	0	0	1	4	5	0
656	672	"Decoy Lake"	43.23333	-80.36667	250	"AWI"	250	9173	9847	9559	0	3	1	0	0	2	0	9	1	2	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	13	0	0	0	2	3	0	0	39	0	0	0	0	1	0	0	0	0	2	7	0
656	672	"Decoy Lake"	43.23333	-80.36667	255	"AWI"	255	9249	9928	9630	0	0	0	0	0	0	0	7	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	1	39	0	0	0	0	0	0	0	0	0	1	11	0
656	672	"Decoy Lake"	43.23333	-80.36667	260	"AWI"	260	9297	10070	9693	0	0	1	0	0	2	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	6	0	1	45	0	0	0	0	0	0	0	0	1	4	17	0
656	672	"Decoy Lake"	43.23333	-80.36667	265	"AWI"	265	9381	10160	9770	0	0	0	1	0	1	0	5	0	2	0	0	3	0	0	1	1	1	0	1	3	0	0	0	0	10	0	0	0	1	9	0	2	38	0	0	0	0	2	0	0	0	1	0	13	0
656	672	"Decoy Lake"	43.23333	-80.36667	270	"AWI"	270	9437	10289	9840	0	0	1	2	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	18	0	0	0	1	4	0	0	21	0	0	0	0	0	0	0	0	1	0	18	0
656	672	"Decoy Lake"	43.23333	-80.36667	275	"AWI"	275	9508	10366	9914	0	0	0	0	0	0	0	6	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	1	31	0	0	0	0	0	0	0	0	1	0	8	0
656	672	"Decoy Lake"	43.23333	-80.36667	280	"AWI"	280	9563	10481	9984	0	0	1	0	0	0	0	10	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	1	6	0	0	25	0	0	0	0	0	0	0	0	0	0	3	0
656	672	"Decoy Lake"	43.23333	-80.36667	286	"AWI"	286	9644	10569	10075	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	8	0	0	25	0	0	0	0	0	0	0	0	0	0	6	0
656	672	"Decoy Lake"	43.23333	-80.36667	290	"AWI"	290	9691	10646	10131	0	0	0	3	0	1	0	3	0	1	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0	10	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	0	5	0
656	672	"Decoy Lake"	43.23333	-80.36667	295	"AWI"	295	9763	10726	10203	0	0	0	1	0	2	0	9	1	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	1	2	0	0	35	0	0	0	0	2	0	0	0	0	0	19	1
656	672	"Decoy Lake"	43.23333	-80.36667	300	"AWI"	300	9814	10822	10273	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	8	0	0	0	0	6	0	0	20	0	0	0	0	2	1	0	0	0	0	6	0
656	672	"Decoy Lake"	43.23333	-80.36667	305	"AWI"	305	9883	10888	10346	0	0	0	2	0	1	0	9	0	2	0	0	2	0	0	0	2	1	0	2	5	0	0	0	0	10	0	0	0	2	8	0	0	27	0	0	0	0	2	0	0	0	0	0	9	0
656	672	"Decoy Lake"	43.23333	-80.36667	310	"AWI"	310	9936	10983	10418	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	9	5	0	0	0	14	0	0	28	0	0	0	0	1	0	0	0	0	1	13	0
656	672	"Decoy Lake"	43.23333	-80.36667	315	"AWI"	315	10004	11054	10495	0	0	1	1	0	0	0	6	1	2	0	0	2	0	0	0	3	0	0	0	6	0	0	0	0	7	0	0	0	0	8	0	0	27	0	0	0	0	0	0	0	0	0	0	9	0
656	672	"Decoy Lake"	43.23333	-80.36667	320	"AWI"	320	10061	11137	10570	0	0	0	1	0	0	0	11	2	0	0	0	2	0	0	0	2	0	0	0	7	0	0	0	0	6	10.5	0	0	0	6	0	2	21	0	0	0	0	0	0	0	0	0	0	8	0
656	672	"Decoy Lake"	43.23333	-80.36667	325	"AWI"	325	10125	11209	10644	0	0	0	1	0	0	0	5	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	8	0	0	0	0	1	0	2	26	0	0	0	0	0	0	0	0	0	1	4	0
656	672	"Decoy Lake"	43.23333	-80.36667	330	"AWI"	330	10185	11305	10717	0	0	0	0	0	2	0	8	1	3	0	0	0	0	0	1	4	0	0	0	7	2	0	0	0	7	7.5	0	0	0	9	0	0	23	0	0	0	0	0	1	0	0	0	1	12	0
656	672	"Decoy Lake"	43.23333	-80.36667	335	"AWI"	335	10266	11367	10791	0	0	0	0	0	2	0	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	1	38	0	0	0	0	0	1	0	0	0	1	12	0
656	672	"Decoy Lake"	43.23333	-80.36667	340	"AWI"	340	10328	11451	10867	1	0	1	0	0	3	0	10	0	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	7	11.5	0	0	2	8	0	3	28	0	0	0	0	0	0	0	0	0	1	10	0
656	672	"Decoy Lake"	43.23333	-80.36667	345	"AWI"	345	10407	11521	10938	0	0	0	1	0	1	0	9	2	2	0	0	1	0	0	0	4	0	0	1	0	0	0	1	0	10	9	0	0	0	2	0	2	34	0	0	0	0	0	0	0	0	1	1	8	0
656	672	"Decoy Lake"	43.23333	-80.36667	350	"AWI"	350	10460	11603	11013	0	0	0	0	0	0	0	18	0	4	0	0	0	0	0	3	2	0	0	0	7	0	3	0	0	5	12	0	0	0	3	0	1	27	0	0	0	0	0	0	0	0	0	0	6	0
656	672	"Decoy Lake"	43.23333	-80.36667	355	"AWI"	355	10546	11670	11089	0	0	0	0	0	0	0	12	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	8	10	0	0	2	9	0	0	31	0	0	0	0	0	0	0	0	2	0	13	0
656	672	"Decoy Lake"	43.23333	-80.36667	360	"AWI"	360	10607	11755	11160	0	0	0	0	0	0	0	31	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	10	0	1	42	0	0	0	0	1	0	0	1	0	1	23	1
656	672	"Decoy Lake"	43.23333	-80.36667	365	"AWI"	365	10695	11819	11228	0	0	1	1	0	1	0	26	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	18	15	0	0	0	9	0	0	28	0	0	0	0	0	0	0	0	0	2	11	0
656	672	"Decoy Lake"	43.23333	-80.36667	370	"AWI"	370	10756	11908	11298	3	0	1	0	0	0	0	19	1	2	0	0	0	0	0	1	2	0	0	0	7	0	0	1	0	18	15	0	0	0	5	0	1	42	0	0	0	0	1	0	0	0	1	0	16	0
656	672	"Decoy Lake"	43.23333	-80.36667	375	"AWI"	375	10852	11962	11364	2.5	0	1	1	0	1	0	24	0	1	0	0	0	0	0	1	6	0	0	1	15	0	0	0	0	26	0	0	0	0	8	0	1	34	0	0	0	0	5	0	1	0	0	1	12	0
656	672	"Decoy Lake"	43.23333	-80.36667	380	"AWI"	380	10915	12046	11437	3	0	0	0	0	2	0	19	1	1	0	0	0	0	0	2	4	0	0	3	0	2	0	0	0	21	6.5	0	0	0	9	0	2	31	0	0	0	0	1	0	0	0	0	1	15	0
656	672	"Decoy Lake"	43.23333	-80.36667	385	"AWI"	385	11010	12097	11511	0.5	0	0	0	0	4	0	6	2	2	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	25	0	0	0	0	4	0	2	35	0	0	0	0	1	0	0	0	0	3	16	0
656	672	"Decoy Lake"	43.23333	-80.36667	390	"AWI"	390	11072	12176	11582	0	0	0	0	0	4	0	3	1	1	0	0	0	0	0	2	3	0	0	0	12	4	0	0	0	12	15.5	0	0	0	10	0	3	35	0	0	0	0	1	0	0	0	0	1	7	1
656	672	"Decoy Lake"	43.23333	-80.36667	395	"AWI"	395	11162	12220	11647	2	0	1	0	0	0	0	5	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	24	0	0	0	9	0	2	19	0	0	0	0	2	0	0	0	0	0	5	0
656	672	"Decoy Lake"	43.23333	-80.36667	400	"AWI"	400	11230	12296	11719	1	0	0	0	0	0	0	10	1	3	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	14	8.5	0	0	0	5	0	0	40	0	0	0	0	0	0	0	0	0	1	7	0
656	672	"Decoy Lake"	43.23333	-80.36667	405	"AWI"	405	11335	12339	11780	0	0	3	1	0	3	0	3	0	0	0	0	0	0	0	1	1	0	0	0	9	0	0	0	0	5	73.5	0	0	0	5	0	0	19	0	0	0	0	0	0	0	0	0	3	9	0
656	672	"Decoy Lake"	43.23333	-80.36667	410	"AWI"	410	11408	12399	11848	0	0	3	2	0	4	0	13	2	2	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	12	57.5	0	0	0	19	0	2	31	0	0	0	0	4	0	0	0	0	7	15	0
656	672	"Decoy Lake"	43.23333	-80.36667	415	"AWI"	415	11539	12431	11913	1	0	4	0	0	9	0	13	2	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	8	96.5	0	0	0	16	0	1	23	0	0	0	0	3	0	0	0	1	5	14	0
656	672	"Decoy Lake"	43.23333	-80.36667	420	"AWI"	420	11611	12513	11989	0	0	7	0	0	6	0	16	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	2	0	7	168.5	0	0	0	6	0	2	22	1	0	0	0	4	0	0	0	0	0	11	0
656	672	"Decoy Lake"	43.23333	-80.36667	425	"AWI"	425	11718	12630	12112	0	0	2	0	1	9	0	28	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	10	175.5	0	0	0	11	0	0	13	1	0	0	0	4	0	0	1	0	1	4	0
656	672	"Decoy Lake"	43.23333	-80.36667	430	"AWI"	430	11781	12792	12231	0	0	2	0	0	7	0	42	0	0	1	0	0	0	0	2	5	0	0	0	0	0	0	3	0	6	170	0	0	0	9	0	1	11	1	0	0	0	6	0	0	0	1	1	4	0
656	672	"Decoy Lake"	43.23333	-80.36667	435	"AWI"	435	11877	12876	12344	0	0	6	1	0	9	0	17	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	4	0	2	204.5	0	0	0	8	0	1	13	0	0	0	0	0	0	0	1	0	0	2	0
656	672	"Decoy Lake"	43.23333	-80.36667	440	"AWI"	440	11945	13013	12461	0	0	6	2	0	18	0	19	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	8	186.5	0	0	0	9	0	4	18	0	0	0	0	1	0	0	2	1	0	1	0
656	672	"Decoy Lake"	43.23333	-80.36667	445	"AWI"	445	12053	13100	12568	0	0	7	0	0	22	0	10	0	1	0	0	0	0	0	1	2	2	0	0	0	0	0	1	0	17	246	0	0	0	12	0	2	13	1	0	0	0	1	0	0	1	0	2	1	0
656	672	"Decoy Lake"	43.23333	-80.36667	450	"AWI"	450	12124	13214	12679	0	0	1	0	0	13	0	4	2	1	0	0	0	0	0	2	0	3	0	0	9	0	0	0	1	20	224.5	0	0	0	3	0	5	22	1	0	0	0	1	0	0	3	0	0	6	0
656	672	"Decoy Lake"	43.23333	-80.36667	455	"AWI"	455	12256	13287	12781	0	0	1	1	0	16	0	2	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	257.5	0	0	0	2	0	2	10	0	0	0	0	1	0	0	0	0	0	1	0
656	672	"Decoy Lake"	43.23333	-80.36667	460	"AWI"	460	12343	13397	12887	1	0	0	0	0	8	0	0	3	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	10	2	269.5	0	0	0	4	0	0	4	2	0	0	0	1	0	0	1	0	0	1	0
656	672	"Decoy Lake"	43.23333	-80.36667	465	"AWI"	465	12482	13467	12998	0	0	1	0	0	8	0	3	1	0	1	0	0	0	0	1	7	0	0	1	0	0	0	0	0	6	260	0	0	0	10	0	0	7	3	0	0	0	0	0	0	0	0	0	1	0
656	672	"Decoy Lake"	43.23333	-80.36667	470	"AWI"	470	12564	13583	13105	1	0	0	0	0	12	0	4	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	7	296	0	0	0	11	0	0	14	1	0	0	0	1	0	0	1	0	0	0	0
656	672	"Decoy Lake"	43.23333	-80.36667	475	"AWI"	475	12720	13633	13207	0	0	0	1	0	5	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	6	300	0	0	0	7	0	1	18	8	0	0	0	0	0	0	0	0	2	0	0
656	672	"Decoy Lake"	43.23333	-80.36667	480	"AWI"	480	12824	13733	13319	0	0	0	0	0	16	0	0	5	0	0	0	0	0	0	0	18	0	0	0	9	4	0	0	0	12	170.5	0	0	0	20	0	3	32	2	0	0	0	0	0	0	0	0	0	1	0
656	672	"Decoy Lake"	43.23333	-80.36667	485	"AWI"	485	13007	13798	13414	0	0	1	2	0	17	0	2	5	0	0	0	0	0	0	0	8	0	0	0	14	0	0	0	0	30	158.5	0	0	0	18	0	2	36	5	0	0	0	3	0	0	2	0	0	2	0
656	672	"Decoy Lake"	43.23333	-80.36667	490	"AWI"	490	13115	13898	13514	0	0	1	0	0	23	0	6	3	1	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	28	173	0	0	0	5	0	3	43	4	0	0	0	6	0	0	3	0	0	1	0
656	672	"Decoy Lake"	43.23333	-80.36667	495	"AWI"	495	13342	13962	13614	0	0	1	2	0	7	0	0	5	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0	10	6	125.5	0	0	0	15	0	4	7	8	0	0	0	9	0	0	1	0	0	2	0
