"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celastraceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Larix"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
664	682	"Derput"	57.03333	124.11667	310	"AWI"	310	5416	6521	6001	0	19	1	0	8	0	104	0	0	0	14	7	19	6	0	5	74	3	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	320	"AWI"	320	5682	6718	6240	0	36	0	0	7	0	165	0	0	0	3	0	28	10	0	55	206	2	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	330	"AWI"	330	5946	6902	6472	0	56	1	0	6	0	178	0	0	0	31	1	46	2	0	12	57	10	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	340	"AWI"	340	6238	7073	6710	0	23	0	0	5	0	157	0	0	0	2	0	17	3	0	4	28	0	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	350	"AWI"	350	6524	7234	6942	0	18	0	0	1	3	118	0	1	0	21	3	8	5	0	0	70	9	0	0	0	0	1	0	1
664	682	"Derput"	57.03333	124.11667	360	"AWI"	360	6846	7384	7176	0	35	2	1	9	0	213	0	0	0	74	7	33	8	0	0	66	1	0	0	0	0	1	0	1
664	682	"Derput"	57.03333	124.11667	370	"AWI"	370	7211	7607	7415	0	29	0	0	0	0	242	0	0	0	9	6	35	12	0	2	86	5	0	0	0	0	5	0	1
664	682	"Derput"	57.03333	124.11667	380	"AWI"	380	7450	8232	7756	0	0	1	1	1	0	118	0	0	0	3	11	14	6	0	7	70	1	0	0	0	0	0	0	1
664	682	"Derput"	57.03333	124.11667	390	"AWI"	390	7711	8715	8147	0	0	1	0	2	0	122	0	0	0	7	4	26	10	0	4	50	2	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	400	"AWI"	400	8002	9105	8541	0	18	1	0	8	0	177	3	0	0	25	2	17	6	0	4	34	2	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	410	"AWI"	410	8367	9461	8927	0	24	0	1	6	0	169	0	0	0	24	0	45	5	0	3	18	1	0	0	0	0	2	0	1
664	682	"Derput"	57.03333	124.11667	420	"AWI"	420	8768	9780	9321	0	39	2	3	4	0	179	0	0	0	20	0	21	20	0	7	71	4	0	0	0	0	2	0	1
664	682	"Derput"	57.03333	124.11667	430	"AWI"	430	9217	10040	9636	0	0	0	0	2	0	59	0	0	0	277	0	11	9	0	7	211	8	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	440	"AWI"	440	9568	10246	9842	0	0	1	0	7	0	188	0	0	0	185	1	26	13	0	7	103	3	0	0	0	1	0	0	0
664	682	"Derput"	57.03333	124.11667	450	"AWI"	450	9751	10715	10132	0	0	1	0	4	0	127	0	0	0	58	1	21	10	0	4	41	8	0	0	0	0	2	0	0
664	682	"Derput"	57.03333	124.11667	460	"AWI"	460	9956	11134	10427	1	14	0	1	4	0	132	0	2	1	68	1	20	8	0	2	43	23	0	0	0	0	6	0	3
664	682	"Derput"	57.03333	124.11667	470	"AWI"	470	10164	11538	10729	0	0	0	0	3	0	113	0	1	0	22	1	31	7	0	1	33	7	0	0	0	0	3	0	1
664	682	"Derput"	57.03333	124.11667	480	"AWI"	480	10382	11925	11037	0	78	1	1	2	0	237	0	0	0	8	0	34	5	1	0	36	1	0	1	0	1	2	0	0
664	682	"Derput"	57.03333	124.11667	490	"AWI"	490	10621	12315	11337	0	37	0	0	3	0	127	0	0	0	9	0	20	8	0	1	0	2	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	500	"AWI"	500	10853	12672	11629	0	0	0	2	4	0	158	0	1	0	8	2	32	8	0	0	0	12	0	0	0	0	3	0	1
664	682	"Derput"	57.03333	124.11667	510	"AWI"	510	11097	13065	11933	0	0	0	0	0	0	142	0	0	0	2	0	19	1	0	2	0	1	0	0	0	0	1	0	0
664	682	"Derput"	57.03333	124.11667	520	"AWI"	520	11326	13423	12237	0	77	0	0	3	0	110	0	1	0	18	1	22	2	1	1	0	8	0	0	0	0	2	0	1
664	682	"Derput"	57.03333	124.11667	530	"AWI"	530	11566	13784	12526	0	67	0	1	5	1	155	0	1	0	5	1	15	4	0	1	23	3	0	1	0	0	5	0	0
664	682	"Derput"	57.03333	124.11667	540	"AWI"	540	11817	14135	12835	0	0	0	0	3	0	176	0	1	0	6	5	32	6	1	0	36	4	1	2	0	0	0	0	1
