"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
1220	1255	"Jewell Site"	42.26	-93.7	368	"AWI"	368	8304	9002	8660	1	0	4	87	2	16	139	1	1	0	9	0	4	0	108	0	1	0	0	3	14	0	0	0	9	14	16	0	3	78	0	0	75	0	0	0	0	0	4	0	1	0	0	3	37	0	0
1220	1255	"Jewell Site"	42.26	-93.7	380	"AWI"	380	8367	9088	8724	0	0	2	89	0	14	143	1	0	0	8	0	1	3	86	0	1	0	0	5	10	5	0	0	15	9	17	0	2	62	0	0	79	0	0	0	0	0	3	0	0	0	0	1	46	0	0
1220	1255	"Jewell Site"	42.26	-93.7	390	"AWI"	390	8418	9136	8781	0	0	0	159	0	17	207	0	0	0	1	2	0	0	43	0	1	0	0	0	8	0	0	0	2	6	10	0	0	77	0	0	25	0	0	0	0	1	2	0	0	1	0	0	9	0	0
1220	1255	"Jewell Site"	42.26	-93.7	400	"AWI"	400	8463	9220	8840	1	0	3	169	0	17	131	2	0	0	3	2	2	5	136	0	0	0	0	0	21	2	0	0	6	10	21	0	3	69	0	0	50	0	0	0	0	0	3	0	1	0	0	1	24	0	0
1220	1255	"Jewell Site"	42.26	-93.7	410	"AWI"	410	8531	9266	8900	0	0	4	67	0	12	130	1	0	2	6	1	1	3	63	0	0	0	0	6	7	0	0	0	11	11	17	0	3	81	0	0	93	0	0	0	0	1	11	0	0	1	0	0	42	0	0
1220	1255	"Jewell Site"	42.26	-93.7	420	"AWI"	420	8594	9320	8958	0	0	5	75	1	21	0	1	0	0	5	2	5	2	91	0	1	0	0	0	19	0	0	0	11	15	11	0	4	72	0	0	95	0	0	0	0	0	10	0	1	0	2	1	28	0	1
1220	1255	"Jewell Site"	42.26	-93.7	430	"AWI"	430	8630	9393	9015	2	0	4	75	0	19	0	2	0	1	6	0	1	1	53	1	0	0	0	0	12	4	0	0	19	17	16	0	4	81	0	1	76	0	0	0	0	0	13	0	0	0	0	0	32	0	0
1220	1255	"Jewell Site"	42.26	-93.7	440	"AWI"	440	8730	9451	9069	1	0	2	62	0	18	0	3	0	2	13	0	4	1	44	0	0	0	0	4	23	0	0	0	19	20	8	0	4	52	0	0	145	0	0	0	0	0	6	0	1	0	1	0	68	0	1
1220	1255	"Jewell Site"	42.26	-93.7	450	"AWI"	450	8785	9508	9127	3	0	5	111	0	9	0	7	0	0	10	0	4	0	83	0	0	0	0	11	8	0	0	0	19	19	12	0	3	63	0	0	102	0	0	0	0	1	2	0	1	0	2	0	55	0	0
1220	1255	"Jewell Site"	42.26	-93.7	458	"AWI"	458	8827	9569	9170	0	0	1	137	0	21	145	0	0	0	3	0	1	4	159	0	0	0	0	8	20	0	0	0	5	20	17	0	7	89	0	1	80	0	0	0	0	1	5	0	0	0	0	1	23	0	0
1220	1255	"Jewell Site"	42.26	-93.7	470	"AWI"	470	8945	9656	9233	2	0	1	100	0	16	150	3	0	0	6	0	1	0	73	0	0	0	0	8	10	3	0	1	10	22	10	0	3	68	0	0	96	0	0	0	0	0	4	2	0	0	0	1	52	1	1
1220	1255	"Jewell Site"	42.26	-93.7	482	"AWI"	482	9029	9730	9302	3	0	3	93	0	15	0	5	0	1	8	0	4	4	90	0	0	0	0	7	14	0	0	0	16	16	18	0	0	63	0	0	104	0	0	0	0	0	1	0	0	0	0	1	53	0	2
1220	1255	"Jewell Site"	42.26	-93.7	490	"AWI"	490	9104	9796	9368	0	7	1	23	0	15	100	2	0	0	20	1	6	0	37	0	0	0	0	0	3	7	0	0	25	1	12	0	3	34	0	0	209	0	0	0	1	0	10	0	0	0	3	1	109	0	1
1220	1255	"Jewell Site"	42.26	-93.7	510	"AWI"	510	9239	10274	9593	1	0	1	4	0	11	0	3	0	0	17	1	9	0	15	0	0	0	0	13	7	5	0	0	35	0	4	0	3	13	0	0	187	0	0	1	0	1	0	0	0	0	2	10	193	1	1
1220	1255	"Jewell Site"	42.26	-93.7	530	"AWI"	530	9412	10713	9913	0	0	1	5	0	9	0	0	0	0	24	2	7	0	8	0	0	0	0	19	2	5	0	0	43	0	8	0	5	10	0	0	190	1	0	0	0	1	2	0	0	0	2	5	208	0	0
1220	1255	"Jewell Site"	42.26	-93.7	550	"AWI"	550	9556	11205	10235	0	0	0	7	0	5	0	2	0	1	15	2	1	0	9	0	1	0	0	0	4	6	2	0	16	0	6	0	3	12	0	0	183	0	0	0	0	0	1	0	0	0	0	4	228	0	0
1220	1255	"Jewell Site"	42.26	-93.7	570	"AWI"	570	9735	11621	10593	1	0	1	1	0	3	0	0	0	0	21	4	2	0	10	0	0	0	0	7	4	8	2	0	31	0	6	0	2	12	0	0	162	2	0	0	0	0	1	0	0	0	0	3	252	1	0
1220	1255	"Jewell Site"	42.26	-93.7	590	"AWI"	590	9991	11912	10945	0	0	0	2	0	10	0	1	0	1	30	3	4	0	11	0	0	0	0	0	4	15	0	0	38	1	8	0	1	11	0	0	196	0	0	0	0	1	5	0	0	0	0	6	132	0	0
1220	1255	"Jewell Site"	42.26	-93.7	610	"AWI"	610	10517	12218	11403	2	0	12	1	0	5	0	16	0	0	10	2	12	0	14	0	0	0	0	58	8	10	0	2	54	2	6	0	3	16	0	0	130	0	0	0	0	0	1	0	0	0	0	2	199	0	0
1220	1255	"Jewell Site"	42.26	-93.7	630	"AWI"	630	11146	12526	11975	7	0	71	2	0	24	0	110	0	1	1	1	16	0	19	0	0	0	0	66	73	0	0	5	30	19	2	0	0	24	0	0	50	0	0	0	0	0	3	0	0	1	1	0	66	0	0
1220	1255	"Jewell Site"	42.26	-93.7	650	"AWI"	650	11609	12796	12330	15	0	113	4	0	27	0	75	0	2	0	0	25	0	33	0	0	0	0	68	11	0	0	5	27	71	5	0	0	22	0	0	37	0	0	0	0	0	10	0	1	0	0	0	32	0	0
1220	1255	"Jewell Site"	42.26	-93.7	664	"AWI"	664	11866	13080	12556	13	0	60	7	1	20	0	86	1	2	0	0	29	11	37	0	0	0	0	59	17	0	0	5	26	124	10	1	0	28	0	6	38	0	0	0	0	0	5	0	0	0	3	0	28	0	0
1220	1255	"Jewell Site"	42.26	-93.7	678	"AWI"	678	12123	13211	12776	14	0	117	4	0	35	0	58	1	2	0	0	16	4	16	1	0	0	0	72	13	0	0	5	29	81	2	0	0	25	0	4	57	1	0	0	0	0	6	0	0	0	2	1	25	0	0
1220	1255	"Jewell Site"	42.26	-93.7	692	"AWI"	692	12385	13377	12983	10	0	47	8	0	34	0	12	0	2	0	1	24	3	44	0	0	0	0	109	13	0	0	6	44	82	6	0	1	36	0	5	43	0	0	0	1	0	4	0	0	0	2	0	20	0	1
1220	1255	"Jewell Site"	42.26	-93.7	706	"AWI"	706	12835	13503	13163	8	0	9	8	0	14	0	3	0	8	0	0	6	0	31	0	0	0	0	315	9	0	0	1	43	73	5	0	1	20	0	5	48	1	0	1	0	0	0	0	0	0	3	0	14	0	0
1220	1255	"Jewell Site"	42.26	-93.7	720	"AWI"	720	13097	13781	13415	19	0	11	2	0	11	0	2	0	9	0	2	7	8	32	0	0	0	0	253	16	0	0	2	29	93	5	0	1	19	0	4	29	0	0	0	1	0	1	0	0	0	5	0	15	0	0
1220	1255	"Jewell Site"	42.26	-93.7	734	"AWI"	734	13264	14701	13770	18	3	13	2	0	16	0	5	0	9	0	3	6	0	40	0	0	0	0	250	6	0	0	5	20	96	6	0	0	26	0	8	24	0	0	0	0	0	1	0	0	0	3	0	22	0	0
1220	1255	"Jewell Site"	42.26	-93.7	774	"AWI"	774	13744	16498	14950	2	0	11	2	0	19	0	6	0	6	1	0	2	0	30	0	0	0	0	63	6	0	0	14	10	257	2	0	0	21	0	0	35	0	0	0	0	0	4	0	0	0	7	0	4	1	0
1220	1255	"Jewell Site"	42.26	-93.7	788	"AWI"	788	14140	16731	15397	3	0	14	3	0	11	0	13	0	13	0	0	2	9	56	0	0	0	0	87	16	0	0	33	7	279	13	0	1	20	0	0	30	0	0	2	0	0	9	0	0	0	3	0	3	0	0
1220	1255	"Jewell Site"	42.26	-93.7	802	"AWI"	802	14352	17126	15842	4	0	23	2	2	27	0	6	1	6	0	1	2	3	45	0	0	0	0	49	13	0	0	15	9	300	4	0	1	13	0	0	29	0	0	0	0	0	6	1	0	0	4	1	7	0	0
1220	1255	"Jewell Site"	42.26	-93.7	817	"AWI"	817	14975	17319	16284	2	0	19	3	0	62	0	10	0	2	0	0	2	3	38	0	0	0	0	26	10	0	0	11	8	300	14	0	1	12	0	1	29	1	0	0	0	0	7	0	0	0	3	0	4	0	0
1220	1255	"Jewell Site"	42.26	-93.7	832	"AWI"	832	15339	17642	16765	3	0	21	4	0	41	0	7	0	6	0	1	3	8	43	0	0	0	0	56	12	0	0	6	8	275	9	0	1	17	0	1	18	0	1	0	0	0	5	0	1	0	4	0	2	0	0
1220	1255	"Jewell Site"	42.26	-93.7	847	"AWI"	847	16384	17754	17170	5	0	8	2	0	16	0	4	0	2	0	0	2	4	18	0	0	0	0	10	49	0	0	15	5	296	17	0	0	4	0	1	9	0	0	2	0	0	3	0	0	0	3	0	2	0	0
1220	1255	"Jewell Site"	42.26	-93.7	860	"AWI"	860	16982	17994	17538	0	0	2	1	0	5	0	4	0	0	0	0	0	1	9	0	0	0	0	0	44	0	0	6	4	374	17	0	0	1	0	0	4	0	0	0	0	0	0	1	1	0	0	0	2	0	0
