"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Campanulaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Gentianaceae"	"Geraniaceae"	"Isoëtes"	"Lamiaceae"	"Malvaceae"	"Myrica"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polylepis"	"Ranunculaceae"	"Rumex"	"Solanaceae"
347	355	"Chacaltaya 1"	-16.36667	-68.15	57	"AWI"	57	3583	5642	4616	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	39	2	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	59	"AWI"	59	3671	6079	4875	0	3	0	0	0	1	0	0	0	0	0	0	0	5	0	13	1	0	0	0	1
347	355	"Chacaltaya 1"	-16.36667	-68.15	61	"AWI"	61	3951	6349	5127	2	0	0	0	0	2	8	0	1	0	7	0	0	0	0	19	4	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	63	"AWI"	63	4403	6422	5383	0	0	0	5	0	0	0	0	0	0	1	0	0	2	0	34	1	1	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	65	"AWI"	65	4849	6503	5661	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	11	12	1	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	69	"AWI"	69	5431	6783	6230	3	0	0	3	0	1	0	0	0	0	0	0	0	4	0	44	7	0	0	0	2
347	355	"Chacaltaya 1"	-16.36667	-68.15	71	"AWI"	71	5622	6950	6419	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	35	0	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	73	"AWI"	73	5785	6999	6514	1	0	0	0	0	0	9	0	0	0	0	0	0	1	0	59	1	0	0	0	1
347	355	"Chacaltaya 1"	-16.36667	-68.15	79	"AWI"	79	6116	7255	6802	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	56	4	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	81	"AWI"	81	6252	7347	6887	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	61	0	2	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	83	"AWI"	83	6452	7375	6969	0	0	0	4	1	0	1	0	0	0	0	0	0	2	0	61	1	0	0	0	1
347	355	"Chacaltaya 1"	-16.36667	-68.15	87	"AWI"	87	6760	7480	7145	0	0	0	0	1	0	3	0	0	0	3	0	0	2	1	59	0	0	0	1	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	91	"AWI"	91	6937	7670	7327	0	0	2	5	0	0	0	0	0	0	0	0	0	3	0	63	0	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	93	"AWI"	93	7017	7792	7415	0	0	0	9	1	0	2	0	1	0	0	0	0	0	0	152	4	0	6	0	1
347	355	"Chacaltaya 1"	-16.36667	-68.15	96	"AWI"	96	7104	8055	7540	0	0	0	7	1	0	0	0	0	1	0	0	0	2	0	16	0	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	99	"AWI"	99	7163	8380	7659	0	0	0	11	2	0	0	0	0	1	1	0	0	1	0	54	0	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	101	"AWI"	101	7245	8536	7738	0	0	0	0	0	0	6	0	0	0	3	0	0	2	0	24	4	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	103	"AWI"	103	7338	8598	7831	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	42	2	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	105	"AWI"	105	7421	8705	7925	0	0	2	16	0	0	0	0	1	0	4	0	1	2	0	125	0	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	107	"AWI"	107	7468	8833	8014	0	0	0	0	1	1	0	0	1	0	11	0	0	1	0	46	1	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	109	"AWI"	109	7523	9001	8106	0	0	1	23	7	0	0	0	2	0	43	0	0	3	0	76	0	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	113	"AWI"	113	7712	9310	8342	0	0	0	0	1	0	3	0	1	0	28	0	3	1	0	84	1	0	4	0	3
347	355	"Chacaltaya 1"	-16.36667	-68.15	115	"AWI"	115	7770	9493	8454	2	0	0	0	3	0	1	0	6	0	3	0	3	4	0	293	0	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	117	"AWI"	117	7818	9760	8567	0	0	1	91	4	0	0	0	2	0	5	1	0	4	0	337	1	0	0	0	0
347	355	"Chacaltaya 1"	-16.36667	-68.15	119	"AWI"	119	7850	10048	8671	0	0	0	0	0	0	16	0	0	0	1	0	0	1	0	145	3	0	3	1	1
