"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Isoëtes"	"Juniperus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"
1576	1622	"Leading Tickles"	49.47139	-55.47306	275	"AWI"	275	6021	6971	6453	21	0	80	0	0	0	0	138	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	13	0	0	107	8	1	0	0	3	0	0	0	0	0	4	1	1	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	310	"AWI"	310	6975	8672	7759	25	0	129	0	0	0	0	255	0	0	0	0	0	0	4	3	0	2	0	1	0	0	0	3	14	0	0	180	10	3	7	3	0	0	0	3	0	0	1	0	0	0	1
1576	1622	"Leading Tickles"	49.47139	-55.47306	320	"AWI"	320	7277	9063	8145	9	0	66	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	16	0	0	138	9	1	1	0	0	0	0	2	0	0	1	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	330	"AWI"	330	7641	9437	8538	46	0	148	0	0	1	0	290	0	0	0	0	0	0	5	1	0	0	0	0	0	0	3	4	25	0	0	315	25	0	2	2	0	0	0	2	0	0	1	1	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	340	"AWI"	340	8025	9802	8914	14	1	34	0	0	0	0	133	0	0	0	0	0	0	0	1	0	2	0	0	1	0	6	2	44	0	0	167	17	1	2	1	0	0	0	1	0	0	0	1	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	350	"AWI"	350	8399	10145	9291	65	0	18	0	0	0	0	120	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	22	0	0	194	36	0	0	3	0	0	1	0	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	355	"AWI"	355	8610	10294	9482	21	0	16	0	0	1	0	160	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	6	13	0	0	97	12	0	0	0	1	0	0	4	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	360	"AWI"	360	8822	10465	9667	36	0	7	0	0	0	0	161	0	0	0	0	0	1	0	4	0	0	0	0	0	0	4	0	64	0	0	52	14	1	0	2	0	0	0	1	0	0	0	2	0	1	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	365	"AWI"	365	9007	10643	9858	34	0	11	0	0	0	0	211	0	0	0	0	0	0	1	11	1	0	1	0	2	0	3	2	22	0	0	64	10	2	3	2	1	0	0	1	0	0	2	0	0	1	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	370	"AWI"	370	9256	10781	10044	40	0	8	0	0	0	0	228	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	3	34	0	1	63	14	1	2	4	0	0	0	1	1	0	0	0	1	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	375	"AWI"	375	9520	10922	10220	11	0	10	0	0	0	0	168	0	0	0	0	0	0	0	6	0	0	0	0	1	0	6	4	26	0	0	89	11	2	2	0	0	0	0	1	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	380	"AWI"	380	9754	11082	10399	11	0	9	0	0	1	0	137	0	0	0	0	0	0	0	9	0	1	0	0	1	0	2	2	39	0	0	91	18	1	0	2	0	0	0	3	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	385	"AWI"	385	9995	11265	10615	6	0	10	0	0	0	0	171	1	0	0	0	0	0	0	15	0	2	0	0	0	0	2	9	52	0	0	46	7	8	9	0	3	0	0	9	0	0	0	0	0	0	1
1576	1622	"Leading Tickles"	49.47139	-55.47306	390	"AWI"	390	10213	11494	10840	1	0	2	0	0	1	0	218	0	0	0	0	0	0	1	10	0	3	0	0	0	0	0	1	77	0	0	9	8	8	0	2	0	0	0	9	0	0	0	1	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	395	"AWI"	395	10407	11772	11074	1	0	10	0	1	1	0	179	0	0	0	0	0	0	2	16	0	2	0	0	0	0	0	2	63	0	0	8	16	5	1	0	1	0	0	18	0	0	0	0	0	0	1
1576	1622	"Leading Tickles"	49.47139	-55.47306	400	"AWI"	400	10648	11991	11294	0	0	6	0	0	0	0	147	0	0	0	0	0	0	2	40	0	3	0	0	0	0	0	0	88	0	0	5	12	2	0	4	0	0	0	26	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	405	"AWI"	405	10976	12191	11510	1	0	8	0	0	2	0	123	0	0	0	1	0	0	0	62	0	7	0	0	0	0	0	1	40	0	0	19	21	1	0	1	1	0	0	22	0	0	0	0	0	0	2
1576	1622	"Leading Tickles"	49.47139	-55.47306	410	"AWI"	410	11298	12444	11783	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	31	0	2	0	0	0	0	0	0	21	0	1	6	11	1	0	0	0	0	0	7	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	414	"AWI"	414	11505	12984	12132	1	0	7	0	0	0	0	29	0	0	0	0	0	0	0	26	0	6	0	0	0	0	0	0	0	0	0	7	17	5	0	0	2	0	2	4	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	415	"AWI"	415	11538	13181	12217	0	0	16	1	0	2	0	27	0	0	0	0	0	0	0	42	0	1	0	0	0	0	0	0	19	0	0	2	19	4	0	0	0	0	2	5	0	0	0	1	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	416	"AWI"	416	11572	13395	12297	0	0	11	1	0	15	8	25	0	0	0	5	0	0	0	18	0	0	0	0	0	0	0	0	9	0	0	6	38	33	0	0	3	6	11	0	0	3	0	0	0	0	1
1576	1622	"Leading Tickles"	49.47139	-55.47306	420	"AWI"	420	11878	13786	12721	0	0	14	0	0	10	6	6	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	9	0	0	0	23	12	0	0	0	0	8	2	0	0	0	3	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	422.5	"AWI"	422.5	11979	14174.5	12974	0	0	11	1	0	8	0	12	2	0	0	7	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	4	34	21	0	0	0	0	9	1	0	0	0	1	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	425	"AWI"	425	12222	14444	13231	0	0	3	1	0	9	8	15	1	0	0	6	0	0	0	15	0	2	0	0	0	1	0	0	2	0	0	13	25	20	0	0	4	0	2	0	0	0	0	0	0	1	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	427.5	"AWI"	427.5	12429	14624.5	13502.5	3	0	14	2	1	7	4	3	0	0	0	3	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0	3	24	18	0	0	2	0	13	5	0	0	0	0	0	2	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	430	"AWI"	430	12579	14907	13772	0	0	4	0	0	7	0	21	0	0	0	2	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	3	23	12	0	0	0	0	2	4	0	1	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	432.5	"AWI"	432.5	12910	15111.5	14003.5	0	0	1	0	0	5	5	11	0	0	0	3	0	0	0	19	0	1	0	0	0	0	0	0	11	0	0	0	7	16	0	0	0	0	8	12	0	0	0	0	0	0	0
