"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
208	209	"Lac à l'Ange"	47.48167	-70.68472	520	"AWI"	520	11756	15041	13134	0	0	0	4	0	4	8	22	1	0	0	28	0	1	187	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13	0	0	94	0	0	0	5	6	0	0	3	50	0	0	0	0	0	2	0	0	0	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	522	"AWI"	522	11788	15385	13236	0	0	5	0	0	5	0	8	2	0	0	25	0	1	272	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	12	0	0	79	0	0	0	0	11	0	0	0	22	1	0	0	8	1	0	0	1	1	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	523	"AWI"	523	11801	15579	13286	0	0	28	1	0	17	16	21	1	0	0	91	0	7	391	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	56	0	1	218	0	0	0	2	6	0	0	1	94	0	0	1	9	0	0	0	1	2	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	525	"AWI"	525	11839	15933	13383	3	0	55	0	2	24	17	56	8	0	0	78	0	9	693	0	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	139	0	1	385	0	0	0	4	4	0	0	0	57	0	0	0	5	1	6	0	3	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	527	"AWI"	527	11865	16291	13473	0	0	34	1	1	7	0	27	2	0	0	29	0	2	237	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	31	0	0	115	0	0	0	4	3	0	0	0	58	1	0	0	4	0	2	0	0	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	529	"AWI"	529	11975	16465	13586	0	0	20	2	0	13	26	24	1	0	0	50	0	2	310	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	19	31	0	0	130	0	0	0	0	3	0	0	0	83	0	0	0	6	0	1	0	1	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	531	"AWI"	531	12043	16601	13713	0	0	18	2	0	11	16	16	8	0	0	22	0	3	209	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	15	34	0	0	66	0	0	0	3	4	0	0	1	75	0	0	0	4	0	3	0	1	3	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	532	"AWI"	532	12072	16650	13781	0	0	3	0	0	4	0	13	0	0	1	36	0	1	213	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	52	0	0	0	5	4	0	0	0	49	0	0	0	0	1	0	0	0	0	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	533	"AWI"	533	12118	16736	13837	0	0	3	0	0	1	0	1	1	0	0	53	0	2	310	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	82	0	0	0	0	0	0	0	0	38	0	0	0	6	0	0	0	0	1	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	536	"AWI"	536	12229	16991	14020	2	0	8	0	0	10	0	17	1	0	0	49	0	8	366	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	29	0	0	132	0	0	0	0	1	0	0	0	124	0	0	1	0	0	1	0	0	11	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	538	"AWI"	538	12288	17166	14124	0	0	0	1	0	7	6	13	2	0	0	24	0	1	230	0	0	0	0	0	0	2	0	0	7	0	0	0	2	1	0	18	0	0	66	0	0	0	0	2	0	0	0	59	0	0	0	0	0	1	0	0	3	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	539	"AWI"	539	12309	17277	14183	0	0	8	3	0	14	13	36	3	0	1	41	1	15	445	0	0	0	0	0	6	0	0	0	12	0	0	3	1	1	0	50	0	1	163	0	0	0	2	1	0	0	0	58	0	0	1	0	3	1	0	0	14	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	544	"AWI"	544	12426	17918	14445	1	0	4	0	0	14	13	25	0	0	0	35	0	12	230	0	0	0	0	1	0	0	0	0	14	0	0	2	4	0	0	34	0	1	124	0	0	0	4	0	0	0	0	75	0	0	0	0	0	2	0	2	1	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	547	"AWI"	547	12512	18313	14610	0	0	0	0	0	6	0	15	0	0	0	14	0	3	102	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	32	0	0	44	0	0	0	3	0	0	0	0	36	0	0	0	0	0	0	0	1	2	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	550	"AWI"	550	12649	18466	14798	0	0	8	1	0	12	12	26	0	0	0	9	0	11	55	0	0	1	0	0	0	0	0	0	10	0	0	0	5	0	0	40	0	1	35	0	0	0	5	1	0	0	0	0	0	0	0	13	0	0	0	1	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	552	"AWI"	552	12718	18607	14919	1	0	4	0	0	3	0	11	0	0	0	1	0	8	14	0	0	1	0	0	0	0	0	0	4	0	0	2	1	0	0	18	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	555	"AWI"	555	12861	18850	15107	0	0	8	0	0	13	0	36	0	0	0	4	0	5	42	1	0	1	0	0	0	0	0	0	6	0	0	3	12	0	38	57	0	0	50	0	0	0	6	0	1	0	0	59	0	0	0	0	0	1	1	1	1	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	556	"AWI"	556	12899	18911	15178	2	0	7	0	0	8	0	27	1	0	0	6	0	5	34	0	0	0	0	0	3	0	0	0	6	0	0	1	5	0	0	51	0	0	26	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	558	"AWI"	558	12971	19117	15298	1	0	16	0	0	2	0	18	0	0	3	0	0	5	32	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	39	0	0	24	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	561	"AWI"	561	13057	19465	15466	0	0	12	0	0	7	3	20	2	0	0	3	0	3	23	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	37	103	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	565	"AWI"	565	13173	19972	15715	3	0	18	1	0	8	0	38	0	0	1	3	0	16	16	0	0	3	0	0	7	0	6	1	0	0	0	1	1	0	0	0	0	0	28	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	0	"AWI"	0	-146	21	-58	48	0	53	0	0	1	0	322	0	0	1	0	0	7	1	0	0	3	0	4	0	0	14	0	4	0	0	2	0	1	0	21	0	0	21	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	50	"AWI"	50	146	856	450	29	0	42	0	0	0	0	317	1	0	0	0	2	3	4	0	0	1	0	13	3	0	22	0	4	0	0	0	0	0	0	52	0	0	4	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	0	8	7	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	99	"AWI"	99	692	1399	992	41	0	74	0	0	3	0	327	0	0	0	0	0	11	5	0	0	1	0	9	3	0	6	0	0	0	0	1	0	0	95	31	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	150	"AWI"	150	1258	2568	1894	18	0	46	0	0	0	0	317	0	0	0	0	0	0	2	0	0	0	0	10	6	0	13	0	7	0	0	1	0	0	0	126	1	0	4	0	0	0	10	0	0	0	1	0	0	0	0	0	1	0	0	2	3	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	200	"AWI"	200	2335	3360	2804	59	0	51	0	0	3	0	432	0	0	0	2	0	4	3	0	0	0	0	15	6	0	10	1	0	0	0	0	0	0	129	88	0	0	5	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	7	4	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	250	"AWI"	250	3167	4715	3927	52	0	59	1	0	1	0	561	1	0	1	0	0	10	2	0	0	0	0	16	6	0	12	0	0	2	0	2	0	1	0	102	0	0	7	0	0	0	12	0	0	0	0	0	0	0	0	0	3	1	1	3	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	300	"AWI"	300	4531	5661	5100	35	0	69	0	0	1	0	471	0	0	0	0	0	6	4	0	1	0	0	6	0	0	9	0	0	0	0	2	0	0	101	55	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	1	4	7	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	350	"AWI"	350	5494	7070	6291	33	0	39	0	0	0	0	394	0	0	0	0	0	6	2	0	0	0	0	4	6	0	8	0	0	2	0	0	0	0	0	103	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	19	2	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	375	"AWI"	375	6081	7595	6914	20	0	29	0	0	1	0	346	0	0	0	0	0	0	4	0	0	2	0	3	0	0	18	0	0	0	0	0	0	0	0	106	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	4	6	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	400	"AWI"	400	6957	8182	7544	36	0	33	0	0	2	0	775	0	0	3	0	0	5	9	0	0	4	0	4	14	0	15	0	0	1	0	3	0	1	0	196	0	0	6	0	0	0	22	0	0	0	0	0	0	0	0	0	2	0	0	19	9	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	425	"AWI"	425	7521	9713	8474	19	0	20	0	0	0	0	280	0	0	0	0	0	0	1	0	0	2	0	1	0	0	6	0	0	4	0	0	0	1	0	82	1	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	5	0	0	5	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	450	"AWI"	450	8199	10729	9506	38	0	71	3	0	0	0	352	0	0	1	0	0	6	2	0	0	2	0	0	0	0	18	1	3	1	0	5	0	0	0	93	0	0	4	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	465	"AWI"	465	8887	11137	10090	40	0	89	0	0	0	0	182	1	0	0	0	0	0	3	0	0	0	0	0	0	0	33	1	0	0	0	0	0	1	0	55	1	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	480	"AWI"	480	9787	11561	10642	32	0	342	0	0	2	0	202	0	0	0	0	0	10	14	0	0	0	0	0	7	0	17	0	0	1	0	3	0	0	100	84	0	0	7	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	485	"AWI"	485	10046	11722	10826	4	0	424	0	1	0	0	195	2	0	0	0	0	6	8	0	0	1	0	0	3	0	40	0	3	0	0	6	0	0	96	73	0	0	9	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	487	"AWI"	487	10136	11795	10910	0	0	206	3	0	2	0	202	0	0	1	0	0	1	21	0	0	4	0	0	0	2	44	1	0	0	0	0	2	1	107	67	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	488	"AWI"	488	10163	11839	10949	0	0	144	1	0	2	0	159	0	0	0	2	0	2	24	1	0	3	0	0	0	3	41	0	32	0	1	0	1	0	81	72	0	0	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	489	"AWI"	489	10185	11874	10986	2	0	167	0	0	1	0	257	0	0	0	1	0	1	34	1	0	8	0	0	6	0	65	1	59	0	0	0	0	0	82	78	0	0	3	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	490	"AWI"	490	10256	11926	11036	4	0	116	1	1	4	0	234	0	0	1	0	0	0	39	0	0	7	0	0	0	0	43	1	73	1	0	0	0	1	0	54	0	0	12	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	2	11	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	492	"AWI"	492	10523	12013	11188	1	0	0	0	0	5	0	195	0	0	0	2	0	2	40	0	0	1	0	0	0	0	13	0	44	0	0	1	0	0	0	46	0	0	17	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	493	"AWI"	493	10637	12060	11265	2	0	0	0	0	5	0	236	0	0	0	2	0	3	53	1	0	4	0	0	8	0	52	0	88	1	0	0	0	2	57	58	0	0	29	0	0	0	17	0	0	0	0	32	0	0	0	0	1	0	0	3	9	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	495	"AWI"	495	10821	12149	11428	1	0	0	0	0	3	0	169	0	0	0	0	0	1	50	0	0	3	0	1	0	0	17	0	49	0	0	0	0	1	0	36	0	0	15	0	66	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	497	"AWI"	497	10971	12283	11594	1	0	0	0	0	7	0	181	0	0	1	2	0	1	57	0	0	1	0	0	0	0	19	0	30	0	0	0	0	0	14	48	0	0	10	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	498	"AWI"	498	11024	12367	11676	2	0	0	0	0	3	0	141	0	0	0	2	0	1	33	1	0	0	0	0	0	0	19	0	13	0	0	3	0	0	0	43	0	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	500	"AWI"	500	11130	12519	11837	0	0	20	0	0	18	0	192	1	0	0	1	0	1	41	0	0	2	0	0	0	1	17	0	12	0	0	0	1	2	0	35	0	0	12	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
208	209	"Lac à l'Ange"	47.48167	-70.68472	502	"AWI"	502	11205	12718	11992	2	0	0	1	0	21	0	230	0	0	0	2	0	2	51	0	0	2	0	0	0	0	2	0	10	0	0	1	0	0	0	26	0	0	14	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
