"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Grossulariaceae"	"Indeterminable"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rosaceae"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tsuga"	"Ulmus"
301	307	"Boundary Lake"	55.25	-67.4	205	"AWI"	205	6934	8333	7451	1	76	0	0	0	0	121	0	0	0	0	4	0	1	0	0	0	2	0	78	5	3	0	0	0	3	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	210	"AWI"	210	7084	8493	7601	0	92	0	0	1	0	111	0	0	0	0	7	0	0	0	0	0	4	0	61	6	2	0	0	0	2	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	215	"AWI"	215	7423	8777	7876	0	93	0	0	0	0	97	0	0	0	0	6	0	0	0	0	0	2	0	88	4	2	0	0	0	3	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	220	"AWI"	220	7537	9317	8155	1	90	0	0	0	0	118	0	0	0	0	8	0	0	0	0	0	0	0	65	3	4	0	0	0	4	0	0	0	1
301	307	"Boundary Lake"	55.25	-67.4	225	"AWI"	225	7839	9671	8629	0	124	0	0	2	0	104	0	0	0	0	4	0	0	0	0	0	2	0	37	3	3	0	0	0	6	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	230	"AWI"	230	7971	10475	9064	0	131	0	0	1	0	76	0	0	0	0	7	0	0	0	0	0	0	0	20	4	3	0	0	0	4	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	235	"AWI"	235	8429	10686	9521	0	168	0	0	0	0	44	0	0	0	0	8	0	0	0	0	0	0	0	26	3	0	0	0	0	6	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	240	"AWI"	240	8636	11096	9980	0	87	5	0	0	0	77	0	0	0	0	6	1	0	0	1	1	1	0	15	0	8	0	0	0	2	0	0	0	1
301	307	"Boundary Lake"	55.25	-67.4	245	"AWI"	245	9312	11246	10433	0	4	0	0	1	0	15	0	0	0	0	0	0	1	0	0	0	1	0	4	0	1	0	0	0	3	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	250	"AWI"	250	9634	11529	10921	0	7	1	0	1	0	5	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	255	"AWI"	255	10530	11605	11208	0	4	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	1	11	2	1	0	0	0	1	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	260	"AWI"	260	11282	11789	11515	0	13	2	0	1	0	44	0	0	0	0	2	0	1	0	0	0	1	1	23	8	2	0	0	0	2	0	0	0	0
301	307	"Boundary Lake"	55.25	-67.4	262.5	"AWI"	262.5	12352.5	13673.5	13235	0	56	2	0	0	0	73	0	0	0	0	12	0	0	0	0	2	0	0	40	4	3	1	0	0	7	0	0	0	0
