"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Santalaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
798	821	"Tourbière de Farnham"	45.28278	-72.98278	85	"AWI"	85	5664	6760	6286	1	0	24	0	1	4	213	1	2	0	0	0	7	0	12	54	19	36	0	1	0	2	0	0	7	119	1	0	61	0	0	0	2	0	0	0	0	1	166	27	26
798	821	"Tourbière de Farnham"	45.28278	-72.98278	90	"AWI"	90	5813	7260	6603	2	0	5	0	2	0	124	0	2	0	0	0	22	0	0	8	15	6	0	1	7	13	2	0	8	154	1	17	40	0	0	0	1	3	1	1	0	4	61	21	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	100	"AWI"	100	6687	7580	7229	1	0	7	1	1	0	78	0	1	0	0	0	107	0	0	3	24	1	0	0	0	8	0	1	16	281	3	0	65	0	0	2	1	1	0	0	0	2	100	29	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	110	"AWI"	110	7199	8009	7605	0	0	0	0	1	0	32	0	0	0	0	1	15	0	0	2	8	0	0	0	2	2	1	2	0	304	0	0	19	0	0	0	0	2	0	1	0	0	8	16	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	115	"AWI"	115	7380	8100	7742	3	0	13	0	2	2	30	0	0	0	1	0	18	0	0	5	4	2	0	0	0	3	0	0	8	284	2	0	16	0	0	0	1	1	0	0	0	1	20	7	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	120	"AWI"	120	7477	8258	7876	1	0	0	0	0	0	27	0	0	0	0	0	1	0	0	3	4	0	0	0	0	2	0	0	28	208	1	0	21	0	0	0	0	0	0	0	0	0	17	3	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	130	"AWI"	130	7773	8515	8129	2	0	20	0	2	0	24	0	0	0	0	2	1	0	0	1	0	2	1	0	0	10	0	0	35	225	3	0	17	0	0	1	0	0	0	2	1	2	9	9	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	140	"AWI"	140	7934	8850	8352	1	0	16	0	0	0	35	0	0	0	0	0	6	0	0	3	0	2	0	0	0	9	0	0	21	265	2	0	18	0	0	1	0	0	0	0	1	0	17	10	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	150	"AWI"	150	8120	9111	8595	2	0	17	0	1	0	28	0	0	0	0	0	1	0	0	5	7	1	1	0	0	10	0	0	7	293	6	0	17	0	0	0	0	0	0	1	1	0	14	7	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	160	"AWI"	160	8343	9338	8832	4	0	20	1	2	0	15	0	1	0	0	0	6	0	0	1	11	1	0	0	0	16	1	0	8	362	9	0	25	0	0	0	0	4	0	0	0	0	11	7	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	170	"AWI"	170	8592	9546	9068	2	0	11	1	0	0	11	0	0	0	0	0	3	0	0	1	12	1	0	0	0	7	0	0	11	331	6	0	14	1	0	0	0	3	0	0	0	0	7	5	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	180	"AWI"	180	8846	9878	9349	5	0	18	1	0	0	11	0	0	0	0	0	6	1	0	0	12	0	0	0	0	13	0	0	5	379	2	0	23	0	0	0	0	17	0	0	0	0	5	2	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	185	"AWI"	185	9005	10215	9533	14	0	14	1	3	0	18	0	0	0	0	0	7	0	0	0	8	2	0	0	0	3	0	0	24	419	8	0	23	0	0	0	0	1	0	0	0	0	1	12	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	186	"AWI"	186	9020	10301	9568	1	0	8	1	2	0	15	0	0	0	0	0	4	0	0	0	3	0	0	0	0	2	1	0	17	171	8	0	1	0	0	0	0	0	0	0	0	0	0	2	0
