"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Catalpa"	"Celastraceae"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Hypoxidaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Liquidambar"	"Liriodendron"	"Magnolia"	"Malvaceae"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Rhamnus"	"Robinia"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Toxicodendron"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"	"Zanthoxylum"
272	278	"Black Pond"	35.62083	-84.18667	160	"AWI"	160	75	768	284	0	2	2	1	0	0	1	4	0	8	1	7	3	0	0	0	1	0	0	11	1	0	1	10	0	0	1	8	0	0	4	1	0	0	0	0	0	0	0	90	0	0	19	1	0	0	1	73	1	0	1	0	0	107	1	0	0	0	0	0	1	3	0	0	1	0
272	278	"Black Pond"	35.62083	-84.18667	170	"AWI"	170	110	825	312	0	1	0	0	0	0	1	0	0	6	1	7	2	1	1	0	0	1	3	17	0	0	4	18	0	0	0	5	0	0	13	0	0	0	0	0	1	0	1	52	0	1	0	0	0	0	0	53	0	0	0	0	0	129	4	0	0	0	0	0	0	11	0	1	1	0
272	278	"Black Pond"	35.62083	-84.18667	180	"AWI"	180	139	862	343	0	1	1	0	0	0	2	0	0	4	0	15	0	0	2	1	0	0	3	20	0	0	1	27	0	0	1	6	0	0	2	0	0	0	1	1	0	0	0	67	0	0	0	0	1	0	0	71	0	0	0	0	0	99	7	0	0	0	0	0	0	2	0	1	1	0
272	278	"Black Pond"	35.62083	-84.18667	185	"AWI"	185	151	895	358	0	1	0	1	0	0	1	0	0	5	1	22	0	0	1	0	1	0	2	25	0	0	2	34	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	111	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	190	"AWI"	190	164	933	373	0	3	1	0	0	0	7	0	0	7	0	13	1	0	0	0	1	1	7	23	0	0	2	29	0	0	0	5	0	0	2	0	0	0	1	0	0	0	0	89	0	0	0	0	0	0	0	84	0	0	0	0	0	58	2	0	0	0	0	0	0	2	2	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	195	"AWI"	195	172	968	388	0	0	1	0	0	0	2	0	0	5	0	17	0	0	0	0	0	1	3	33	0	0	1	12	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	108	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
272	278	"Black Pond"	35.62083	-84.18667	200	"AWI"	200	181	993	402	0	0	0	0	1	0	4	4	0	2	0	21	0	0	0	1	0	0	3	15	0	0	5	15	0	0	0	6	0	0	9	0	0	0	0	0	0	0	2	117	0	2	0	0	0	0	0	113	0	0	3	0	0	6	1	0	0	0	0	0	0	2	0	1	0	1
272	278	"Black Pond"	35.62083	-84.18667	202.5	"AWI"	202.5	185	1008	408.5	0	1	0	1	3	0	4	0	0	17	0	12	0	0	0	0	0	0	1	21	1	0	0	4	0	0	0	6	0	0	2	0	0	0	0	0	0	0	1	186	0	0	0	0	0	0	0	84	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	205	"AWI"	205	189	1014	415	0	0	0	1	1	0	6	1	0	12	0	18	0	0	0	0	0	0	1	24	0	0	0	8	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	145	0	0	0	0	0	0	0	102	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	207.5	"AWI"	207.5	192	1027.5	421	0	0	0	1	0	0	1	1	0	4	1	13	1	0	0	2	1	0	0	23	0	0	0	13	0	0	0	4	0	0	15	0	0	0	0	0	1	0	0	162	0	0	0	0	0	0	0	92	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	210	"AWI"	210	195	1048	427	0	0	1	0	0	0	2	0	0	17	0	19	0	0	0	4	0	0	0	24	0	0	1	17	0	1	0	3	0	0	9	0	0	0	0	0	2	0	0	146	0	0	0	0	0	0	0	93	0	0	0	0	0	2	1	0	0	0	0	0	0	5	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	212.5	"AWI"	212.5	197.5	1067.5	432.5	0	0	0	0	0	0	1	2	0	11	0	9	0	0	0	0	1	0	1	21	0	0	0	12	0	0	0	6	0	0	7	0	0	0	0	0	1	0	0	155	0	1	0	0	0	0	0	99	0	0	1	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	215	"AWI"	215	200	1085	438	0	0	1	0	0	0	2	0	0	10	1	13	1	0	0	0	0	0	0	18	0	0	0	5	0	0	0	5	0	0	11	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	73	0	0	1	0	0	2	0	0	0	0	0	0	2	7	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	217.5	"AWI"	217.5	309.5	1150	538.5	0	0	0	0	0	0	2	3	0	12	0	13	0	0	1	0	0	0	0	23	0	0	0	5	0	1	0	6	0	0	10	0	0	0	0	0	0	0	1	206	0	1	0	0	0	0	0	53	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	220	"AWI"	220	426	1224	647	0	0	0	0	0	0	4	0	0	9	0	13	0	0	0	0	0	0	1	23	0	0	2	9	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	88	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	222.5	"AWI"	222.5	538	1302	754.5	0	1	0	0	0	0	4	2	0	11	0	31	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	2	0	1	140	0	0	0	0	0	0	0	98	0	0	2	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	225	"AWI"	225	644	1378	863	0	2	0	0	0	0	3	1	0	14	3	26	1	0	1	0	0	1	1	22	0	0	1	9	0	0	0	7	0	0	31	1	0	0	0	0	0	0	2	125	0	0	0	1	0	0	0	87	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
272	278	"Black Pond"	35.62083	-84.18667	227.5	"AWI"	227.5	747.5	1463.5	971	0	0	1	2	0	0	4	0	0	6	0	36	0	0	0	0	0	0	1	38	0	0	0	8	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	91	0	0	4	0	0	3	0	0	0	1	0	0	0	6	1	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	230	"AWI"	230	848	1547	1080	0	0	0	1	0	0	3	3	0	6	1	27	1	0	1	0	0	1	0	33	0	0	2	7	0	2	0	5	0	0	3	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	117	0	0	2	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0
272	278	"Black Pond"	35.62083	-84.18667	232.5	"AWI"	232.5	945	1634	1190.5	0	0	0	0	0	0	4	1	0	8	0	15	0	0	0	0	0	0	2	28	1	0	0	7	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	110	0	0	2	0	0	2	0	0	0	1	0	0	0	10	0	1	0	0
272	278	"Black Pond"	35.62083	-84.18667	235	"AWI"	235	1037	1716	1300	0	0	0	0	0	0	1	1	0	18	0	19	0	0	0	1	0	0	0	28	0	0	0	7	0	1	0	4	0	0	8	0	0	0	0	0	0	0	2	144	0	0	0	0	0	0	0	103	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	237.5	"AWI"	237.5	1124	1812.5	1411.5	0	1	0	0	0	0	1	0	0	13	0	17	2	0	0	0	1	0	0	24	0	0	0	8	0	0	0	7	0	1	6	0	0	0	0	0	0	0	1	147	0	0	0	0	0	0	0	102	0	0	2	0	0	1	0	0	0	1	0	0	0	5	1	1	0	0
272	278	"Black Pond"	35.62083	-84.18667	240	"AWI"	240	1213	1909	1521	0	1	0	3	0	0	3	0	0	12	0	20	0	0	0	0	0	2	2	29	0	0	1	22	0	0	2	6	0	0	11	0	0	0	0	1	0	0	1	80	0	0	0	1	0	0	0	132	0	0	0	0	0	7	0	0	0	0	0	1	0	3	1	0	1	0
272	278	"Black Pond"	35.62083	-84.18667	242.5	"AWI"	242.5	1302.5	2019.5	1632	0	0	1	3	0	0	3	0	0	8	0	13	2	0	0	0	3	1	1	14	0	0	0	0	0	0	0	4	0	0	5	0	0	1	1	1	4	0	0	129	0	0	0	0	0	0	0	127	0	0	1	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	245	"AWI"	245	1389	2133	1742	0	0	0	0	0	0	7	0	0	6	0	13	0	0	0	0	0	3	1	19	0	0	0	13	0	0	0	4	0	0	7	2	0	0	0	0	2	0	0	135	0	0	0	0	0	0	0	108	3	0	1	0	0	0	1	0	0	1	0	0	0	1	3	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	247.5	"AWI"	247.5	1471.5	2250.5	1850.5	0	1	1	2	0	0	8	1	0	16	0	15	1	0	0	0	1	0	1	32	0	0	1	6	0	0	0	6	0	0	8	1	0	0	0	0	1	0	0	153	0	0	0	0	0	0	0	89	1	0	0	0	0	2	0	0	0	4	0	0	0	1	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	250	"AWI"	250	1557	2367	1959	0	0	1	2	0	0	6	2	0	16	0	20	1	0	1	0	3	0	3	40	0	0	1	12	0	0	0	8	0	0	1	0	1	0	0	0	0	0	0	110	0	0	0	1	0	0	0	126	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	257.5	"AWI"	257.5	1807	2742	2284.5	0	2	1	3	0	0	52	1	0	12	0	14	1	0	0	0	1	2	1	36	0	0	2	8	0	0	0	5	0	0	5	0	0	0	0	0	3	0	0	88	0	0	0	0	2	0	0	98	2	0	0	0	0	4	0	0	0	0	0	0	0	7	1	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	260	"AWI"	260	1892	2876	2392	0	0	1	0	0	0	7	2	0	10	0	21	0	0	0	0	0	2	3	45	0	0	2	11	0	0	0	5	0	0	20	1	0	0	0	0	0	0	2	79	0	0	0	0	0	0	0	125	2	0	4	0	0	3	0	0	0	0	0	0	1	13	1	1	0	0
272	278	"Black Pond"	35.62083	-84.18667	262.5	"AWI"	262.5	1971	3003	2501.5	0	0	1	1	0	0	8	1	0	7	1	21	0	0	1	0	0	1	3	44	0	0	1	10	0	0	0	9	0	0	11	2	0	0	0	1	0	0	3	86	0	0	0	0	2	0	0	123	2	0	0	0	0	1	1	0	0	0	1	0	0	17	4	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	265	"AWI"	265	2056	3135	2609	0	1	1	3	0	0	5	3	0	8	0	29	0	0	4	0	0	1	1	24	0	0	4	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0	3	80	0	0	0	0	0	0	0	123	0	0	2	0	0	2	0	0	0	0	0	0	0	18	2	0	1	0
272	278	"Black Pond"	35.62083	-84.18667	267.5	"AWI"	267.5	2131.5	3266	2717.5	0	0	0	0	0	0	2	4	0	5	0	16	0	0	0	0	0	0	2	18	0	0	4	14	0	0	0	4	0	0	8	0	0	0	0	0	0	0	2	77	0	4	0	0	0	0	0	122	1	0	0	0	0	36	6	0	0	0	0	0	0	4	0	0	0	0
272	278	"Black Pond"	35.62083	-84.18667	269	"AWI"	269	2177	3343	2782	0	2	0	1	0	0	2	1	0	4	0	20	1	0	0	0	0	1	0	22	0	0	2	24	0	0	1	4	0	0	2	0	0	0	0	0	0	0	1	100	0	0	0	0	1	0	0	124	0	0	0	0	0	14	1	0	0	0	0	1	0	3	0	0	0	0
