"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Fabaceae"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Ulmus"
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	615	"AWI"	615	30026	31970	30948	0	0.48661800486618	0.24330900243309	1.70316301703163	0	0.72992700729927	0	0	0	0	0	0	0	10.2189781021898	0	0	0	0	0	18.7347931873479	64.720194647202	0	0.97323600973236	0	1.45985401459854	0	0	0	0.72992700729927	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	620	"AWI"	620	30173	32120	31091	0.710900473933649	1.18483412322275	0	0.710900473933649	0	1.4218009478673	0	0	0.23696682464455	0	0	0	0	27.9620853080569	0	0	0	0	0	16.1137440758294	48.3412322274881	0	1.4218009478673	0	0.947867298578199	0	0	0	0.710900473933649	0	0	0	0.23696682464455
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	625	"AWI"	625	30327	32244	31225	0	0.244498777506112	0	1.71149144254279	0	0.488997555012225	0	0	0	0	0	0	0	15.4034229828851	0	0	0	0	0	21.760391198044	57.7017114914425	0	0	0	1.22249388753056	0	0	0	1.46699266503667	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	630	"AWI"	630	30459	32395	31363	0	0	0	0.22075055187638	0	0	0	0	0	0	0	0	0	1.32450331125828	0	0	0	0.441501103752759	0	29.1390728476821	67.7704194260486	0	0	0	0.883002207505519	0	0	0	0.22075055187638	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	635	"AWI"	635	30583	32535	31495	0.441501103752759	0	0.441501103752759	1.76600441501104	0	1.98675496688742	0	0	0	0	0.22075055187638	0	0	27.1523178807947	0	0	0	0	0	7.94701986754967	55.4083885209713	0	0.22075055187638	0	3.09050772626932	0	0	0	0.662251655629139	0	0.662251655629139	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	640	"AWI"	640	30711	32678	31631	0.209205020920502	0	0.418410041841004	0.627615062761506	0	0.836820083682008	0	0	0.209205020920502	0	0	0	0	31.3807531380753	0	0	0.209205020920502	0.209205020920502	0.627615062761506	13.3891213389121	47.907949790795	0	2.51046025104602	0	0.836820083682008	0	0	0	0.418410041841004	0	0.209205020920502	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	645	"AWI"	645	30844	32813	31757	0.21505376344086	0	0	3.44086021505376	0	1.0752688172043	0	0	0	0	0	0	0	23.6559139784946	0	0	0	0	0	11.8279569892473	54.6236559139785	0	1.29032258064516	0	1.93548387096774	0.21505376344086	0	0	1.0752688172043	0	0.43010752688172	0.21505376344086	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	650	"AWI"	650	30986	32946	31882	0.467289719626168	0	0	0.467289719626168	0	0	0	0	0	0	0	0	0	17.7570093457944	0	0	0	0	0	32.7102803738318	47.6635514018692	0	0	0	0.467289719626168	0	0	0	0	0	0.467289719626168	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	655	"AWI"	655	31116	33074	32013	0.27027027027027	0	0	1.62162162162162	0	0	0	0	0	0	0	0	0	22.1621621621622	0	0	0	0	0	20	54.3243243243243	0	0.27027027027027	0	0.540540540540541	0	0	0.27027027027027	0.540540540540541	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	660	"AWI"	660	31242	33224	32142	0	0	0	0.90702947845805	0	0	0	0	0	0	0	0	0	16.3265306122449	0	0	0	0	0.226757369614512	29.9319727891156	47.3922902494331	0	3.17460317460317	0.453514739229025	0.90702947845805	0	0	0	0.680272108843537	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	665	"AWI"	665	31375	33397	32273	0	0	0	0.495049504950495	0	1.98019801980198	0	0	0.495049504950495	0.495049504950495	0.495049504950495	0	0	36.6336633663366	0	0.99009900990099	0	0	0	18.8118811881188	34.6534653465347	0	0.495049504950495	0	2.47524752475248	0	0	0	1.48514851485149	0	0.495049504950495	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	670	"AWI"	670	31498	33588	32416	2.04545454545455	0	0.227272727272727	3.63636363636364	0	0.227272727272727	0	0	0	0.227272727272727	0	0	0	22.2727272727273	0	0	0	0	0	16.8181818181818	39.0909090909091	0	14.3181818181818	0	0.454545454545455	0.454545454545455	0	0	0.227272727272727	0	0	0	0
