"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Lamiaceae"	"Liquidambar"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
505	518	"Cranberry Glades"	38.2	-80.28333	182	"AWI"	182	2896	4983	4110	0	0	12	0	0	5	1	0	81	0	0	11	0	4	0	0	3	0	29	0	0	0	0	0	0	1	0	2	18	22	0	2	1	0	101	0	0	0	0	0	1	0	6	3	0
505	518	"Cranberry Glades"	38.2	-80.28333	202	"AWI"	202	3377	5276	4554	0	0	12	0	0	4	0	0	75	0	0	18	0	2	1	0	9	2	17	0	0	0	0	1	0	0	0	1	19	37	0	1	2	0	97	0	0	0	0	0	3	1	1	1	0
505	518	"Cranberry Glades"	38.2	-80.28333	222	"AWI"	222	3994	5535	4979	0	0	22	1	0	2	0	0	82	0	0	21	0	8	0	0	11	11	18	0	0	0	0	0	0	0	0	2	13	25	0	1	0	0	109	0	1	0	0	1	1	2	1	1	0
505	518	"Cranberry Glades"	38.2	-80.28333	227	"AWI"	227	4193	5591	5093	0	0	17	0	0	0	3	0	86	0	0	20	0	4	1	0	3	20	27	0	0	0	0	0	0	0	0	0	13	21	0	0	0	0	103	0	1	0	0	0	1	0	9	6	0
505	518	"Cranberry Glades"	38.2	-80.28333	232	"AWI"	232	4300	5658	5212	0	0	12	0	0	0	0	0	77	0	1	18	0	6	0	0	3	59	21	0	0	0	0	2	1	3	0	0	15	25	0	0	0	0	97	0	0	0	0	0	1	0	24	1	0
505	518	"Cranberry Glades"	38.2	-80.28333	242	"AWI"	242	4825	5770	5423	0	0	9	0	0	0	0	0	51	0	2	15	0	9	0	0	3	11	23	0	0	0	0	2	0	0	0	2	9	29	0	5	0	0	95	0	0	0	0	1	1	1	40	3	0
505	518	"Cranberry Glades"	38.2	-80.28333	252	"AWI"	252	5363	5866	5629	0	5	36	0	0	1	1	0	53	0	15	12	0	10	0	0	8	10	18	0	0	0	0	0	0	0	0	2	4	26	0	2	2	0	91	0	0	0	0	1	0	1	50	3	0
505	518	"Cranberry Glades"	38.2	-80.28333	262	"AWI"	262	5585	6246	5899	1	0	88	1	2	0	0	0	46	0	38	13	0	8	0	0	7	17	29	7	0	3	0	2	0	1	0	1	4	13	0	1	1	1	114	0	0	0	0	0	3	1	37	2	1
505	518	"Cranberry Glades"	38.2	-80.28333	282	"AWI"	282	5839	7350	6438	0	0	31	1	0	0	0	0	53	0	4	12	0	17	0	0	3	141	32	0	0	0	0	0	0	1	1	1	5	9	0	2	1	0	110	0	0	0	0	0	0	0	39	6	0
505	518	"Cranberry Glades"	38.2	-80.28333	302	"AWI"	302	6233	7868	7043	0	0	59	1	1	1	0	0	30	0	1	11	0	15	1	0	30	0	15	0	1	0	0	0	0	0	0	1	2	12	0	1	0	0	109	0	0	0	0	1	6	1	77	4	0
505	518	"Cranberry Glades"	38.2	-80.28333	322	"AWI"	322	7010	8217	7762	0	6	180	0	0	0	0	0	57	0	0	3	0	21	0	0	63	4	14	0	0	5	0	0	0	0	0	7	7	9	0	1	5	0	111	0	0	0	0	0	2	4	34	2	1
505	518	"Cranberry Glades"	38.2	-80.28333	332	"AWI"	332	8119	9377	8565	0	0	120	0	0	0	0	0	52	0	0	9	0	24	2	0	36	0	13	0	0	4	1	1	0	0	1	5	4	9	0	5	1	0	113	0	0	0	0	3	1	0	48	2	0
505	518	"Cranberry Glades"	38.2	-80.28333	337	"AWI"	337	8191	10503	8948	1	2	282	1	0	0	2	0	30	0	0	6	0	22	1	0	108	0	6	0	0	0	1	0	0	0	0	6	9	13	0	2	3	1	96	1	0	0	0	24	1	1	76	1	0
505	518	"Cranberry Glades"	38.2	-80.28333	342	"AWI"	342	8269	11614	9353	1	0	120	2	0	0	0	0	32	0	0	5	0	32	4	0	22	0	3	0	0	0	0	0	0	0	0	4	24	20	0	1	1	0	58	1	0	0	0	10	1	0	103	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	347	"AWI"	347	8667	12187	10403	10	0	123	0	0	0	0	0	34	1	0	11	1	0	1	0	42	0	1	0	0	0	0	0	0	1	1	5	42	23	0	0	2	0	39	1	0	0	0	12	0	3	107	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	352	"AWI"	352	8860	12783	11546	19	0	90	0	0	0	0	0	34	0	0	5	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	15	40	23	0	0	3	0	27	0	0	0	0	3	1	3	108	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	362	"AWI"	362	9162	14362	13817	14	0	33	0	0	2	0	0	26	0	0	5	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	11	75	44	0	0	3	0	21	0	0	0	0	5	3	0	81	2	0
505	518	"Cranberry Glades"	38.2	-80.28333	363	"AWI"	363	9193	14593	14016	24	0	24	0	0	0	1	0	8	0	0	2	0	0	0	0	27	0	1	0	0	0	2	0	0	0	0	4	91	67	0	0	8	0	25	0	0	0	0	5	5	0	25	2	0
505	518	"Cranberry Glades"	38.2	-80.28333	364	"AWI"	364	9214	14660	14075	3	0	5	0	0	0	2	0	5	0	0	0	1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	120	107	0	0	17	0	8	0	0	0	0	2	5	0	0	1	0
505	518	"Cranberry Glades"	38.2	-80.28333	368	"AWI"	368	9330	14742	14136	15	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	1	99	126	0	0	9	0	3	0	0	0	0	2	1	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	372	"AWI"	372	9449	14852	14195	8	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	39	0	0	0	0	0	0	0	0	0	0	1	119	106	0	0	3	0	2	0	0	0	0	2	5	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	382	"AWI"	382	9694	15200	14323	3	0	0	2	0	2	2	0	1	0	0	0	14	0	0	0	120	0	0	0	0	0	0	0	0	0	0	1	46	48	0	0	45	0	1	0	0	0	0	1	4	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	392	"AWI"	392	9964	15426	14483	3	0	0	2	0	0	1	0	2	0	0	0	20	0	0	0	68	0	0	0	0	0	0	0	0	0	0	2	22	29	0	0	15	0	3	0	0	0	0	1	5	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	412	"AWI"	412	10503	15921	14796	3	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	43	79	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	432	"AWI"	432	11023	16411	15113	1	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	67	71	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	452	"AWI"	452	11614	16859	15450	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	37	37	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	472	"AWI"	472	12141	17285	15778	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	45	84	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	492	"AWI"	492	12653	17677	16120	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	53	80	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	502	"AWI"	502	12976	17831	16282	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	67	133	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	506	"AWI"	506	13112	17902	16347	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	69	125	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	512	"AWI"	512	13252	18019	16448	4	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	51	121	0	0	26	0	0	0	0	0	0	0	2	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	562	"AWI"	562	14707	18998	17306	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	44	54	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
505	518	"Cranberry Glades"	38.2	-80.28333	641	"AWI"	641	17078	20454	18656	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	38	9	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0
