"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Aextoxicon"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Aristotelia"	"Artemisia"	"Asteraceae"	"Azara"	"Brassicaceae"	"Caryophyllaceae"	"Columelliaceae"	"Coriariaceae"	"Cyperaceae"	"Dasyphyllum"	"Drimys"	"Embothrium"	"Ericales"	"Escallonia"	"Eucryphia"	"Fuchsia"	"Gesneriaceae"	"Griselinia"	"Grossulariaceae"	"Gunneraceae"	"Hydrangea"	"Indeterminable"	"Isoëtes"	"Laurelia"	"Lomatia"	"Loranthaceae"	"Maytenus"	"Misodendraceae"	"Myrtaceae"	"Nothofagus"	"Pilgerodendron"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Pseudopanax"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Santalaceae"	"Saxegothaea"	"Solanaceae"	"Urticaceae"	"Verbenaceae"	"Weinmannia"
342	350	"Caunahue"	-40	-72	480	"AWI"	480	6157	7067	6455	8	0	0	0	0	0	0	1	0	0	1	0	3	2	2	0	0	1	8	2	4	0	0	1	13	4	0	2	2	0	0	5	6	0	0	0	24	1	0	0	0	1	0	0	1	0	4	3
342	350	"Caunahue"	-40	-72	520	"AWI"	520	6490	7732	6999	6	0	0	0	1	0	0	3	0	0	1	0	2	1	0	0	4	2	13	0	0	0	0	0	25	1	0	0	2	0	0	9	4	0	0	0	12	2	0	0	0	0	0	0	0	0	0	10
342	350	"Caunahue"	-40	-72	540	"AWI"	540	6582	8648	7440	12	0	0	2	0	0	0	2	0	0	0	0	2	1	1	0	0	0	35	0	1	0	0	0	30	12	0	7	1	0	0	7	4	165	0	0	19	3	2	1	0	0	0	0	0	0	0	18
342	350	"Caunahue"	-40	-72	560	"AWI"	560	6853	9275	7864	5	1	0	0	0	0	0	4	0	0	0	0	4	1	0	0	0	0	18	0	0	0	0	0	15	7	0	3	1	0	0	5	2	0	0	0	15	3	3	0	0	0	2	0	0	0	0	10
342	350	"Caunahue"	-40	-72	580	"AWI"	580	7120	9525	8347	7	1	0	0	1	0	0	4	0	0	1	0	2	0	4	0	1	0	19	1	0	0	0	0	18	7	1	2	0	0	1	8	2	201	0	1	18	0	0	1	0	0	1	0	0	0	0	7
342	350	"Caunahue"	-40	-72	600	"AWI"	600	7310	9954	8804	10	0	0	0	4	0	0	10	0	1	0	0	2	0	0	0	1	0	13	0	0	0	0	1	32	4	2	4	1	0	0	1	6	134	0	0	17	0	4	0	0	0	0	0	0	0	0	15
342	350	"Caunahue"	-40	-72	620	"AWI"	620	8119	10086	9187	7	0	0	0	1	0	0	15	0	0	1	0	2	1	1	0	1	8	57	0	1	0	0	1	34	6	1	5	0	0	0	3	8	144	0	1	18	0	4	0	0	0	0	0	0	0	0	38
342	350	"Caunahue"	-40	-72	640	"AWI"	640	8740	10240	9614	8	1	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	3	55	1	0	0	0	2	16	8	4	2	0	0	1	2	8	0	1	0	17	0	0	0	0	0	4	0	1	0	0	18
342	350	"Caunahue"	-40	-72	660	"AWI"	660	9151	10451	9939	13	2	0	0	2	0	0	10	3	0	0	5	0	0	2	0	1	1	51	1	0	3	0	0	36	4	2	1	3	0	1	2	4	120	0	0	8	0	1	0	1	1	1	0	0	0	0	68
342	350	"Caunahue"	-40	-72	680	"AWI"	680	9566	10548	10153	13	2	0	2	6	0	0	9	0	0	0	0	1	0	2	0	1	1	38	1	3	2	0	0	31	4	2	1	2	0	2	3	3	129	1	1	15	0	0	0	0	0	0	0	0	0	0	64
342	350	"Caunahue"	-40	-72	700	"AWI"	700	9730	10803	10336	11	1	0	0	1	0	0	3	0	0	2	0	1	0	1	0	0	2	33	2	0	3	0	1	26	0	2	5	3	0	2	1	6	0	0	0	14	1	1	0	0	0	1	0	0	0	0	46
342	350	"Caunahue"	-40	-72	720	"AWI"	720	9904	10882	10442	14	2	0	2	6	0	4	4	0	0	2	1	3	1	0	1	2	10	4	0	1	0	0	0	57	13	7	1	1	1	3	8	12	0	0	0	26	0	3	0	0	0	1	1	0	0	1	58
342	350	"Caunahue"	-40	-72	740	"AWI"	740	10025	10982	10546	11	0	0	0	7	0	0	13	0	1	1	0	1	1	1	0	1	5	0	0	1	0	0	1	37	5	2	0	3	0	0	4	12	129	1	0	27	0	5	0	0	0	2	2	0	0	2	58
342	350	"Caunahue"	-40	-72	760	"AWI"	760	10185	11084	10661	10	0	0	0	13	0	0	4	1	0	0	0	0	6	0	0	0	2	3	1	0	0	0	1	42	3	0	2	4	0	1	4	6	0	1	0	16	0	0	0	1	0	0	0	0	0	0	100
342	350	"Caunahue"	-40	-72	780	"AWI"	780	10374	11183	10801	16	0	0	0	6	0	0	12	0	0	1	0	0	0	1	0	2	9	2	1	0	1	0	0	35	4	4	3	4	0	0	5	14	194	0	0	19	0	0	0	0	0	0	0	0	0	0	106
342	350	"Caunahue"	-40	-72	800	"AWI"	800	10473	11446	10955	13	0	1	0	0	0	0	11	0	0	0	0	2	2	0	0	3	7	1	0	0	1	1	0	52	0	2	1	6	0	0	2	19	0	0	0	13	0	1	0	0	0	0	0	0	0	0	47
342	350	"Caunahue"	-40	-72	820	"AWI"	820	10750	11623	11175	20	1	0	0	2	0	0	5	0	0	1	0	2	0	2	0	4	3	1	1	0	0	0	0	35	15	3	2	0	0	0	3	9	0	1	2	10	0	0	2	0	0	0	0	0	0	0	77
342	350	"Caunahue"	-40	-72	860	"AWI"	860	11089	12136	11578	18	0	0	0	4	0	0	31	0	0	2	0	1	0	2	0	2	2	0	2	0	0	0	0	35	10	3	4	2	0	1	11	20	0	0	2	19	0	3	0	0	0	0	0	0	2	3	17
342	350	"Caunahue"	-40	-72	870	"AWI"	870	11191	12174	11650	15	0	0	0	1	0	0	30	0	0	0	0	2	0	4	0	2	0	0	3	0	0	0	0	9	0	4	0	1	0	0	9	14	0	2	0	23	0	0	0	0	1	0	0	0	0	0	17
342	350	"Caunahue"	-40	-72	880	"AWI"	880	11254	12226	11720	20	0	0	0	3	0	0	3	0	0	0	0	4	0	0	2	2	8	1	1	0	1	0	1	65	1	1	1	1	0	0	12	21	226	1	0	16	0	2	0	0	0	4	2	0	0	0	20
342	350	"Caunahue"	-40	-72	910	"AWI"	910	11391	12411	11915	11	2	0	0	4	0	0	11	0	0	1	0	2	0	3	0	1	2	0	2	0	0	0	0	39	6	2	2	1	0	1	19	29	244	1	1	21	0	1	2	0	1	0	1	0	0	0	3
342	350	"Caunahue"	-40	-72	930	"AWI"	930	11489	12484	12032	3	0	0	0	2	0	0	20	0	0	2	0	0	0	1	0	2	4	0	1	0	0	0	0	27	5	7	0	0	0	0	12	21	0	1	1	11	0	3	0	0	0	0	0	0	0	0	8
342	350	"Caunahue"	-40	-72	960	"AWI"	960	11654	12625	12227	15	1	0	0	3	0	0	10	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	45	0	2	3	2	1	0	7	8	213	1	3	13	0	0	0	0	0	0	0	0	0	0	4
342	350	"Caunahue"	-40	-72	990	"AWI"	990	11841	12877	12463	16	0	0	0	4	0	2	35	6	0	1	0	2	0	2	0	2	2	0	0	0	1	0	0	15	5	3	1	0	0	1	15	23	324	0	1	31	3	6	0	0	0	0	0	0	0	0	6
342	350	"Caunahue"	-40	-72	1010	"AWI"	1010	12047	13065	12608	13	0	0	2	4	0	0	6	0	0	3	0	1	0	1	0	1	1	0	1	0	0	0	1	26	3	0	0	0	0	0	7	24	0	1	0	13	0	2	0	0	0	1	0	0	0	0	0
342	350	"Caunahue"	-40	-72	1040	"AWI"	1040	12485	13246	12848	24	4	0	0	0	0	0	8	0	0	0	0	2	0	0	0	3	3	0	1	0	0	0	1	18	2	2	0	0	0	0	6	14	0	0	0	15	1	1	1	0	0	0	0	0	0	0	1
342	350	"Caunahue"	-40	-72	1050	"AWI"	1050	12556	13350	12933	12	1	0	0	4	0	0	8	0	0	1	0	3	0	0	0	6	4	0	2	0	1	0	0	40	5	13	1	2	0	1	15	23	244	0	0	15	2	2	1	0	1	1	1	0	0	0	1
342	350	"Caunahue"	-40	-72	1070	"AWI"	1070	12802	13591	13161	11	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	7	8	0	0	0	1	13	22	0	1	0	13	0	1	0	0	0	0	0	0	0	0	2
342	350	"Caunahue"	-40	-72	1073	"AWI"	1073	12818	13638	13197	12	0	0	0	1	0	0	3	1	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	28	2	12	0	1	0	0	8	11	195	0	0	21	0	1	1	0	0	0	1	1	0	0	1
342	350	"Caunahue"	-40	-72	1088	"AWI"	1088	12884	13992	13362	9	0	0	0	0	0	0	3	0	0	1	0	7	0	3	0	3	1	0	0	0	0	0	1	34	1	13	0	0	1	1	15	17	0	0	0	13	1	4	1	1	0	1	0	0	0	0	0
342	350	"Caunahue"	-40	-72	1099	"AWI"	1099	12922	14301	13476	15	1	0	0	0	0	4	1	1	0	1	0	4	0	0	0	0	3	0	1	0	0	0	2	25	11	1	0	0	0	1	9	22	0	0	3	20	0	0	3	1	1	0	0	0	0	0	0
342	350	"Caunahue"	-40	-72	1125	"AWI"	1125	13157	14541	13771	5	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	1	20	10	12	5	1	0	1	11	9	0	2	1	12	1	1	1	0	0	0	0	1	0	0	0
342	350	"Caunahue"	-40	-72	1163	"AWI"	1163	13482	14951	14218	8	2	0	0	2	0	0	2	0	0	0	0	3	0	0	0	1	1	0	2	0	0	0	0	26	5	17	0	2	0	3	8	10	215	1	1	16	2	5	1	0	0	1	0	0	0	0	0
342	350	"Caunahue"	-40	-72	1168	"AWI"	1168	13560	14974	14274	7	0	0	0	0	0	3	14	0	0	1	0	5	0	1	0	2	0	0	0	0	0	0	1	43	12	18	2	2	0	1	13	16	0	2	1	26	2	2	2	0	0	0	0	1	2	0	0
342	350	"Caunahue"	-40	-72	1195	"AWI"	1195	13815	15180	14610	3	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	2	10	2	0	0	1	3	11	0	0	0	9	2	0	1	0	0	0	0	0	0	0	0
342	350	"Caunahue"	-40	-72	1219	"AWI"	1219	14227	15364	14880	4	0	1	0	0	0	4	1	2	0	1	0	4	1	3	0	1	1	0	1	0	0	1	4	17	6	3	2	1	0	4	37	29	184	1	0	15	1	0	1	0	1	0	0	0	0	0	0
342	350	"Caunahue"	-40	-72	1239	"AWI"	1239	14447	15529	15120	1	0	0	0	0	0	0	2	0	1	0	0	3	0	1	0	1	0	0	2	0	0	0	0	14	4	9	0	3	0	1	27	19	0	5	2	21	1	0	1	1	0	0	0	0	0	0	0
342	350	"Caunahue"	-40	-72	1259	"AWI"	1259	14649	15825	15338	6	2	1	0	4	1	5	0	2	0	1	0	2	0	3	1	8	1	0	2	0	0	1	1	7	8	4	0	2	0	4	7	13	0	1	0	29	0	0	2	0	0	2	1	0	0	0	0
342	350	"Caunahue"	-40	-72	1299	"AWI"	1299	14974	16522	15728	3	3	0	0	1	4	6	0	3	1	0	0	0	0	1	0	8	0	0	0	0	0	0	3	0	8	1	0	0	0	1	1	11	154	4	8	20	1	1	0	1	0	0	1	0	0	0	2
342	350	"Caunahue"	-40	-72	1399	"AWI"	1399	16090	17500	16806	3	4	0	0	0	3	10	0	1	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	1	5	2	0	0	0	0	1	13	137	0	3	49	0	1	0	2	1	0	0	0	0	0	0
342	350	"Caunahue"	-40	-72	1502	"AWI"	1502	16695	19299	17717	0	7	0	0	1	3	29	1	1	0	0	0	0	0	0	0	8	5	0	0	0	0	0	4	0	5	0	0	0	0	0	0	13	112	0	8	37	0	0	0	0	0	0	0	0	0	0	0
