"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fabaceae"	"Fraxinus"	"Juglans"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Quercus"	"Salix"	"Tilia"	"Ulmus"
478	489	"Clear Lake"	43.121856	-93.439296	720	"AWI"	720	8215	8988	8549	0	2	0	28	28	72	3	4	1	5	81	0	3	0	0	4	5	22	2	82	38	6	1	18
478	489	"Clear Lake"	43.121856	-93.439296	740	"AWI"	740	8415	9286	8803	0	1	3	33	25	60	2	7	1	3	48	2	0	0	0	4	1	27	1	77	37	7	0	16
478	489	"Clear Lake"	43.121856	-93.439296	760	"AWI"	760	8654	9606	9055	2	5	4	17	25	73	4	11	6	4	27	0	7	6	0	9	8	27	1	60	83	3	1	49
478	489	"Clear Lake"	43.121856	-93.439296	780	"AWI"	780	8960	9908	9301	1	6	1	19	8	55	1	12	1	2	17	0	6	3	0	6	3	19	2	37	133	6	1	68
478	489	"Clear Lake"	43.121856	-93.439296	800	"AWI"	800	9240	10413	9691	0	0	3	18	11	49	6	6	2	4	17	0	0	0	0	13	3	15	1	29	88	4	0	46
478	489	"Clear Lake"	43.121856	-93.439296	840	"AWI"	840	9878	11665	10741	0	11	1	4	3	15	1	28	2	2	4	0	19	0	2	25	0	19	1	11	64	2	1	182
478	489	"Clear Lake"	43.121856	-93.439296	860	"AWI"	860	10388	12060	11293	4	13	7	12	8	8	11	17	4	3	7	0	43	7	3	10	6	44	1	11	137	3	3	145
478	489	"Clear Lake"	43.121856	-93.439296	880	"AWI"	880	11093	12446	11825	23	3	38	5	16	13	49	0	5	1	16	0	31	0	6	7	78	6	0	15	32	3	0	39
478	489	"Clear Lake"	43.121856	-93.439296	910	"AWI"	910	11463	13047	12266	8	2	2	4	3	13	9	11	7	5	14	0	44	0	5	20	12	22	0	4	109	3	3	103
478	489	"Clear Lake"	43.121856	-93.439296	920	"AWI"	920	11561	13287	12404	2	3	12	8	8	21	7	11	3	0	20	0	20	0	0	15	32	23	0	16	81	6	1	91
478	489	"Clear Lake"	43.121856	-93.439296	940	"AWI"	940	11796	13684	12693	5	2	11	4	24	17	5	1	7	1	10	0	64	0	1	26	83	5	0	12	12	1	0	18
478	489	"Clear Lake"	43.121856	-93.439296	960	"AWI"	960	12040	14050	12989	1	1	2	1	10	20	1	1	0	4	9	0	44	0	4	5	212	2	0	7	8	3	0	4
478	489	"Clear Lake"	43.121856	-93.439296	980	"AWI"	980	12275	14403	13291	0	1	11	5	44	13	2	1	12	37	43	0	6	0	17	2	192	10	0	25	16	1	0	1
478	489	"Clear Lake"	43.121856	-93.439296	990	"AWI"	990	12384	14623	13432	1	0	0	1	8	0	0	0	2	29	15	0	0	0	1	3	53	4	0	6	3	1	0	0
478	489	"Clear Lake"	43.121856	-93.439296	1010	"AWI"	1010	12661	14930	13723	0	0	1	1	7	6	1	1	4	16	20	0	0	0	2	2	60	15	0	3	1	1	0	0
