"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
1534	1572	"Lac à Magie"	44.26389	-66.07917	839	"AWI"	839	11367	11936	11659	2	0	7	0	1	2	0	47	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	14	823	0	0	0	38	0	0	5	0	0	9	0	0	13	0	0	0	9	1	4	2	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	840	"AWI"	840	11410	11975	11700	0	0	0	0	0	3	0	71	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	21	497	0	0	0	33	0	1	3	0	0	7	0	0	4	0	0	0	12	0	1	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	841	"AWI"	841	11453	12018	11741	2	0	16	0	1	1	0	68	0	0	0	0	0	0	0	0	2	26	0	0	0	0	0	0	0	26	297	0	0	1	51	0	0	6	0	0	5	0	0	4	0	0	0	5	0	2	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	842	"AWI"	842	11498	12057	11785	1	0	19	0	1	1	0	67	0	0	0	1	0	1	0	1	0	11	0	0	0	0	0	0	0	31	237	0	0	0	37	0	0	6	0	0	13	0	0	0	0	0	0	7	1	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	844	"AWI"	844	11582	12154	11873	2	0	12	0	0	3	0	55	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	0	0	20	294	0	0	1	40	0	0	3	0	0	10	0	0	1	0	0	0	8	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	846	"AWI"	846	11662	12250	11964	0	0	13	0	1	1	0	52	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	22	256	0	0	0	49	0	0	3	0	0	6	0	0	1	0	0	0	10	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	848	"AWI"	848	11753	12337	12057	1	0	22	0	0	3	0	47	0	0	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	16	290	0	0	0	57	0	1	4	0	0	26	0	0	6	0	0	0	9	0	2	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	850	"AWI"	850	11845	12425	12151	0	0	15	0	4	0	0	41	0	1	0	0	0	0	0	1	0	24	1	0	0	1	0	0	0	21	223	0	0	0	70	0	0	1	0	0	4	0	0	4	0	0	0	12	1	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	852	"AWI"	852	11932	12512	12242	0	0	19	1	0	0	0	58	0	0	2	0	0	1	0	0	4	28	0	0	0	0	0	0	0	22	372	0	0	0	73	0	0	5	0	0	20	0	0	0	0	0	0	6	1	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	854	"AWI"	854	12031	12585	12340	0	0	11	0	0	0	0	58	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	13	341	0	0	0	76	0	0	7	0	0	16	0	0	3	0	0	0	10	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	856	"AWI"	856	12122	12665	12443	1	0	10	0	1	4	0	51	0	0	0	0	0	0	0	1	3	17	0	0	0	0	0	0	0	37	349	0	0	0	68	0	0	3	0	0	19	0	0	3	0	0	0	2	1	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	857	"AWI"	857	12166	12715	12489	1	0	16	0	2	5	0	39	0	1	1	0	0	0	0	1	1	19	0	0	0	0	0	0	0	31	382	0	0	1	63	0	0	3	0	0	24	0	0	3	0	0	0	7	0	2	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	858	"AWI"	858	12202	12781	12532	0	0	18	0	3	2	0	40	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	17	305	0	0	0	77	0	0	1	0	0	32	0	0	7	0	0	0	5	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	859	"AWI"	859	12245	12834	12577	0	0	16	0	1	1	0	31	0	0	0	0	0	0	0	0	7	16	1	0	0	0	0	0	0	17	470	0	0	1	77	0	0	4	0	0	17	0	0	8	0	0	0	5	1	0	1	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	860	"AWI"	860	12285	12895	12621	0	0	0	0	0	3	0	35	0	0	0	0	0	1	0	0	7	10	1	0	0	0	0	0	0	24	491	0	0	0	77	0	0	9	0	0	26	0	0	7	0	0	0	12	0	0	1	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	862	"AWI"	862	12367	13002	12706	0	0	0	0	1	2	0	33	0	0	0	0	0	0	0	1	20	16	0	0	0	0	0	0	0	36	156	0	0	0	74	0	0	5	0	0	34	0	0	16	0	0	0	3	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	864	"AWI"	864	12454	13109	12799	0	0	0	0	1	4	0	33	0	0	0	0	0	0	0	1	25	6	0	0	0	0	0	0	0	21	26	0	0	0	76	0	0	5	0	0	27	0	0	8	0	0	0	6	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	866	"AWI"	866	12538	13210	12889	1	0	7	0	0	2	0	36	0	0	0	0	0	0	0	2	22	14	0	0	0	0	0	0	0	42	5	0	0	0	77	0	0	6	0	0	60	0	0	15	0	0	0	8	0	0	1	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	868	"AWI"	868	12625	13310	12980	0	0	4	0	0	3	0	24	0	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	20	0	0	0	0	72	0	1	7	0	0	34	0	0	13	0	0	0	8	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	870	"AWI"	870	12709	13408	13070	0	0	0	1	4	3	0	48	0	0	0	0	0	0	0	1	23	8	0	0	0	1	0	0	0	21	0	0	0	0	137	0	0	13	0	0	35	0	0	18	0	0	0	7	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	872	"AWI"	872	12803	13505	13161	1	0	0	1	2	3	0	32	0	0	0	0	0	0	0	0	47	14	0	0	0	0	0	0	0	31	0	0	0	0	110	0	0	10	0	0	35	0	0	17	0	0	0	6	1	1	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	874	"AWI"	874	12898	13595	13253	1	0	0	0	0	2	0	45	0	0	0	0	0	0	0	0	56	7	0	0	0	0	0	6	0	6	1	1	0	0	116	0	2	8	0	0	48	1	9	19	0	0	0	5	0	0	1	1	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	876	"AWI"	876	12989	13694	13344	0	0	0	1	0	1	0	49	0	0	0	0	0	0	0	1	69	13	0	0	0	0	0	0	0	34	2	0	0	1	91	0	1	7	0	0	50	0	0	20	0	0	0	10	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	878	"AWI"	878	13090	13786	13440	0	0	0	0	0	2	0	39	0	0	0	0	0	0	0	3	81	5	0	0	1	0	0	0	0	20	4	0	0	0	64	0	1	5	0	0	55	1	0	3	0	0	0	1	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	880	"AWI"	880	13181	13869	13530	1	0	0	0	1	4	0	54	0	0	0	0	1	0	0	0	60	8	0	0	0	0	0	0	0	21	6	0	0	2	27	0	0	2	0	0	40	0	0	5	0	0	0	5	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	882	"AWI"	882	13279	13954	13621	0	0	0	0	1	0	0	56	0	0	0	1	0	1	0	0	27	18	0	0	0	1	0	0	0	26	5	0	0	0	45	0	0	4	0	0	41	0	0	21	0	0	0	18	1	0	1	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	884	"AWI"	884	13377	14044	13710	1	0	0	0	0	1	0	46	0	0	0	0	0	0	0	2	14	15	0	0	0	0	0	0	1	24	3	0	0	1	45	0	0	20	0	0	28	0	0	26	0	0	0	15	0	0	0	0	1
1534	1572	"Lac à Magie"	44.26389	-66.07917	886	"AWI"	886	13490	14136	13803	0	0	0	0	3	5	0	57	0	0	0	0	0	0	0	0	4	27	1	0	0	0	0	2	0	19	5	0	0	0	58	0	1	11	0	0	10	0	0	25	0	0	0	15	0	0	1	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	888	"AWI"	888	13597	14225	13894	0	0	0	0	3	5	0	65	0	0	0	2	1	0	0	2	5	29	1	11	0	0	0	0	0	21	12	0	0	0	50	0	1	13	0	0	8	0	0	9	0	0	0	21	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	890	"AWI"	890	13714	14309	13993	0	0	0	0	3	1	0	66	0	0	0	0	1	0	0	0	9	19	1	19	1	0	0	0	0	7	19	0	0	0	57	0	0	15	0	0	150	0	9	13	1	0	0	9	0	0	1	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	892	"AWI"	892	13798	14414	14079	1	0	0	0	6	6	0	51	0	0	0	0	1	0	0	1	1	31	5	20	1	0	0	0	0	9	133	2	0	0	11	0	1	7	0	0	17	0	0	11	1	0	0	30	0	0	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	894	"AWI"	894	13865	14535	14163	0.5	0	21	0	0	6	8	39	0	0	0	0	1	0	0	0	0	42	0	0	0	0	0	0	0	11	0	0	0	0	4	0	1	1	8	0	17	0	0	6	3	2	0	33	2	0	1	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	896	"AWI"	896	13935	14644	14251	0	0	27	0	0	9	0	48	1	0	0	0	10	0	0	0	0	72	0	0	0	0	0	0	1	25	28	0	0	0	0	1	0	3	7	0	19	0	0	6	0	0	0	23	4	0	0	0	0
