"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
353	361	"Chase Pond"	45.65139	-60.675	511	"AWI"	511	11279	12189	11630	0	0	8	0	0	0	10	129	0	0	0	0	0	0	1	13	0	20	3	0	4	1	13	0	1	109	0	1	5	27	0	15	0	5	0	0	9	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	514	"AWI"	514	11362	12320	11729	0	0	10	0	0	3	0	89	0	0	1	0	0	0	1	24	1	8	6	0	1	0	6	0	0	4	0	1	0	28	0	32	0	9	0	0	11	0	0	0	1	0	0
353	361	"Chase Pond"	45.65139	-60.675	516	"AWI"	516	11484	12372	11793	1	0	10	0	0	2	0	95	0	0	1	1	0	1	1	58	0	16	11	0	1	0	13	0	0	8	1	0	0	28	0	24	0	3	0	2	15	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	517	"AWI"	517	11525	12401	11830	0	0	0	0	0	4	0	77	3	0	2	1	0	0	0	87	0	12	16	0	0	0	10	0	0	9	1	2	0	22	0	24	0	3	0	3	18	0	0	0	0	2	0
353	361	"Chase Pond"	45.65139	-60.675	518	"AWI"	518	11555	12444	11870	0	0	21	0	0	10	6	58	0	0	0	3	0	0	1	63	0	4	1	0	0	0	29	0	1	0	0	0	0	33	0	10	0	4	0	7	16	0	1	0	1	1	0
353	361	"Chase Pond"	45.65139	-60.675	519	"AWI"	519	11585	12501	11910	0	0	0	1	0	9	3	51	0	0	6	0	0	0	0	86	4	4	2	0	1	0	18	0	0	1	1	0	0	52	0	5	0	1	0	7	13	0	1	0	1	0	0
353	361	"Chase Pond"	45.65139	-60.675	521	"AWI"	521	11754	12614	12102	1	0	0	0	0	11	0	48	0	0	3	0	0	0	0	62	1	0	1	0	1	0	22	0	0	3	0	1	0	42	0	13	0	1	0	8	20	0	3	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	523	"AWI"	523	11825	12787	12299	0	0	0	0	0	12	0	55	0	0	4	0	0	0	0	86	2	10	2	0	0	0	27	0	0	2	0	1	0	60	0	9	0	1	0	15	28	0	1	0	1	0	0
353	361	"Chase Pond"	45.65139	-60.675	525	"AWI"	525	11991	12951	12467	0	0	22	0	0	11	0	29	0	0	7	1	0	0	1	55	1	3	0	0	0	0	26	0	1	0	0	0	0	43	0	15	0	0	0	1	22	0	3	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	529	"AWI"	529	12293	13144	12827	0	0	20	0	0	20	0	20	0	0	2	0	0	0	2	81	2	6	1	0	0	0	29	0	1	2	0	0	22	40	0	9	0	0	0	15	14	0	0	0	0	2	0
353	361	"Chase Pond"	45.65139	-60.675	532	"AWI"	532	12703	13201	12996	0	0	0	0	0	13	10	34	0	0	7	0	0	0	1	87	6	7	0	0	0	0	20	0	0	1	0	1	0	54	0	11	0	0	0	2	25	0	1	0	0	1	0
353	361	"Chase Pond"	45.65139	-60.675	533	"AWI"	533	12784	13238	13062	1	0	12	1	0	5	6	25	1	0	7	0	0	0	2	114	1	4	0	0	1	0	28	0	2	4	0	3	12	35	0	24	0	1	0	0	16	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	534	"AWI"	534	12837	13313	13119	0	0	0	2	0	11	6	52	0	0	4	0	0	0	2	95	1	15	0	0	0	0	9	0	0	2	0	1	15	0	0	16	0	1	0	0	24	0	0	0	1	0	0
353	361	"Chase Pond"	45.65139	-60.675	535	"AWI"	535	12884	13328	13141	1	0	9	1	0	11	7	57	0	0	2	0	0	0	1	101	2	15	0	0	0	0	10	0	0	5	0	2	10	44	0	22	0	3	0	0	25	0	0	0	0	1	0
353	361	"Chase Pond"	45.65139	-60.675	536	"AWI"	536	12917	13350	13162	0	0	0	3	0	11	0	79	0	0	6	0	0	0	1	88	0	12	4	0	0	0	7	0	0	4	0	0	13	0	0	14	0	3	0	0	10	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	538	"AWI"	538	12969	13403	13210	0	0	0	1	0	0	5	129	0	0	1	0	0	0	0	71	0	15	0	0	0	1	4	0	0	2	0	4	16	30	0	17	0	4	0	0	16	0	1	0	0	2	0
353	361	"Chase Pond"	45.65139	-60.675	540	"AWI"	540	13063	13460	13264	0	0	0	0	0	2	0	135	0	0	1	0	0	0	3	60	2	24	0	0	1	0	6	0	3	11	0	0	15	0	0	23	0	4	0	0	15	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	542	"AWI"	542	13167	13545	13327	0	0	0	0	0	2	0	107	0	0	1	0	0	0	4	61	0	15	0	0	1	0	4	0	1	18	0	1	17	0	0	28	0	4	0	0	13	0	0	0	0	1	0
353	361	"Chase Pond"	45.65139	-60.675	546	"AWI"	546	13349	13978	13632	0	0	0	1	0	7	0	121	1	0	1	1	0	0	1	73	1	7	3	0	0	0	6	0	0	10	0	1	19	0	0	27	0	8	0	0	16	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	548	"AWI"	548	13407	14452	13857	2	0	0	0	0	1	0	87	1	0	2	0	0	0	7	78	1	2	0	0	0	0	16	0	4	3	0	1	14	0	0	24	0	2	0	0	15	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	552	"AWI"	552	13876	14834	14352	0	0	0	0	0	2	0	105	0	0	2	0	0	1	1	82	0	6	1	0	1	0	3	0	0	7	0	2	18	0	0	20	0	1	0	0	17	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	556	"AWI"	556	14322	15160	14857	0	0	0	0	0	3	17	158	0	0	0	0	0	1	11	31	1	7	1	0	0	0	10	0	1	17	0	5	0	25	0	9	0	3	0	0	30	0	0	0	1	2	0
353	361	"Chase Pond"	45.65139	-60.675	560	"AWI"	560	14602	15849	15202	0	0	0	0	1	12	0	164	1	0	3	0	0	0	2	37	2	5	0	0	0	0	7	0	1	12	1	3	0	19	0	10	0	3	0	0	24	0	1	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	566	"AWI"	566	15006	16444	15722	0	0	0	0	0	32	0	84	0	0	5	0	0	0	0	52	5	7	0	0	0	0	12	0	2	12	0	8	0	26	0	13	0	3	0	0	23	0	0	0	0	0	1
353	361	"Chase Pond"	45.65139	-60.675	574	"AWI"	574	15652	17040	16455	0	0	0	0	3	8	0	37	1	0	1	0	0	2	5	81	16	11	5	0	0	0	11	0	3	15	0	4	0	0	0	30	0	7	0	0	38	0	0	0	0	1	0
353	361	"Chase Pond"	45.65139	-60.675	580	"AWI"	580	16395	17326	16948	0	0	0	0	0	4	6	19	0	0	1	0	0	2	6	54	15	11	1	0	0	0	17	2	2	11	1	3	11	0	0	21	0	1	0	0	41	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	582	"AWI"	582	16492	17527	17065	0	0	0	0	2	11	9	32	0	0	0	0	0	0	0	58	25	13	0	0	1	0	14	0	0	9	0	5	0	0	1	3	0	9	0	0	42	0	0	0	0	1	0
353	361	"Chase Pond"	45.65139	-60.675	584	"AWI"	584	16568	17846	17169	0	0	0	0	0	6	7	30	0	0	2	0	0	1	1	33	31	17	0	0	2	1	12	1	0	0	1	7	27	40	4	3	0	13	0	0	29	0	0	0	0	7	0
353	361	"Chase Pond"	45.65139	-60.675	586	"AWI"	586	16662	17993	17287	0	0	6	1	1	10	7	33	0	1	1	0	0	0	0	38	0	7	0	0	1	0	18	0	0	0	1	4	0	0	2	7	0	6	0	0	46	0	0	1	0	1	0
