"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Arecaceae"	"Asteraceae"	"Betula"	"Bursera"	"Carya"	"Casuarina"	"Celtis"	"Cephalanthus"	"Cupressaceae"	"Cyperaceae"	"Cyrilla"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Ilex"	"Lamiaceae"	"Liquidambar"	"Melastomataceae"	"Myrica"	"Nyssa"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ulmus"
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	23	"AWI"	23	211	394	305	0	1	53	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	0	38	1	0	7	1
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	25	"AWI"	25	251	440	357	0	0	36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	54	1	0	2	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	27	"AWI"	27	295	479	407	0	0	46	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	46	0	0	4	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	29	"AWI"	29	336	513	459	0	0	33	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	5	0	47	0	0	5	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	31	"AWI"	31	373	546	508	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	55	0	0	7	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	33	"AWI"	33	422	611	545	0	2	44	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	66	4	0	8	1
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	35	"AWI"	35	469	661	582	0	1	27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	52	1	0	3	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	41	"AWI"	41	598	797	699	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	1	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	43	"AWI"	43	638	839	739	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	48	2	0	2	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	45	"AWI"	45	678	882	779	0	1	51	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	52	0	1	3	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	49	"AWI"	49	767	962	860	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	39	0	0	0	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	51	"AWI"	51	811	1009	904	0	0	52	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	3	0	24	1	0	4	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	55	"AWI"	55	904	1122	1004	0	0	179	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	63	0	0	1	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	57	"AWI"	57	952	1182	1058	0	1	91	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	38	0	4	6	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	61	"AWI"	61	1049	1291	1165	0	1	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	102	3	1	5	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	63	"AWI"	63	1100	1340	1218	0	1	140	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	9	0	109	1	1	4	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	65	"AWI"	65	1155	1389	1272	0	2	124	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	5	0	41	1	3	2	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	67	"AWI"	67	1214	1434	1326	0	0	231	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	9	0	43	1	2	9	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	71	"AWI"	71	1331	1525	1429	1	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	54	2	0	7	0
