"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Myrica"	"Onagraceae"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Viburnum"	"Violaceae"
296	302	"Boone Lake"	55.575	-119.43333	465	"AWI"	465	9583	11760	10438	0	17	3	0	12	0	70	0	0	1	0	0	42	4	0	0	33	0	0	147	5	171	11	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	470	"AWI"	470	9742	11919	10561	2	12	2	0	2	0	51	0	0	1	0	0	32	0	0	0	29	0	0	163	0	185	14	0	1	1	0	0	0	0	0	23	0	0	1	3	2	0
296	302	"Boone Lake"	55.575	-119.43333	475	"AWI"	475	9963	12046	10686	12	27	4	0	7	0	41	0	0	0	0	0	86	2	0	0	47	0	0	41	4	157	51	0	16	0	0	3	0	0	0	27	0	0	0	3	0	0
296	302	"Boone Lake"	55.575	-119.43333	480	"AWI"	480	10160	12190	10834	3	34	0	0	17	0	32	0	0	3	0	0	53	5	0	0	26	0	0	92	3	201	37	0	5	0	0	0	0	0	0	24	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	485	"AWI"	485	10288	12368	10988	1	30	0	0	10	0	45	0	0	1	0	0	43	5	0	0	22	0	0	123	1	133	10	0	39	1	0	0	0	0	2	43	0	0	0	1	0	0
296	302	"Boone Lake"	55.575	-119.43333	490	"AWI"	490	10784	12551	11411	11	12	3	0	26	0	44	3	0	0	0	0	68	5	0	0	26	1	0	44	1	85	10	0	81	0	0	0	0	0	1	42	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	492	"AWI"	492	10958	12642	11623	4	24	4	0	12	0	151	0	0	2	0	8	51	4	0	0	17	0	0	92	0	191	11	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0
296	302	"Boone Lake"	55.575	-119.43333	498	"AWI"	498	11330	13094	12292	2	20	5	0	3	0	105	0	0	0	0	2	32	1	0	0	12	0	0	127	0	260	10	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	506	"AWI"	506	11757	14004	12997	1	36	3	0	11	0	102	0	0	0	0	5	75	4	1	0	43	1	0	61	1	128	55	0	10	0	0	0	0	0	0	39	0	0	0	9	4	0
296	302	"Boone Lake"	55.575	-119.43333	509	"AWI"	509	11977	14078	13108	1	25	1	0	15	0	31	0	0	0	0	1	59	4	0	0	52	0	0	35	6	93	43	0	17	0	0	0	0	1	0	38	0	0	0	5	2	0
296	302	"Boone Lake"	55.575	-119.43333	515	"AWI"	515	12372	14252	13331	0	42	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	10	4	74	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	518	"AWI"	518	12518	14384	13444	0	35	4	0	16	0	44	0	0	1	0	0	86	4	0	0	129	0	0	71	2	116	32	0	64	0	0	0	0	0	0	45	0	0	1	1	3	0
296	302	"Boone Lake"	55.575	-119.43333	524	"AWI"	524	12764	14661	13619	0	28	2	0	27	0	42	0	0	0	0	0	170	5	0	0	81	0	0	56	0	67	14	0	126	0	0	0	0	1	0	51	0	1	0	0	1	0
296	302	"Boone Lake"	55.575	-119.43333	527	"AWI"	527	12872	14712	13665	1	18	3	0	59	0	27	0	0	1	0	0	244	9	0	1	147	0	2	24	2	46	23	0	150	0	0	0	0	0	0	89	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	531	"AWI"	531	13028	14791	13729	0	2	5	0	62	0	13	0	0	0	0	0	308	12	0	0	143	0	0	3	1	17	11	0	56	0	0	0	0	1	0	103	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	534	"AWI"	534	13097	14877	13775	0	4	5	0	61	0	12	0	0	2	0	0	433	9	0	1	111	0	0	2	0	7	14	1	43	0	0	0	0	3	0	85	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	537	"AWI"	537	13153	14962	13828	0	2	11	0	35	0	11	0	0	0	0	0	329	0	0	0	52	0	0	3	1	1	8	0	64	0	0	0	0	0	0	52	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	540	"AWI"	540	13203	15054	13885	0	0	10	0	17	0	0	0	0	0	0	0	63	0	0	0	36	0	0	3	2	3	4	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0
