"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fraxinus"	"Indeterminable"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Viburnum"
1485	1523	"Kirk Lake"	48.23333	-121.61667	1070	"AWI"	1070	12272	12765	12624	11	0	152	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	2	0	9	24	0	1	21	40	0	0	0	0	0	0	3	0	0	0	0	0	30	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1075	"AWI"	1075	12378	12819	12684	21	0	281	0	0	0	1	0	6	0	0	0	24	11	0	0	0	0	5	0	0	5	0	26	95	0	2	5	39	0	0	0	0	0	0	12	1	0	0	0	0	55	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1080	"AWI"	1080	12483	12876	12745	25	0	168	0	0	0	4	0	2	0	0	0	8	0	0	0	0	0	1	0	0	3	0	13	85	0	1	11	20	0	0	0	0	0	0	2	0	0	0	0	0	68	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1085	"AWI"	1085	12571	12943	12807	17	0	155	0	1	0	4	0	0	0	0	0	6	7	0	0	0	0	6	0	0	1	0	13	76	0	5	22	29	0	0	0	0	0	1	1	0	0	0	0	0	43	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1090	"AWI"	1090	12638	13017	12869	12	0	207	0	1	0	3	0	1	0	1	0	3	4	0	0	0	0	4	0	0	2	0	22	126	0	4	12	16	0	0	0	0	0	0	2	0	0	0	0	0	34	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1105	"AWI"	1105	12832	13232	13067	13	0	148	1	0	0	5	0	1	0	0	0	4	0	0	0	0	0	1	0	0	1	0	53	182	0	4	7	15	0	0	0	0	0	0	1	0	0	0	0	0	20	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1110	"AWI"	1110	12932	13278	13128	40	0	137	0	1	0	4	0	0	0	0	0	3	4	0	0	0	0	1	0	0	2	0	70	173	0	3	19	0	0	0	0	0	0	0	0	0	0	0	0	1	31	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1115	"AWI"	1115	13003	13342	13185	20	0	226	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	25	154	0	1	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1120	"AWI"	1120	13056	13441	13246	19	0	143	0	0	0	4	0	1	0	0	0	4	1	0	0	0	0	5	0	0	0	0	57	390	0	2	36	0	0	0	0	0	0	0	3	0	0	0	0	1	11	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1125	"AWI"	1125	13098	13565	13307	36	0	245	0	0	0	5	0	0	0	0	0	11	15	0	0	0	0	4	0	0	1	0	36	579	0	4	22	2	0	0	0	0	0	0	8	0	0	0	1	1	24	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1130	"AWI"	1130	13121	13689	13367	25	0	273	0	0	0	5	0	1	0	0	0	10	9	0	0	0	0	3	0	0	0	0	53	340	0	0	78	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1135	"AWI"	1135	13139	13814	13426	24	0	349	0	0	0	6	0	0	0	0	0	17	25	0	0	0	0	7	0	0	3	0	26	118	0	4	84	0	0	0	0	0	0	0	6	0	1	0	0	0	7	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1140	"AWI"	1140	13152	13944	13486	29	0	259	0	0	3	3	0	0	0	1	0	7	14	0	0	0	0	5	0	0	3	1	82	216	0	2	122	2	0	0	0	0	0	0	4	0	1	0	0	0	24	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1145	"AWI"	1145	13193	14033	13551	9	7	307	0	0	0	0	0	1	0	0	0	3	5	0	0	0	0	4	0	0	1	0	54	129	0	0	54	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1150	"AWI"	1150	13235	14116	13620	18	0	133	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	77	55	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
