"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Larix"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"
1605	1656	"Lofty Lake"	54.72528	-112.48083	100	"AWI"	100	1380	3158	2329	1	118	6	0	39	0	340	0	0	0	0	0	20	0	0	0	0	0	0	1	5	0	0	0	194	223	0	30	0	20	0	0	0	0	0	0	40	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	110	"AWI"	110	1551	3372	2574	0	177	1	0	20	0	315	0	0	0	0	8	18	0	0	0	0	0	0	4	5	0	0	0	175	207	0	35	0	22	0	0	0	0	0	0	38	1	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	120	"AWI"	120	1917	3506	2801	0	179	10	0	38	0	310	0	0	0	0	20	16	0	0	0	0	0	0	0	1	0	0	0	204	169	0	20	0	20	0	0	0	0	0	1	42	0	2	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	130	"AWI"	130	2127	3686	3038	0	160	0	0	40	0	360	0	0	0	0	5	20	0	0	0	0	0	0	0	2	0	0	0	175	163	0	30	0	20	0	0	0	0	0	0	40	4	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	140	"AWI"	140	2584	3791	3254	2	195	8	0	38	0	335	0	0	0	1	20	18	0	0	0	0	0	0	0	2	0	0	0	157	150	0	25	0	20	0	1	0	0	0	0	55	3	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	150	"AWI"	150	2896	3965	3483	0	190	16	0	42	0	380	0	0	0	0	20	35	0	0	0	0	0	0	0	4	0	0	0	115	138	0	20	0	21	0	0	0	0	0	0	55	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	160	"AWI"	160	3189	4092	3675	0	98	6	0	60	0	200	0	0	0	0	20	35	0	0	0	0	0	0	0	0	0	0	0	255	205	0	75	0	21	0	0	0	0	0	0	58	2	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	170	"AWI"	170	3370	4338	3858	0	98	2	0	25	0	313	0	0	0	0	5	40	0	0	0	0	0	0	1	1	0	0	0	218	199	0	50	0	40	0	0	0	0	0	0	60	1	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	180	"AWI"	180	3504	4582	4017	2	97	3	0	32	0	282	0	0	0	0	20	60	0	0	0	0	0	0	0	1	0	0	0	170	202	0	36	1	83	0	0	0	0	0	0	60	1	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	190	"AWI"	190	3651	4813	4176	0	120	9	0	30	0	178	0	0	0	0	8	58	0	0	0	0	0	0	3	4	1	0	0	190	280	0	45	0	43	0	0	3	0	1	0	70	3	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	200	"AWI"	200	3765	5003	4352	1	130	9	1	60	18	120	0	0	0	0	8	40	0	0	0	0	0	0	1	1	0	0	0	175	300	0	80	0	22	0	0	1	0	1	0	60	5	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	210	"AWI"	210	3914	5189	4526	0	133	9	0	61	0	177	0	0	2	0	12	50	0	0	0	0	0	0	4	5	0	0	0	117	283	0	80	0	36	0	0	0	0	0	0	70	7	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	220	"AWI"	220	4037	5365	4698	0	156	18	0	80	0	254	0	0	8	0	12	60	0	0	0	2	2	0	0	0	0	0	0	114	161	0	120	0	10	0	0	3	0	0	0	60	3	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	230	"AWI"	230	4210	5507	4875	0	122	12	1	60	0	200	0	0	0	0	20	62	0	0	0	0	2	0	4	2	0	1	0	95	225	0	102	0	20	0	0	0	0	0	0	100	9	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	240	"AWI"	240	4325	5683	5050	0	146	9	0	22	0	205	0	0	0	0	36	39	0	0	0	0	0	0	3	2	0	0	0	205	220	0	40	0	40	0	0	0	0	0	0	78	4	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	250	"AWI"	250	4564	5791	5221	2	107	10	0	38	0	160	0	0	0	1	20	78	0	0	0	0	0	0	5	2	0	0	0	155	232	0	96	0	75	0	0	0	0	0	0	60	8	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	260	"AWI"	260	4725	5951	5398	0	80	68	0	53	0	274	0	0	4	0	32	80	0	0	0	0	0	0	4	4	0	0	0	105	170	0	100	0	20	0	0	6	0	1	0	78	4	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	270	"AWI"	270	5008	6048	5567	0	90	30	0	55	0	307	1	0	0	0	10	77	0	0	0	0	0	0	2	0	0	1	0	100	155	0	98	0	20	0	0	0	0	0	1	92	5	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	280	"AWI"	280	5223	6180	5739	2	95	10	0	68	0	307	0	0	0	0	20	55	0	0	0	0	0	0	0	0	0	0	0	120	145	0	96	0	17	0	0	0	0	0	0	102	6	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	290	"AWI"	290	5528	6264	5902	0	114	5	0	60	0	420	0	0	0	0	20	40	0	1	0	0	0	0	0	0	1	0	0	80	105	0	77	0	32	0	0	3	0	1	1	64	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	300	"AWI"	300	5691	6431	6067	0	90	13	0	60	0	382	1	2	0	0	45	55	0	0	0	0	0	0	2	1	0	0	0	85	122	1	84	0	32	1	0	0	0	0	0	57	10	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	310	"AWI"	310	5782	6710	6221	0	81	9	0	62	0	377	0	0	0	0	40	42	0	0	0	3	0	0	4	0	0	0	0	75	81	0	140	0	60	0	0	0	0	0	0	59	8	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	320	"AWI"	320	5904	6928	6372	0	60	16	1	60	0	325	0	0	0	0	40	25	3	3	0	0	0	0	0	0	0	0	0	85	122	1	190	0	20	0	0	4	0	0	0	54	4	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	330	"AWI"	330	6008	7097	6540	0	50	30	0	42	0	228	1	0	0	0	40	40	0	0	0	2	2	0	3	0	0	0	0	134	179	0	180	0	30	0	0	3	0	0	0	56	8	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	340	"AWI"	340	6166	7247	6699	0	80	30	0	45	0	142	0	0	0	0	10	62	0	0	0	0	0	0	4	0	0	0	0	65	217	0	227	0	45	1	0	3	0	0	1	105	6	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	350	"AWI"	350	6300	7407	6867	0	98	10	0	60	0	200	0	0	3	0	40	21	0	0	0	0	5	0	0	0	0	1	0	75	145	0	187	0	40	0	0	0	0	0	0	100	9	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	360	"AWI"	360	6478	7522	7030	1	102	21	0	131	18	125	0	0	0	0	20	72	0	0	0	0	0	0	5	0	0	0	0	45	146	0	205	0	75	0	1	0	0	0	0	84	4	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	370	"AWI"	370	6599	7678	7204	0	80	90	0	55	34	125	0	0	0	0	15	280	0	0	0	0	4	0	4	0	0	1	0	105	130	0	246	0	45	0	0	0	0	0	0	56	11	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	380	"AWI"	380	6891	7754	7349	0	40	82	0	61	0	125	0	0	0	0	50	130	0	0	0	0	0	0	4	0	0	0	0	62	154	0	83	0	235	0	0	0	0	0	0	72	4	0	1	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	390	"AWI"	390	7078	7887	7510	0	79	20	0	50	0	265	0	0	0	0	32	42	0	0	0	0	0	0	2	0	0	0	0	103	175	0	141	0	20	0	0	3	0	0	1	91	3	2	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	400	"AWI"	400	7333	8010	7677	0	60	62	0	52	0	240	0	0	0	0	95	83	0	0	0	0	0	0	2	0	0	0	0	50	120	0	180	0	40	0	0	0	0	0	0	70	4	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	410	"AWI"	410	7489	8239	7839	0	63	62	0	55	0	110	0	0	0	0	15	80	0	0	0	0	0	0	4	0	0	0	0	90	143	0	241	0	30	0	0	0	4	1	1	142	5	0	0	1
1605	1656	"Lofty Lake"	54.72528	-112.48083	420	"AWI"	420	7624	8436	8000	0	73	57	0	100	0	170	0	0	0	0	20	105	0	0	1	0	0	0	4	0	0	0	0	55	160	0	115	0	105	0	0	0	0	0	0	105	4	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	430	"AWI"	430	7829	8637	8163	0	132	21	0	60	0	162	0	0	0	0	15	36	0	0	0	3	1	0	0	0	0	0	0	75	99	0	240	0	50	0	0	0	0	0	1	125	11	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	440	"AWI"	440	8027	8857	8338	0	94	21	0	40	0	270	1	0	0	0	62	52	0	0	0	0	0	0	17	0	0	0	0	105	122	0	88	0	61	0	0	0	0	0	0	80	7	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	450	"AWI"	450	8184	9160	8582	0	60	27	0	40	0	400	0	0	0	0	30	40	0	0	0	0	2	0	4	0	0	0	0	60	90	0	112	0	60	0	1	0	0	0	0	92	12	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	460	"AWI"	460	8300	9655	8855	0	40	10	0	35	0	562	0	0	0	0	40	52	0	0	0	0	0	0	12	0	0	0	0	40	52	0	43	0	92	0	0	0	0	0	0	75	3	0	1	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	470	"AWI"	470	8519	9970	9155	0	20	19	0	21	0	480	0	0	0	0	82	60	0	0	0	0	0	0	4	1	0	0	0	25	40	0	27	0	230	0	0	0	0	0	1	20	2	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	480	"AWI"	480	8660	10355	9446	0	20	19	0	22	0	586	0	0	0	0	55	23	0	0	0	0	1	0	1	0	0	0	0	35	37	0	62	0	90	0	1	0	0	0	0	55	3	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	490	"AWI"	490	8983	10576	9751	0	20	10	0	22	0	590	0	0	0	0	30	20	0	0	0	0	0	0	4	0	0	0	0	62	58	1	53	0	58	0	0	0	0	0	0	73	3	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	500	"AWI"	500	9209	10899	10053	0	25	9	0	35	0	580	0	0	0	0	60	32	0	0	0	0	0	0	3	0	1	0	0	85	42	0	42	0	53	0	0	0	0	0	0	58	4	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	505	"AWI"	505	9546	10972	10191	0	8	2	0	20	0	678	0	0	0	0	62	39	0	0	0	0	0	0	3	0	0	0	0	70	40	0	37	0	53	0	0	0	0	0	0	25	2	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	510	"AWI"	510	9818	11072	10333	0	13	2	0	15	0	805	0	0	1	0	40	8	0	0	0	0	0	0	0	0	0	0	0	58	22	0	16	0	20	0	0	0	0	0	0	8	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	515	"AWI"	515	9961	11198	10488	0	13	2	0	26	0	715	0	0	0	0	50	23	0	0	0	0	0	0	4	0	0	0	0	78	20	0	16	0	17	0	0	0	0	0	0	40	2	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	520	"AWI"	520	10187	11489	10755	0	23	15	0	52	0	160	0	0	0	0	6	52	0	0	0	0	0	0	10	0	0	0	0	405	67	0	70	0	100	0	0	0	0	0	0	72	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	525	"AWI"	525	10476	11888	11192	4	23	26	0	60	0	55	0	0	0	0	15	80	0	0	0	0	0	0	6	0	0	0	0	420	130	0	85	0	68	0	0	0	0	0	0	30	4	0	1	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	530	"AWI"	530	10598	12382	11609	0	19	15	0	58	0	60	0	0	0	0	0	100	0	0	0	0	0	0	1	0	0	0	0	535	70	0	65	0	130	0	0	0	0	0	0	20	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	535	"AWI"	535	10712	12988	12006	0	19	10	0	59	0	59	0	0	0	0	0	86	0	0	0	0	0	0	14	0	0	0	0	500	90	0	40	0	160	0	0	0	0	0	0	30	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	540	"AWI"	540	11259	13258	12373	0	19	9	0	40	0	60	0	0	0	0	0	120	0	0	0	0	0	0	8	0	0	0	0	555	60	0	30	0	128	0	0	0	0	0	0	60	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	545	"AWI"	545	11866	13370	12721	0	19	6	0	100	0	90	0	0	0	0	0	102	0	4	0	0	1	0	1	0	0	0	0	20	15	0	70	0	560	0	0	0	0	0	0	102	0	0	1	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	550	"AWI"	550	12299	13590	13098	0	9	2	0	121	0	52	0	0	0	0	0	58	0	0	0	0	0	0	3	0	0	0	0	5	20	0	80	1	560	0	0	0	0	0	0	137	0	0	0	0
1605	1656	"Lofty Lake"	54.72528	-112.48083	555	"AWI"	555	12592	14086	13456	0	9	15	0	305	5	5	0	0	0	0	4	58	0	3	0	5	0	0	5	0	0	0	0	2	40	1	90	0	437	0	0	0	0	0	0	70	0	0	1	0
